"","KID","year","tau_m","tau_f","tau_both","tau_m2","tau_f2","tau_m_investment","tau_m_social","tau_m_ex_inv","tau_m_ex_soc","tau_f_investment","tau_f_social","tau_f_ex_inv","tau_f_ex_soc","tau_both_investment","tau_both_social","tau_both_ex_inv","tau_both_ex_soc","relative_present","informal_invest","formal_invest","relative_invest","formal","relative","informal","tau_m_socinvest","tau_f_socinvest","tau_both_socinvest"
"106",51031,1997,18.4166666666667,0,18.4166666666667,9.91666666666667,0,5,1,7.91666666666667,2,0,0,0,0,5,1,7.91666666666667,2,0,0,0,0,0,0,0.833333333333333,9.91666666666667,0,9.91666666666667
"107",51031,2002,55.75,55.75,55.75,54.75,54.75,15,11.8333333333333,15,15.8333333333333,15,11.8333333333333,15,15.8333333333333,15,11.8333333333333,15,15.8333333333333,0,0,0,0,0,0,6.91666666666667,30.8333333333333,30.8333333333333,30.8333333333333
"108",51032,1997,35.0833333333333,0,35.0833333333333,35.0833333333333,0,19.3333333333333,7.91666666666667,24.3333333333333,8.91666666666667,0,0,0,0,19.3333333333333,7.91666666666667,24.3333333333333,8.91666666666667,0,0,0,0,0,0,0,33.25,0,33.25
"109",53035,1997,39.3333333333333,0,39.3333333333333,39.3333333333333,0,23.5,6.16666666666667,29.9166666666667,8.25,0,0,0,0,23.5,6.16666666666667,29.9166666666667,8.25,8.33333333333333,0,0,5,0,7.5,2.08333333333333,38.1666666666667,0,38.1666666666667
"110",53035,2002,11.1666666666667,0,11.1666666666667,11.1666666666667,0,3,0,3,3.33333333333333,0,0,0,0,3,0,3,3.33333333333333,2,1.5,0,0,0,0,11.4166666666667,6.33333333333333,0,6.33333333333333
"111",53036,1997,12.6666666666667,58.4166666666667,58.75,5,50.75,2,3,2,3,35.75,10.1666666666667,39.9166666666667,10.1666666666667,35.75,10.5,39.9166666666667,10.5,8,9.16666666666667,0,2.66666666666667,0,8,9.16666666666667,5,50.0833333333333,50.4166666666667
"112",53036,2002,8.66666666666667,1.5,9.5,8.16666666666667,1,0.166666666666667,3.5,0.166666666666667,5,1,0,1,0,1,3.5,1,5,0,0,0,0,0,0,14.25,5.16666666666667,1,6
"113",53038,1997,8.73333333333333,14.9833333333333,18.3166666666667,8.73333333333333,13.9833333333333,2.5,5.4,2.5,6.23333333333333,2.5,7.73333333333333,4.58333333333333,8.06666666666667,2.5,10.2333333333333,4.58333333333333,11.4,4.16666666666667,0,0,0,0,1.66666666666667,4.16666666666667,8.73333333333333,12.65,15.9833333333333
"114",53038,2002,0,20.5666666666667,20.5666666666667,0,4.5,0,0,0,0,0,4.5,0,4.5,0,4.5,0,4.5,2.83333333333333,0,0,2.33333333333333,0,2.83333333333333,8.3,0,4.5,4.5
"115",53040,1997,8.9,26.5833333333333,30.0833333333333,8.9,21.4166666666667,2.83333333333333,5.4,2.83333333333333,6.06666666666667,10,7.56666666666667,12.0833333333333,7.9,10.3333333333333,10.0666666666667,12.4166666666667,11.0666666666667,4.16666666666667,0,0,0,0,1.66666666666667,4.16666666666667,8.9,19.9833333333333,23.4833333333333
"116",53040,2002,11.5,24,28,4,5,0,0,4,0,0,5,0,5,0,5,4,5,0,0,0,0,0,0,2.08333333333333,4,5,9
"117",53041,1997,48.3333333333333,0,48.3333333333333,38.75,0,15.7333333333333,10.75,22.9,13.85,0,0,0,0,15.7333333333333,10.75,22.9,13.85,60.75,0,0,0,0,0,0,36.75,0,36.75
"118",53041,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.25,15.5,0,10.8333333333333,0,34.25,31.9166666666667,0,0,0
"119",53041,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14.1666666666667,0,3.33333333333333,0,29,21.5833333333333,0,0,0
"120",53042,1997,9.5,9.66666666666667,9.66666666666667,7.83333333333333,8,0,0,2.83333333333333,0,0.166666666666667,0,3,0,0.166666666666667,0,3,0,34.75,0,0,23.75,0,32.75,10,2.83333333333333,3,3
"121",53042,2002,0,10.25,10.25,0,6.25,0,0,0,0,0,6.25,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,3.33333333333333,0,6.25,6.25
"122",53042,2007,28.5833333333333,3.66666666666667,28.5833333333333,28.5833333333333,3.66666666666667,8.66666666666667,6,8.66666666666667,13.75,3.66666666666667,0,3.66666666666667,0,8.66666666666667,6,8.66666666666667,13.75,0,1,0,0,0,0,6.66666666666667,22.4166666666667,3.66666666666667,22.4166666666667
"123",53205,1997,69.6,17.2666666666667,69.6,59.6,12.2666666666667,28.5,9.78333333333333,29.6333333333333,9.78333333333333,6.75,0.2,7.88333333333333,0.2,28.5,9.78333333333333,29.6333333333333,9.78333333333333,4.48333333333333,0,0,1.5,0,1.5,0,39.4166666666667,8.08333333333333,39.4166666666667
"124",53205,2002,38.5666666666667,26.1666666666667,38.5666666666667,28.2333333333333,20.9,15.5833333333333,2.5,19.1666666666667,2.66666666666667,12.5,2.5,12.5,2.5,15.5833333333333,2.5,19.1666666666667,2.66666666666667,10.5,0,0,0,0,0,0,21.8333333333333,15,21.8333333333333
"125",53205,2007,34.5833333333333,5.66666666666667,40.25,18.5833333333333,0,0,6.25,0.833333333333333,6.25,0,0,0,0,0,6.25,0.833333333333333,6.25,74.3333333333333,0,0,0,0,2.5,0,7.08333333333333,0,7.08333333333333
"126",60036,1997,20.9166666666667,20.9166666666667,26.75,14.8333333333333,12.3333333333333,6.16666666666667,3.66666666666667,8.66666666666667,3.66666666666667,6.16666666666667,3.66666666666667,6.16666666666667,3.66666666666667,7,3.66666666666667,9.5,3.66666666666667,0,36.6666666666667,0,0,0,0,36.6666666666667,12.3333333333333,9.83333333333333,13.1666666666667
"127",60036,2002,18.3333333333333,5.91666666666667,21.75,16.5,5.91666666666667,2.75,3.16666666666667,3.25,3.5,1.5,1.5,4.41666666666667,1.5,3.25,3.16666666666667,6.66666666666667,3.5,0,3.16666666666667,0,0,0,0,5.25,6.75,5.91666666666667,10.1666666666667
"128",60036,2007,17.2833333333333,13.8333333333333,19.7,17.2833333333333,13.8333333333333,2.91666666666667,5.66666666666667,4.58333333333333,5.66666666666667,2.91666666666667,5.66666666666667,5,5.66666666666667,2.91666666666667,5.66666666666667,6.66666666666667,5.66666666666667,0,2.5,0,0,0,0,5,10.25,10.6666666666667,12.3333333333333
"129",60037,1997,32.3333333333333,11,39,32.3333333333333,11,19.9166666666667,4.41666666666667,23.3333333333333,4.41666666666667,8,0.5,8,0.5,26.0833333333333,4.91666666666667,29.5,4.91666666666667,0,0,0,0,24.5833333333333,0,0,27.75,8.5,34.4166666666667
"130",60037,2002,14.75,5.83333333333333,19.5833333333333,14.3333333333333,2.83333333333333,4.16666666666667,2.66666666666667,4.58333333333333,2.66666666666667,0,1.83333333333333,0,1.83333333333333,4.16666666666667,3.5,4.58333333333333,3.5,0,4.83333333333333,0,0,0,0,15.4166666666667,7.25,1.83333333333333,8.08333333333333
"131",60037,2007,11.8666666666667,16.5333333333333,18.7,11.8666666666667,13.0333333333333,6.2,3.33333333333333,6.86666666666667,3.33333333333333,5.11666666666667,3.33333333333333,8.03333333333333,3.33333333333333,6.61666666666667,3.33333333333333,10.2,3.33333333333333,0,6.66666666666667,0,0,0,0,6.66666666666667,10.2,11.3666666666667,13.5333333333333
"132",61032,1997,21.8333333333333,18.4166666666667,22.6666666666667,20,16.5833333333333,7.08333333333333,9.25,8.75,10.75,5,9.25,5.83333333333333,10.25,7.08333333333333,9.25,9.58333333333333,10.75,5.5,0,0,0,0,0,0,19.5,16.0833333333333,20.3333333333333
"133",61032,2002,35.6666666666667,10.25,35.9166666666667,32,6.58333333333333,4.16666666666667,2.75,4.83333333333333,6.08333333333333,0,2.75,0.666666666666667,2.75,4.16666666666667,2.75,4.83333333333333,6.08333333333333,15.4166666666667,0.833333333333333,0,1,0,3.33333333333333,7.91666666666667,10.9166666666667,3.41666666666667,10.9166666666667
"134",61034,1997,40.8333333333333,18.9166666666667,44.4166666666667,40.8333333333333,18.9166666666667,10.8333333333333,11.3333333333333,12.5,12.6666666666667,8.16666666666667,9.25,8.16666666666667,10.25,14.4166666666667,11.3333333333333,16.0833333333333,12.6666666666667,23,0,0,7.5,0,12.9166666666667,0,25.1666666666667,18.4166666666667,28.75
"135",61034,2002,6.5,4.83333333333333,6.5,3.83333333333333,2.16666666666667,0,0.666666666666667,1.66666666666667,2.16666666666667,0,0.666666666666667,0,2.16666666666667,0,0.666666666666667,1.66666666666667,2.16666666666667,0,0,0,0,0,0,94.4166666666667,3.83333333333333,2.16666666666667,3.83333333333333
"136",61034,2007,1.75,21.1666666666667,21.5833333333333,1.75,6,0,0.833333333333333,0,0.833333333333333,1.5,1.83333333333333,1.5,1.83333333333333,1.5,1.83333333333333,1.5,1.83333333333333,1,0,0,0,0,0,0,0.833333333333333,3.33333333333333,3.33333333333333
"137",61035,1997,72.4166666666667,76.9166666666667,87.0833333333333,72.4166666666667,76.9166666666667,33.8333333333333,9.33333333333333,39.3333333333333,9.33333333333333,44.1666666666667,6,49.6666666666667,6,48.5,9.33333333333333,54,9.33333333333333,25,0,0,0,0,0,0,48.6666666666667,55.6666666666667,63.3333333333333
"138",61035,2002,34,9.08333333333333,34,34,9.08333333333333,21.3333333333333,5.83333333333333,27.1666666666667,6.83333333333333,7.58333333333333,1.5,7.58333333333333,1.5,21.3333333333333,5.83333333333333,27.1666666666667,6.83333333333333,0,0,0,0,0,0,0,34,9.08333333333333,34
"139",61035,2007,13.25,0,13.25,13.25,0,2.08333333333333,2.08333333333333,4.25,2.08333333333333,0,0,0,0,2.08333333333333,2.08333333333333,4.25,2.08333333333333,0,11,0,0,0,0,12.6666666666667,6.33333333333333,0,6.33333333333333
"140",68030,1997,34.5833333333333,23.6666666666667,37.4166666666667,21.6666666666667,17.8333333333333,10.5,5.83333333333333,12.3333333333333,8.33333333333333,10,3.33333333333333,11,5.83333333333333,13.3333333333333,5.83333333333333,15.1666666666667,8.33333333333333,16.1666666666667,0,0,0,0,0,0,20.6666666666667,16.8333333333333,23.5
"141",68030,2002,20.9166666666667,26.5833333333333,28.25,18.4166666666667,24.0833333333333,0,7.75,1.66666666666667,7.75,7.33333333333333,7.75,7.33333333333333,7.75,7.33333333333333,7.75,9,7.75,31.6666666666667,0,0,0,0,31.6666666666667,0,9.41666666666667,15.0833333333333,16.75
"142",68030,2007,19.5,23.5,23.5,12,16,10,2,10,2,14,2,14,2,14,2,14,2,17.25,0,0,0,0,17.25,2.5,12,16,16
"143",79032,1997,31.1666666666667,0,31.1666666666667,23.6666666666667,0,7,1.66666666666667,10.1666666666667,4.16666666666667,0,0,0,0,7,1.66666666666667,10.1666666666667,4.16666666666667,0,6.23333333333333,0,0,0,0,12.3333333333333,14.3333333333333,0,14.3333333333333
"144",79032,2002,6.5,4.08333333333333,7.16666666666667,5.5,3.08333333333333,2.25,2.41666666666667,2.25,2.41666666666667,0.666666666666667,2.41666666666667,0.666666666666667,2.41666666666667,2.91666666666667,2.41666666666667,2.91666666666667,2.41666666666667,0,0,0,0,0,0,1,4.66666666666667,3.08333333333333,5.33333333333333
"145",84033,1997,3.58333333333333,13.6666666666667,16.25,3.58333333333333,13.6666666666667,0,1,2.58333333333333,1,7,5.16666666666667,7,5.16666666666667,7,5.16666666666667,9.58333333333333,5.16666666666667,7.5,0,0,6.66666666666667,0,7.5,2.91666666666667,3.58333333333333,12.1666666666667,14.75
"146",84033,2002,19.75,21.8333333333333,29.3333333333333,14.75,16.8333333333333,0,7.25,0,7.25,0,9.75,2.08333333333333,9.75,0,9.75,2.08333333333333,9.75,0,0,0,0,0,0,0,7.25,11.8333333333333,11.8333333333333
"147",84034,1997,18.9166666666667,0,18.9166666666667,16.4166666666667,0,8.91666666666667,5.66666666666667,8.91666666666667,6.66666666666667,0,0,0,0,8.91666666666667,5.66666666666667,8.91666666666667,6.66666666666667,0,0,0,0,0,0,10.4166666666667,15.5833333333333,0,15.5833333333333
"148",84035,1997,26.0833333333333,0,26.0833333333333,21.0833333333333,0,13.25,5.66666666666667,13.25,7,0,0,0,0,13.25,5.66666666666667,13.25,7,0,0.5,0,0,0,0,8.25,20.25,0,20.25
"149",84035,2007,2.91666666666667,0,2.91666666666667,2.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8333333333333,0,0,0,0,10.8333333333333,3.15,0,0,0
"150",88035,1997,23.5833333333333,6.5,23.5833333333333,20.0833333333333,3,10.8333333333333,6.75,13.3333333333333,6.75,0,3,0,3,10.8333333333333,6.75,13.3333333333333,6.75,0,2.83333333333333,0,0,0,0,2.83333333333333,20.0833333333333,3,20.0833333333333
"151",88035,2002,6.66666666666667,5.41666666666667,6.66666666666667,4.16666666666667,2.91666666666667,0,2.91666666666667,1.25,2.91666666666667,0,2.91666666666667,0,2.91666666666667,0,2.91666666666667,1.25,2.91666666666667,0,5.33333333333333,0,0,0,0,11,4.16666666666667,2.91666666666667,4.16666666666667
"152",88036,1997,26.4166666666667,16,26.4166666666667,16.6666666666667,6.25,5.41666666666667,8.75,7.91666666666667,8.75,0,6.25,0,6.25,5.41666666666667,8.75,7.91666666666667,8.75,0,0,0,0,0,0,0,16.6666666666667,6.25,16.6666666666667
"153",88036,2002,11.6666666666667,10.9166666666667,12.1666666666667,9.16666666666667,8.41666666666667,4.5,2.91666666666667,5.75,3.41666666666667,4.5,2.91666666666667,4.5,3.41666666666667,4.5,2.91666666666667,5.75,3.41666666666667,0,4.33333333333333,0,0,0,0,4.66666666666667,9.16666666666667,7.91666666666667,9.16666666666667
"154",89034,1997,9.35,11.2333333333333,15.1,9.35,11.2333333333333,1,4.06666666666667,2.41666666666667,4.06666666666667,0,5.23333333333333,5.16666666666667,5.23333333333333,1,5.23333333333333,6.16666666666667,5.23333333333333,3.73333333333333,0,0,0,0,0,0,6.48333333333333,10.4,11.4
"155",89034,2002,12.15,1.9,12.15,12.15,1.9,0,6.48333333333333,1.25,9.5,0,0,0,0.5,0,6.48333333333333,1.25,9.5,0,0,0,0,0,0,5,10.75,0.5,10.75
"156",89035,1997,54.1666666666667,25.5833333333333,55.1666666666667,54.1666666666667,25.5833333333333,31.6666666666667,10,31.6666666666667,10,11.25,3.5,11.25,3.5,32.6666666666667,10,32.6666666666667,10,14.5,0,0,0,0,0,0,41.6666666666667,14.75,42.6666666666667
"157",89035,2002,18.6666666666667,15.4166666666667,31.25,18.6666666666667,11.3333333333333,9,4.58333333333333,10.25,4.58333333333333,6.66666666666667,3.16666666666667,6.66666666666667,3.16666666666667,15.6666666666667,5.25,16.9166666666667,5.25,13.75,5.66666666666667,0,0,0,0,8.5,14.8333333333333,9.83333333333333,22.1666666666667
"158",89035,2007,12.5,4.5,12.8333333333333,10,2,0.333333333333333,4.16666666666667,0.916666666666667,6.16666666666667,0,2,0,2,0.333333333333333,4.5,0.916666666666667,6.5,2.5,0,0,0,0,0,0.5,7.08333333333333,2,7.41666666666667
"159",90030,1997,29.1666666666667,46.9166666666667,51.25,26.6666666666667,44.4166666666667,8.75,6.58333333333333,9.58333333333333,11.0833333333333,19.9166666666667,7.33333333333333,26.5833333333333,11.8333333333333,22.4166666666667,8.33333333333333,29.9166666666667,12.8333333333333,17,0,0,0,0,0,0,20.6666666666667,38.4166666666667,42.75
"160",90030,2007,3.83333333333333,0,3.83333333333333,3.83333333333333,0,3.83333333333333,0,3.83333333333333,0,0,0,0,0,3.83333333333333,0,3.83333333333333,0,0,12.6666666666667,0,0,0,0,30.7166666666667,3.83333333333333,0,3.83333333333333
"161",90031,1997,14.3333333333333,35.25,43.5,14.3333333333333,35.25,7.58333333333333,1.5,10.1666666666667,1.5,25.4166666666667,4.16666666666667,29.9166666666667,5.33333333333333,28.8333333333333,4.66666666666667,35,5.83333333333333,23.5166666666667,0,0,0,19.1666666666667,0,0,11.6666666666667,35.25,40.8333333333333
"162",90031,2002,17.4166666666667,9.33333333333333,21.5833333333333,17.4166666666667,9.33333333333333,11.4166666666667,2.5,12.75,3.16666666666667,2.33333333333333,0,7.83333333333333,0,11.4166666666667,2.5,16.9166666666667,3.16666666666667,22.9166666666667,0,0,20.4166666666667,0,22.9166666666667,0.916666666666667,15.9166666666667,7.83333333333333,20.0833333333333
"163",90031,2007,6,2.25,7.25,4,2.25,0.5,2.5,0.5,3.5,0.5,0.5,1.75,0.5,0.5,2.5,1.75,3.5,0,0,0,0,0,0,3.75,4,2.25,5.25
"164",90032,1997,18.6666666666667,1.5,19.6666666666667,18.6666666666667,1.5,9,4.08333333333333,11.5,4.08333333333333,1,0.5,1,0.5,10,4.08333333333333,12.5,4.08333333333333,3.75,0,0,3.75,0,3.75,44.1666666666667,15.5833333333333,1.5,16.5833333333333
"165",90032,2002,21.75,9.91666666666667,24.6666666666667,19.75,7.91666666666667,12.1666666666667,2.16666666666667,12.1666666666667,3.5,3.5,0,6.41666666666667,0,12.1666666666667,2.16666666666667,15.0833333333333,3.5,25.4166666666667,0,0,10.6666666666667,0,25.4166666666667,0,15.6666666666667,6.41666666666667,18.5833333333333
"166",90032,2007,12.9166666666667,8.75,21.6666666666667,12.9166666666667,5,0,4.91666666666667,1.25,5.91666666666667,0,2.5,1.25,2.5,0,7.41666666666667,2.5,8.41666666666667,12.5,2.33333333333333,0,0,0,0,6.5,7.16666666666667,3.75,10.9166666666667
"167",91031,1997,11.9166666666667,12.2166666666667,19.6333333333333,11.9166666666667,12.2166666666667,3.16666666666667,6.58333333333333,3.16666666666667,7.91666666666667,3.46666666666667,2.33333333333333,3.46666666666667,3.66666666666667,6.63333333333333,6.58333333333333,6.63333333333333,7.91666666666667,9,20,0,1.25,0,7.75,30.3333333333333,11.0833333333333,7.13333333333333,14.55
"168",91031,2002,29,8.58333333333333,34,15.25,2.16666666666667,2.5,0,2.5,1.08333333333333,0,1,0,1.66666666666667,2.5,1,2.5,2.08333333333333,0,2,0,0,0,0,5.6,3.58333333333333,1.66666666666667,4.58333333333333
"169",91031,2007,14.3333333333333,12.25,23.4166666666667,14.3333333333333,12.25,2.5,3.16666666666667,6.66666666666667,4.16666666666667,0,3.16666666666667,1.25,10,2.5,3.16666666666667,7.91666666666667,11,5.16666666666667,0,0,0,0,0,12.8333333333333,10.8333333333333,11.25,18.9166666666667
"170",91032,1997,16.5,11.85,23.6833333333333,16.5,11.85,5.33333333333333,6.83333333333333,6.33333333333333,6.83333333333333,8.51666666666667,0,8.51666666666667,0.833333333333333,9.18333333333333,6.83333333333333,10.1833333333333,7.66666666666667,41.9333333333333,0,0,22.0166666666667,0,36.1,0,13.1666666666667,9.35,17.85
"171",91032,2002,8.66666666666667,6.66666666666667,14.1666666666667,5.75,3,3.33333333333333,1.25,3.33333333333333,2.41666666666667,0,0,0.833333333333333,1.16666666666667,3.33333333333333,1.25,4.16666666666667,2.41666666666667,3.75,1.33333333333333,0,2.91666666666667,0,3.75,4.73333333333333,5.75,2,6.58333333333333
"172",91032,2007,16.0333333333333,17.1166666666667,18.7833333333333,16.0333333333333,17.1166666666667,0,9.36666666666667,1.66666666666667,10.3666666666667,2.08333333333333,9.36666666666667,2.25,10.3666666666667,2.08333333333333,9.36666666666667,3.91666666666667,10.3666666666667,12.5666666666667,0,0,8.33333333333333,0,10,0,12.0333333333333,12.6166666666667,14.2833333333333
"173",96031,1997,0,20.6333333333333,20.6333333333333,0,16.9666666666667,0,0,0,0,3.5,10.6666666666667,3.5,11.9666666666667,3.5,10.6666666666667,3.5,11.9666666666667,27.25,2.5,0,0,0,16.5833333333333,11.25,0,15.4666666666667,15.4666666666667
"174",96031,2002,5.25,5.5,8.16666666666667,2.58333333333333,5.5,0,2.58333333333333,0,2.58333333333333,0,2.58333333333333,0,2.58333333333333,0,2.58333333333333,0,2.58333333333333,0,6.5,0,0,0,0,12.1666666666667,2.58333333333333,2.58333333333333,2.58333333333333
"175",96032,1997,2.5,20.25,22.75,2.5,19.4166666666667,0.833333333333333,0,2.5,0,6.58333333333333,11.5,6.58333333333333,12.8333333333333,7.41666666666667,11.5,9.08333333333333,12.8333333333333,21.4166666666667,18,0,5,0,5.5,19.6666666666667,2.5,19.4166666666667,21.9166666666667
"176",96032,2002,25.8166666666667,10.3333333333333,25.8166666666667,20.3166666666667,9,8.33333333333333,6.41666666666667,9.48333333333333,9.5,1.66666666666667,5.16666666666667,1.66666666666667,6,8.33333333333333,6.41666666666667,9.48333333333333,9.5,0,2,0,0,0,0,8.08333333333333,18.9833333333333,7.66666666666667,18.9833333333333
"177",96032,2007,21.3833333333333,11.8,21.3833333333333,12.8,10.4666666666667,0,4.33333333333333,0,4.93333333333333,0,2,0,2.6,0,4.33333333333333,0,4.93333333333333,0,0,0,0,0,0,2.16666666666667,4.93333333333333,2.6,4.93333333333333
"178",96033,1997,61.1666666666667,29.1666666666667,61.6666666666667,61.1666666666667,29.1666666666667,30.15,16.1,30.15,23.7666666666667,12.0666666666667,10.7666666666667,12.0666666666667,12.7666666666667,30.15,16.6,30.15,24.2666666666667,45.8333333333333,0,0,0,0,18,0,53.9166666666667,24.8333333333333,54.4166666666667
"179",96033,2002,28.75,7.5,33.75,24.3333333333333,5,9.5,5.91666666666667,12,5.91666666666667,1.16666666666667,1,2,2,10.6666666666667,6.91666666666667,14,7.91666666666667,14,3.75,0,2.16666666666667,0,8.66666666666667,3.75,17.9166666666667,4,21.9166666666667
"180",99032,1997,21.6666666666667,17.0666666666667,23.7333333333333,9.16666666666667,4.56666666666667,6.66666666666667,0,6.66666666666667,2.5,2.83333333333333,0.733333333333333,2.83333333333333,0.733333333333333,7,0.733333333333333,7,3.23333333333333,8.4,0,0,0,0,0,0,9.16666666666667,3.56666666666667,10.2333333333333
"181",99032,2002,38.8333333333333,0,38.8333333333333,14.8333333333333,0,0,4.16666666666667,1.66666666666667,4.16666666666667,0,0,0,0,0,4.16666666666667,1.66666666666667,4.16666666666667,5,0,0,0,0,2.5,0,5.83333333333333,0,5.83333333333333
"182",99033,1997,22.25,11,29.75,22.25,11,22.25,0,22.25,0,9,0,9,0,27.75,0,27.75,0,0,0,0,0,0,0,0,22.25,9,27.75
"183",99033,2002,33.6666666666667,0,33.6666666666667,10.5,0,0,1.5,0,1.5,0,0,0,0,0,1.5,0,1.5,5,0,0,0,0,2.5,0,1.5,0,1.5
"184",99033,2007,26.1666666666667,0,26.1666666666667,18.1666666666667,0,0,9.83333333333333,0,9.83333333333333,0,0,0,0,0,9.83333333333333,0,9.83333333333333,24,0,0,0,0,0,4.58333333333333,9.83333333333333,0,9.83333333333333
"185",105035,2002,2.5,0.5,3,2.5,0.5,0,2.5,0,2.5,0,0,0.5,0,0,2.5,0.5,2.5,17.1666666666667,0,0,17.1666666666667,0,17.1666666666667,3.33333333333333,2.5,0.5,3
"186",106031,1997,16.85,0,16.85,15.85,0,2.5,7.58333333333333,3.75,9.93333333333333,0,0,0,0,2.5,7.58333333333333,3.75,9.93333333333333,0,9.91666666666667,0,0,0,0,42.3166666666667,13.6833333333333,0,13.6833333333333
