"","KID","year","tau_m","tau_f","tau_both","tau_m2","tau_f2","tau_m_investment","tau_m_social","tau_m_ex_inv","tau_m_ex_soc","tau_f_investment","tau_f_social","tau_f_ex_inv","tau_f_ex_soc","tau_both_investment","tau_both_social","tau_both_ex_inv","tau_both_ex_soc","relative_present","informal_invest","formal_invest","relative_invest","formal","relative","informal","tau_m_socinvest","tau_f_socinvest","tau_both_socinvest"
"2978",2297034,2007,8.91666666666667,8.41666666666667,9.75,8.91666666666667,8.41666666666667,0,2.66666666666667,5,3.75,0,3.5,4.16666666666667,4.08333333333333,0,3.5,5,4.58333333333333,19.1666666666667,0,0,2.91666666666667,0,18.5,0,8.75,8.25,9.58333333333333
"2979",2299033,1997,21,2.5,21,21,2.5,14.75,2.5,18.5,2.5,0,2.5,0,2.5,14.75,2.5,18.5,2.5,0,10,0,0,0,0,17.5833333333333,21,2.5,21
"2980",2299033,2002,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9166666666667,0,0,0,0,29.1666666666667,0,0,0
"2981",2299034,1997,15.1666666666667,7.8,15.3333333333333,11.5833333333333,6.13333333333333,4.76666666666667,1.91666666666667,6.93333333333333,1.91666666666667,2.43333333333333,0,4.43333333333333,0,4.76666666666667,1.91666666666667,6.93333333333333,1.91666666666667,26.25,6.7,0,2.08333333333333,0,23.3333333333333,11.6,8.85,4.43333333333333,8.85
"2982",2299034,2002,18.9833333333333,28.5666666666667,28.5666666666667,2.73333333333333,2.73333333333333,0,2.5,0,2.73333333333333,0,2.5,0,2.73333333333333,0,2.5,0,2.73333333333333,7.33333333333333,0,0,2.26666666666667,0,7.33333333333333,0,2.73333333333333,2.73333333333333,2.73333333333333
"2983",2299035,1997,16.05,13.9,17.65,11.7166666666667,10.1333333333333,6.9,0,7.46666666666667,0,5.36666666666667,0,5.76666666666667,0,7.7,0,8.26666666666667,0,11.7,15.55,0,0,0,6.33333333333333,20.7166666666667,7.46666666666667,5.76666666666667,8.26666666666667
"2984",2299035,2002,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0,11.8333333333333,0,0,0,0,11.8666666666667,0,0.166666666666667,0.166666666666667
"2985",2299036,1997,11.8333333333333,10.8333333333333,11.8333333333333,11.8333333333333,10.8333333333333,4.66666666666667,0.833333333333333,10,0.833333333333333,4.66666666666667,0.833333333333333,10,0.833333333333333,4.66666666666667,0.833333333333333,10,0.833333333333333,0,1.46666666666667,0,0,0,0,9.21666666666667,10.8333333333333,10.8333333333333,10.8333333333333
"2986",2299036,2002,0,3.33333333333333,3.33333333333333,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,34,0,0,0
"2987",2302043,1997,13.9166666666667,13.9166666666667,13.9166666666667,13.9166666666667,13.9166666666667,0,3.91666666666667,0,3.91666666666667,0,3.91666666666667,0,3.91666666666667,0,3.91666666666667,0,3.91666666666667,8.91666666666667,0,0,0,0,0,0,3.91666666666667,3.91666666666667,3.91666666666667
"2988",2302043,2002,15.6833333333333,1.91666666666667,15.6833333333333,15.6833333333333,1.91666666666667,1.5,7.5,2.33333333333333,12.4166666666667,0,1.25,0,1.91666666666667,1.5,7.5,2.33333333333333,12.4166666666667,7.5,0,0,6.5,0,7.5,11.25,14.75,1.91666666666667,14.75
"2989",2302047,1997,32,19.5833333333333,37.3333333333333,32,19.5833333333333,14.4166666666667,9.25,17.4166666666667,9.25,7.5,7.56666666666667,9.91666666666667,8.33333333333333,14.4166666666667,11.3166666666667,18.9166666666667,12.0833333333333,4.73333333333333,0,0,0,0,0,0,26.6666666666667,18.25,31
"2990",2302047,2002,20.5,2.5,20.5,19,1,6.25,4,7.5,7.75,0,1,0,1,6.25,4,7.5,7.75,7.83333333333333,0,0,0,0,0,0,15.25,1,15.25
"2991",2302048,1997,42.0833333333333,9.33333333333333,44.5833333333333,27.5,6.33333333333333,15.25,9.16666666666667,16.25,11.25,5.5,0.833333333333333,5.5,0.833333333333333,17.75,9.16666666666667,18.75,11.25,28.3333333333333,1,0,17.0833333333333,0,18.3333333333333,1,27.5,6.33333333333333,30
"2992",2302048,2002,14.0166666666667,4.5,14.0166666666667,14.0166666666667,4.5,0,7.58333333333333,1.66666666666667,9.35,0,3,0,4,0,7.58333333333333,1.66666666666667,9.35,7.91666666666667,2,0,0,0,2.91666666666667,8.16666666666667,11.0166666666667,4,11.0166666666667
"2993",2302048,2007,7.66666666666667,6.83333333333333,7.66666666666667,0.833333333333333,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0.833333333333333,0,10.4166666666667,0,0,0,0,1.25,10.3333333333333,0.833333333333333,0,0.833333333333333
"2994",2302049,1997,20.7666666666667,12.1,20.7666666666667,20.7666666666667,12.1,7,12.2666666666667,7,13.7666666666667,0,10.6,0,12.1,7,12.2666666666667,7,13.7666666666667,0,0,0,0,0,0,0,20.7666666666667,12.1,20.7666666666667
"2995",2302049,2002,26.4166666666667,0,26.4166666666667,26.4166666666667,0,0,16.25,2.16666666666667,19.25,0,0,0,0,0,16.25,2.16666666666667,19.25,12.5,0,0,0,0,12.5,0,21.4166666666667,0,21.4166666666667
"2996",2302049,2007,1.33333333333333,5,6.33333333333333,1.33333333333333,5,0,0,0,1.33333333333333,0,0,5,0,0,0,5,1.33333333333333,0,0,0,0,0,0,6,1.33333333333333,5,6.33333333333333
"2997",2302050,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,0,0,15.8333333333333,0,75.5,0,0,0,0
"2998",2302050,2002,20.9166666666667,0,20.9166666666667,10.9166666666667,0,5.08333333333333,5.41666666666667,5.5,5.41666666666667,0,0,0,0,5.08333333333333,5.41666666666667,5.5,5.41666666666667,38.8333333333333,0,0,0,0,3,7.5,10.9166666666667,0,10.9166666666667
"2999",2302050,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.8333333333333,1.16666666666667,0,36.75,0,59.8333333333333,1.16666666666667,0,0,0
"3000",2302051,1997,27.0833333333333,40.5833333333333,61.6666666666667,26.5833333333333,30.5833333333333,8.88333333333333,9.58333333333333,10.2166666666667,9.58333333333333,13.1666666666667,14.6833333333333,14.4,16.1833333333333,22.05,19.7666666666667,23.6166666666667,21.2666666666667,5.5,0,0,0,0,0,0,19.8,30.5833333333333,44.8833333333333
"3001",2302051,2002,20.8166666666667,8.5,23.3166666666667,18.3166666666667,3.5,4.25,6.08333333333333,7.25,6.58333333333333,0,3.5,0,3.5,4.25,6.08333333333333,7.25,6.58333333333333,6.25,0,0,1.33333333333333,0,1.33333333333333,0,13.8333333333333,3.5,13.8333333333333
"3002",2302052,1997,39.9166666666667,1,39.9166666666667,39.9166666666667,1,15.3333333333333,14.6666666666667,15.3333333333333,16,0,0,0,1,15.3333333333333,14.6666666666667,15.3333333333333,16,0,0,0,0,0,0,0,31.3333333333333,1,31.3333333333333
"3003",2302052,2002,26.5166666666667,0,26.5166666666667,26.5166666666667,0,0,16.0833333333333,2.16666666666667,19.0833333333333,0,0,0,0,0,16.0833333333333,2.16666666666667,19.0833333333333,12.5,0,0,0,0,12.5,0,21.25,0,21.25
"3004",2302052,2007,17.0833333333333,4.16666666666667,21.25,17.0833333333333,4.16666666666667,0,15.1666666666667,0,17.0833333333333,0,1,0.833333333333333,3.33333333333333,0,16.1666666666667,0.833333333333333,20.4166666666667,0,0,0,0,0,0,6.41666666666667,17.0833333333333,4.16666666666667,21.25
"3005",2302053,1997,74.25,56.5833333333333,74.25,36.8333333333333,32.1666666666667,7.08333333333333,12.25,7.08333333333333,17.25,4.16666666666667,10.6666666666667,4.16666666666667,15.6666666666667,7.08333333333333,12.25,7.08333333333333,17.25,7,0,0,0,0,0,0,24.3333333333333,19.8333333333333,24.3333333333333
"3006",2302053,2002,38.9,37.5666666666667,38.9,18.3166666666667,18.3166666666667,15.5833333333333,2.73333333333333,15.5833333333333,2.73333333333333,15.5833333333333,2.73333333333333,15.5833333333333,2.73333333333333,15.5833333333333,2.73333333333333,15.5833333333333,2.73333333333333,0,3.75,0,0,0,0,10.4166666666667,18.3166666666667,18.3166666666667,18.3166666666667
"3007",2302053,2007,26.0833333333333,6.83333333333333,27.5833333333333,14.25,5,0,7.25,2,7.25,0.833333333333333,3.5,1.5,3.5,0.833333333333333,7.25,3.5,7.25,7.08333333333333,0,0,0,0,0,2.5,9.25,5,10.75
"3008",2302194,2002,17,19,24,9.5,14,0,9.5,0,9.5,0,7,0,7,0,9.5,0,9.5,0,0,0,0,0,0,0,9.5,7,9.5
"3009",2302198,1997,17.4666666666667,13.4666666666667,17.4666666666667,8.8,8.8,0,8.66666666666667,0.133333333333333,8.66666666666667,0,8.66666666666667,0.133333333333333,8.66666666666667,0,8.66666666666667,0.133333333333333,8.66666666666667,0,0,0,0,0,0,6.58333333333333,8.8,8.8,8.8
"3010",2302198,2002,55.3333333333333,19.5833333333333,55.3333333333333,18.3333333333333,3.33333333333333,0,8.33333333333333,3.33333333333333,9.33333333333333,0,3.33333333333333,0,3.33333333333333,0,8.33333333333333,3.33333333333333,9.33333333333333,47.3333333333333,12.0833333333333,0,0,0,0,12.0833333333333,12.6666666666667,3.33333333333333,12.6666666666667
"3011",2302199,1997,23.5,19.5,23.5,6.33333333333333,6.33333333333333,0,6.33333333333333,0,6.33333333333333,0,6.33333333333333,0,6.33333333333333,0,6.33333333333333,0,6.33333333333333,0,0,0,0,0,0,5.75,6.33333333333333,6.33333333333333,6.33333333333333
"3012",2302199,2002,48.3333333333333,0,48.3333333333333,16.8333333333333,0,0,6.83333333333333,3.33333333333333,7.83333333333333,0,0,0,0,0,6.83333333333333,3.33333333333333,7.83333333333333,43.0833333333333,12.0833333333333,0,0,0,0,12.0833333333333,11.1666666666667,0,11.1666666666667
"3013",2304032,1997,36.2333333333333,15.8,42.3,36.2333333333333,15.8,6.11666666666667,6.28333333333333,7.45,6.28333333333333,8.53333333333333,3.43333333333333,9.86666666666667,3.43333333333333,12.1833333333333,6.28333333333333,13.5166666666667,6.28333333333333,0,0,0,0,0,0,9.43333333333333,13.7333333333333,13.3,19.8
"3014",2304032,2002,31.5,26.1666666666667,44.1666666666667,31.5,19.1666666666667,13.3333333333333,12.5333333333333,13.3333333333333,13.5,0,13.0333333333333,0,19.1666666666667,13.3333333333333,13.0333333333333,13.3333333333333,19.1666666666667,0,0,0,0,0,0,0,26.8333333333333,19.1666666666667,32.5
"3015",2304032,2007,3.51666666666667,2.66666666666667,4.68333333333333,3.51666666666667,2.66666666666667,0,0,2.01666666666667,1.5,0,0,1.16666666666667,1.5,0,0,3.18333333333333,1.5,0,34,0,0,0,0,34,3.51666666666667,2.66666666666667,4.68333333333333
"3016",2304033,1997,62.55,27.4,65.05,62.55,27.4,36.8166666666667,11.3333333333333,36.8166666666667,12.6666666666667,14.5666666666667,9,14.5666666666667,10.3333333333333,39.3166666666667,11.3333333333333,39.3166666666667,12.6666666666667,0,0,0,0,0,0,0,49.4833333333333,24.9,51.9833333333333
"3017",2304033,2002,27.5833333333333,7.33333333333333,30.0833333333333,21.5833333333333,4.83333333333333,3.41666666666667,8.5,3.41666666666667,13.5,0,4,0,4.83333333333333,3.41666666666667,8.5,3.41666666666667,13.5,0,0,0,0,0,0,14,16.9166666666667,4.83333333333333,16.9166666666667
"3018",2304033,2007,10.9166666666667,1,10.9166666666667,5.41666666666667,1,0,2.66666666666667,1.25,3.16666666666667,0,1,0,1,0,2.66666666666667,1.25,3.16666666666667,0,0,0,0,0,0,2.91666666666667,4.41666666666667,1,4.41666666666667
"3019",2311031,1997,4,0,4,2.66666666666667,0,0,0.666666666666667,0,0.666666666666667,0,0,0,0,0,0.666666666666667,0,0.666666666666667,11,0,0,0,0,9,14,0.666666666666667,0,0.666666666666667
"3020",2311031,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08333333333333,0,0,0
"3021",2311032,1997,1,19.5,19.5,1,13.5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
"3022",2311032,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366666666666667,0,0,0
"3023",2311033,1997,12.6666666666667,0,12.6666666666667,12.6666666666667,0,2.08333333333333,1,10,1.66666666666667,0,0,0,0,2.08333333333333,1,10,1.66666666666667,13.5,0,0,7.5,0,10.8333333333333,8.93333333333333,11.6666666666667,0,11.6666666666667
"3024",2311034,1997,46.5,19,57.5,46.5,13,1.76666666666667,8,1.76666666666667,14.5833333333333,0,9,0,9,1.76666666666667,9,1.76666666666667,15.5833333333333,0,0,0,0,0,0,0,16.35,9,17.35
"3025",2311034,2002,10,4.41666666666667,10,5.41666666666667,4.41666666666667,0,4.41666666666667,0,5.41666666666667,0,4.41666666666667,0,4.41666666666667,0,4.41666666666667,0,5.41666666666667,0,0,0,0,0,0,5.83333333333333,5.41666666666667,4.41666666666667,5.41666666666667
"3026",2311035,1997,12.6666666666667,0,12.6666666666667,12.6666666666667,0,2.08333333333333,1,10.6666666666667,1,0,0,0,0,2.08333333333333,1,10.6666666666667,1,13.5,0,0,7.5,0,10.8333333333333,8.93333333333333,11.6666666666667,0,11.6666666666667
"3027",2311035,2007,11.6666666666667,0,11.6666666666667,11.6666666666667,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,4.66666666666667,0,0,0,0,5.33333333333333,1,0,1
"3028",2323032,1997,13.3333333333333,18.3333333333333,20.1666666666667,13,18,0,9.66666666666667,1.16666666666667,9.66666666666667,0,8.66666666666667,1.66666666666667,8.66666666666667,0,9.66666666666667,2,9.66666666666667,28.9166666666667,0,0,2.5,0,14.5833333333333,0,10.8333333333333,10.3333333333333,11.6666666666667
"3029",2323032,2002,21.75,15,22.0833333333333,21.75,15,0,8.33333333333333,0,10,0,8.33333333333333,0,9,0,8.33333333333333,0,10,15.8333333333333,0,10.8333333333333,0,15.8333333333333,2.5,10.8333333333333,10,9,10
"3030",2323032,2007,19.25,17,19.25,15.0833333333333,12.8333333333333,3.16666666666667,7.5,3.16666666666667,9.41666666666667,3.16666666666667,7.5,3.16666666666667,8.16666666666667,3.16666666666667,7.5,3.16666666666667,9.41666666666667,8.66666666666667,0,0,0,0,0,4.16666666666667,12.5833333333333,11.3333333333333,12.5833333333333
"3031",2323033,1997,17.8333333333333,3.33333333333333,17.8333333333333,17.8333333333333,3.33333333333333,9.58333333333333,3.33333333333333,12.3333333333333,3.83333333333333,0,3.33333333333333,0,3.33333333333333,9.58333333333333,3.33333333333333,12.3333333333333,3.83333333333333,27.75,0,0,6.66666666666667,0,14.25,0,16.1666666666667,3.33333333333333,16.1666666666667
"3032",2323033,2002,24.4166666666667,4.91666666666667,24.4166666666667,17.9166666666667,4.25,6.25,0.833333333333333,8.75,0.833333333333333,2.5,0,3.75,0,6.25,0.833333333333333,8.75,0.833333333333333,17.5,0,0,5,0,7.16666666666667,1.66666666666667,9.58333333333333,3.75,9.58333333333333
"3033",2323033,2007,26.2666666666667,22.1,26.2666666666667,14.6,10.4333333333333,4.83333333333333,4.33333333333333,8.16666666666667,5.16666666666667,4.83333333333333,4.33333333333333,4.83333333333333,5.16666666666667,4.83333333333333,4.33333333333333,8.16666666666667,5.16666666666667,30.1666666666667,16.6666666666667,0,0,0,0,17.9166666666667,13.3333333333333,10,13.3333333333333
"3034",2323034,1997,13.0833333333333,4,13.75,13.0833333333333,4,6.41666666666667,3.33333333333333,9.75,3.33333333333333,0,3.33333333333333,0.666666666666667,3.33333333333333,6.41666666666667,3.33333333333333,10.4166666666667,3.33333333333333,22.3333333333333,0,0,14.9166666666667,0,21.0833333333333,0,13.0833333333333,4,13.75
"3035",2323034,2002,20.9166666666667,4.91666666666667,20.9166666666667,19.0833333333333,3.91666666666667,8.25,2,9.91666666666667,2,3,0.5,3.41666666666667,0.5,8.25,2,9.91666666666667,2,17.5,0,0,7.16666666666667,0,7.16666666666667,1.83333333333333,11.9166666666667,3.91666666666667,11.9166666666667
"3036",2323034,2007,33.4166666666667,19.8333333333333,33.5833333333333,25.9166666666667,12.3333333333333,11.4166666666667,5,12.1666666666667,12,2.66666666666667,5.16666666666667,3,8.83333333333333,11.4166666666667,5.16666666666667,12.1666666666667,12.1666666666667,22.6666666666667,0,0,0,0,0,1.66666666666667,24.1666666666667,11.8333333333333,24.3333333333333
"3037",2326036,1997,36.5,30.6666666666667,59.25,35.1666666666667,29.3333333333333,21.0833333333333,10.3333333333333,21.0833333333333,10.3333333333333,8.75,19.0833333333333,8.75,20.5833333333333,29.8333333333333,22.8333333333333,29.8333333333333,24.3333333333333,12.5,0,0,0,0,0,0,31.4166666666667,29.3333333333333,54.1666666666667
"3038",2326036,2002,25.9166666666667,0,25.9166666666667,19.5833333333333,0,3.5,5.58333333333333,3.5,5.58333333333333,0,0,0,0,3.5,5.58333333333333,3.5,5.58333333333333,3,0,0,0,0,0,1.25,9.08333333333333,0,9.08333333333333
"3039",2326037,1997,25.4166666666667,33.8333333333333,51.3333333333333,24.0833333333333,32.5,13.75,10.3333333333333,13.75,10.3333333333333,11.9166666666667,19.0833333333333,11.9166666666667,19.0833333333333,25.6666666666667,22.8333333333333,25.6666666666667,22.8333333333333,12.5,0,0,0,0,0,0,24.0833333333333,31,48.5
"3040",2326037,2002,23.75,0,23.75,20.4833333333333,0,4.4,5.58333333333333,4.4,5.58333333333333,0,0,0,0,4.4,5.58333333333333,4.4,5.58333333333333,3,0,0,0,0,0,1.25,9.98333333333333,0,9.98333333333333
"3041",2330031,1997,0,23.5,23.5,0,17.1666666666667,0,0,0,0,9.08333333333333,4.66666666666667,11.75,5.41666666666667,9.08333333333333,4.66666666666667,11.75,5.41666666666667,0,17.9166666666667,0,0,0,0,19.5833333333333,0,17.1666666666667,17.1666666666667
"3042",2330031,2002,0,16.5,16.5,0,16.5,0,0,0,0,8.66666666666667,3.16666666666667,11.6666666666667,3.16666666666667,8.66666666666667,3.16666666666667,11.6666666666667,3.16666666666667,0,0,0,0,3.33333333333333,0,7.5,0,14.8333333333333,14.8333333333333
"3043",2330031,2007,2.16666666666667,0,2.16666666666667,2.16666666666667,0,0,1.16666666666667,0,2.16666666666667,0,0,0,0,0,1.16666666666667,0,2.16666666666667,0,0,0,0,0,0,5,2.16666666666667,0,2.16666666666667
"3044",2330032,1997,0,24,24,0,22.2666666666667,0,0,0,0,12.5833333333333,5.91666666666667,13.75,6.25,12.5833333333333,5.91666666666667,13.75,6.25,0,39.25,0,0,0,0,48.3333333333333,0,20,20
"3045",2330032,2002,0,22.3333333333333,22.3333333333333,0,21.0833333333333,0,0,0,0,11.1666666666667,4.83333333333333,14.5833333333333,4.83333333333333,11.1666666666667,4.83333333333333,14.5833333333333,4.83333333333333,0,0,0,0,0,0,0,0,19.4166666666667,19.4166666666667
"3046",2330032,2007,30.4166666666667,6.58333333333333,37,30.4166666666667,6.58333333333333,0,0,0,0,0,0,3.58333333333333,2.16666666666667,0,0,3.58333333333333,2.16666666666667,0,32.5,0,0,0,0,42.8666666666667,0,5.75,5.75
"3047",2335032,1997,62.25,32.9166666666667,62.25,62.25,32.9166666666667,28.5833333333333,8.33333333333333,29.4166666666667,11.8333333333333,11.25,3.33333333333333,12.0833333333333,3.33333333333333,28.5833333333333,8.33333333333333,29.4166666666667,11.8333333333333,12.6666666666667,0,0,2.33333333333333,0,2.33333333333333,0,41.25,15.4166666666667,41.25
"3048",2335032,2002,36.9833333333333,0,36.9833333333333,33.9833333333333,0,7.5,7.6,10.4166666666667,9.6,0,0,0,0,7.5,7.6,10.4166666666667,9.6,0,0,0,0,0,0,0,20.0166666666667,0,20.0166666666667
"3049",2341031,1997,0.166666666666667,7.16666666666667,7.33333333333333,0.166666666666667,3.66666666666667,0.166666666666667,0,0.166666666666667,0,0,2.66666666666667,0,3.66666666666667,0.166666666666667,2.66666666666667,0.166666666666667,3.66666666666667,17.3333333333333,5.33333333333333,0,3.23333333333333,0,9.5,9.08333333333333,0.166666666666667,3.66666666666667,3.83333333333333
"3050",2341031,2002,31.1833333333333,18.4166666666667,31.75,18.6833333333333,18.4166666666667,5.83333333333333,6.61666666666667,5.83333333333333,7.21666666666667,5.83333333333333,6.28333333333333,5.83333333333333,6.88333333333333,5.83333333333333,7.11666666666667,5.83333333333333,7.71666666666667,0.866666666666667,0,0,0,0,0,4.23333333333333,13.05,12.7166666666667,13.55
"3051",2341032,1997,19.75,1,20.75,19.75,1,13.75,2.5,13.75,3.5,0,0,0,1,13.75,2.5,13.75,4.5,56.4166666666667,0,0,3.23333333333333,0,49.75,3.75,17.25,1,18.25
"3052",2341032,2002,29.9,31.5666666666667,34.9,27.9,31.5666666666667,7.66666666666667,10.1666666666667,7.66666666666667,11.1666666666667,11.6666666666667,9.83333333333333,11.6666666666667,10.8333333333333,12.6666666666667,10.1666666666667,12.6666666666667,11.1666666666667,0.833333333333333,0,0,0,0,0,7.5,18.8333333333333,22.5,23.8333333333333
"3053",2341032,2007,0.5,1.33333333333333,1.33333333333333,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,3.75,0,0,0,0,3.75,5,0.5,0.5,0.5
"3054",2341033,1997,14,8.33333333333333,22.3333333333333,10.5,8.33333333333333,7.5,2.5,7.5,3,5.83333333333333,2.5,5.83333333333333,2.5,13.3333333333333,5,13.3333333333333,5.5,0,0,0,0,0,0,13.25,10.5,8.33333333333333,18.8333333333333
"3055",2341033,2002,31.8333333333333,0,31.8333333333333,26.8333333333333,0,0,5,0.833333333333333,5,0,0,0,0,0,5,0.833333333333333,5,8.75,0,0,0,0,8.75,1.25,5.83333333333333,0,5.83333333333333
"3056",2341034,1997,12.5,15.4166666666667,27.9166666666667,10,10.4166666666667,6,2,6,3,3.75,2.5,3.75,2.5,9.75,4.5,9.75,5.5,0,16.0833333333333,0,0,0,0,30.4166666666667,9,6.25,15.25
"3057",2341034,2002,34.1666666666667,0,34.1666666666667,28.1666666666667,0,0,7.83333333333333,0.833333333333333,7.83333333333333,0,0,0,0,0,7.83333333333333,0.833333333333333,7.83333333333333,17.9166666666667,0,0,6.66666666666667,0,7.91666666666667,1.25,8.66666666666667,0,8.66666666666667
"3058",2352031,1997,29.3333333333333,2,29.3333333333333,29.3333333333333,2,17.4166666666667,6.75,19.4166666666667,7.25,0,2,0,2,17.4166666666667,6.75,19.4166666666667,7.25,6,6.25,0,1,0,6,25.4166666666667,26.6666666666667,2,26.6666666666667
"3059",2352031,2002,3,0.833333333333333,3,3,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,43.9,25,0,18.5833333333333,0,42.4,32.5,0.833333333333333,0.833333333333333,0.833333333333333
"3060",2352032,1997,49.4166666666667,2.5,49.4166666666667,49.4166666666667,2.5,22.4166666666667,9.83333333333333,23.0833333333333,10.3333333333333,0,2,0,2.5,22.4166666666667,9.83333333333333,23.0833333333333,10.3333333333333,8,4.83333333333333,0,3,0,8,4.83333333333333,33.4166666666667,2.5,33.4166666666667
"3061",2352032,2002,53.5,1,53.5,53.5,1,12.8333333333333,9.58333333333333,16.25,13.0833333333333,0,1,0,1,12.8333333333333,9.58333333333333,16.25,13.0833333333333,0,0,0,0,0,0,0,29.3333333333333,1,29.3333333333333
"3062",2352032,2007,8.91666666666667,4.83333333333333,8.91666666666667,8.91666666666667,4.83333333333333,0,4.33333333333333,0.25,4.66666666666667,0,3.5,0,3.83333333333333,0,4.33333333333333,0.25,4.66666666666667,0,0,0,0,0,0,7.75,4.91666666666667,3.83333333333333,4.91666666666667
"3063",2353030,1997,22.1833333333333,11.4166666666667,30.35,13.0166666666667,10.4166666666667,2.43333333333333,2.25,3.68333333333333,2.25,3.58333333333333,1,3.58333333333333,1,6.01666666666667,2.25,7.26666666666667,2.25,0,0,0,0,0,0,5.41666666666667,5.93333333333333,4.58333333333333,9.51666666666667
"3064",2353030,2002,8.25,7,8.25,1.25,0,0,1.25,0,1.25,0,0,0,0,0,1.25,0,1.25,6.25,5,0,0,0,6.25,6.25,1.25,0,1.25
"3065",2353035,1997,28.6833333333333,13.0833333333333,38.5166666666667,19.9333333333333,12.0833333333333,2.18333333333333,2.91666666666667,3.43333333333333,2.91666666666667,0,1.41666666666667,0.666666666666667,3.91666666666667,2.18333333333333,3.33333333333333,4.1,5.83333333333333,0,0.416666666666667,0,0,0,0,1.66666666666667,6.35,4.58333333333333,9.93333333333333
"3066",2353035,2002,4.75,10.3333333333333,10.3333333333333,4.75,7.83333333333333,0,2.75,2,2.75,0,2.75,4.08333333333333,2.75,0,2.75,4.08333333333333,2.75,0,15,0,0,0,0,36.1666666666667,4.75,6.83333333333333,6.83333333333333
"3067",2353035,2007,32.0833333333333,27.0833333333333,32.0833333333333,26.75,26.75,6.25,8,7.58333333333333,9.16666666666667,6.25,8,7.58333333333333,9.16666666666667,6.25,8,7.58333333333333,9.16666666666667,11.1666666666667,10,0,0,0,0,10,16.75,16.75,16.75
"3068",2354034,1997,12.75,5.5,15.25,12.75,5.5,9.75,2,10.75,2,3.5,2,3.5,2,12.25,2,13.25,2,0,8.03333333333333,0,0,0,0,9.85,12.75,5.5,15.25
"3069",2354034,2002,17.75,10.75,19.0833333333333,12.75,5.75,0.666666666666667,9.58333333333333,0.666666666666667,12.0833333333333,0.666666666666667,3.75,2,3.75,0.666666666666667,9.58333333333333,2,12.0833333333333,0,6.66666666666667,0,0,0,0,22.6666666666667,12.75,5.75,14.0833333333333
"3070",2354035,1997,10.6666666666667,0,10.6666666666667,8.66666666666667,0,2.08333333333333,4.58333333333333,2.08333333333333,4.58333333333333,0,0,0,0,2.08333333333333,4.58333333333333,2.08333333333333,4.58333333333333,0,5,0,0,0,0,5.41666666666667,6.66666666666667,0,6.66666666666667
"3071",2354035,2002,1.25,0,1.25,1.25,0,0,1.25,0,1.25,0,0,0,0,0,1.25,0,1.25,0,14.5,0,0,0,0,23.6666666666667,1.25,0,1.25
"3072",2354036,1997,24.6666666666667,14.4166666666667,35.8333333333333,24.6666666666667,14.4166666666667,16.4166666666667,7,16.4166666666667,7,8.16666666666667,2,8.16666666666667,2,23.3333333333333,7,23.3333333333333,7,0,5.83333333333333,0,0,0,0,20.8333333333333,23.4166666666667,10.1666666666667,30.3333333333333
"3073",2354036,2002,20.3333333333333,5.66666666666667,22.0833333333333,20.3333333333333,5.66666666666667,5,12.6666666666667,5,15.3333333333333,0,3.75,1.75,3.91666666666667,5,12.6666666666667,6.75,15.3333333333333,0,0,0,0,0,0,0,20.3333333333333,5.66666666666667,22.0833333333333
"3074",2354036,2007,8.86666666666667,15.7333333333333,18.4,6.76666666666667,13.6333333333333,4.1,2.66666666666667,4.1,2.66666666666667,4.1,4.48333333333333,4.1,6.4,4.1,7.15,4.1,9.06666666666667,0,16.75,0,0,0,0,24.8166666666667,6.76666666666667,10.5,13.1666666666667
"3075",2355033,1997,11.5,0,11.5,9,0,0,4.5,2.66666666666667,5.33333333333333,0,0,0,0,0,4.5,2.66666666666667,5.33333333333333,10,4.5,0,0,0,0,28.25,8,0,8
"3076",2355033,2002,17.1666666666667,15.1666666666667,32.3333333333333,4.58333333333333,10.1666666666667,0,1.58333333333333,0,4.58333333333333,4,3.33333333333333,4,4.66666666666667,4,4.91666666666667,4,9.25,7,0,0,0,0,5,7.91666666666667,4.58333333333333,8.66666666666667,13.25
"3077",2355033,2007,12.8333333333333,2,14.8333333333333,12.8333333333333,1,0,2,0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,2,0,2
