"","MID","FID","earn","earnu","wage","ww","hw","year","hrs"
"51088",1286173,1286173,0,0,NA,0,0,2001,0
"51089",1286175,1286175,0,0,NA,0,0,2001,0
"51090",1287001,1287001,3e+05,6,288.461538461538,52,20,2001,1040
"51091",1287002,1287002,60000,6,23.0769230769231,52,50,2001,2600
"51092",1287003,1287003,80000,6,30.7692307692308,52,50,2001,2600
"51093",1287171,1287171,0,0,NA,0,0,2001,0
"51094",1288003,1288003,40000,6,17.0940170940171,52,45,2001,2340
"51095",1288030,1288030,NA,9,NA,52,50,2001,2600
"51096",1288031,1288031,9000,6,6.92307692307692,52,25,2001,1300
"51097",1288170,1288170,73000,6,35.0961538461538,52,40,2001,2080
"51098",1288171,1288171,22000,6,21.6748768472906,29,35,2001,1015
"51099",1288172,1288172,0,0,NA,0,0,2001,0
"51100",1289002,1289002,0,0,NA,0,0,2001,0
"51101",1290002,1290002,0,0,NA,0,0,2001,0
"51102",1290003,1290003,20000,6,9.61538461538461,52,40,2001,2080
"51103",1290021,1290021,NA,9,NA,52,30,2001,1560
"51104",1290031,1290031,0,0,NA,0,0,2001,0
"51105",1290032,1290032,0,0,NA,0,0,2001,0
"51106",1290034,1290034,0,0,NA,0,0,2001,0
"51107",1290035,1290035,0,0,NA,0,0,2001,0
"51108",129005,129005,0,0,NA,0,0,2001,0
"51109",129006,129006,0,0,NA,0,0,2001,0
"51110",129007,129007,51000,6,14.010989010989,52,70,2001,3640
"51111",1290170,1290170,70000,6,44.8717948717949,52,30,2001,1560
"51112",1290174,1290174,NA,9,NA,52,NA,2001,NA
"51113",1290175,1290175,NA,9,NA,NA,15,2001,NA
"51114",129031,129031,0,0,NA,0,0,2001,0
"51115",129035,129035,0,0,NA,0,0,2001,0
"51116",129038,129038,NA,9,NA,32,8,2001,256
"51117",129039,129039,0,0,NA,0,0,2001,0
"51118",129041,129041,0,0,NA,0,0,2001,0
"51119",129042,129042,0,0,NA,0,0,2001,0
"51120",129043,129043,0,0,NA,0,0,2001,0
"51121",129044,129044,0,0,NA,0,0,2001,0
"51122",129045,129045,0,0,NA,0,0,2001,0
"51123",129046,129046,0,0,NA,0,0,2001,0
"51124",129047,129047,0,0,NA,0,0,2001,0
"51125",129048,129048,0,0,NA,0,0,2001,0
"51126",129196,129196,34000,6,16.3461538461538,52,40,2001,2080
"51127",129197,129197,0,0,NA,0,0,2001,0
"51128",129199,129199,19000,6,9.13461538461539,52,40,2001,2080
"51129",1292002,1292002,42000,6,20.1923076923077,52,40,2001,2080
"51130",1292004,1292004,17500,6,8.41346153846154,52,40,2001,2080
"51131",129202,129202,500,6,0.480769230769231,52,20,2001,1040
"51132",129203,129203,NA,9,NA,30,20,2001,600
"51133",1292030,1292030,30000,6,12.8205128205128,52,45,2001,2340
"51134",1292031,1292031,1000,6,0.96,52,20,2001,1040
"51135",1292032,1292032,0,0,NA,0,0,2001,0
"51136",1292033,1292033,0,0,NA,0,0,2001,0
"51137",129204,129204,30000,6,18.0288461538462,52,32,2001,1664
"51138",129205,129205,13000,6,5,52,50,2001,2600
"51139",1292170,1292170,0,0,NA,0,0,2001,0
"51140",1292176,1292176,35000,6,16.8269230769231,52,40,2001,2080
"51141",1292178,1292178,63000,6,22.027972027972,52,55,2001,2860
"51142",1295001,1295001,0,0,NA,0,0,2001,0
"51143",1295003,1295003,50000,6,34.0136054421769,49,30,2001,1470
"51144",1295030,1295030,0,0,NA,0,0,2001,0
"51145",1295031,1295031,0,0,NA,0,0,2001,0
"51146",1295171,1295171,50000,6,21.3675213675214,52,45,2001,2340
"51147",1295172,1295172,0,6,9.62,0,0,2001,0
"51148",1295173,1295173,0,0,NA,0,0,2001,0
"51149",1298002,1298002,0,0,NA,0,0,2001,0
"51150",1298003,1298003,34000,6,11.8881118881119,52,55,2001,2860
"51151",1298004,1298004,103000,6,33.0128205128205,52,60,2001,3120
"51152",1298005,1298005,36000,6,12.5874125874126,52,55,2001,2860
"51153",1298030,1298030,58000,6,24.7863247863248,52,45,2001,2340
"51154",1298031,1298031,0,0,NA,0,0,2001,0
"51155",1298032,1298032,0,0,NA,0,0,2001,0
"51156",1298033,1298033,0,0,NA,0,0,2001,0
"51157",1298034,1298034,0,0,NA,0,0,2001,0
"51158",1298035,1298035,0,0,NA,0,0,2001,0
"51159",1298036,1298036,0,0,NA,0,0,2001,0
"51160",1298037,1298037,0,0,NA,0,0,2001,0
"51161",1298171,1298171,72000,6,27.6923076923077,52,50,2001,2600
"51162",1298172,1298172,0,0,NA,0,0,2001,0
"51163",1298174,1298174,57000,6,18.2692307692308,52,60,2001,3120
"51164",1298175,1298175,0,0,NA,0,0,2001,0
"51165",1298176,1298176,NA,9,NA,52,40,2001,2080
"51166",1298177,1298177,32000,6,10.2564102564103,52,60,2001,3120
"51167",1298178,1298178,0,0,NA,0,0,2001,0
"51168",1298179,1298179,0,0,NA,0,0,2001,0
"51169",1300002,1300002,45000,6,24.7252747252747,52,35,2001,1820
"51170",1300030,1300030,0,0,NA,0,0,2001,0
"51171",1300031,1300031,NA,9,NA,52,40,2001,2080
"51172",1300032,1300032,0,0,NA,0,0,2001,0
"51173",1300034,1300034,0,0,NA,0,0,2001,0
"51174",13001,13001,0,0,NA,0,0,2001,0
"51175",1300171,1300171,NA,9,NA,52,40,2001,2080
"51176",1300177,1300177,99000,6,38.0769230769231,52,50,2001,2600
"51177",13002,13002,0,0,NA,0,0,2001,0
"51178",13003,13003,0,0,NA,0,0,2001,0
"51179",13004,13004,1480,6,4.11111111111111,18,20,2001,360
"51180",1301004,1301004,25000,6,12.0192307692308,52,40,2001,2080
"51181",1301031,1301031,0,0,NA,0,0,2001,0
"51182",1301032,1301032,0,0,NA,0,0,2001,0
"51183",1301170,1301170,0,0,NA,0,0,2001,0
"51184",1302003,1302003,99000,6,42.3076923076923,52,45,2001,2340
"51185",1302004,1302004,165000,6,70.5128205128205,52,45,2001,2340
"51186",1302021,1302021,31000,6,14.9038461538462,52,40,2001,2080
"51187",1302031,1302031,28000,6,24.1379310344828,29,40,2001,1160
"51188",1302032,1302032,NA,9,NA,52,5,2001,260
"51189",1302033,1302033,7500,6,9.01442307692308,52,16,2001,832
"51190",1302034,1302034,0,0,NA,0,0,2001,0
"51191",1302035,1302035,5000,6,10,20,25,2001,500
"51192",1302036,1302036,0,0,NA,0,0,2001,0
"51193",1302037,1302037,0,0,NA,0,0,2001,0
"51194",1302170,1302170,34000,6,13.0769230769231,52,50,2001,2600
"51195",1302172,1302172,52000,6,18.1818181818182,52,55,2001,2860
"51196",1302174,1302174,160000,6,61.5384615384615,52,50,2001,2600
"51197",1302178,1302178,40000,6,38.4615384615385,52,20,2001,1040
"51198",1302179,1302179,0,0,NA,0,0,2001,0
"51199",1302180,1302180,0,0,NA,0,0,2001,0
"51200",1302181,1302181,0,0,NA,0,0,2001,0
"51201",13030,13030,27000,6,12.9807692307692,52,40,2001,2080
"51202",1303002,1303002,58000,6,23.7315875613748,52,47,2001,2444
"51203",1303004,1303004,42000,6,16.1538461538462,52,50,2001,2600
"51204",1303030,1303030,18000,6,13.8461538461538,52,25,2001,1300
"51205",1303031,1303031,0,0,NA,0,0,2001,0
"51206",1303032,1303032,0,0,NA,0,0,2001,0
"51207",1303033,1303033,0,0,NA,0,0,2001,0
"51208",13031,13031,0,0,NA,0,0,2001,0
"51209",1303173,1303173,57000,6,24.3589743589744,52,45,2001,2340
"51210",1303174,1303174,62000,6,31.3131313131313,45,44,2001,1980
"51211",1303179,1303179,0,0,NA,0,0,2001,0
"51212",1306001,1306001,NA,9,NA,52,35,2001,1820
"51213",1306002,1306002,28000,6,13.4615384615385,52,40,2001,2080
"51214",1306003,1306003,10000,6,4.27350427350427,52,45,2001,2340
"51215",1306030,1306030,125000,6,36.9822485207101,52,65,2001,3380
"51216",1306031,1306031,0,0,NA,0,0,2001,0
"51217",1306032,1306032,0,0,NA,0,0,2001,0
"51218",1306033,1306033,0,0,NA,0,0,2001,0
"51219",1306170,1306170,0,0,NA,0,0,2001,0
"51220",1306171,1306171,50000,6,24.0384615384615,52,40,2001,2080
"51221",1307002,1307002,0,0,NA,0,0,2001,0
"51222",131002,131002,9000,6,4.32692307692308,52,40,2001,2080
"51223",131030,131030,17000,6,7.26495726495726,52,45,2001,2340
"51224",1311001,1311001,0,0,NA,0,0,2001,0
"51225",1311002,1311002,0,0,NA,0,0,2001,0
"51226",1311003,1311003,30000,6,16.9683257918552,52,34,2001,1768
"51227",1311004,1311004,79000,6,41.0602910602911,52,37,2001,1924
"51228",1311171,1311171,0,6,30.77,0,0,2001,0
"51229",1312002,1312002,0,9,NA,0,0,2001,0
"51230",1312003,1312003,80000,6,30.7692307692308,52,50,2001,2600
"51231",1312004,1312004,20000,6,9.61538461538461,52,40,2001,2080
"51232",1312005,1312005,38000,6,18.2692307692308,52,40,2001,2080
"51233",1312030,1312030,31000,6,14.1941391941392,52,42,2001,2184
"51234",1312031,1312031,0,9,NA,0,0,2001,0
"51235",1312171,1312171,26000,6,12.5,52,40,2001,2080
"51236",1312172,1312172,0,0,NA,0,0,2001,0
"51237",1312174,1312174,32000,6,15.3846153846154,52,40,2001,2080
"51238",1312175,1312175,0,0,NA,0,0,2001,0
"51239",1312176,1312176,20000,6,9.61538461538461,52,40,2001,2080
"51240",1312177,1312177,0,0,NA,0,0,2001,0
"51241",1312178,1312178,0,0,NA,0,0,2001,0
"51242",1314001,1314001,80000,6,30.7692307692308,52,50,2001,2600
"51243",1314002,1314002,0,0,NA,0,0,2001,0
"51244",1314003,1314003,55000,6,23.5042735042735,52,45,2001,2340
"51245",1314004,1314004,55000,6,26.4423076923077,52,40,2001,2080
"51246",1314030,1314030,0,0,NA,0,0,2001,0
"51247",1314031,1314031,0,0,NA,0,0,2001,0
"51248",1314032,1314032,0,0,NA,0,0,2001,0
"51249",1314033,1314033,0,0,NA,0,0,2001,0
"51250",1314170,1314170,35000,6,13.4615384615385,52,50,2001,2600
"51251",1314171,1314171,26000,6,14.4444444444444,45,40,2001,1800
"51252",1314172,1314172,35000,6,30.1724137931034,29,40,2001,1160
"51253",1314173,1314173,22000,6,10.5769230769231,52,40,2001,2080
"51254",1315001,1315001,NA,9,NA,52,20,2001,1040
"51255",1315002,1315002,0,0,NA,0,0,2001,0
"51256",1315003,1315003,16000,6,7.32600732600733,52,42,2001,2184
"51257",1315004,1315004,20000,6,9.61538461538461,52,40,2001,2080
"51258",1315005,1315005,30900,6,10.8041958041958,52,55,2001,2860
"51259",1315030,1315030,0,0,NA,0,0,2001,0
"51260",1315031,1315031,65000,6,22.73,52,55,2001,2860
"51261",1315032,1315032,0,0,NA,0,0,2001,0
"51262",1315033,1315033,0,0,NA,0,0,2001,0
"51263",1315034,1315034,0,0,NA,0,0,2001,0
"51264",1315035,1315035,0,0,NA,0,0,2001,0
"51265",1315036,1315036,0,0,NA,0,0,2001,0
"51266",1315037,1315037,0,0,NA,0,0,2001,0
"51267",1315038,1315038,0,0,NA,0,0,2001,0
"51268",1315039,1315039,0,0,NA,0,0,2001,0
"51269",1315040,1315040,0,0,NA,0,0,2001,0
"51270",1315170,1315170,45000,6,20.1252236135957,52,43,2001,2236
"51271",1315174,1315174,44000,6,15.3846153846154,52,55,2001,2860
"51272",1315176,1315176,22000,6,7.05128205128205,52,60,2001,3120
"51273",13170,13170,123000,6,56.3186813186813,52,42,2001,2184
"51274",13176,13176,69000,6,31.5934065934066,52,42,2001,2184
"51275",13178,13178,78000,6,37.5,52,40,2001,2080
"51276",1322001,1322001,0,0,NA,0,0,2001,0
"51277",1322002,1322002,0,0,NA,0,0,2001,0
"51278",1323002,1323002,0,0,NA,0,0,2001,0
"51279",1324001,1324001,NA,9,NA,52,20,2001,1040
"51280",1328001,1328001,0,0,NA,0,0,2001,0
"51281",1328002,1328002,0,0,NA,0,0,2001,0
"51282",1328003,1328003,30000,6,12.0192307692308,52,48,2001,2496
"51283",1328004,1328004,48000,6,24.9480249480249,52,37,2001,1924
"51284",1328030,1328030,20000,6,5.91715976331361,52,65,2001,3380
"51285",1328031,1328031,0,0,NA,0,0,2001,0
"51286",1328173,1328173,28800,6,14.968814968815,52,37,2001,1924
"51287",1328176,1328176,0,0,NA,0,0,2001,0
"51288",133001,133001,36000,6,11.5384615384615,52,60,2001,3120
"51289",133002,133002,0,0,NA,0,0,2001,0
"51290",133004,133004,34000,6,16.3461538461538,52,40,2001,2080
"51291",133031,133031,0,0,NA,0,0,2001,0
"51292",133174,133174,25000,6,12.0192307692308,52,40,2001,2080
"51293",133175,133175,25000,6,25,40,25,2001,1000
"51294",133176,133176,7000,6,6.73076923076923,52,20,2001,1040
"51295",133178,133178,37000,6,17.7884615384615,52,40,2001,2080
"51296",133179,133179,0,0,NA,0,0,2001,0
"51297",1332003,1332003,84000,6,26.6666666666667,45,70,2001,3150
"51298",1332004,1332004,30000,6,9.61538461538461,52,60,2001,3120
"51299",1332005,1332005,62000,6,24.8,50,50,2001,2500
"51300",1332030,1332030,0,0,NA,0,0,2001,0
"51301",1332032,1332032,0,0,NA,0,0,2001,0
"51302",1332033,1332033,0,0,NA,0,0,2001,0
"51303",1332174,1332174,NA,9,NA,52,36,2001,1872
"51304",1332180,1332180,0,0,NA,0,0,2001,0
"51305",1332181,1332181,0,0,NA,0,0,2001,0
"51306",1332183,1332183,NA,9,NA,52,45,2001,2340
"51307",1332184,1332184,0,0,NA,0,0,2001,0
"51308",1334003,1334003,60000,6,23.0769230769231,52,50,2001,2600
"51309",1334171,1334171,80000,6,30.7692307692308,52,50,2001,2600
"51310",1335001,1335001,0,0,NA,0,0,2001,0
"51311",1335002,1335002,0,0,NA,0,0,2001,0
"51312",1335003,1335003,0,0,NA,0,0,2001,0
"51313",1335005,1335005,12000,6,12.6315789473684,38,25,2001,950
"51314",1335006,1335006,50000,6,48.0769230769231,52,20,2001,1040
"51315",1335007,1335007,85000,6,40.8653846153846,52,40,2001,2080
"51316",1335008,1335008,22000,6,10.5769230769231,52,40,2001,2080
"51317",1335009,1335009,15600,6,7.5,52,40,2001,2080
"51318",1335010,1335010,37000,6,17.7884615384615,52,40,2001,2080
"51319",1335011,1335011,0,0,NA,0,0,2001,0
"51320",1335030,1335030,58000,6,22.3076923076923,52,50,2001,2600
"51321",1335031,1335031,36000,6,12.5874125874126,52,55,2001,2860
"51322",1335032,1335032,0,9,NA,0,0,2001,0
"51323",1335033,1335033,25000,6,12.0192307692308,52,40,2001,2080
"51324",1335034,1335034,21000,6,10.6275303643725,52,38,2001,1976
"51325",1335035,1335035,42000,6,16.1538461538462,52,50,2001,2600
"51326",1335036,1335036,25000,6,8.01282051282051,52,60,2001,3120
"51327",1335037,1335037,22000,6,10.5769230769231,52,40,2001,2080
"51328",1335038,1335038,0,0,NA,0,0,2001,0
"51329",1335039,1335039,5500,6,13.2211538461538,52,8,2001,416
"51330",1335040,1335040,NA,9,NA,52,24,2001,1248
"51331",1335041,1335041,12000,6,6.59340659340659,52,35,2001,1820
"51332",1335042,1335042,0,0,NA,0,0,2001,0
"51333",1335043,1335043,6000,6,5.76923076923077,52,20,2001,1040
"51334",1335044,1335044,24000,6,14.4230769230769,52,32,2001,1664
"51335",1335045,1335045,NA,9,NA,NA,40,2001,NA
"51336",1335046,1335046,0,0,NA,0,0,2001,0
"51337",1335047,1335047,0,0,NA,0,0,2001,0
"51338",1335048,1335048,0,0,NA,0,0,2001,0
"51339",1335049,1335049,0,0,NA,0,0,2001,0
"51340",1335050,1335050,0,0,NA,0,0,2001,0
"51341",1335051,1335051,0,0,NA,0,0,2001,0
"51342",1335052,1335052,0,0,NA,0,0,2001,0
"51343",1335053,1335053,0,0,NA,0,0,2001,0
"51344",1335054,1335054,0,0,NA,0,0,2001,0
"51345",1335055,1335055,0,0,NA,0,0,2001,0
"51346",1335056,1335056,0,0,NA,0,0,2001,0
"51347",1335057,1335057,0,0,NA,0,0,2001,0
"51348",1335058,1335058,0,0,NA,0,0,2001,0
"51349",1335059,1335059,0,0,NA,0,0,2001,0
"51350",1335060,1335060,0,0,NA,0,0,2001,0
"51351",1335061,1335061,0,0,NA,0,0,2001,0
"51352",1335062,1335062,0,0,NA,0,0,2001,0
"51353",1335063,1335063,0,0,NA,0,0,2001,0
"51354",1335064,1335064,0,0,NA,0,0,2001,0
"51355",1335065,1335065,0,0,NA,0,0,2001,0
"51356",1335066,1335066,0,0,NA,0,0,2001,0
"51357",1335170,1335170,55000,6,20.3402366863905,52,52,2001,2704
"51358",1335171,1335171,NA,9,NA,52,20,2001,1040
"51359",1335173,1335173,36000,6,23.0769230769231,52,30,2001,1560
"51360",1335174,1335174,11400,6,6.26373626373626,52,35,2001,1820
"51361",1335175,1335175,23000,6,12.6373626373626,52,35,2001,1820
"51362",1335176,1335176,0,0,NA,0,0,2001,0
"51363",1335177,1335177,0,0,NA,0,0,2001,0
"51364",1335178,1335178,56000,6,26.9230769230769,52,40,2001,2080
"51365",1335179,1335179,40000,6,15.3846153846154,52,50,2001,2600
"51366",1335181,1335181,0,0,NA,0,0,2001,0
"51367",1335183,1335183,30000,6,14.4230769230769,52,40,2001,2080
"51368",1335184,1335184,25000,6,9.61538461538461,52,50,2001,2600
"51369",1335185,1335185,0,0,NA,0,0,2001,0
"51370",1335186,1335186,0,0,NA,0,0,2001,0
"51371",1335187,1335187,0,0,NA,0,0,2001,0
"51372",1335188,1335188,0,0,NA,0,0,2001,0
"51373",1335189,1335189,0,0,NA,0,0,2001,0
"51374",1335190,1335190,0,0,NA,0,0,2001,0
"51375",1335191,1335191,8000,6,6.15384615384615,52,25,2001,1300
"51376",1335192,1335192,25000,6,12.0192307692308,52,40,2001,2080
"51377",1336001,1336001,0,0,NA,0,0,2001,0
"51378",1336002,1336002,0,0,NA,0,0,2001,0
"51379",1336003,1336003,0,0,NA,0,0,2001,0
"51380",1336030,1336030,15600,6,5.45454545454545,52,55,2001,2860
"51381",1336035,1336035,0,0,NA,0,0,2001,0
"51382",1336036,1336036,0,0,NA,0,0,2001,0
"51383",1336037,1336037,0,0,NA,0,0,2001,0
"51384",1336180,1336180,13000,6,8.33333333333333,52,30,2001,1560
"51385",1336181,1336181,25000,6,11.3378684807256,49,45,2001,2205
"51386",1336182,1336182,0,6,2.88,0,0,2001,0
"51387",1336183,1336183,1200,6,3.20855614973262,17,22,2001,374
"51388",1336186,1336186,7800,6,10,52,15,2001,780
"51389",1336187,1336187,6500,6,3.125,52,40,2001,2080
"51390",1338001,1338001,0,0,NA,0,0,2001,0
"51391",1338002,1338002,0,0,NA,0,0,2001,0
"51392",1338003,1338003,28000,6,13.4615384615385,52,40,2001,2080
"51393",1338004,1338004,12800,6,8.00500312695435,39,41,2001,1599
"51394",1338030,1338030,0,0,NA,0,0,2001,0
"51395",1338170,1338170,28000,6,13.1332082551595,52,41,2001,2132
"51396",134001,134001,38000,6,24.3589743589744,52,30,2001,1560
"51397",134002,134002,25500,6,18.2142857142857,35,40,2001,1400
"51398",134003,134003,35000,6,7.47863247863248,52,90,2001,4680
"51399",134030,134030,0,0,NA,0,0,2001,0
"51400",134031,134031,0,0,NA,0,0,2001,0
"51401",134032,134032,0,0,NA,0,0,2001,0
"51402",134171,134171,NA,9,NA,52,40,2001,2080
"51403",134172,134172,0,0,NA,0,0,2001,0
"51404",1342001,1342001,0,0,NA,0,0,2001,0
"51405",1342002,1342002,0,0,NA,0,0,2001,0
"51406",1342003,1342003,35000,6,10.6837606837607,52,63,2001,3276
"51407",1342030,1342030,8000,6,12.1212121212121,33,20,2001,660
"51408",1342031,1342031,0,0,NA,0,0,2001,0
"51409",1342032,1342032,0,0,NA,0,0,2001,0
"51410",1342170,1342170,32000,6,15.3846153846154,52,40,2001,2080
"51411",1342171,1342171,0,0,NA,0,0,2001,0
"51412",1345001,1345001,0,0,NA,0,0,2001,0
"51413",1345002,1345002,29900,6,11.5,52,50,2001,2600
"51414",1345005,1345005,28000,6,13.0536130536131,39,55,2001,2145
"51415",1345006,1345006,21532,6,11.5021367521368,52,36,2001,1872
"51416",1345007,1345007,47000,6,22.5961538461538,52,40,2001,2080
"51417",1345030,1345030,40000,6,22.2222222222222,45,40,2001,1800
"51418",1345031,1345031,2000,6,9.09090909090909,11,20,2001,220
"51419",1345032,1345032,0,0,NA,0,0,2001,0
"51420",1345033,1345033,0,0,NA,0,0,2001,0
"51421",1345034,1345034,0,0,NA,0,0,2001,0
"51422",1345036,1345036,0,0,NA,0,0,2001,0
"51423",1345037,1345037,0,0,NA,0,0,2001,0
"51424",1345038,1345038,0,0,NA,0,0,2001,0
"51425",1345171,1345171,42000,6,14.17004048583,52,57,2001,2964
"51426",1345172,1345172,40000,6,19.2307692307692,52,40,2001,2080
"51427",1345178,1345178,74000,6,35.5769230769231,52,40,2001,2080
"51428",1345180,1345180,0,0,NA,0,0,2001,0
"51429",1345181,1345181,60600,6,29.1346153846154,52,40,2001,2080
"51430",1345182,1345182,60000,6,19.2307692307692,52,60,2001,3120
"51431",1345183,1345183,0,0,NA,0,0,2001,0
"51432",1345184,1345184,0,0,NA,0,0,2001,0
"51433",1345185,1345185,0,0,NA,0,0,2001,0
"51434",1345186,1345186,0,0,NA,0,0,2001,0
"51435",1345187,1345187,0,0,NA,0,0,2001,0
"51436",1346001,1346001,0,0,NA,0,0,2001,0
"51437",1346002,1346002,0,0,NA,0,0,2001,0
"51438",1346030,1346030,0,0,NA,0,0,2001,0
"51439",1346031,1346031,31000,6,203.947368421053,38,4,2001,152
"51440",1346032,1346032,0,0,NA,0,0,2001,0
"51441",1346170,1346170,175000,6,134.615384615385,52,25,2001,1300
"51442",1346171,1346171,31000,6,14.9038461538462,52,40,2001,2080
"51443",1351001,1351001,0,0,NA,0,0,2001,0
"51444",1351002,1351002,0,0,NA,0,0,2001,0
"51445",1351003,1351003,95000,6,36.5384615384615,52,50,2001,2600
"51446",1351004,1351004,21377,6,9.13547008547009,52,45,2001,2340
"51447",1351030,1351030,26000,6,11.1111111111111,52,45,2001,2340
"51448",1351035,1351035,0,0,NA,0,0,2001,0
"51449",1351036,1351036,0,0,NA,0,0,2001,0
"51450",1351037,1351037,0,0,NA,0,0,2001,0
"51451",1351174,1351174,0,0,NA,0,0,2001,0
"51452",1351180,1351180,335,6,1.86111111111111,4,45,2001,180
"51453",1351181,1351181,0,0,NA,0,0,2001,0
"51454",1353002,1353002,0,0,NA,0,0,2001,0
"51455",1353003,1353003,37000,6,18.2445759368836,52,39,2001,2028
"51456",1353004,1353004,32500,6,13.2978723404255,52,47,2001,2444
"51457",1353030,1353030,0,0,NA,0,0,2001,0
"51458",1353031,1353031,33068,6,10.9641909814324,52,58,2001,3016
"51459",1353032,1353032,39000,6,18.75,52,40,2001,2080
"51460",1353033,1353033,12000,6,8.88888888888889,45,30,2001,1350
"51461",1353034,1353034,0,0,NA,0,0,2001,0
"51462",1353035,1353035,0,0,NA,0,0,2001,0
"51463",1353036,1353036,0,0,NA,0,0,2001,0
"51464",1353037,1353037,0,0,NA,0,0,2001,0
"51465",1353171,1353171,48800,6,23.4615384615385,52,40,2001,2080
"51466",1353172,1353172,55000,6,23.5042735042735,52,45,2001,2340
"51467",1353173,1353173,68000,6,26.1538461538462,52,50,2001,2600
"51468",1353174,1353174,24385,6,11.7235576923077,52,40,2001,2080
"51469",1353175,1353175,1300,6,5,52,5,2001,260
"51470",1355001,1355001,0,0,NA,0,0,2001,0
"51471",1355002,1355002,0,0,NA,0,0,2001,0
"51472",1355003,1355003,15000,6,11.5384615384615,52,25,2001,1300
"51473",1355004,1355004,40000,6,19.2307692307692,52,40,2001,2080
"51474",1355005,1355005,25000,6,14.5687645687646,52,33,2001,1716
"51475",1355006,1355006,52000,6,25,52,40,2001,2080
"51476",1355030,1355030,2000,6,1.53846153846154,52,25,2001,1300
"51477",1355031,1355031,0,0,NA,0,0,2001,0
"51478",1355170,1355170,2e+05,6,192.307692307692,52,20,2001,1040
"51479",1355174,1355174,0,0,NA,0,0,2001,0
"51480",1358001,1358001,21000,6,10.0961538461538,52,40,2001,2080
"51481",1358002,1358002,0,0,NA,0,0,2001,0
"51482",1358004,1358004,24742,6,10.8138111888112,52,44,2001,2288
"51483",1358030,1358030,8000,6,4.48,51,35,2001,1785
"51484",1358172,1358172,32738,6,15.7394230769231,52,40,2001,2080
"51485",1362003,1362003,0,0,NA,0,0,2001,0
"51486",1362171,1362171,0,0,NA,0,0,2001,0
"51487",1362172,1362172,0,0,NA,0,0,2001,0
"51488",1363003,1363003,83500,6,32.1153846153846,52,50,2001,2600
"51489",1368001,1368001,36000,6,17.3076923076923,52,40,2001,2080
"51490",1368002,1368002,15000,6,7.6530612244898,49,40,2001,1960
"51491",1368003,1368003,NA,9,NA,52,40,2001,2080
"51492",1368031,1368031,0,0,NA,0,0,2001,0
"51493",1368032,1368032,0,0,NA,0,0,2001,0
"51494",1368172,1368172,21000,6,10.0961538461538,52,40,2001,2080
"51495",1368173,1368173,0,0,NA,0,0,2001,0
"51496",1368174,1368174,0,0,NA,0,0,2001,0
"51497",1368175,1368175,0,0,NA,0,0,2001,0
"51498",1368176,1368176,0,0,NA,0,0,2001,0
"51499",1368181,1368181,0,0,NA,0,0,2001,0
"51500",1369001,1369001,27001,6,25.9625,52,20,2001,1040
"51501",1369002,1369002,0,0,NA,0,0,2001,0
"51502",1369004,1369004,26400,6,12.6923076923077,52,40,2001,2080
"51503",1376003,1376003,42000,6,20.1923076923077,52,40,2001,2080
