"","MID","FID","earn","earnu","wage","ww","hw","year","hrs"
"33497",1762051,1762051,0,0,NA,0,0,1999,0
"33498",1762052,1762052,0,0,NA,0,0,1999,0
"33499",1762053,1762053,0,0,NA,0,0,1999,0
"33500",1762054,1762054,0,0,NA,0,0,1999,0
"33501",1762055,1762055,0,0,NA,0,0,1999,0
"33502",1762172,1762172,0,0,NA,0,0,1999,0
"33503",1762173,1762173,0,0,NA,0,0,1999,0
"33504",1762174,1762174,NA,9,NA,50,40,1999,2000
"33505",1762176,1762176,NA,9,NA,50,40,1999,2000
"33506",1762178,1762178,52000,6,25.49,51,40,1999,2040
"33507",1762179,1762179,13000,6,6.37,51,40,1999,2040
"33508",1762180,1762180,30100,6,14.29,49,43,1999,2107
"33509",1762181,1762181,NA,9,NA,NA,40,1999,NA
"33510",1762186,1762186,0,0,NA,0,0,1999,0
"33511",1762187,1762187,0,0,NA,0,0,1999,0
"33512",1762189,1762189,0,0,NA,0,0,1999,0
"33513",1762190,1762190,7500,6,3.75,50,40,1999,2000
"33514",1762191,1762191,NA,9,NA,NA,40,1999,NA
"33515",1763001,1763001,0,0,NA,0,0,1999,0
"33516",1763002,1763002,0,0,NA,0,0,1999,0
"33517",1763003,1763003,12000,6,7.58,48,33,1999,1584
"33518",1763005,1763005,36000,6,19.15,47,40,1999,1880
"33519",1763006,1763006,0,0,NA,0,0,1999,0
"33520",1763030,1763030,0,0,NA,0,0,1999,0
"33521",1763033,1763033,8000,6,8.33,32,30,1999,960
"33522",1763034,1763034,7000,6,7.29,24,40,1999,960
"33523",1763035,1763035,0,0,NA,0,0,1999,0
"33524",1763036,1763036,0,0,NA,0,0,1999,0
"33525",1763038,1763038,0,0,NA,0,0,1999,0
"33526",1763039,1763039,0,0,NA,0,0,1999,0
"33527",1763040,1763040,0,0,NA,0,0,1999,0
"33528",1763170,1763170,35000,6,20.13,47,37,1999,1739
"33529",1763177,1763177,20000,6,19.23,26,40,1999,1040
"33530",1763178,1763178,0,0,NA,0,0,1999,0
"33531",1763179,1763179,68000,6,36.17,47,40,1999,1880
"33532",1763180,1763180,0,0,NA,0,0,1999,0
"33533",1763181,1763181,0,0,NA,0,0,1999,0
"33534",1763182,1763182,40000,6,15.69,51,50,1999,2550
"33535",1763183,1763183,0,0,NA,0,0,1999,0
"33536",1763184,1763184,0,0,NA,0,0,1999,0
"33537",1763185,1763185,0,0,NA,0,0,1999,0
"33538",1767002,1767002,0,0,NA,0,0,1999,0
"33539",1767004,1767004,38000,6,24.68,44,35,1999,1540
"33540",1767030,1767030,25000,6,12.02,52,40,1999,2080
"33541",1767031,1767031,0,0,NA,0,0,1999,0
"33542",1767032,1767032,0,0,NA,0,0,1999,0
"33543",1767033,1767033,0,0,NA,0,0,1999,0
"33544",1767034,1767034,0,0,NA,0,0,1999,0
"33545",1767170,1767170,68000,6,28.94,47,50,1999,2350
"33546",1767180,1767180,300,6,7.5,1,40,1999,40
"33547",1772002,1772002,0,0,NA,0,0,1999,0
"33548",1774001,1774001,45000,6,18,50,50,1999,2500
"33549",1774002,1774002,15000,6,9.38,50,32,1999,1600
"33550",1774004,1774004,65000,6,27.78,52,45,1999,2340
"33551",1774030,1774030,40000,6,20,50,40,1999,2000
"33552",1774031,1774031,0,0,NA,0,0,1999,0
"33553",1774032,1774032,0,0,NA,0,0,1999,0
"33554",1774033,1774033,0,0,NA,0,0,1999,0
"33555",1774170,1774170,50000,6,24.04,52,40,1999,2080
"33556",1774171,1774171,35000,6,17.5,50,40,1999,2000
"33557",1775001,1775001,60000,6,24,50,50,1999,2500
"33558",1775002,1775002,0,0,NA,0,0,1999,0
"33559",1775004,1775004,0,0,NA,0,0,1999,0
"33560",1775005,1775005,500,6,2.5,8,25,1999,200
"33561",1775006,1775006,4000,6,5.93,45,15,1999,675
"33562",1775033,1775033,0,0,NA,0,0,1999,0
"33563",1775034,1775034,0,0,NA,0,0,1999,0
"33564",1775035,1775035,0,0,NA,0,0,1999,0
"33565",1775036,1775036,0,0,NA,0,0,1999,0
"33566",1775037,1775037,0,0,NA,0,0,1999,0
"33567",1775038,1775038,0,0,NA,0,0,1999,0
"33568",1775039,1775039,0,0,NA,0,0,1999,0
"33569",1775170,1775170,105000,6,49.65,47,45,1999,2115
"33570",1775171,1775171,0,0,NA,0,0,1999,0
"33571",1775175,1775175,85000,6,35.42,48,50,1999,2400
"33572",1775179,1775179,52389,6,14.16,50,74,1999,3700
"33573",1775182,1775182,16400,6,8.54,48,40,1999,1920
"33574",1775184,1775184,0,0,NA,0,0,1999,0
"33575",1776001,1776001,0,0,NA,0,0,1999,0
"33576",1776002,1776002,0,0,NA,0,0,1999,0
"33577",1776003,1776003,40000,6,20.41,49,40,1999,1960
"33578",1776004,1776004,0,0,NA,0,0,1999,0
"33579",1776030,1776030,3000,6,12.5,12,20,1999,240
"33580",1776170,1776170,33000,6,16.5,50,40,1999,2000
"33581",1776173,1776173,0,0,NA,0,0,1999,0
"33582",1776174,1776174,0,0,NA,0,0,1999,0
"33583",1776176,1776176,0,0,NA,0,0,1999,0
"33584",1780001,1780001,39000,6,19.9,49,40,1999,1960
"33585",1780030,1780030,50000,6,25.51,49,40,1999,1960
"33586",1780170,1780170,12000,6,25,48,10,1999,480
"33587",1780171,1780171,0,0,NA,0,0,1999,0
"33588",1781003,1781003,26000,6,13,50,40,1999,2000
"33589",1782001,1782001,0,0,NA,0,0,1999,0
"33590",1782002,1782002,16000,6,10.67,50,30,1999,1500
"33591",1782003,1782003,230000,6,106.68,49,44,1999,2156
"33592",1782030,1782030,14000,6,6.73,52,40,1999,2080
"33593",1782031,1782031,NA,9,NA,NA,40,1999,NA
"33594",1782032,1782032,0,0,NA,0,0,1999,0
"33595",1782033,1782033,0,0,NA,0,0,1999,0
"33596",1782034,1782034,0,0,NA,0,0,1999,0
"33597",1782035,1782035,0,0,NA,0,0,1999,0
"33598",1782170,1782170,16000,6,8.59,49,38,1999,1862
"33599",1782171,1782171,45000,6,21.8,48,43,1999,2064
"33600",1782173,1782173,36000,6,15.63,48,48,1999,2304
"33601",1782174,1782174,17000,6,6.96,52,47,1999,2444
"33602",1782175,1782175,0,0,NA,0,0,1999,0
"33603",1782176,1782176,NA,9,NA,32,40,1999,1280
"33604",1782177,1782177,0,0,NA,0,0,1999,0
"33605",1783001,1783001,NA,9,NA,52,50,1999,2600
"33606",1783002,1783002,NA,9,NA,48,50,1999,2400
"33607",1783030,1783030,0,0,NA,0,0,1999,0
"33608",1783170,1783170,0,0,NA,0,0,1999,0
"33609",1784001,1784001,0,0,NA,0,0,1999,0
"33610",1784002,1784002,0,0,NA,0,0,1999,0
"33611",1784003,1784003,0,0,NA,0,0,1999,0
"33612",1784004,1784004,7200,6,3.2,50,45,1999,2250
"33613",1784005,1784005,0,0,NA,0,0,1999,0
"33614",1784021,1784021,85000,6,46.7,52,35,1999,1820
"33615",1784030,1784030,0,0,NA,0,0,1999,0
"33616",1784031,1784031,0,0,NA,0,0,1999,0
"33617",1784032,1784032,0,0,NA,0,0,1999,0
"33618",1784033,1784033,0,0,NA,0,0,1999,0
"33619",1784034,1784034,0,0,NA,0,0,1999,0
"33620",1784035,1784035,0,0,NA,0,0,1999,0
"33621",1784170,1784170,0,0,NA,0,0,1999,0
"33622",1784171,1784171,212500,6,81.73,52,50,1999,2600
"33623",1786002,1786002,0,0,NA,0,0,1999,0
"33624",1786003,1786003,15000,6,7.5,50,40,1999,2000
"33625",1786004,1786004,26000,6,14.44,40,45,1999,1800
"33626",1786007,1786007,0,0,NA,0,0,1999,0
"33627",1786008,1786008,0,0,NA,0,0,1999,0
"33628",1786010,1786010,NA,9,NA,52,45,1999,2340
"33629",1786021,1786021,19000,6,9.69,49,40,1999,1960
"33630",1786031,1786031,30000,6,12.25,48,51,1999,2448
"33631",1786033,1786033,18000,6,8.57,50,42,1999,2100
"33632",1786035,1786035,0,0,NA,0,0,1999,0
"33633",1786036,1786036,8000,6,7.41,36,30,1999,1080
"33634",1786037,1786037,0,0,NA,0,0,1999,0
"33635",1786039,1786039,15000,6,18.75,20,40,1999,800
"33636",1786041,1786041,1000,6,2.08,12,40,1999,480
"33637",1786042,1786042,0,0,NA,0,0,1999,0
"33638",1786043,1786043,0,0,NA,0,0,1999,0
"33639",1786044,1786044,0,0,NA,0,0,1999,0
"33640",1786045,1786045,0,0,NA,0,0,1999,0
"33641",1786046,1786046,0,0,NA,0,0,1999,0
"33642",1786047,1786047,0,0,NA,0,0,1999,0
"33643",1786048,1786048,0,0,NA,0,0,1999,0
"33644",1786049,1786049,0,0,NA,0,0,1999,0
"33645",1786050,1786050,0,0,NA,0,0,1999,0
"33646",1786051,1786051,0,0,NA,0,0,1999,0
"33647",1786175,1786175,0,0,NA,0,0,1999,0
"33648",1786178,1786178,9000,6,4.5,50,40,1999,2000
"33649",1786179,1786179,26000,6,10.2,51,50,1999,2550
"33650",1786182,1786182,2400,6,6.25,16,24,1999,384
"33651",1786185,1786185,30000,6,15.96,47,40,1999,1880
"33652",1786187,1786187,0,0,NA,0,0,1999,0
"33653",1786188,1786188,18000,6,9.36,52,37,1999,1924
"33654",1786191,1786191,38000,6,13.82,50,55,1999,2750
"33655",1786192,1786192,16000,6,10,40,40,1999,1600
"33656",1786193,1786193,24000,6,10.88,49,45,1999,2205
"33657",1786194,1786194,NA,9,NA,52,48,1999,2496
"33658",1786195,1786195,0,0,NA,0,0,1999,0
"33659",1786196,1786196,0,0,NA,0,0,1999,0
"33660",1786197,1786197,0,0,NA,0,0,1999,0
"33661",1786198,1786198,0,0,NA,0,0,1999,0
"33662",1786199,1786199,0,0,NA,0,0,1999,0
"33663",1786200,1786200,0,0,NA,0,0,1999,0
"33664",1786201,1786201,0,0,NA,0,0,1999,0
"33665",1786202,1786202,0,0,NA,0,0,1999,0
"33666",1787001,1787001,0,0,NA,0,0,1999,0
"33667",1787002,1787002,0,0,NA,0,0,1999,0
"33668",1787003,1787003,48000,6,19.2,50,50,1999,2500
"33669",1787004,1787004,34000,6,15.42,49,45,1999,2205
"33670",1787005,1787005,46000,6,20.44,50,45,1999,2250
"33671",1787030,1787030,45000,6,22.06,51,40,1999,2040
"33672",1787031,1787031,NA,9,NA,45,NA,1999,NA
"33673",1787032,1787032,4000,6,7.41,45,12,1999,540
"33674",1787033,1787033,4000,6,10,20,20,1999,400
"33675",1787034,1787034,0,0,NA,0,0,1999,0
"33676",1787035,1787035,0,0,NA,0,0,1999,0
"33677",1787036,1787036,0,0,NA,0,0,1999,0
"33678",1787170,1787170,16939,6,8.64,49,40,1999,1960
"33679",1787171,1787171,30000,6,14.29,50,42,1999,2100
"33680",1787172,1787172,0,0,NA,0,0,1999,0
"33681",1787174,1787174,27000,6,13.24,51,40,1999,2040
"33682",1787175,1787175,16500,6,10.78,51,30,1999,1530
"33683",1787176,1787176,39982,6,20.4,49,40,1999,1960
"33684",1787178,1787178,0,0,NA,0,0,1999,0
"33685",1787179,1787179,63000,6,24.23,52,50,1999,2600
"33686",1787180,1787180,55000,6,34.38,50,32,1999,1600
"33687",1787181,1787181,0,0,NA,0,0,1999,0
"33688",1787182,1787182,0,0,NA,0,0,1999,0
"33689",1787183,1787183,0,0,NA,0,0,1999,0
"33690",1791001,1791001,0,0,NA,0,0,1999,0
"33691",1794001,1794001,80000,6,34.72,48,48,1999,2304
"33692",1794002,1794002,40000,6,24.39,41,40,1999,1640
"33693",1794003,1794003,90000,6,36.73,49,50,1999,2450
"33694",1794030,1794030,7000,6,2.92,48,50,1999,2400
"33695",1794031,1794031,10000,6,10,50,20,1999,1000
"33696",1794032,1794032,0,0,NA,0,0,1999,0
"33697",1794033,1794033,0,0,NA,0,0,1999,0
"33698",1794034,1794034,0,0,NA,0,0,1999,0
"33699",1794035,1794035,0,0,NA,0,0,1999,0
"33700",1794170,1794170,45000,6,32.14,40,35,1999,1400
"33701",1794171,1794171,0,0,NA,0,0,1999,0
"33702",1794172,1794172,0,0,NA,0,0,1999,0
"33703",1795003,1795003,50000,6,25,50,40,1999,2000
"33704",1795004,1795004,0,0,NA,0,0,1999,0
"33705",1795005,1795005,21000,6,9.62,52,42,1999,2184
"33706",1795006,1795006,35000,6,21.6,36,45,1999,1620
"33707",1795030,1795030,0,0,NA,0,0,1999,0
"33708",1795031,1795031,0,0,NA,0,0,1999,0
"33709",1795032,1795032,0,0,NA,0,0,1999,0
"33710",1795033,1795033,0,0,NA,0,0,1999,0
"33711",1795034,1795034,0,0,NA,0,0,1999,0
"33712",1795035,1795035,0,0,NA,0,0,1999,0
"33713",1795036,1795036,0,0,NA,0,0,1999,0
"33714",1795170,1795170,27000,6,13.5,50,40,1999,2000
"33715",1795171,1795171,69000,6,22.12,52,60,1999,3120
"33716",1795174,1795174,52000,6,24.07,48,45,1999,2160
"33717",1795175,1795175,0,0,NA,0,0,1999,0
"33718",1795176,1795176,0,0,NA,0,0,1999,0
"33719",1795177,1795177,0,0,NA,0,0,1999,0
"33720",1795178,1795178,0,0,NA,0,0,1999,0
"33721",1797001,1797001,0,0,NA,0,0,1999,0
"33722",1797002,1797002,0,0,NA,0,0,1999,0
"33723",1798002,1798002,0,0,NA,0,0,1999,0
"33724",1798003,1798003,27000,6,12.61,51,42,1999,2142
"33725",1798005,1798005,0,0,NA,0,0,1999,0
"33726",1798006,1798006,NA,9,NA,51,40,1999,2040
"33727",1798008,1798008,10000,6,6.41,52,30,1999,1560
"33728",1798009,1798009,30000,6,15.63,48,40,1999,1920
"33729",1798030,1798030,15000,6,6.68,51,44,1999,2244
"33730",1798033,1798033,32000,6,18.6,43,40,1999,1720
"33731",1798034,1798034,6000,6,8.57,50,14,1999,700
"33732",1798035,1798035,18000,6,18.75,24,40,1999,960
"33733",1798036,1798036,0,0,NA,0,0,1999,0
"33734",1798039,1798039,0,0,NA,0,0,1999,0
"33735",1798040,1798040,0,0,NA,0,0,1999,0
"33736",1798041,1798041,0,0,NA,0,0,1999,0
"33737",1798042,1798042,0,0,NA,0,0,1999,0
"33738",1798043,1798043,0,0,NA,0,0,1999,0
"33739",1798044,1798044,0,0,NA,0,0,1999,0
"33740",1798170,1798170,22000,6,9.59,51,45,1999,2295
"33741",1798171,1798171,20000,6,9.34,51,42,1999,2142
"33742",1798176,1798176,0,0,NA,0,0,1999,0
"33743",1798179,1798179,NA,9,NA,51,40,1999,2040
"33744",1798181,1798181,0,0,NA,0,0,1999,0
"33745",1798183,1798183,98000,6,38.43,51,50,1999,2550
"33746",1798184,1798184,0,0,NA,0,0,1999,0
"33747",1798186,1798186,42000,6,20.59,51,40,1999,2040
"33748",1798187,1798187,8000,6,16.67,16,30,1999,480
"33749",1798188,1798188,0,0,NA,0,0,1999,0
"33750",1798189,1798189,0,0,NA,0,0,1999,0
"33751",1798190,1798190,18000,6,9,50,40,1999,2000
"33752",1798191,1798191,0,0,NA,0,0,1999,0
"33753",1798192,1798192,0,0,NA,0,0,1999,0
"33754",1798193,1798193,28000,6,13.46,52,40,1999,2080
"33755",1798194,1798194,0,0,NA,0,0,1999,0
"33756",1798195,1798195,15000,6,22.06,17,40,1999,680
"33757",1799001,1799001,NA,9,NA,52,40,1999,2080
"33758",1799002,1799002,NA,9,NA,52,40,1999,2080
"33759",1799005,1799005,16000,6,10.46,51,30,1999,1530
"33760",1799006,1799006,33000,6,15.87,52,40,1999,2080
"33761",1799030,1799030,0,0,NA,0,0,1999,0
"33762",1799034,1799034,0,0,NA,0,0,1999,0
"33763",1799038,1799038,0,0,NA,0,0,1999,0
"33764",1799039,1799039,0,0,NA,0,0,1999,0
"33765",1799040,1799040,0,0,NA,0,0,1999,0
"33766",1799041,1799041,0,0,NA,0,0,1999,0
"33767",1799042,1799042,0,0,NA,0,0,1999,0
"33768",1799174,1799174,0,0,NA,0,0,1999,0
"33769",1799181,1799181,20000,6,10.42,48,40,1999,1920
"33770",1802003,1802003,19000,6,9.13,52,40,1999,2080
"33771",1802004,1802004,17680,6,8.5,52,40,1999,2080
"33772",1802030,1802030,NA,9,NA,26,20,1999,520
"33773",1802031,1802031,0,0,NA,0,0,1999,0
"33774",1802032,1802032,0,0,NA,0,0,1999,0
"33775",1802033,1802033,0,0,NA,0,0,1999,0
"33776",1802035,1802035,0,0,NA,0,0,1999,0
"33777",1802036,1802036,0,0,NA,0,0,1999,0
"33778",1802037,1802037,0,0,NA,0,0,1999,0
"33779",1802038,1802038,0,0,NA,0,0,1999,0
"33780",1802039,1802039,0,0,NA,0,0,1999,0
"33781",1802170,1802170,7000,6,6.86,51,20,1999,1020
"33782",1802172,1802172,0,0,NA,0,0,1999,0
"33783",1802173,1802173,0,0,NA,0,0,1999,0
"33784",1802174,1802174,0,0,NA,0,0,1999,0
"33785",1802175,1802175,21000,6,9.15,51,45,1999,2295
"33786",1802176,1802176,0,0,NA,0,0,1999,0
"33787",1802177,1802177,6500,6,7.14,26,35,1999,910
"33788",1802178,1802178,0,0,NA,0,0,1999,0
"33789",1803002,1803002,25000,6,8.83,48,59,1999,2832
"33790",1803003,1803003,0,0,NA,0,0,1999,0
"33791",1803004,1803004,40000,6,16.33,49,50,1999,2450
"33792",1803030,1803030,0,0,NA,0,0,1999,0
"33793",1803031,1803031,0,0,NA,0,0,1999,0
"33794",1803032,1803032,0,0,NA,0,0,1999,0
"33795",1803175,1803175,0,0,NA,0,0,1999,0
"33796",1803176,1803176,29000,6,16,49,37,1999,1813
"33797",1803177,1803177,0,0,NA,0,0,1999,0
"33798",1804001,1804001,34000,6,16.35,52,40,1999,2080
"33799",1804170,1804170,50000,6,24.04,52,40,1999,2080
"33800",1805002,1805002,0,0,NA,0,0,1999,0
"33801",1805004,1805004,45000,6,19.23,52,45,1999,2340
"33802",1805005,1805005,79000,6,37.98,52,40,1999,2080
"33803",1805030,1805030,0,0,NA,0,0,1999,0
"33804",1805031,1805031,0,0,NA,0,0,1999,0
"33805",1805032,1805032,0,0,NA,0,0,1999,0
"33806",1805033,1805033,0,0,NA,0,0,1999,0
"33807",1805034,1805034,0,0,NA,0,0,1999,0
"33808",1805172,1805172,30000,6,13.42,52,43,1999,2236
"33809",1805173,1805173,18400,6,14.74,52,24,1999,1248
"33810",1805174,1805174,36000,6,28.85,52,24,1999,1248
"33811",1805175,1805175,0,0,NA,0,0,1999,0
"33812",1807001,1807001,0,0,NA,0,0,1999,0
"33813",1807002,1807002,0,0,NA,0,0,1999,0
"33814",1807003,1807003,9000,6,14.42,52,12,1999,624
"33815",1807004,1807004,NA,9,NA,52,NA,1999,NA
"33816",1807005,1807005,72000,6,25.17,52,55,1999,2860
"33817",1807030,1807030,11000,6,5.29,52,40,1999,2080
"33818",1807031,1807031,25000,6,16.03,52,30,1999,1560
"33819",1807032,1807032,4000,6,5.13,52,15,1999,780
"33820",1807033,1807033,15000,6,19.23,52,15,1999,780
"33821",1807034,1807034,10000,6,19.23,52,10,1999,520
"33822",1807035,1807035,0,0,NA,0,0,1999,0
"33823",1807036,1807036,0,0,NA,0,0,1999,0
"33824",1807037,1807037,0,0,NA,0,0,1999,0
"33825",1807038,1807038,0,0,NA,0,0,1999,0
"33826",1807170,1807170,7000,6,26.92,52,5,1999,260
"33827",1807171,1807171,49000,6,18.12,52,52,1999,2704
"33828",1807172,1807172,25000,6,13.74,52,35,1999,1820
"33829",1807173,1807173,0,0,NA,0,0,1999,0
"33830",1807174,1807174,0,0,NA,0,0,1999,0
"33831",1807175,1807175,0,0,NA,0,0,1999,0
"33832",1810003,1810003,22000,6,10.58,52,40,1999,2080
"33833",1810030,1810030,NA,9,NA,NA,NA,1999,NA
"33834",1810033,1810033,NA,9,NA,NA,NA,1999,NA
"33835",1810039,1810039,NA,9,NA,NA,NA,1999,NA
"33836",1810041,1810041,0,0,NA,0,0,1999,0
"33837",1810043,1810043,0,0,NA,0,0,1999,0
"33838",1810046,1810046,0,0,NA,0,0,1999,0
"33839",1810185,1810185,0,0,NA,0,0,1999,0
"33840",1810186,1810186,0,0,NA,0,0,1999,0
"33841",1813003,1813003,0,0,NA,0,0,1999,0
"33842",1813030,1813030,3000,6,3,25,40,1999,1000
"33843",1813032,1813032,0,0,NA,0,0,1999,0
"33844",1813170,1813170,45000,6,21.63,52,40,1999,2080
"33845",1817004,1817004,24000,6,11.54,52,40,1999,2080
"33846",1817032,1817032,30000,6,14.42,52,40,1999,2080
"33847",1817172,1817172,81000,6,31.15,52,50,1999,2600
"33848",1821005,1821005,65000,6,27.08,50,48,1999,2400
"33849",1821006,1821006,27000,6,16.88,40,40,1999,1600
"33850",1821030,1821030,25000,6,10,50,50,1999,2500
"33851",1821031,1821031,3000,6,7.5,10,40,1999,400
"33852",1821032,1821032,0,0,NA,0,0,1999,0
"33853",1821170,1821170,60000,6,24.04,52,48,1999,2496
"33854",1821173,1821173,55000,6,34.38,40,40,1999,1600
"33855",1822001,1822001,0,0,NA,0,0,1999,0
"33856",1822004,1822004,18000,6,8.16,49,45,1999,2205
"33857",1822005,1822005,55000,6,34.38,40,40,1999,1600
"33858",1822006,1822006,25000,6,9.8,51,50,1999,2550
"33859",1822031,1822031,2000,6,11.9,6,28,1999,168
"33860",1822032,1822032,0,0,NA,0,0,1999,0
"33861",1822034,1822034,0,0,NA,0,0,1999,0
"33862",1822035,1822035,0,0,NA,0,0,1999,0
"33863",1822170,1822170,42000,6,38.11,29,38,1999,1102
"33864",1822171,1822171,20000,6,9.62,52,40,1999,2080
"33865",1822172,1822172,0,0,NA,0,0,1999,0
"33866",1822173,1822173,0,0,NA,0,0,1999,0
"33867",1822176,1822176,31000,6,11.92,52,50,1999,2600
"33868",1822177,1822177,0,0,NA,0,0,1999,0
"33869",1822178,1822178,0,0,NA,0,0,1999,0
"33870",1822179,1822179,0,0,NA,0,0,1999,0
"33871",1822180,1822180,0,0,NA,0,0,1999,0
"33872",1823001,1823001,0,0,NA,0,0,1999,0
"33873",1823003,1823003,0,0,NA,0,0,1999,0
"33874",1823031,1823031,0,0,NA,0,0,1999,0
"33875",1823032,1823032,0,0,NA,0,0,1999,0
"33876",1823033,1823033,0,0,NA,0,0,1999,0
"33877",1823034,1823034,0,0,NA,0,0,1999,0
"33878",1823170,1823170,13000,6,3.64,51,70,1999,3570
"33879",1823171,1823171,0,0,NA,0,0,1999,0
"33880",1823176,1823176,0,0,NA,0,0,1999,0
"33881",1823180,1823180,0,0,NA,0,0,1999,0
"33882",1824001,1824001,62000,6,20.67,50,60,1999,3000
"33883",1824002,1824002,38888,6,15.56,50,50,1999,2500
"33884",1824003,1824003,25000,6,8.5,49,60,1999,2940
"33885",1824030,1824030,25000,6,15.63,40,40,1999,1600
"33886",1824170,1824170,0,0,NA,0,0,1999,0
"33887",1824174,1824174,0,0,NA,0,0,1999,0
"33888",1824176,1824176,0,0,NA,0,0,1999,0
"33889",1824177,1824177,0,0,NA,0,0,1999,0
"33890",1824178,1824178,0,0,NA,0,0,1999,0
"33891",1824179,1824179,0,0,NA,0,0,1999,0
"33892",1830002,1830002,1000,6,6.25,4,40,1999,160
"33893",1830003,1830003,22000,6,14.1,52,30,1999,1560
"33894",1830004,1830004,9000,6,11.25,50,16,1999,800
"33895",1830030,1830030,0,0,NA,0,0,1999,0
"33896",1830031,1830031,0,0,NA,0,0,1999,0
"33897",1830032,1830032,0,0,NA,0,0,1999,0
"33898",1830033,1830033,0,0,NA,0,0,1999,0
"33899",1830034,1830034,0,0,NA,0,0,1999,0
"33900",1830035,1830035,0,0,NA,0,0,1999,0
"33901",1830036,1830036,0,0,NA,0,0,1999,0
"33902",1830171,1830171,0,0,NA,0,0,1999,0
"33903",1830172,1830172,26000,6,13.27,49,40,1999,1960
"33904",1830173,1830173,11000,6,5.5,50,40,1999,2000
"33905",1830174,1830174,8000,6,6.67,40,30,1999,1200
"33906",1830175,1830175,0,0,NA,0,0,1999,0
"33907",1831001,1831001,0,0,NA,0,0,1999,0
"33908",1831002,1831002,66000,6,28.85,52,44,1999,2288
"33909",1831003,1831003,35000,6,14.96,52,45,1999,2340
"33910",1831030,1831030,22000,6,11.22,49,40,1999,1960
"33911",1831031,1831031,NA,9,NA,48,36,1999,1728
"33912",1831032,1831032,20000,6,9.62,52,40,1999,2080
"33913",1831033,1831033,10000,6,19.84,36,14,1999,504
"33914",1831170,1831170,38000,6,18.85,48,42,1999,2016
"33915",1831171,1831171,0,0,NA,0,0,1999,0
"33916",1831174,1831174,0,0,NA,0,0,1999,0
"33917",1834001,1834001,0,0,NA,0,0,1999,0
"33918",1835002,1835002,0,0,NA,0,0,1999,0
"33919",1835004,1835004,45000,6,32.97,39,35,1999,1365
"33920",1837001,1837001,0,0,NA,0,0,1999,0
"33921",1837002,1837002,0,0,NA,0,0,1999,0
"33922",1837003,1837003,143000,6,45.83,48,65,1999,3120
"33923",1837004,1837004,60000,6,27.78,48,45,1999,2160
"33924",1837005,1837005,0,0,NA,0,0,1999,0
"33925",1837006,1837006,17000,6,8.13,51,41,1999,2091
"33926",1837030,1837030,0,0,NA,0,0,1999,0
"33927",1837031,1837031,0,0,NA,0,0,1999,0
"33928",1837032,1837032,0,0,NA,0,0,1999,0
"33929",1837033,1837033,0,0,NA,0,0,1999,0
"33930",1837034,1837034,0,0,NA,0,0,1999,0
"33931",1837035,1837035,0,0,NA,0,0,1999,0
"33932",1837170,1837170,50000,6,26.04,48,40,1999,1920
"33933",1837171,1837171,32000,6,14.51,49,45,1999,2205
"33934",1837172,1837172,5000,6,4.26,51,23,1999,1173
"33935",1837173,1837173,0,0,NA,0,0,1999,0
"33936",1837174,1837174,0,0,NA,0,0,1999,0
"33937",1839002,1839002,6000,6,4.62,52,25,1999,1300
"33938",1839030,1839030,9000,6,4.33,52,40,1999,2080
"33939",1839031,1839031,0,0,NA,0,0,1999,0
"33940",1839032,1839032,0,0,NA,0,0,1999,0
"33941",1839034,1839034,0,0,NA,0,0,1999,0
"33942",1839035,1839035,0,0,NA,0,0,1999,0
"33943",1839036,1839036,0,0,NA,0,0,1999,0
"33944",1839037,1839037,0,0,NA,0,0,1999,0
"33945",1839038,1839038,0,0,NA,0,0,1999,0
"33946",1839039,1839039,0,0,NA,0,0,1999,0
"33947",1839040,1839040,0,0,NA,0,0,1999,0
"33948",1839174,1839174,15000,6,7.21,52,40,1999,2080
"33949",1839175,1839175,0,0,NA,0,0,1999,0
"33950",1841002,1841002,0,0,NA,0,0,1999,0
"33951",1841003,1841003,50000,6,25,50,40,1999,2000
"33952",1841004,1841004,72000,6,33.33,48,45,1999,2160
"33953",1841005,1841005,24000,6,9.6,50,50,1999,2500
"33954",1841031,1841031,0,0,NA,0,0,1999,0
"33955",1841032,1841032,0,0,NA,0,0,1999,0
"33956",1841033,1841033,0,0,NA,0,0,1999,0
"33957",1841035,1841035,0,0,NA,0,0,1999,0
"33958",1841036,1841036,0,0,NA,0,0,1999,0
"33959",1841037,1841037,0,0,NA,0,0,1999,0
"33960",1841038,1841038,0,0,NA,0,0,1999,0
"33961",1841039,1841039,0,0,NA,0,0,1999,0
"33962",1841170,1841170,56000,6,28,50,40,1999,2000
"33963",1841171,1841171,0,0,NA,0,0,1999,0
"33964",1841172,1841172,42000,6,15.27,50,55,1999,2750
"33965",1841173,1841173,0,0,NA,0,0,1999,0
"33966",1842001,1842001,0,0,NA,0,0,1999,0
"33967",1842170,1842170,70000,6,22.44,52,60,1999,3120
"33968",1845002,1845002,0,0,NA,0,0,1999,0
"33969",1845003,1845003,18000,6,10.18,52,34,1999,1768
"33970",1845004,1845004,85000,6,27.24,52,60,1999,3120
"33971",1845005,1845005,15968,6,7.68,52,40,1999,2080
"33972",1845030,1845030,0,0,NA,0,0,1999,0
"33973",1845031,1845031,0,0,NA,0,0,1999,0
"33974",1845032,1845032,0,0,NA,0,0,1999,0
"33975",1845033,1845033,0,0,NA,0,0,1999,0
