"","KID","MID"
"2512",5534032,5534030
"2513",5537037,5537006
"2514",5537038,5537010
"2515",5537039,5537178
"2516",5537041,5537178
"2517",5537042,5537010
"2518",5537180,5537184
"2519",5539036,5539006
"2520",5539037,5539007
"2521",5539038,5539004
"2522",5539039,5539006
"2523",5539040,5539178
"2524",5539184,5539171
"2525",5539187,5539171
"2526",5539191,5539188
"2527",5542032,5542002
"2528",5547035,5547170
"2529",5547040,5547009
"2530",5547041,5547009
"2531",5548036,5548010
"2532",5548038,5548010
"2533",5548042,5548030
"2534",5549033,5549175
"2535",5549034,5549006
"2536",5549036,5549006
"2537",5553031,5553171
"2538",5559034,5559004
"2539",5559036,5559003
"2540",5559037,5559176
"2541",5560040,5560030
"2542",5560041,5560030
"2543",5560042,5560035
"2544",5562032,5562005
"2545",5565176,5565174
"2546",5569038,5569007
"2547",5569039,5569007
"2548",5569180,5569171
"2549",5569181,5569171
"2550",5569183,5569194
"2551",5569197,5569177
"2552",5569198,5569194
"2553",5570041,5570005
"2554",5570042,5570011
"2555",5570043,5570011
"2556",5570044,5570181
"2557",5570047,5570031
"2558",5570189,5570003
"2559",5570200,5570198
"2560",5570201,5570198
"2561",5570204,5570203
"2562",5573041,5573009
"2563",5573042,5573183
"2564",5573043,5573008
"2565",5573044,5573183
"2566",5576037,5576034
"2567",5576038,5576031
"2568",5576041,5576034
"2569",5584033,5584030
"2570",5592031,5592007
"2571",5592032,5592007
"2572",5592033,5592005
"2573",5592177,5592176
"2574",5592179,5592176
"2575",5600030,5600005
"2576",5600032,5600005
"2577",5608030,5608171
"2578",5608031,5608171
"2579",5610031,5610003
"2580",5610032,5610003
"2581",5610033,5610005
"2582",5610034,5610005
"2583",5612037,5612181
"2584",5612039,5612183
"2585",5612040,5612183
"2586",5612041,5612181
"2587",5612042,5612184
"2588",5613041,5613006
"2589",5613043,5613178
"2590",5613044,5613170
"2591",5613045,5613012
"2592",5613046,5613012
"2593",5613048,5613172
"2594",5613049,5613008
"2595",5613191,5613181
"2596",5614034,5614170
"2597",5614036,5614005
"2598",5614037,5614170
"2599",5614038,5614031
"2600",5615037,5615011
"2601",5615038,5615013
"2602",5615182,5615013
"2603",5619037,5619005
"2604",5619038,5619003
"2605",5619039,5619004
"2606",5621031,5621007
"2607",5621032,5621171
"2608",5621033,5621009
"2609",5621034,5621177
"2610",5623046,5623007
"2611",5623047,5623008
"2612",5623048,5623008
"2613",5623049,5623172
"2614",5623053,5623037
"2615",5623054,5623035
"2616",5623055,5623040
"2617",5625032,5625170
"2618",5626034,5626170
"2619",5626035,5626010
"2620",5628033,5628007
"2621",5628035,5628007
"2622",5628037,5628006
"2623",5628041,5628006
"2624",5628175,5628177
"2625",5628183,5628178
"2626",5635039,5635004
"2627",5635043,5635004
"2628",5635180,5635004
"2629",5635183,5635003
"2630",5635192,5635191
"2631",5640033,5640032
"2632",5640035,5640032
"2633",5641037,5641033
"2634",5641038,5641033
"2635",5642032,5642004
"2636",5643030,5643006
"2637",5643031,5643006
"2638",5646035,5646006
"2639",5646038,5646006
"2640",5653033,5653177
"2641",5653034,5653177
"2642",5655035,5655171
"2643",5655037,5655174
"2644",5655040,5655174
"2645",5656044,5656011
"2646",5656045,5656171
"2647",5660030,5660005
"2648",5660031,5660005
"2649",5663046,5663181
"2650",5663047,5663034
"2651",5663048,5663033
"2652",5663050,5663181
"2653",5663052,5663034
"2654",5663053,5663032
"2655",5664032,5664003
"2656",5664033,5664003
"2657",5676034,5676176
"2658",5677040,5677170
"2659",5677043,5677036
"2660",5678034,5678002
"2661",5678036,5678002
"2662",5678037,5678172
"2663",5678038,5678030
"2664",5678039,5678172
"2665",5678041,5678030
"2666",5680031,5680004
"2667",5680032,5680005
"2668",5680033,5680004
"2669",5680034,5680005
"2670",5681041,5681033
"2671",5681042,5681033
"2672",5683041,5683008
"2673",5683042,5683031
"2674",5683043,5683008
"2675",5684038,5684003
"2676",5684039,5684006
"2677",5684040,5684197
"2678",5684041,5684203
"2679",5684198,5684197
"2680",5684201,5684231
"2681",5693042,5693005
"2682",5693049,5693032
"2683",5693204,5693190
"2684",5698034,5698006
"2685",5698170,5698006
"2686",5706039,5706009
"2687",5706040,5706006
"2688",5706208,5706006
"2689",5714032,5714002
"2690",5714033,5714002
"2691",5715033,5715004
"2692",5715035,5715003
"2693",5748035,5748006
"2694",5748036,5748006
"2695",5749044,5749172
"2696",5749046,5749030
"2697",5749047,5749036
"2698",5749048,5749030
"2699",5750033,5750171
"2700",5770031,5770003
"2701",5771030,5771003
"2702",5774032,5774170
"2703",5774033,5774170
"2704",5780031,5780004
"2705",5784032,5784005
"2706",5784037,5784005
"2707",5801033,5801006
"2708",5801034,5801006
"2709",5801035,5801030
"2710",5812046,5812010
"2711",5812047,5812010
"2712",5812048,5812181
"2713",5812050,5812033
"2714",5812051,5812180
"2715",5812052,5812033
"2716",5812053,5812034
"2717",5812054,5812044
"2718",5812057,5812013
"2719",5812059,5812173
"2720",5812060,5812034
"2721",5812061,5812013
"2722",5812207,5812180
"2723",5813034,5813006
"2724",5813035,5813006
"2725",5814039,5814031
"2726",5814040,5814030
"2727",5814184,5814005
"2728",5814185,5814005
"2729",5814186,5814031
"2730",5819034,5819005
"2731",5820034,5820007
"2732",5820035,5820007
"2733",5821030,5821172
"2734",5821173,5821176
"2735",5821174,5821176
"2736",5825030,5825175
"2737",5825031,5825175
"2738",5826036,5826175
"2739",5831177,5831003
"2740",5832030,5832003
"2741",5834034,5834185
"2742",5834184,5834173
"2743",5835036,5835035
"2744",5835181,5835184
"2745",5841035,5841178
"2746",5841038,5841178
"2747",5849043,5849008
"2748",5849047,5849031
"2749",5853194,5853193
"2750",5858037,5858033
"2751",5858038,5858179
"2752",5858039,5858033
"2753",5858188,5858179
"2754",5861034,5861003
"2755",5861035,5861003
"2756",5863038,5863031
"2757",5863039,5863031
"2758",5863040,5863031
"2759",5863044,5863033
"2760",5864178,5864003
"2761",5864179,5864003
"2762",5871030,5871172
"2763",5871171,5871006
"2764",5872037,5872006
"2765",5872038,5872005
"2766",5872040,5872005
"2767",5872041,5872031
"2768",5874179,5874003
"2769",5876032,5876004
"2770",5876033,5876004
"2771",5885033,5885174
"2772",5897031,5897005
"2773",5897032,5897005
"2774",5898034,5898003
"2775",5898037,5898003
"2776",5899031,5899003
"2777",5899032,5899003
"2778",5900035,5900005
"2779",5900036,5900007
"2780",5900037,5900005
"2781",5900039,5900007
"2782",5900040,5900174
"2783",5900175,5900174
"2784",5901038,5901175
"2785",5901040,5901004
"2786",5901041,5901007
"2787",5901042,5901007
"2788",5901043,5901004
"2789",5903033,5903003
"2790",5904044,5904177
"2791",5904045,5904176
"2792",5904048,5904176
"2793",5904049,5904033
"2794",5904050,5904037
"2795",5904052,5904033
"2796",5909037,5909184
"2797",5916037,5916171
"2798",5916038,5916008
"2799",5916039,5916171
"2800",5921032,5921172
"2801",5922039,5922180
"2802",5922040,5922192
"2803",5922043,5922210
"2804",5922204,5922038
"2805",5922205,5922038
"2806",5922208,5922210
"2807",5925041,5925170
"2808",5925176,5925170
"2809",5926031,5926006
"2810",5926032,5926005
"2811",5926033,5926174
"2812",5926034,5926005
"2813",5926036,5926171
"2814",5938033,5938031
"2815",5938034,5938031
"2816",5940032,5940003
"2817",5942037,5942009
"2818",5942038,5942008
"2819",5942174,5942008
"2820",5947034,5947030
"2821",5959036,5959007
"2822",5960042,5960034
"2823",5960043,5960181
"2824",5960044,5960033
"2825",5960045,5960034
"2826",5960047,5960181
"2827",5960048,5960038
"2828",5964030,5964170
"2829",5964032,5964170
"2830",5965037,5965182
"2831",5965185,5965182
"2832",5968033,5968005
"2833",5968034,5968005
"2834",5969034,5969005
"2835",5977035,5977173
"2836",5984034,5984030
"2837",5984035,5984030
"2838",5987035,5987188
"2839",5987036,5987188
"2840",5990035,5990172
"2841",5990036,5990172
"2842",5990037,5990004
"2843",5990177,5990003
"2844",5990178,5990003
"2845",5990180,5990031
"2846",5991031,5991003
"2847",5991032,5991003
"2848",5991033,5991002
"2849",5991034,5991002
"2850",5994032,5994006
"2851",5995032,5995006
"2852",5995033,5995170
"2853",5995034,5995005
"2854",5995038,5995006
"2855",5995040,5995170
"2856",5995042,5995030
"2857",5995043,5995005
"2858",5995044,5995030
"2859",5998034,5998004
"2860",6023033,6023175
"2861",6023035,6023175
"2862",6024033,6024002
"2863",6024034,6024003
"2864",6024035,6024032
"2865",6028043,6028003
"2866",6028180,6028008
"2867",6028181,6028008
"2868",6030034,6030007
"2869",6030036,6030033
"2870",6030037,6030007
"2871",6030038,6030178
"2872",6040035,6040008
"2873",6040036,6040008
"2874",6041035,6041004
"2875",6041036,6041004
"2876",6041039,6041004
"2877",6041173,6041003
"2878",6041174,6041003
"2879",6053034,6053175
"2880",6053035,6053177
"2881",6053039,6053031
"2882",6054032,6054005
"2883",6054033,6054030
"2884",6060030,6060003
"2885",6060031,6060003
"2886",6064037,6064004
"2887",6064038,6064004
"2888",6066030,6066005
"2889",6066031,6066005
"2890",6069171,6069004
"2891",6073033,6073173
"2892",6073034,6073004
"2893",6073036,6073173
"2894",6073037,6073031
"2895",6077176,6077174
"2896",6086030,6086004
"2897",6086031,6086003
"2898",6088034,6088031
"2899",6093036,6093006
"2900",6093038,6093011
"2901",6093039,6093170
"2902",6093040,6093007
"2903",6093041,6093011
"2904",6093042,6093031
"2905",6095034,6095174
"2906",6103037,6103008
"2907",6103038,6103007
"2908",6103039,6103003
"2909",6103040,6103007
"2910",6103041,6103003
"2911",6103043,6103008
"2912",6103180,6103178
"2913",6107043,6107180
"2914",6107045,6107008
"2915",6107047,6107030
"2916",6108032,6108175
"2917",6110040,6110179
"2918",6110041,6110030
"2919",6110042,6110031
"2920",6110044,6110032
"2921",6110045,6110031
"2922",6110046,6110030
"2923",6110047,6110032
"2924",6111033,6111004
"2925",6111034,6111004
"2926",6112035,6112173
"2927",6112036,6112173
"2928",6112192,6112191
"2929",6114048,6114183
"2930",6114049,6114005
"2931",6114050,6114005
"2932",6114053,6114170
"2933",6114054,6114009
"2934",6114055,6114009
"2935",6114189,6114170
"2936",6114193,6114182
"2937",6115049,6115015
"2938",6115052,6115037
"2939",6115053,6115015
"2940",6115054,6115176
"2941",6120196,6120195
"2942",6121044,6121009
"2943",6121047,6121180
"2944",6121048,6121176
"2945",6121050,6121035
"2946",6121052,6121035
"2947",6121056,6121186
"2948",6121057,6121180
"2949",6121059,6121187
"2950",6121060,6121030
"2951",6121061,6121034
"2952",6121188,6121187
"2953",6121198,6121186
"2954",6125031,6125183
"2955",6125036,6125183
"2956",6125189,6125176
"2957",6127038,6127178
"2958",6127039,6127033
"2959",6133180,6133171
"2960",6133181,6133171
"2961",6145037,6145032
"2962",6150033,6150004
"2963",6150034,6150004
"2964",6152030,6152002
"2965",6153031,6153178
"2966",6154033,6154003
"2967",6156182,6156181
"2968",6157031,6157003
"2969",6159033,6159003
"2970",6159034,6159172
"2971",6159035,6159030
"2972",6159038,6159030
"2973",6159173,6159172
"2974",6161031,6161004
"2975",6161032,6161007
"2976",6161033,6161007
"2977",6161034,6161177
"2978",6161178,6161177
"2979",6165037,6165004
"2980",6166053,6166012
"2981",6166054,6166035
"2982",6166055,6166012
"2983",6166057,6166035
"2984",6166058,6166038
"2985",6166059,6166040
"2986",6166060,6166050
"2987",6166062,6166033
"2988",6166063,6166050
"2989",6166177,6166044
"2990",6166179,6166014
"2991",6170033,6170171
"2992",6170034,6170171
"2993",6171033,6171185
"2994",6172180,6172006
"2995",6179038,6179170
"2996",6179040,6179173
"2997",6179041,6179170
"2998",6179174,6179173
"2999",6183170,6183003
"3000",6187035,6187011
"3001",6187036,6187170
"3002",6187037,6187011
"3003",6187038,6187012
"3004",6187040,6187012
"3005",6187178,6187010
"3006",6187179,6187010
"3007",6191030,6191006
"3008",6191031,6191172
"3009",6200034,6200009
"3010",6200038,6200009
"3011",6200039,6200010
"3012",6200040,6200011
"3013",6200041,6200011
"3014",6203035,6203008
"3015",6203038,6203008
"3016",6203185,6203184
"3017",6203186,6203184
"3018",6205038,6205010
"3019",6205040,6205010
"3020",6205041,6205177
"3021",6205042,6205005
"3022",6205182,6205175
"3023",6205193,6205005
"3024",6210035,6210179
"3025",6210036,6210030
"3026",6210037,6210179
"3027",6212035,6212002
"3028",6212036,6212002
"3029",6212037,6212003
"3030",6212038,6212170
"3031",6216030,6216004
"3032",6217034,6217003
"3033",6217035,6217172
"3034",6217036,6217172
"3035",6227030,6227005
"3036",6227178,6227005
"3037",6228036,6228030
"3038",6228037,6228030
"3039",6228177,6228008
"3040",6228178,6228008
"3041",6229031,6229005
"3042",6229032,6229005
"3043",6229033,6229177
"3044",6229178,6229177
"3045",6231036,6231008
"3046",6231037,6231172
"3047",6231040,6231031
"3048",6231041,6231033
"3049",6231182,6231172
"3050",6232039,6232007
"3051",6232042,6232032
"3052",6232046,6232192
"3053",6232047,6232032
"3054",6232048,6232032
"3055",6233036,6233009
"3056",6233037,6233009
"3057",6250034,6250007
"3058",6262034,6262172
"3059",6262035,6262180
"3060",6262036,6262179
"3061",6275031,6275003
"3062",6275033,6275003
"3063",6275034,6275007
"3064",6275035,6275007
"3065",6281039,6281179
"3066",6287041,6287004
"3067",6287042,6287033
"3068",6287043,6287033
"3069",6287044,6287032
"3070",6316032,6316006
"3071",6316033,6316006
"3072",6327171,6327004
"3073",6327172,6327004
"3074",6335035,6335004
"3075",6335036,6335004
"3076",6335037,6335031
"3077",6335038,6335006
"3078",6342170,6342002
"3079",6350032,6350007
"3080",6350033,6350003
"3081",6350034,6350171
"3082",6350035,6350007
"3083",6357034,6357003
"3084",6357035,6357031
"3085",6358037,6358003
"3086",6358038,6358006
"3087",6358041,6358032
"3088",6358043,6358170
"3089",6361030,6361006
"3090",6361033,6361003
"3091",6361034,6361003
"3092",6365046,6365009
"3093",6365048,6365030
"3094",6365049,6365011
"3095",6365050,6365011
"3096",6365051,6365010
"3097",6365052,6365030
"3098",6365053,6365010
"3099",6366031,6366004
"3100",6366032,6366004
"3101",6367036,6367031
"3102",6368033,6368178
"3103",6368034,6368006
"3104",6368035,6368005
"3105",6368180,6368178
"3106",6370036,6370181
"3107",6370037,6370033
"3108",6370038,6370031
"3109",6370039,6370033
"3110",6370040,6370032
"3111",6370041,6370172
"3112",6370042,6370031
"3113",6375033,6375030
"3114",6375034,6375030
"3115",6376034,6376172
"3116",6376175,6376005
"3117",6377035,6377170
"3118",6377036,6377005
"3119",6377037,6377005
"3120",6381038,6381176
"3121",6381040,6381184
"3122",6381178,6381176
"3123",6396030,6396003
"3124",6396031,6396003
"3125",6398031,6398002
"3126",6406035,6406031
"3127",6406037,6406031
"3128",6411033,6411170
"3129",6411034,6411003
"3130",6412032,6412031
"3131",6412033,6412172
"3132",6413036,6413009
"3133",6413037,6413009
"3134",6413038,6413010
"3135",6413039,6413035
"3136",6413040,6413010
"3137",6413042,6413035
"3138",6418036,6418003
"3139",6434030,6434170
"3140",6436046,6436031
"3141",6436047,6436033
"3142",6436048,6436031
"3143",6436049,6436036
"3144",6438032,6438030
"3145",6444034,6444171
"3146",6444035,6444171
"3147",6472030,6472003
"3148",6475037,6475007
"3149",6475038,6475032
"3150",6475040,6475007
"3151",6475041,6475030
"3152",6475042,6475170
"3153",6475043,6475032
"3154",6476035,6476174
"3155",6478031,6478005
"3156",6478045,6478181
"3157",6478048,6478179
"3158",6478052,6478030
"3159",6484044,6484005
"3160",6485036,6485172
"3161",6485039,6485030
"3162",6485041,6485177
"3163",6485042,6485005
"3164",6485178,6485177
"3165",6485181,6485180
"3166",6485183,6485182
"3167",6485184,6485182
"3168",6494035,6494185
"3169",6494036,6494185
"3170",6498033,6498187
"3171",6498192,6498003
"3172",6498193,6498003
"3173",6499034,6499005
"3174",6499039,6499185
"3175",6516033,6516176
"3176",6519038,6519030
"3177",6519040,6519030
"3178",6522030,6522004
"3179",6522032,6522004
"3180",6537036,6537031
"3181",6537037,6537032
"3182",6537038,6537031
"3183",6537039,6537032
"3184",6539174,6539170
"3185",6541031,6541179
"3186",6545037,6545007
"3187",6545039,6545005
"3188",6545040,6545007
"3189",6545041,6545005
"3190",6545178,6545006
"3191",6545180,6545179
"3192",6546034,6546009
"3193",6546036,6546182
"3194",6546037,6546009
"3195",6547032,6547171
"3196",6549030,6549004
"3197",6549031,6549004
"3198",6553030,6553004
"3199",6553031,6553173
"3200",6553032,6553173
"3201",6557031,6557170
"3202",6560033,6560003
"3203",6560181,6560175
"3204",6571038,6571176
"3205",6571177,6571176
"3206",6575031,6575171
"3207",6575032,6575171
"3208",6577038,6577007
"3209",6577039,6577035
"3210",6577040,6577032
"3211",6577041,6577185
"3212",6583044,6583009
"3213",6583045,6583008
"3214",6583046,6583006
"3215",6583047,6583036
"3216",6583048,6583199
"3217",6583049,6583030
"3218",6583050,6583037
"3219",6583051,6583036
"3220",6583052,6583030
"3221",6583200,6583199
"3222",6588040,6588003
"3223",6588041,6588036
"3224",6588042,6588035
"3225",6589034,6589006
"3226",6589035,6589007
"3227",6590039,6590175
"3228",6590040,6590175
"3229",6590041,6590010
"3230",6590045,6590010
"3231",6590046,6590034
"3232",6590047,6590031
"3233",6591036,6591175
"3234",6591038,6591006
"3235",6598034,6598004
"3236",6598035,6598173
"3237",6598036,6598004
"3238",6598037,6598173
"3239",6602032,6602008
"3240",6602034,6602008
"3241",6602035,6602177
"3242",6602036,6602179
"3243",6602040,6602188
"3244",6602041,6602009
"3245",6602181,6602179
"3246",6602192,6602188
"3247",6602194,6602195
"3248",6605033,6605190
"3249",6605035,6605190
"3250",6605036,6605192
"3251",6605037,6605012
"3252",6605038,6605012
"3253",6605202,6605203
"3254",6607180,6607008
"3255",6615033,6615004
"3256",6615036,6615031
"3257",6616033,6616172
"3258",6616034,6616007
"3259",6616035,6616172
"3260",6616036,6616007
"3261",6616177,6616176
"3262",6616181,6616179
"3263",6616183,6616179
"3264",6624034,6624003
"3265",6625033,6625170
"3266",6625035,6625007
"3267",6625175,6625174
"3268",6626032,6626004
"3269",6626034,6626003
"3270",6626035,6626006
"3271",6626036,6626004
"3272",6626037,6626007
"3273",6626038,6626008
"3274",6626039,6626006
"3275",6633036,6633004
"3276",6633037,6633004
"3277",6635042,6635009
"3278",6635044,6635009
"3279",6635050,6635171
"3280",6635052,6635176
"3281",6635053,6635032
"3282",6638035,6638031
"3283",6646037,6646030
"3284",6646038,6646003
"3285",6646039,6646030
"3286",6646040,6646033
"3287",6646179,6646004
"3288",6649034,6649003
"3289",6649035,6649030
"3290",6655036,6655003
"3291",6655037,6655003
"3292",6655038,6655002
"3293",6655039,6655002
"3294",6657031,6657005
"3295",6657032,6657005
"3296",6657033,6657030
"3297",6660031,6660003
"3298",6660032,6660003
"3299",6664031,6664172
"3300",6664032,6664177
"3301",6664033,6664177
"3302",6664173,6664172
"3303",6674032,6674174
"3304",6674175,6674174
"3305",6680030,6680004
"3306",6682033,6682174
"3307",6682175,6682174
"3308",6684033,6684005
"3309",6684034,6684004
"3310",6684035,6684005
"3311",6684036,6684008
"3312",6684038,6684008
"3313",6684040,6684003
"3314",6684041,6684004
"3315",6684042,6684003
"3316",6694032,6694030
"3317",6698033,6698004
"3318",6699032,6699030
"3319",6706034,6706183
"3320",6706037,6706176
"3321",6706038,6706176
"3322",6706195,6706179
"3323",6707033,6707030
"3324",6707034,6707003
"3325",6710034,6710030
"3326",6710035,6710031
"3327",6714171,6714170
"3328",6716031,6716005
"3329",6716032,6716173
"3330",6716174,6716173
"3331",6721032,6721006
"3332",6721034,6721006
"3333",6722031,6722005
"3334",6724034,6724170
"3335",6724035,6724170
"3336",6724036,6724030
"3337",6724037,6724008
"3338",6724039,6724030
"3339",6724040,6724008
"3340",6724204,6724185
"3341",6733034,6733030
"3342",6733035,6733030
"3343",6735038,6735003
"3344",6735041,6735005
"3345",6735042,6735008
"3346",6735043,6735007
"3347",6735044,6735008
"3348",6735045,6735007
"3349",6736035,6736003
"3350",6736036,6736005
"3351",6736037,6736030
"3352",6736038,6736030
"3353",6736039,6736005
"3354",6736040,6736184
"3355",6738034,6738003
"3356",6738181,6738180
"3357",6738182,6738180
"3358",6740033,6740004
"3359",6740034,6740003
"3360",6740035,6740004
"3361",6750034,6750030
"3362",6750035,6750030
"3363",6750036,6750005
"3364",6750037,6750005
"3365",6750184,6750183
"3366",6750185,6750183
"3367",6765032,6765007
"3368",6765033,6765004
"3369",6765034,6765007
"3370",6765035,6765004
"3371",6765036,6765005
"3372",6765037,6765006
"3373",6769038,6769007
"3374",6769039,6769008
"3375",6769040,6769007
"3376",6779037,6779008
"3377",6779038,6779008
"3378",6779038,6779206
"3379",6780174,6780006
"3380",6785033,6785172
"3381",6785037,6785007
"3382",6785038,6785007
"3383",6788034,6788004
"3384",6788035,6788004
"3385",6789032,6789007
"3386",6790035,6790171
"3387",6790036,6790171
"3388",6790037,6790170
"3389",6793036,6793170
"3390",6793037,6793031
"3391",6793038,6793031
"3392",6793040,6793033
"3393",6800038,6800037
"3394",6801033,6801030
"3395",6801038,6801031
"3396",6801039,6801031
"3397",6801040,6801030
"3398",6801185,6801172
"3399",6801186,6801172
"3400",6802174,6802172
"3401",6802175,6802172
"3402",6803033,6803170
"3403",6816032,6816002
"3404",6816033,6816002
"3405",6820034,6820002
"3406",6820035,6820173
"3407",6820036,6820173
"3408",6820037,6820030
"3409",6822032,6822176
"3410",6822175,6822174
"3411",6822177,6822176
"3412",6826032,6826177
"3413",6826033,6826007
"3414",6828031,6828003
"3415",6828032,6828003
"3416",6830030,6830171
"3417",6830031,6830171
"3418",6832035,6832003
"3419",6832036,6832004
"3420",6832038,6832032
"3421",6832039,6832004
"3422",6832040,6832033
"3423",6832041,6832032
"3424",6832042,6832003
"3425",6832044,6832033
"3426",6832176,6832172
"3427",6832177,6832172
"3428",6837034,6837033
"3429",6838033,6838006
"3430",6839035,6839172
"3431",6839036,6839009
"3432",6839037,6839009
"3433",6840032,6840003
"3434",6840033,6840030
"3435",6843032,6843173
"3436",6843033,6843006
"3437",6845035,6845006
"3438",6845037,6845005
"3439",6845038,6845006
"3440",6845039,6845005
"3441",6845040,6845003
"3442",6845041,6845007
"3443",6845042,6845003
"3444",6845043,6845182
"3445",6845044,6845182
"3446",6849031,6849188
"3447",6849032,6849005
"3448",6849033,6849188
"3449",6851031,6851003
"3450",6853032,6853030
"3451",6853033,6853003
"3452",6854173,6854172
"3453",6857030,6857183
"3454",6857184,6857183
"3455",6862045,6862008
"3456",6862047,6862035
"3457",6864034,6864002
"3458",6864035,6864030
"3459",6867034,6867200
"3460",6867036,6867203
"3461",6867201,6867200
"3462",6872031,6872170
"3463",6872174,6872171
