"","year","intnum","educ1","educ2","educ"
"1830",1999,3788,125,0,125
"1831",1999,6491,0,0,0
"1832",1999,4903,0,0,0
"1838",1999,1400,2400,0,2400
"1839",1999,6801,0,0,0
"1840",1999,5397,1400,0,1400
"1844",1999,1600,40,0,40
"1845",1999,5228,6000,0,6000
"1846",1999,4949,0,0,0
"1849",1999,1569,0,0,0
"1850",1999,3196,0,0,0
"1851",1999,4244,0,0,0
"1852",1999,3487,0,0,0
"1855",1999,6060,0,0,0
"1859",1999,2055,0,0,0
"1860",1999,6079,0,0,0
"1861",1999,4348,0,0,0
"1865",1999,1044,0,0,0
"1866",1999,6789,0,0,0
"1873",1999,3440,0,0,0
"1875",1999,5187,0,0,0
"1877",1999,3285,0,0,0
"1878",1999,611,0,0,0
"1883",1999,1083,0,0,0
"1884",1999,1656,0,0,0
"1885",1999,3195,0,0,0
"1886",1999,3596,200,0,200
"1890",1999,49,0,0,0
"1891",1999,5301,0,0,0
"1892",1999,5677,0,0,0
"1894",1999,5256,NA,0,NA
"1896",1999,6092,1000,0,1000
"1897",1999,4532,50,200,250
"1898",1999,1199,500,0,500
"1900",1999,2171,0,0,0
"1901",1999,5158,0,0,0
"1902",1999,5475,3200,2400,5600
"1903",1999,1027,3600,0,3600
"1904",1999,1026,40,500,540
"1907",1999,3810,0,0,0
"1908",1999,2601,0,0,0
"1909",1999,6894,200,0,200
"1910",1999,2449,1500,0,1500
"1912",1999,6934,20,0,20
"1915",1999,6805,3300,0,3300
"1923",1999,5043,0,0,0
"1924",1999,861,0,0,0
"1927",1999,5565,0,0,0
"1928",1999,1981,0,0,0
"1930",1999,5109,0,0,0
"1932",1999,602,0,0,0
"1933",1999,1228,0,0,0
"1935",1999,976,6000,0,6000
"1936",1999,1570,0,0,0
"1940",1999,3106,800,0,800
"1941",1999,6598,0,0,0
"1942",1999,5513,0,0,0
"1943",1999,3473,0,0,0
"1944",1999,3885,0,0,0
"1945",1999,4239,600,0,600
"1946",1999,4830,0,0,0
"1952",1999,3472,0,0,0
"1953",1999,4315,0,0,0
"1954",1999,4238,0,0,0
"1955",1999,1220,500,0,500
"1961",1999,817,300,0,300
"1962",1999,230,0,0,0
"1963",1999,564,3000,0,3000
"1966",1999,2947,0,0,0
"1967",1999,1153,0,0,0
"1968",1999,1523,0,0,0
"1969",1999,2172,0,0,0
"1970",1999,416,0,0,0
"1972",1999,2682,0,0,0
"1974",1999,2493,0,0,0
"1976",1999,5045,0,0,0
"1977",1999,2816,0,0,0
"1978",1999,103,0,0,0
"1979",1999,359,0,0,0
"1980",1999,1006,0,0,0
"1981",1999,2106,0,0,0
"1982",1999,695,0,0,0
"1988",1999,540,500,0,500
"1989",1999,2931,0,0,0
"1993",1999,2491,1600,0,1600
"1994",1999,778,0,0,0
"1995",1999,5903,0,0,0
"1997",1999,3485,0,0,0
"1998",1999,4550,0,0,0
"2006",1999,3642,150,0,150
"2010",1999,2126,0,0,0
"2011",1999,8,0,0,0
"2012",1999,1891,434,0,434
"2015",1999,5940,0,0,0
"2017",1999,2052,0,0,0
"2019",1999,5484,0,0,0
"2022",1999,473,0,0,0
"2023",1999,6952,0,0,0
"2024",1999,5648,0,0,0
"2025",1999,6332,0,0,0
"2029",1999,5274,0,0,0
"2030",1999,5319,0,0,0
"2035",1999,619,0,0,0
"2036",1999,132,0,0,0
"2037",1999,2856,0,0,0
"2039",1999,133,0,0,0
"2041",1999,3336,0,0,0
"2042",1999,6588,0,0,0
"2043",1999,3834,100,0,100
"2048",1999,2432,20,0,20
"2049",1999,6555,0,0,0
"2051",1999,6542,0,0,0
"2053",1999,43,200,0,200
"2054",1999,4469,0,0,0
"2055",1999,4418,9000,0,9000
"2056",1999,4317,0,0,0
"2057",1999,38,0,0,0
"2063",1999,2378,0,0,0
"2068",1999,5104,0,0,0
"2069",1999,2727,100,0,100
"2072",1999,1811,200,200,400
"2074",1999,3684,0,0,0
"2079",1999,2992,2000,0,2000
"2080",1999,3965,50,0,50
"2081",1999,1854,0,0,0
"2082",1999,1407,0,0,0
"2085",1999,1538,0,0,0
"2086",1999,2678,0,0,0
"2087",1999,6660,150,0,150
"2088",1999,4041,0,0,0
"2089",1999,5002,0,0,0
"2093",1999,592,5000,0,5000
"2094",1999,3077,0,0,0
"2096",1999,190,0,0,0
"2097",1999,270,2000,0,2000
"2098",1999,188,0,0,0
"2102",1999,4819,100,0,100
"2103",1999,6688,95,0,95
"2107",1999,5293,85,0,85
"2109",1999,5797,0,0,0
"2116",1999,4974,0,0,0
"2117",1999,2515,0,0,0
"2122",1999,4972,0,2400,2400
"2124",1999,6421,3400,0,3400
"2128",1999,116,0,0,0
"2129",1999,212,0,0,0
"2130",1999,4810,0,0,0
"2133",1999,5336,4000,0,4000
"2136",1999,2381,0,0,0
"2137",1999,3297,0,0,0
"2139",1999,3185,1200,0,1200
"2141",1999,624,0,0,0
"2144",1999,1588,0,0,0
"2145",1999,358,0,0,0
"2150",1999,3421,0,0,0
"2151",1999,1712,0,0,0
"2152",1999,2054,0,0,0
"2154",1999,5445,3500,0,3500
"2156",1999,6971,0,0,0
"2162",1999,5325,1000,0,1000
"2163",1999,1894,2400,0,2400
"2164",1999,3266,0,0,0
"2165",1999,6842,0,0,0
"2166",1999,3267,0,0,0
"2178",1999,1184,0,0,0
"2180",1999,6948,0,0,0
"2182",1999,1743,0,0,0
"2186",1999,2154,0,0,0
"2191",1999,4547,15000,0,15000
"2197",1999,1261,0,0,0
"2198",1999,5383,0,0,0
"2199",1999,1263,0,0,0
"2200",1999,6296,0,0,0
"2201",1999,4331,1000,0,1000
"2203",1999,2413,0,0,0
"2205",1999,4566,8040,0,8040
"2206",1999,3613,1200,0,1200
"2207",1999,1048,0,0,0
"2208",1999,839,0,0,0
"2209",1999,938,500,0,500
"2213",1999,579,3000,50,3050
"2218",1999,898,0,0,0
"2219",1999,303,0,0,0
"2220",1999,1413,0,0,0
"2221",1999,5311,3500,0,3500
"2222",1999,1221,0,0,0
"2223",1999,3027,0,0,0
"2224",1999,4237,0,0,0
"2225",1999,3474,0,0,0
"2226",1999,6506,0,0,0
"2228",1999,6379,0,0,0
"2232",1999,3194,0,0,0
"2235",1999,677,0,0,0
"2236",1999,789,0,0,0
"2237",1999,4545,311,1580,1891
"2239",1999,4818,0,0,0
"2243",1999,5171,0,0,0
"2244",1999,5502,390,0,390
"2245",1999,5982,0,0,0
"2248",1999,3476,0,0,0
"2250",1999,2452,0,0,0
"2251",1999,1375,0,0,0
"2252",1999,1086,0,0,0
"2261",1999,3475,0,0,0
"2265",1999,1373,0,0,0
"2266",1999,2450,300,0,300
"2276",1999,6954,0,0,0
"2277",1999,2027,900,0,900
"2278",1999,889,0,0,0
"2279",1999,681,0,0,0
"2280",1999,3917,0,0,0
"2282",1999,3918,0,0,0
"2284",1999,312,0,0,0
"2285",1999,1896,0,0,0
"2286",1999,1165,0,0,0
"2287",1999,1895,0,0,0
"2289",1999,1626,15,0,15
"2290",1999,1997,0,0,0
"2291",1999,2059,19000,0,19000
"2292",1999,3004,1800,0,1800
"2295",1999,1627,0,0,0
"2296",1999,1120,5000,0,5000
"2297",1999,1280,200,0,200
"2298",1999,2534,0,0,0
"2300",1999,1397,0,0,0
"2302",1999,1592,0,0,0
"2303",1999,1004,0,0,0
"2304",1999,2034,0,0,0
"2305",1999,6771,30000,0,30000
"2306",1999,530,0,0,0
"2307",1999,6286,0,0,0
"2308",1999,4085,1000,0,1000
"2309",1999,3051,0,0,0
"2310",1999,3622,500,0,500
"2311",1999,3532,0,0,0
"2313",1999,3801,0,0,0
"2315",1999,5259,1500,0,1500
"2321",1999,3605,0,0,0
"2322",1999,1473,0,0,0
"2323",1999,2722,0,0,0
"2324",1999,2976,0,0,0
"2329",1999,3376,0,0,0
"2331",1999,119,1000,0,1000
"2332",1999,362,0,0,0
"2333",1999,3696,400,0,400
"2335",1999,2753,0,0,0
"2336",1999,4861,6600,0,6600
"2341",1999,366,14000,0,14000
"2342",1999,4184,0,0,0
"2343",1999,6748,0,0,0
"2345",1999,3332,50,0,50
"2349",1999,1566,0,0,0
"2350",1999,2500,0,0,0
"2351",1999,552,4400,0,4400
"2356",1999,3527,100,0,100
"2357",1999,3387,0,0,0
"2359",1999,4631,3000,0,3000
"2362",1999,1720,0,0,0
"2364",1999,1998,600,0,600
"2365",1999,1624,2000,0,2000
"2366",1999,2482,1000,0,1000
"2368",1999,652,2000,0,2000
"2369",1999,653,0,0,0
"2370",1999,3104,0,0,0
"2371",1999,2712,500,0,500
"2372",1999,3480,0,0,0
"2377",1999,4682,2100,0,2100
"2378",1999,2451,25,0,25
"2382",1999,1973,0,0,0
"2387",1999,3621,1335,0,1335
"2388",1999,1975,3000,0,3000
"2390",1999,5382,0,0,0
"2392",1999,4320,0,0,0
"2394",1999,2175,20,0,20
"2399",1999,2607,0,0,0
"2408",1999,4016,250,150,400
"2409",1999,6220,0,0,0
"2411",1999,2832,0,0,0
"2412",1999,5292,585,0,585
"2414",1999,6850,0,0,0
"2415",1999,1625,0,0,0
"2417",1999,2060,0,0,0
"2418",1999,2367,100,0,100
"2419",1999,208,0,0,0
"2420",1999,1402,0,0,0
"2421",1999,1601,0,0,0
"2424",1999,903,8500,0,8500
"2426",1999,594,0,0,0
"2427",1999,2142,0,0,0
"2428",1999,4210,500,0,500
"2429",1999,6557,300,0,300
"2432",1999,3434,14000,0,14000
"2433",1999,5421,6000,0,6000
"2434",1999,1058,0,0,0
"2435",1999,454,0,0,0
"2438",1999,1676,0,0,0
"2439",1999,3619,0,0,0
"2441",1999,2454,0,0,0
"2442",1999,536,500,0,500
"2444",1999,4699,0,0,0
"2446",1999,4847,0,0,0
"2447",1999,5559,0,0,0
"2448",1999,5932,0,0,0
"2449",1999,3577,900,0,900
"2450",1999,6208,0,0,0
"2451",1999,5280,0,0,0
"2452",1999,2130,0,0,0
"2454",1999,2657,0,0,0
"2456",1999,311,0,0,0
"2458",1999,6582,0,0,0
"2459",1999,1465,0,0,0
"2461",1999,3052,2000,0,2000
"2462",1999,4726,0,0,0
"2463",1999,6132,0,0,0
"2464",1999,678,0,0,0
"2465",1999,2026,0,0,0
"2466",1999,995,0,0,0
"2470",1999,1958,660,0,660
"2471",1999,1111,0,0,0
"2472",1999,3318,0,0,0
"2478",1999,662,0,0,0
"2479",1999,1099,6000,0,6000
"2480",1999,1472,0,0,0
"2483",1999,448,0,0,0
"2484",1999,3212,0,0,0
"2486",1999,4911,0,0,0
"2487",1999,5957,2600,0,2600
"2488",1999,985,0,0,0
"2489",1999,521,0,0,0
"2492",1999,6844,0,0,0
"2493",1999,5524,10500,0,10500
"2495",1999,2304,0,0,0
"2496",1999,779,0,0,0
"2497",1999,295,0,0,0
"2498",1999,896,0,0,0
"2499",1999,5697,300,0,300
"2500",1999,1593,0,0,0
"2501",1999,4429,0,0,0
"2502",1999,6140,0,0,0
"2503",1999,57,600,0,600
"2507",1999,332,250,0,250
"2508",1999,1187,40,0,40
"2509",1999,4801,300,0,300
"2510",1999,2591,6000,0,6000
"2514",1999,1327,0,0,0
"2518",1999,968,8,0,8
"2519",1999,185,300,0,300
"2520",1999,3457,6000,0,6000
"2521",1999,6328,4000,0,4000
"2523",1999,243,11500,0,11500
"2525",1999,6690,0,0,0
"2528",1999,6692,0,0,0
"2529",1999,6885,0,0,0
"2535",1999,912,0,0,0
"2536",1999,1131,0,0,0
"2538",1999,1520,0,0,0
"2539",1999,2871,1500,0,1500
"2541",1999,5960,0,0,0
"2542",1999,6118,0,0,0
"2543",1999,5699,300,0,300
"2544",1999,5035,0,0,0
"2546",1999,5258,0,0,0
"2551",1999,2229,0,0,0
"2552",1999,4044,0,0,0
"2553",1999,3655,0,0,0
"2554",1999,3177,NA,0,NA
"2555",1999,3982,750,0,750
"2556",1999,4769,0,0,0
"2559",1999,3654,0,0,0
"2561",1999,3983,500,NA,NA
"2563",1999,6548,120,0,120
"2564",1999,1424,0,0,0
"2565",1999,6584,200,0,200
"2568",1999,2644,0,0,0
"2570",1999,2363,1172,60,1232
"2572",1999,6848,0,0,0
"2573",1999,3067,0,0,0
"2574",1999,5646,70,0,70
"2577",1999,4659,0,0,0
"2578",1999,3148,0,0,0
"2579",1999,1406,0,0,0
"2582",1999,226,0,0,0
"2583",1999,393,0,0,0
"2585",1999,2358,200,0,200
"2586",1999,6593,0,0,0
"2587",1999,2555,0,0,0
"2588",1999,4960,0,0,0
"2589",1999,305,0,0,0
"2592",1999,6905,0,0,0
"2593",1999,6766,275,160,435
"2594",1999,5413,0,0,0
"2595",1999,4386,0,0,0
"2598",1999,6627,0,0,0
"2604",1999,5882,3000,0,3000
"2605",1999,3404,40,0,40
"2606",1999,2556,0,0,0
"2607",1999,3068,0,0,0
"2608",1999,2869,0,0,0
"2609",1999,3066,3000,560,3560
"2610",1999,2424,600,500,1100
"2612",1999,3757,1485,0,1485
"2615",1999,6237,0,0,0
"2618",1999,247,0,0,0
"2619",1999,3554,80,0,80
"2620",1999,2548,0,0,0
"2621",1999,557,0,0,0
"2623",1999,6495,600,0,600
"2625",1999,4593,0,0,0
"2634",1999,2997,0,0,0
"2638",1999,5440,0,0,0
"2641",1999,383,0,0,0
"2642",1999,433,0,0,0
"2643",1999,432,0,0,0
"2645",1999,640,0,0,0
"2646",1999,6179,0,0,0
"2648",1999,1806,1650,NA,NA
"2649",1999,2291,0,0,0
"2650",1999,2419,0,0,0
"2652",1999,4093,0,0,0
"2653",1999,2468,0,0,0
"2654",1999,250,0,0,0
"2655",1999,764,0,0,0
"2660",1999,429,9350,0,9350
"2661",1999,1077,30000,0,30000
"2662",1999,1130,0,0,0
"2663",1999,3963,0,0,0
"2665",1999,1132,0,0,0
"2666",1999,6437,0,0,0
"2674",1999,5704,3300,300,3600
"2675",1999,1853,400,130,530
"2676",1999,5999,130,500,630
"2681",1999,4747,0,0,0
"2682",1999,534,0,0,0
"2684",1999,1288,300,0,300
"2687",1999,533,0,0,0
"2688",1999,3941,600,0,600
"2690",1999,2764,0,0,0
"2692",1999,6276,0,0,0
"2701",1999,4604,3200,0,3200
"2702",1999,2425,0,0,0
"2704",1999,3930,0,0,0
"2705",1999,4332,0,0,0
"2708",1999,3937,0,0,0
"2709",1999,6320,0,0,0
"2711",1999,1591,0,0,0
"2712",1999,2462,0,0,0
"2713",1999,1493,0,0,0
"2714",1999,6837,300,0,300
"2721",1999,2535,400,0,400
"2725",1999,965,8000,0,8000
"2726",1999,964,0,0,0
"2727",1999,1837,0,0,0
"2728",1999,4023,0,0,0
"2730",1999,5810,0,0,0
"2731",1999,4073,6000,0,6000
"2734",1999,3218,1200,0,1200
"2735",1999,3805,700,0,700
"2736",1999,4188,0,0,0
"2739",1999,3602,0,0,0
"2741",1999,4936,0,0,0
"2742",1999,5662,0,0,0
"2744",1999,5861,0,0,0
"2747",1999,4706,0,0,0
"2748",1999,4646,0,0,0
"2749",1999,5846,0,0,0
"2750",1999,2193,7000,0,7000
"2751",1999,4113,0,0,0
"2752",1999,3298,0,0,0
"2756",1999,5966,0,0,0
"2757",1999,6512,0,0,0
"2762",1999,3396,0,0,0
"2763",1999,5812,14000,0,14000
"2766",1999,2174,0,0,0
"2767",1999,5623,0,0,0
"2768",1999,2509,0,0,0
"2770",1999,4422,85,0,85
"2771",1999,6285,0,0,0
"2772",1999,2208,0,0,0
"2774",1999,1155,0,0,0
"2776",1999,4103,2100,0,2100
"2778",1999,4645,0,0,0
"2779",1999,3057,0,0,0
"2780",1999,1452,10000,0,10000
"2781",1999,2110,2000,0,2000
"2784",1999,862,8000,0,8000
"2786",1999,1556,14000,0,14000
"2787",1999,3776,0,0,0
"2790",1999,1802,0,0,0
"2791",1999,2610,0,0,0
"2792",1999,2284,0,0,0
"2793",1999,2398,0,0,0
"2794",1999,4473,0,0,0
"2798",1999,1951,0,0,0
"2799",1999,6673,0,0,0
"2806",1999,2609,0,0,0
"2807",1999,2906,0,0,0
"2808",1999,4070,4500,0,4500
"2809",1999,3902,150,0,150
"2811",1999,4939,0,0,0
"2813",1999,3242,500,5000,5500
"2814",1999,4603,0,0,0
"2815",1999,5200,0,0,0
"2816",1999,6924,200,0,200
"2818",1999,4765,2000,0,2000
"2821",1999,120,0,0,0
"2822",1999,1399,0,0,0
"2824",1999,2536,0,0,0
"2826",1999,1007,0,0,0
"2827",1999,1972,0,0,0
"2828",1999,2036,0,0,0
"2829",1999,3617,0,0,0
"2830",1999,4082,0,0,0
"2832",1999,1595,0,0,0
"2833",1999,6227,0,0,0
"2834",1999,4374,0,0,0
"2835",1999,12,0,0,0
"2838",1999,3978,4500,0,4500
"2840",1999,5404,0,0,0
"2841",1999,5935,1000,0,1000
"2846",1999,4590,550,125,675
"2847",1999,5753,4000,600,4600
"2850",1999,1100,0,0,0
"2852",1999,2176,0,0,0
"2856",1999,2021,2000,0,2000
"2858",1999,1872,0,0,0
"2859",1999,3165,0,0,0
"2860",1999,4344,0,0,0
"2861",1999,2783,0,0,0
"2866",1999,4953,7500,0,7500
"2867",1999,3344,0,0,0
"2874",1999,781,0,0,0
"2876",1999,2933,0,0,0
"2877",1999,4018,150,0,150
"2878",1999,4860,3900,0,3900
"2880",1999,118,0,0,0
"2881",1999,364,0,0,0
"2889",1999,2932,0,0,0
"2890",1999,213,5000,0,5000
"2892",1999,1596,0,0,0
"2893",1999,5124,400,0,400
"2894",1999,5535,0,0,0
"2895",1999,4576,1750,0,1750
"2896",1999,5595,125,0,125
"2897",1999,1123,0,0,0
"2902",1999,22,0,0,0
"2903",1999,6374,140,0,140
"2904",1999,1471,0,0,0
"2905",1999,3312,0,0,0
"2908",1999,6625,300,0,300
"2909",1999,361,0,0,0
"2912",1999,6271,160,0,160
"2913",1999,1594,0,0,0
"2914",1999,4178,0,0,0
"2916",1999,74,0,0,0
"2917",1999,3658,0,0,0
"2921",1999,1645,0,0,0
"2923",1999,24,0,0,0
"2924",1999,23,0,0,0
"2926",1999,3689,1200,0,1200
"2929",1999,3922,150,0,150
"2930",1999,96,0,0,0
"2934",1999,233,3000,0,3000
"2938",1999,1316,0,0,0
"2939",1999,1875,125,0,125
"2940",1999,388,0,0,0
"2943",1999,3848,0,0,0
"2944",1999,5728,0,0,0
"2946",1999,3847,0,0,0
"2947",1999,405,0,0,0
"2948",1999,3954,0,0,0
"2949",1999,902,0,0,0
"2950",1999,455,0,0,0
"2951",1999,1602,0,0,0
"2953",1999,1620,0,0,0
"2954",1999,1325,0,0,0
"2955",1999,1146,0,0,0
"2960",1999,3567,196,0,196
"2965",1999,6682,0,0,0
"2966",1999,2249,0,0,0
"2972",1999,4253,0,0,0
"2974",1999,4921,20000,0,20000
"2975",1999,6098,0,0,0
"2976",1999,6262,10000,0,10000
"2979",1999,4568,0,0,0
"2980",1999,1237,0,0,0
"2981",1999,4252,0,0,0
"2982",1999,5908,840,0,840
"2984",1999,1005,0,0,0
"2987",1999,1838,0,0,0
"2988",1999,6712,0,0,0
"2990",1999,288,0,0,0
"2992",1999,287,0,0,0
"2993",1999,2920,0,0,0
"2994",1999,689,0,0,0
"2997",1999,1098,0,0,0
"3001",1999,1897,0,0,0
"3002",1999,584,4000,0,4000
"3003",1999,258,30,0,30
"3007",1999,1721,0,0,0
"3008",1999,5705,0,0,0
"3009",1999,3707,0,0,0
"3013",1999,1148,0,0,0
"3014",1999,4443,0,0,0
"3015",1999,4918,30000,0,30000
"3019",1999,6511,0,0,0
"3020",1999,6530,0,0,0
"3021",1999,1803,150,35,185
"3026",1999,2514,0,0,0
"3027",1999,3900,1500,0,1500
"3031",1999,65,0,0,0
"3032",1999,271,0,0,0
"3033",1999,4300,0,0,0
"3034",1999,4497,0,0,0
"3035",1999,3838,100,0,100
"3037",1999,2006,3800,0,3800
"3039",1999,6167,1500,1500,3000
"3041",1999,4325,0,0,0
"3043",1999,6502,0,0,0
"3044",1999,6212,585,0,585
"3045",1999,147,0,0,0
"3046",1999,3846,0,0,0
"3047",1999,5364,100,0,100
"3048",1999,4839,23000,0,23000
"3050",1999,6193,0,0,0
"3054",1999,5682,0,0,0
"3055",1999,2730,120,0,120
"3059",1999,2294,0,0,0
"3062",1999,148,0,0,0
"3063",1999,713,0,0,0
"3066",1999,6538,0,0,0
"3067",1999,6124,0,0,0
"3068",1999,6488,75,50,125
"3069",1999,3156,0,0,0
"3071",1999,3157,100,0,100
"3073",1999,5706,0,0,0
"3076",1999,3685,0,0,0
"3077",1999,6380,0,0,0
"3078",1999,6295,0,0,0
"3079",1999,6775,900,0,900
"3083",1999,4155,500,80,580
"3084",1999,5562,0,0,0
"3085",1999,4406,0,0,0
"3088",1999,3006,0,0,0
"3089",1999,3436,0,0,0
"3090",1999,3657,0,0,0
"3092",1999,897,0,0,0
"3094",1999,5533,500,0,500
"3095",1999,4081,0,0,0
"3096",1999,6163,0,0,0
"3098",1999,1804,0,0,0
"3099",1999,3682,0,0,0
"3100",1999,6050,0,0,0
"3101",1999,1953,260,0,260
"3102",1999,4728,0,0,0
"3103",1999,191,0,0,0
"3104",1999,66,800,0,800
"3105",1999,189,0,0,0
"3107",1999,3367,2400,0,2400
"3110",1999,4126,0,0,0
"3111",1999,2178,5470,0,5470
"3118",1999,5518,0,0,0
"3119",1999,3681,3700,0,3700
"3120",1999,163,0,0,0
"3123",1999,4890,0,0,0
"3124",1999,4610,0,0,0
"3125",1999,6760,7000,0,7000
"3126",1999,6947,NA,0,NA
"3129",1999,4219,3600,0,3600
"3131",1999,6553,0,0,0
"3132",1999,6371,0,0,0
"3133",1999,1748,0,0,0
"3134",1999,2988,0,0,0
"3136",1999,4084,0,0,0
"3137",1999,1340,0,0,0
"3138",1999,6489,0,0,0
"3143",1999,783,0,0,0
"3150",1999,919,0,0,0
"3151",1999,1860,0,0,0
"3152",1999,2717,0,0,0
"3153",1999,2019,0,0,0
"3155",1999,470,0,0,0
"3161",1999,5645,3000,0,3000
"3162",1999,5959,0,0,0
"3163",1999,1417,0,0,0
"3165",1999,5730,4500,0,4500
"3166",1999,5827,0,0,0
"3174",1999,2720,2000,0,2000
"3175",1999,4554,5000,0,5000
"3186",1999,1756,0,0,0
"3187",1999,1983,0,0,0
"3188",1999,1757,0,0,0
"3193",1999,2039,0,0,0
"3194",1999,4272,0,0,0
"3196",1999,4083,0,0,0
"3203",1999,4856,2000,0,2000
"3204",1999,3953,0,0,0
"3205",1999,6204,0,0,0
"3212",1999,3277,650,650,1300
"3213",1999,5331,0,0,0
"3214",1999,4852,0,0,0
"3216",1999,3300,30,200,230
"3219",1999,4227,0,0,0
"3220",1999,4229,0,0,0
"3221",1999,4226,0,0,0
"3222",1999,2539,0,0,0
"3223",1999,1293,0,0,0
"3224",1999,6207,0,0,0
"3225",1999,1678,0,0,0
"3229",1999,5952,0,0,0
"3233",1999,1976,0,0,0
"3234",1999,1843,0,0,0
"3240",1999,2757,0,0,0
"3270",1999,3748,0,0,0
"3271",1999,3623,0,0,0
"3272",1999,5538,0,0,0
"3273",1999,3697,0,0,0
"3276",1999,5841,0,0,0
"3277",1999,4857,0,0,0
"3278",1999,4480,0,0,0
"3280",1999,796,0,0,0
"3282",1999,5911,1100,0,1100
"3283",1999,5773,2000,0,2000
"3290",1999,4938,0,0,0
"3291",1999,5708,0,0,0
"3292",1999,3705,0,0,0
"3293",1999,1707,0,0,0
"3295",1999,2210,0,0,0
"3296",1999,3412,220,0,220
"3299",1999,411,0,0,0
"3300",1999,1539,0,0,0
"3301",1999,2224,0,0,0
"3303",1999,3800,0,0,0
"3305",1999,5399,0,0,0
"3308",1999,5036,50500,0,50500
"3309",1999,605,0,0,0
"3310",1999,4017,12000,1200,13200
"3311",1999,3952,0,0,0
"3312",1999,4182,0,0,0
"3313",1999,5637,0,0,0
"3316",1999,4686,4000,0,4000
"3317",1999,1265,0,0,0
"3324",1999,795,125,0,125
"3325",1999,1967,0,0,0
"3331",1999,794,0,0,0
"3332",1999,5371,0,0,0
"3335",1999,4979,75,0,75
"3336",1999,4989,0,0,0
"3341",1999,5921,200,0,200
"3345",1999,3220,0,0,0
"3346",1999,3221,0,0,0
"3348",1999,5541,0,0,0
"3351",1999,5455,0,0,0
"3352",1999,6128,0,0,0
"3354",1999,5052,25000,0,25000
"3355",1999,6388,800,0,800
"3360",1999,788,0,0,0
"3364",1999,2912,0,0,0
"3365",1999,2303,0,0,0
"3370",1999,885,500,400,900
"3371",1999,6784,0,0,0
"3372",1999,2517,0,0,0
"3375",1999,3187,0,0,0
"3376",1999,5395,0,0,0
"3377",1999,6013,0,0,0
"3378",1999,4308,0,0,0
"3380",1999,5396,0,0,0
"3382",1999,1479,2700,0,2700
"3384",1999,2729,0,0,0
"3387",1999,1818,0,0,0
"3388",1999,2305,1200,0,1200
"3389",1999,2028,150,0,150
"3390",1999,1112,0,0,0
"3391",1999,996,2500,0,2500
"3397",1999,2603,0,0,0
"3398",1999,656,0,0,0
"3399",1999,6855,0,0,0
"3400",1999,3028,0,0,0
"3401",1999,440,0,0,0
"3402",1999,1661,0,0,0
"3405",1999,2726,0,0,0
"3408",1999,6139,0,0,0
"3409",1999,4007,40,0,40
"3410",1999,884,1280,0,1280
"3411",1999,3505,5000,0,5000
"3415",1999,200,0,0,0
"3416",1999,687,0,0,0
"3417",1999,2288,0,0,0
"3418",1999,342,1100,0,1100
"3419",1999,6639,0,0,0
"3421",1999,341,0,0,0
"3423",1999,2979,0,0,0
"3424",1999,5692,0,0,0
"3425",1999,988,7000,0,7000
"3427",1999,2179,875,0,875
"3428",1999,2910,700,0,700
"3431",1999,4175,2800,0,2800
"3433",1999,6342,800,0,800
"3437",1999,5391,0,0,0
"3438",1999,5390,0,0,0
"3439",1999,6345,0,0,0
"3440",1999,4750,0,0,0
"3441",1999,6547,0,0,0
"3444",1999,6091,0,0,0
"3445",1999,886,0,0,0
"3446",1999,5294,5000,0,5000
"3450",1999,4837,800,1000,1800
"3452",1999,1524,0,0,0
"3455",1999,4799,5000,0,5000
"3456",1999,3173,0,0,0
"3458",1999,1441,0,0,0
"3459",1999,5496,0,0,0
"3460",1999,2219,0,0,0
"3461",1999,4328,0,0,0
"3462",1999,6761,0,0,0
"3463",1999,25,0,0,0
"3465",1999,5890,0,0,0
"3466",1999,2809,0,0,0
"3469",1999,322,0,0,0
"3470",1999,4891,0,0,0
"3473",1999,263,0,0,0
"3474",1999,613,0,0,0
"3477",1999,958,1226,0,1226
"3479",1999,1447,1000,0,1000
"3480",1999,1747,0,0,0
"3482",1999,959,0,0,0
"3483",1999,265,0,0,0
"3484",1999,3287,0,0,0
"3487",1999,851,0,0,0
"3490",1999,2266,75,0,75
"3492",1999,2167,200,0,200
"3493",1999,2166,0,0,0
"3495",1999,2968,0,0,0
"3496",1999,2850,2000,0,2000
"3497",1999,2624,0,0,0
"3498",1999,4001,0,0,0
"3500",1999,2715,300,0,300
"3501",1999,1468,0,0,0
"3504",1999,6352,0,0,0
"3506",1999,2392,0,0,0
"3508",1999,6776,0,0,0
"3512",1999,4981,0,0,0
"3514",1999,3511,90,200,290
"3515",1999,280,0,0,0
"3516",1999,198,0,0,0
"3519",1999,2220,0,0,0
"3521",1999,844,0,0,0
"3522",1999,1170,0,0,0
"3523",1999,900,0,0,0
"3524",1999,1599,92,0,92
"3525",1999,929,0,0,0
"3527",1999,6243,0,0,0
"3528",1999,4917,90,0,90
"3532",1999,3256,0,0,0
"3533",1999,5443,0,0,0
"3536",1999,6567,0,0,0
"3545",1999,5442,7000,0,7000
"3546",1999,3257,0,0,0
"3547",1999,5166,5000,0,5000
"3549",1999,1012,1500,0,1500
"3550",1999,1974,500,0,500
"3553",1999,5469,0,0,0
"3555",1999,2950,0,0,0
"3556",1999,5277,0,0,0
"3557",1999,6028,0,0,0
"3559",1999,4398,0,0,0
