"","year","intnum","educ1","educ2","educ"
"128062",2011,5480,0,0,0
"128074",2011,5647,0,0,0
"128084",2011,7884,400,0,400
"128106",2011,2524,0,0,0
"128134",2011,4102,0,0,0
"128146",2011,2003,0,0,0
"128156",2011,1951,0,0,0
"128166",2011,3217,0,0,0
"128185",2011,1187,0,0,0
"128191",2011,5457,0,0,0
"128211",2011,5545,2000,0,2000
"128224",2011,3276,300,0,300
"128232",2011,5686,3500,0,3500
"128251",2011,8519,0,0,0
"128261",2011,4205,0,0,0
"128315",2011,4586,1670,0,1670
"128326",2011,2380,0,0,0
"128336",2011,994,0,0,0
"128345",2011,3307,0,0,0
"128366",2011,7995,500,300,800
"12838",2011,5014,NA,0,NA
"12840",2011,3292,84,0,84
"128421",2011,3336,0,0,0
"128456",2011,791,0,0,0
"128466",2011,4313,400,0,400
"128476",2011,7302,1500,0,1500
"128484",2011,7805,0,0,0
"128494",2011,6746,0,0,0
"12850",2011,2363,0,0,0
"128512",2011,2496,0,0,0
"128522",2011,4259,6000,0,6000
"128532",2011,1381,500,0,500
"128576",2011,4437,780,0,780
"128584",2011,1208,0,0,0
"128596",2011,2853,0,0,0
"128622",2011,927,0,0,0
"128676",2011,302,0,0,0
"128681",2011,658,0,0,0
"128693",2011,7877,0,0,0
"128723",2011,7259,0,0,0
"128776",2011,3087,0,0,0
"128786",2011,7123,80,0,80
"128806",2011,3347,0,0,0
"128814",2011,3066,2000,0,2000
"128822",2011,3580,0,0,0
"128855",2011,6392,0,0,0
"128864",2011,5068,300,0,300
"128871",2011,7055,0,0,0
"128882",2011,4381,0,0,0
"128982",2011,2792,0,0,0
"129005",2011,6943,0,0,0
"129014",2011,4769,0,0,0
"129025",2011,8621,0,0,0
"129032",2011,2730,0,0,0
"129061",2011,7737,0,0,0
"129085",2011,3788,0,0,0
"129113",2011,8033,0,0,0
"129126",2011,7598,0,0,0
"129136",2011,6084,1000,0,1000
"129142",2011,7994,0,0,0
"129182",2011,4622,200,0,200
"129203",2011,6351,0,0,0
"129215",2011,6320,9000,20000,29000
"129222",2011,6209,1500,0,1500
"129241",2011,3527,0,0,0
"129256",2011,6056,0,0,0
"129266",2011,5803,0,0,0
"129276",2011,7367,0,0,0
"129293",2011,8934,0,0,0
"12931",2011,5164,0,0,0
"129326",2011,3890,0,0,0
"129352",2011,3919,0,0,0
"129361",2011,4172,0,0,0
"129372",2011,5946,11000,0,11000
"129395",2011,8264,1000,800,1800
"129466",2011,4280,0,0,0
"129476",2011,3023,0,0,0
"129486",2011,3602,0,0,0
"129496",2011,6712,0,0,0
"129511",2011,4243,200,0,200
"129531",2011,5697,0,0,0
"129541",2011,6248,0,0,0
"129566",2011,5558,0,0,0
"129582",2011,2931,0,0,0
"129591",2011,5842,0,0,0
"129606",2011,2665,0,0,0
"129616",2011,4840,0,0,0
"129623",2011,2915,0,0,0
"129666",2011,2620,0,0,0
"129696",2011,3295,800,0,800
"129706",2011,3912,0,0,0
"129716",2011,8776,3500,0,3500
"129726",2011,8762,3000,0,3000
"129736",2011,6115,0,0,0
"129742",2011,5338,0,0,0
"129752",2011,2777,0,0,0
"129766",2011,2686,0,0,0
"129791",2011,6849,0,0,0
"129806",2011,3269,0,0,0
"129816",2011,4453,0,0,0
"129835",2011,6310,0,0,0
"129866",2011,6360,0,0,0
"129874",2011,4061,0,0,0
"129885",2011,4611,0,0,0
"129896",2011,7197,0,0,0
"129905",2011,6639,0,0,0
"129934",2011,6649,150,0,150
"129946",2011,3873,0,0,0
"129956",2011,3814,0,0,0
"130014",2011,4512,0,0,0
"130031",2011,4579,0,0,0
"130076",2011,6358,0,0,0
"130086",2011,7551,0,0,0
"130096",2011,5916,0,0,0
"130106",2011,5185,0,0,0
"130119",2011,6726,0,0,0
"130126",2011,6892,0,0,0
"130132",2011,6069,0,0,0
"130146",2011,6700,0,0,0
"130156",2011,7370,6000,0,6000
"130166",2011,6094,400,0,400
"130176",2011,4042,0,0,0
"130185",2011,6439,54,520,574
"130192",2011,6299,0,0,0
"130203",2011,8175,100,0,100
"130232",2011,7030,0,0,0
"130242",2011,7579,0,0,0
"130251",2011,7321,0,0,0
"130266",2011,6192,0,0,0
"130286",2011,8439,0,0,0
"130292",2011,6861,0,0,0
"130313",2011,6080,500,0,500
"130362",2011,6380,0,0,0
"130371",2011,7932,0,0,0
"13038",2011,7539,0,0,0
"13039",2011,6806,0,0,0
"130436",2011,4772,0,0,0
"130445",2011,7180,0,0,0
"130464",2011,5392,0,0,0
"130494",2011,3484,0,0,0
"130502",2011,4779,0,0,0
"130517",2011,1986,0,0,0
"130526",2011,8191,0,0,0
"130552",2011,4630,0,0,0
"130563",2011,5499,6000,700,6700
"130592",2011,1490,5000,0,5000
"130618",2011,3592,0,0,0
"130636",2011,7132,0,0,0
"130646",2011,3241,0,0,0
"130655",2011,6896,0,0,0
"130661",2011,7527,150,0,150
"130683",2011,3454,0,0,0
"130691",2011,5976,0,0,0
"130701",2011,7406,0,0,0
"13072",2011,5473,500,0,500
"130761",2011,8763,0,0,0
"130796",2011,348,0,0,0
"130814",2011,1092,4000,0,4000
"130823",2011,357,0,0,0
"130836",2011,3437,0,0,0
"130855",2011,649,0,0,0
"130872",2011,8405,0,0,0
"130883",2011,738,0,0,0
"130892",2011,1930,0,0,0
"130906",2011,8520,0,0,0
"130933",2011,501,0,0,0
"130976",2011,1604,0,0,0
"130985",2011,1607,0,0,0
"131002",2011,6078,4200,0,4200
"131012",2011,6970,0,0,0
"131026",2011,6670,0,0,0
"131036",2011,751,0,0,0
"131051",2011,7696,0,0,0
"131061",2011,8658,300,0,300
"131071",2011,7917,70,0,70
"131085",2011,4143,0,0,0
"131106",2011,5221,0,0,0
"1311110",2011,6625,NA,0,NA
"131126",2011,5757,0,0,0
"131136",2011,5023,0,0,0
"131146",2011,4924,0,0,0
"131155",2011,6158,0,0,0
"131165",2011,5749,0,0,0
"131176",2011,6111,0,0,0
"131216",2011,7174,0,0,0
"131222",2011,5804,0,0,0
"131262",2011,6397,0,0,0
"131272",2011,5004,0,0,0
"13128",2011,6869,1000,0,1000
"13130",2011,7275,0,0,0
"131336",2011,5240,0,0,0
"131356",2011,6922,0,0,0
"131365",2011,6724,0,0,0
"131376",2011,6889,0,0,0
"131382",2011,8839,0,0,0
"131404",2011,8125,0,0,0
"131421",2011,5218,0,0,0
"131431",2011,6347,0,0,0
"131446",2011,4556,0,0,0
"131456",2011,4386,2257,0,2257
"131466",2011,4083,0,0,0
"131474",2011,4096,400,0,400
"131482",2011,5437,0,0,0
"131491",2011,3870,0,0,0
"131511",2011,6082,0,0,0
"13152",2011,4897,0,0,0
"13156",2011,5911,0,0,0
"131573",2011,4331,0,0,0
"131581",2011,4788,0,0,0
"131593",2011,3945,0,0,0
"13160",2011,6825,500,400,900
"131656",2011,4418,0,0,0
"131666",2011,4985,NA,0,NA
"131672",2011,4792,0,0,0
"131693",2011,4422,0,0,0
"13170",2011,6985,1500,0,1500
"131713",2011,6689,115,0,115
"131724",2011,3913,0,0,0
"131733",2011,6668,0,0,0
"131752",2011,6185,0,0,0
"131776",2011,4796,10000,0,10000
"131796",2011,7405,500,0,500
"131806",2011,6278,2000,0,2000
"131813",2011,6643,0,0,0
"131821",2011,6089,50,0,50
"131846",2011,4248,0,0,0
"131851",2011,4379,0,0,0
"131881",2011,3737,9000,0,9000
"131904",2011,7591,0,0,0
"131932",2011,6436,1200,0,1200
"131946",2011,6750,0,0,0
"131965",2011,6036,0,0,0
"131986",2011,3447,0,0,0
"131992",2011,3476,0,0,0
"132006",2011,2857,0,0,0
"132016",2011,2993,150,0,150
"132026",2011,4357,0,0,0
"132036",2011,3798,1200,0,1200
"132096",2011,4814,0,0,0
"132121",2011,3288,0,0,0
"132146",2011,8512,0,0,0
"132166",2011,6679,100,200,300
"132176",2011,6675,0,0,0
"132185",2011,8566,0,0,0
"132193",2011,6907,0,0,0
"132205",2011,4366,0,0,0
"132219",2011,7961,0,0,0
"132225",2011,7169,0,0,0
"132265",2011,5096,2000,0,2000
"132283",2011,4182,0,0,0
"132294",2011,6911,600,0,600
"132304",2011,6899,0,0,0
"132316",2011,7826,0,0,0
"132323",2011,6871,0,0,0
"132333",2011,6125,600,0,600
"132351",2011,5934,0,0,0
"132372",2011,6893,0,0,0
"132415",2011,6913,60,0,60
"132445",2011,8284,0,0,0
"132482",2011,7473,700,0,700
"132491",2011,8871,0,0,0
"132511",2011,6663,800,0,800
"132521",2011,8160,480,0,480
"132531",2011,7329,0,0,0
"132556",2011,4714,350,0,350
"132566",2011,6809,0,0,0
"132573",2011,6764,0,0,0
"132582",2011,6642,0,0,0
"132605",2011,1462,0,0,0
"132615",2011,312,0,0,0
"132626",2011,295,0,0,0
"132634",2011,358,0,0,0
"132642",2011,3438,0,0,0
"132652",2011,231,600,0,600
"132661",2011,7079,0,0,0
"13269",2011,1416,0,0,0
"132723",2011,1828,450,0,450
"132766",2011,1143,0,0,0
"132774",2011,6789,0,0,0
"132796",2011,1919,NA,0,NA
"132806",2011,1928,0,0,0
"132813",2011,2457,0,0,0
"132826",2011,2649,0,0,0
"132904",2011,5935,0,0,0
"132917",2011,5694,750,0,750
"132943",2011,2731,0,0,0
"132952",2011,3154,0,0,0
"132961",2011,4596,0,0,0
"132986",2011,2336,7000,0,7000
"132993",2011,6107,900,0,900
"133002",2011,2207,0,0,0
"133016",2011,7594,2000,0,2000
"133041",2011,8134,0,0,0
"133074",2011,8267,0,0,0
"133083",2011,3341,100,0,100
"133091",2011,4563,0,0,0
"133116",2011,5971,0,0,0
"133122",2011,8677,300,0,300
"133133",2011,4329,600,0,600
"133156",2011,4420,0,0,0
"133163",2011,7494,0,0,0
"133196",2011,2942,0,0,0
"133205",2011,3065,0,0,0
"13321",2011,8256,0,0,0
"133226",2011,6559,20000,0,20000
"13324",2011,2637,0,0,0
"133254",2011,314,0,0,0
"133281",2011,4397,0,0,0
"13330",2011,577,0,0,0
"133311",2011,1195,0,0,0
"133375",2011,862,2000,0,2000
"133415",2011,2053,75,0,75
"133446",2011,2641,0,0,0
"133465",2011,3588,300,0,300
"133483",2011,2117,150,0,150
"133492",2011,2890,0,0,0
"133501",2011,4347,0,0,0
"133525",2011,7401,0,0,0
"133533",2011,6480,0,0,0
"133575",2011,7397,0,0,0
"13358",2011,5730,250,0,250
"133616",2011,2431,0,0,0
"133626",2011,2521,12000,0,12000
"133636",2011,3355,0,0,0
"133661",2011,451,0,0,0
"133702",2011,5104,6000,0,6000
"133711",2011,2504,0,0,0
"133744",2011,1086,0,0,0
"13375",2011,8563,0,0,0
"133805",2011,484,0,0,0
"133816",2011,3749,300,0,300
"133833",2011,8445,200,0,200
"133856",2011,1385,0,0,0
"133866",2011,1770,0,0,0
"133874",2011,4027,0,0,0
"133881",2011,4592,0,0,0
"133892",2011,3486,300,0,300
"133904",2011,2341,0,0,0
"133911",2011,5537,127,0,127
"133965",2011,2450,0,0,0
"133976",2011,6343,0,0,0
"13398",2011,3215,0,0,0
"133994",2011,2468,0,0,0
"134025",2011,7212,0,0,0
"134073",2011,7449,0,0,0
"134084",2011,7904,100,0,100
"134095",2011,7578,0,0,0
"134114",2011,5284,0,0,0
"134156",2011,344,0,0,0
"134166",2011,1040,0,0,0
"134176",2011,393,0,0,0
"134184",2011,1407,0,0,0
"134192",2011,2727,5200,0,5200
"134203",2011,723,0,0,0
"13425",2011,2009,1600,0,1600
"134264",2011,4747,0,0,0
"134306",2011,4094,14000,0,14000
"1343110",2011,7206,0,0,0
"134376",2011,2740,0,0,0
"134386",2011,2612,500,0,500
"134396",2011,3010,0,0,0
"134406",2011,3639,200,0,200
"134419",2011,3575,200,0,200
"134426",2011,2960,400,0,400
"134436",2011,3797,30000,0,30000
"134465",2011,4305,1200,0,1200
"134474",2011,3656,5000,0,5000
"134493",2011,8935,15000,0,15000
"134511",2011,2979,0,0,0
"134521",2011,8904,0,0,0
"134544",2011,3601,0,0,0
"134553",2011,8916,0,0,0
"134564",2011,2269,1500,0,1500
"134584",2011,2830,0,0,0
"134603",2011,8866,200,0,200
"134622",2011,3122,15000,0,15000
"134631",2011,3329,2000,0,2000
"134656",2011,1834,0,0,0
"134665",2011,8252,0,0,0
"134696",2011,1672,0,0,0
"134702",2011,4962,770,0,770
"134725",2011,1861,0,0,0
"134734",2011,1958,4000,0,4000
"134744",2011,1979,400,0,400
"134753",2011,7872,200,0,200
"134764",2011,2103,0,0,0
"134773",2011,8597,0,0,0
"134783",2011,3035,0,0,0
"134814",2011,2064,0,0,0
"134841",2011,3498,0,0,0
"134862",2011,1706,800,0,800
"134893",2011,1422,200,0,200
"134901",2011,7455,0,0,0
"134923",2011,7940,0,0,0
"134932",2011,2030,766,0,766
"134973",2011,4811,0,0,0
"134984",2011,7264,0,0,0
"135006",2011,4439,0,0,0
"135026",2011,1978,0,0,0
"135046",2011,988,0,0,0
"135056",2011,2466,0,0,0
"135065",2011,3163,0,0,0
"135075",2011,3286,0,0,0
"135086",2011,3633,0,0,0
"13511",2011,5407,0,0,0
"135121",2011,3383,0,0,0
"13513",2011,4283,2000,0,2000
"135145",2011,3304,300,0,300
"135165",2011,216,0,0,0
"135173",2011,1440,0,0,0
"135206",2011,6597,0,0,0
"13522",2011,5344,0,0,0
"135236",2011,2846,0,0,0
"135246",2011,6456,0,0,0
"135252",2011,506,0,0,0
"135274",2011,3143,2400,0,2400
"135303",2011,1403,0,0,0
"135313",2011,6020,800,0,800
"135323",2011,551,0,0,0
"135362",2011,6481,1500,0,1500
"135371",2011,8831,200,0,200
"135411",2011,4537,0,0,0
"135423",2011,5062,2500,0,2500
"135432",2011,4640,0,0,0
"135476",2011,5671,8000,0,8000
"135485",2011,8028,3250,1000,4250
"135492",2011,6708,10000,0,10000
"135511",2011,7381,300,0,300
"13557",2011,7160,400,0,400
"135581",2011,7733,500,0,500
"135614",2011,3173,0,0,0
"135636",2011,3809,0,0,0
"135643",2011,6099,0,0,0
"13565",2011,8608,0,0,0
"135672",2011,4598,600,0,600
"13569",2011,5498,0,0,0
"135746",2011,6662,3000,1000,4000
"135776",2011,1509,0,0,0
"135781",2011,4648,0,0,0
"135802",2011,1519,0,0,0
"135812",2011,6317,0,0,0
"135831",2011,7092,0,0,0
"135881",2011,5779,0,0,0
"13589",2011,7801,0,0,0
"135911",2011,7820,0,0,0
"135922",2011,7824,0,0,0
"135931",2011,7712,0,0,0
"135942",2011,8254,0,0,0
"13598",2011,8225,0,0,0
"135991",2011,4933,1200,0,1200
"136012",2011,6463,500,200,700
"136073",2011,1715,0,0,0
"136085",2011,2412,120,0,120
"136092",2011,6104,750,0,750
"136123",2011,3450,0,0,0
"136146",2011,8737,0,0,0
"136162",2011,1648,0,0,0
"136181",2011,1428,0,0,0
"136205",2011,5259,0,0,0
"136213",2011,6751,200,0,200
"136276",2011,2955,0,0,0
"136285",2011,8748,300,0,300
"136294",2011,8117,0,0,0
"136331",2011,8756,800,0,800
"136356",2011,4754,400,0,400
"136366",2011,7426,0,0,0
"136426",2011,388,0,0,0
"136455",2011,654,0,0,0
"136475",2011,877,0,0,0
"136486",2011,4150,0,0,0
"136496",2011,8887,1000,0,1000
"136503",2011,5953,925,0,925
"136526",2011,2321,800,0,800
"136535",2011,3811,0,0,0
"136556",2011,1418,0,0,0
"136561",2011,3964,0,0,0
"136576",2011,1265,0,0,0
"136596",2011,5219,0,0,0
"136601",2011,6073,0,0,0
"136612",2011,5300,NA,0,NA
"13662",2011,8820,NA,0,NA
"136676",2011,5653,0,0,0
"136704",2011,6833,0,0,0
"136714",2011,6925,0,0,0
"136742",2011,6917,0,0,0
"136766",2011,3478,0,0,0
"136792",2011,8119,0,0,0
"136811",2011,4005,0,0,0
"136826",2011,4859,0,0,0
"136836",2011,7790,1000,0,1000
"136846",2011,5840,0,0,0
"136854",2011,5744,0,0,0
"136865",2011,7759,0,0,0
"136871",2011,7080,0,0,0
"136886",2011,8355,0,0,0
"136894",2011,4600,0,0,0
"136906",2011,5700,1000,0,1000
"136941",2011,6207,0,0,0
"13698",2011,6152,0,0,0
"137046",2011,7368,0,0,0
"137074",2011,5834,0,0,0
"13709",2011,7938,200,0,200
"13710",2011,4566,0,0,0
"137156",2011,588,400,0,400
"137166",2011,441,635,0,635
"137176",2011,4737,0,0,0
"137184",2011,5930,0,0,0
"13720",2011,1539,20000,0,20000
"137214",2011,4978,0,0,0
"137246",2011,304,0,0,0
"137266",2011,609,0,0,0
"137276",2011,3469,0,0,0
"137285",2011,4015,0,0,0
"137296",2011,736,0,0,0
"137305",2011,845,0,0,0
"137314",2011,1291,0,0,0
"137322",2011,3545,0,0,0
"137346",2011,168,720,0,720
"137352",2011,8815,0,0,0
"137362",2011,680,78,0,78
"137376",2011,375,500,0,500
"137385",2011,1452,0,0,0
"137391",2011,1989,100,0,100
"137426",2011,1524,300,0,300
"137436",2011,391,80,0,80
"137443",2011,4022,450,0,450
"137462",2011,7548,0,0,0
"137486",2011,2588,0,0,0
"137514",2011,3901,0,0,0
"137526",2011,2852,0,0,0
"137534",2011,3145,0,0,0
"137546",2011,3193,0,0,0
"137556",2011,8347,0,0,0
"137561",2011,4086,0,0,0
"137571",2011,5707,0,0,0
"137583",2011,3395,0,0,0
"137592",2011,3004,0,0,0
"137636",2011,2597,300,0,300
"137654",2011,3666,0,0,0
"137663",2011,4424,3500,0,3500
"137672",2011,4466,0,0,0
"137711",2011,4350,0,0,0
"137721",2011,8465,30000,0,30000
"137746",2011,2308,0,0,0
"137755",2011,2448,0,0,0
"137765",2011,1638,0,0,0
"137772",2011,1350,0,0,0
"137795",2011,66,0,0,0
"137844",2011,92,11000,0,11000
"137875",2011,2505,0,0,0
"137886",2011,6057,0,0,0
"137895",2011,2812,0,0,0
"137906",2011,1576,0,0,0
"137916",2011,8827,0,0,0
"137921",2011,1487,0,0,0
"137936",2011,6472,100,0,100
"137941",2011,6467,0,0,0
"137956",2011,3626,0,0,0
"137974",2011,7648,600,0,600
"137996",2011,2370,0,0,0
"138016",2011,2473,0,0,0
"138026",2011,1696,0,0,0
"13803",2011,2776,0,0,0
"138056",2011,3916,600,0,600
"138096",2011,7311,0,0,0
"138106",2011,3419,0,0,0
"138117",2011,2378,0,0,0
"138136",2011,5161,0,0,0
"138146",2011,3309,0,0,0
"138162",2011,8386,0,0,0
"138172",2011,3465,0,0,0
"138213",2011,3108,350,0,350
"138221",2011,6031,600,0,600
"138236",2011,331,0,0,0
"138246",2011,5927,0,0,0
"138271",2011,1477,0,0,0
"138281",2011,1211,0,0,0
"138296",2011,3345,0,0,0
"138306",2011,580,0,0,0
"138315",2011,801,0,0,0
"138326",2011,836,0,0,0
"138335",2011,5670,0,0,0
"138361",2011,7161,0,0,0
"138375",2011,3993,0,0,0
"138384",2011,2094,0,0,0
"138406",2011,5220,0,0,0
"138426",2011,4753,450,60,510
"138456",2011,4652,0,0,0
"138466",2011,4699,0,0,0
"138517",2011,7582,0,0,0
"138536",2011,7203,300,0,300
"138544",2011,3888,0,0,0
"138564",2011,2122,400,0,400
"138582",2011,3076,120,0,120
"13860",2011,3731,0,0,0
"138626",2011,1594,0,0,0
"138635",2011,2433,0,0,0
"138646",2011,1226,1600,0,1600
"138654",2011,1344,0,0,0
"138661",2011,3360,0,0,0
"138681",2011,2358,0,0,0
"138706",2011,2937,425,0,425
"138712",2011,8182,300,0,300
"138772",2011,6601,NA,0,NA
"138806",2011,4111,1600,0,1600
"138821",2011,5109,2000,0,2000
"138835",2011,3496,0,0,0
"138841",2011,6981,650,0,650
"138866",2011,7427,0,0,0
"138875",2011,6902,0,0,0
"138886",2011,6887,0,0,0
"138896",2011,7597,0,0,0
"138914",2011,7325,4500,0,4500
"138951",2011,8161,0,0,0
"13899",2011,7728,14820,0,14820
"139015",2011,2785,0,0,0
"139021",2011,2634,0,0,0
"139055",2011,1889,0,0,0
"139076",2011,970,12000,0,12000
"139086",2011,2041,0,0,0
"139095",2011,3460,0,0,0
"13910",2011,3413,0,0,0
"139146",2011,4298,4000,0,4000
"139156",2011,2614,0,0,0
"139176",2011,2518,0,0,0
"139196",2011,2969,0,0,0
"139214",2011,3860,2800,0,2800
"13922",2011,5139,0,0,0
"139246",2011,3142,4000,0,4000
"139276",2011,7716,1500,0,1500
"13928",2011,8242,0,0,0
"139296",2011,5595,500,0,500
"139363",2011,7871,0,0,0
"139372",2011,3492,500,0,500
"139383",2011,5474,250,0,250
"139411",2011,7609,1000,0,1000
"13942",2011,5985,0,0,0
"139446",2011,3576,0,0,0
"139455",2011,3136,0,0,0
"139466",2011,6129,0,0,0
"139486",2011,7929,0,0,0
"139496",2011,7208,280,0,280
"139503",2011,7354,0,0,0
"139542",2011,5874,500,0,500
"139556",2011,6736,0,0,0
"139585",2011,5996,200,0,200
"139654",2011,2420,400,0,400
"139682",2011,4308,150,50,200
"139711",2011,3449,50,0,50
"139726",2011,7118,0,0,0
"139746",2011,476,0,0,0
"139766",2011,4484,0,0,0
"139785",2011,2139,0,0,0
"139794",2011,4153,0,0,0
"139816",2011,96,0,0,0
"139825",2011,3254,0,0,0
"139835",2011,452,0,0,0
"139843",2011,1744,35000,0,35000
"139851",2011,1668,0,0,0
"13988",2011,5486,0,0,0
"139931",2011,6844,0,0,0
"139942",2011,3321,0,0,0
"140012",2011,2262,700,0,700
"140022",2011,3908,1850,180,2030
"140031",2011,2078,50,0,50
"140076",2011,6656,0,0,0
"140093",2011,6666,0,0,0
"140101",2011,8569,0,0,0
"140123",2011,6824,400,0,400
"140155",2011,2012,0,0,0
"140174",2011,4320,0,0,0
"140186",2011,2153,0,0,0
"140204",2011,5688,125,30,155
"140216",2011,2531,1000,0,1000
"140235",2011,7804,120,0,120
"140245",2011,1321,200,0,200
"140253",2011,7910,0,0,0
"140262",2011,196,0,0,0
"140272",2011,1260,0,0,0
"140283",2011,1210,0,0,0
"140305",2011,1019,287,255,542
"14031",2011,8139,600,60,660
"140341",2011,8686,0,0,0
"140366",2011,6495,0,0,0
"140376",2011,7217,0,0,0
"140386",2011,5756,300,0,300
"140404",2011,65,0,0,0
"140416",2011,442,0,0,0
"140424",2011,215,0,0,0
"140436",2011,1094,0,0,0
"140456",2011,125,0,0,0
"140476",2011,2023,0,0,0
"140485",2011,2042,NA,0,NA
"140491",2011,36,0,0,0
"140504",2011,1119,150,0,150
"140513",2011,1176,0,0,0
"140525",2011,1239,0,0,0
"140546",2011,2856,0,0,0
"140552",2011,875,700,0,700
"14056",2011,1733,0,0,0
"14057",2011,5107,0,0,0
"140581",2011,1998,0,0,0
"140596",2011,854,0,0,0
"140614",2011,3275,0,0,0
"140635",2011,2060,300,0,300
"140646",2011,324,0,0,0
"140673",2011,707,0,0,0
"140681",2011,809,0,0,0
"140702",2011,2027,0,0,0
"140711",2011,6423,0,0,0
"140813",2011,3235,0,0,0
"140822",2011,8516,3600,0,3600
"14083",2011,1113,5200,100,5300
"140841",2011,8936,75,0,75
"14087",2011,5999,0,0,0
"140884",2011,7975,0,0,0
"140896",2011,4251,0,0,0
"140906",2011,4338,0,0,0
"140916",2011,7799,0,0,0
"140924",2011,5933,0,0,0
"140951",2011,8751,0,0,0
"140961",2011,8743,300,100,400
"140994",2011,8764,0,0,0
"14100",2011,8870,0,0,0
"141013",2011,8414,0,0,0
"14104",2011,6021,0,0,0
"14105",2011,8853,0,0,0
"141086",2011,3226,1200,0,1200
"141096",2011,2907,3500,400,3900
"141102",2011,3625,250,0,250
"141116",2011,6562,0,0,0
"141122",2011,4065,0,0,0
"141166",2011,5463,0,0,0
"141176",2011,4296,0,0,0
"141181",2011,4510,0,0,0
"141196",2011,3482,300,0,300
"141226",2011,5145,150,0,150
"141243",2011,5669,1150,0,1150
"14126",2011,7409,0,0,0
"14129",2011,6335,0,0,0
"141306",2011,8805,3700,420,4120
"141323",2011,5850,4800,0,4800
"14133",2011,5885,0,0,0
"141356",2011,4091,0,0,0
"141366",2011,4808,200,0,200
"141374",2011,7933,5000,0,5000
"141385",2011,8424,300,0,300
"141391",2011,8918,0,0,0
"141411",2011,6945,0,0,0
"14142",2011,7403,0,0,0
"141464",2011,8718,0,0,0
"141505",2011,5640,0,0,0
"141516",2011,5055,NA,0,NA
"141534",2011,8750,0,0,0
"141541",2011,5517,0,0,0
"141555",2011,5381,1500,0,1500
"141566",2011,6886,0,0,0
"141571",2011,7404,0,0,0
"141585",2011,5479,0,0,0
"141646",2011,3041,0,0,0
"141656",2011,4431,12000,0,12000
"141666",2011,6255,1900,0,1900
"141675",2011,6197,0,0,0
"141684",2011,5972,0,0,0
"141692",2011,8773,3000,0,3000
"141703",2011,7461,300,0,300
"141713",2011,3918,0,0,0
"141721",2011,6529,0,0,0
"141786",2011,4567,0,0,0
"141816",2011,4390,0,0,0
"141876",2011,7070,800,0,800
"141896",2011,5262,0,0,0
"141904",2011,6268,0,0,0
"141912",2011,4920,0,0,0
"141926",2011,3236,2000,0,2000
"14198",2011,8759,0,0,0
"14199",2011,8843,400,0,400
"142006",2011,1988,0,0,0
"142023",2011,2219,150,0,150
"142042",2011,2075,0,0,0
"142056",2011,1107,0,0,0
"142073",2011,4069,0,0,0
"142081",2011,1305,0,0,0
"142105",2011,4273,0,0,0
"142113",2011,4476,500,0,500
"142136",2011,5696,0,0,0
"142146",2011,4980,0,0,0
"142166",2011,5600,7000,0,7000
"142175",2011,6657,1700,0,1700
"14218",2011,7301,0,0,0
"142196",2011,6223,0,0,0
"142212",2011,6610,0,0,0
"142251",2011,7879,0,0,0
"142266",2011,5763,80,0,80
"142274",2011,4972,0,0,0
"142283",2011,6804,0,0,0
"142292",2011,5883,0,0,0
"142306",2011,1994,0,0,0
"142336",2011,1302,375,0,375
"142346",2011,1165,0,0,0
"142382",2011,6927,600,0,600
"142422",2011,401,0,0,0
"142434",2011,1708,1365,0,1365
"14245",2011,1729,0,0,0
"142491",2011,1659,0,0,0
"142525",2011,4685,0,0,0
"142536",2011,6768,4000,6000,10000
"142542",2011,6250,0,0,0
"142556",2011,5449,0,0,0
"142591",2011,5045,0,0,0
"142606",2011,8706,10000,0,10000
"142616",2011,876,400,400,800
"142626",2011,2978,0,0,0
"142636",2011,1083,0,0,0
"142645",2011,750,0,0,0
"142655",2011,984,1000,0,1000
"142671",2011,8830,0,0,0
"142682",2011,7620,400,0,400
"142706",2011,695,0,0,0
"14273",2011,8689,0,0,0
"14274",2011,8067,0,0,0
"142775",2011,1300,4000,0,4000
"142782",2011,2615,0,0,0
"142791",2011,3078,0,0,0
"142816",2011,7383,400,1000,1400
"142825",2011,1896,0,0,0
"142833",2011,6516,0,0,0
"142846",2011,3030,700,100,800
"142856",2011,819,0,0,0
"142866",2011,1139,0,0,0
"142876",2011,829,0,0,0
"142886",2011,941,0,0,0
"142896",2011,757,100,0,100
"142906",2011,1479,0,0,0
"142933",2011,3000,0,0,0
"142943",2011,781,0,0,0
"142951",2011,1880,0,0,0
"143001",2011,1258,0,0,0
"143042",2011,3566,0,0,0
"143063",2011,360,0,0,0
"143071",2011,7855,0,0,0
"143086",2011,6121,0,0,0
"143095",2011,4268,0,0,0
"143101",2011,5192,0,0,0
"143114",2011,4878,900,0,900
"143123",2011,6572,0,0,0
"143133",2011,4704,0,0,0
"143146",2011,6592,1000,0,1000
"143166",2011,8504,0,0,0
"143176",2011,5199,0,0,0
"143183",2011,7898,0,0,0
"143203",2011,3784,0,0,0
"14321",2011,6734,200,0,200
"143226",2011,7466,0,0,0
"143232",2011,8900,0,0,0
"143294",2011,8648,2700,0,2700
"143313",2011,7166,0,0,0
"143321",2011,8620,200,0,200
"143356",2011,3265,0,0,0
"143362",2011,5698,0,0,0
"143376",2011,4137,0,0,0
"143383",2011,3676,0,0,0
"143391",2011,3489,250,0,250
"143403",2011,4460,0,0,0
