KIDS,KID97,ER30000,ER30001,ER30002,ER33401,ER33402,ER33403,DEMREL97,PCG,PCGCHREL97,Q1PCRAW,BPI_E97,BPI_N97,BPI_T97,POSBEH97,Q1PCSS,Q1PCPR,Q1PCW
1,1.2,2,2848,40,459,4,30,6,1,4,19,4,0,4,4.4000001,59,0,485
1,1.2,2,2848,41,461,3,30,6,1,4,14,11,2,12,3.0999999,46,0,467
1,1.2,2,2848,42,461,4,30,6,1,4,14,99,99,99,0,46,0,467
1,1.2,2,2848,43,3807,4,60,6,1,4,29,99,99,99,0,95,37,515
1,1.2,2,2848,175,4178,3,30,6,1,4,27,11,8,19,4.3000002,81,10,509
1,1.2,2,2848,179,4025,4,30,6,1,4,25,6,3,9,5,77,6,503
1,1.2,2,2849,31,3425,4,30,6,1,4,99,7,5,12,4.3000002,0,0,0
1,1.2,2,2849,32,3425,5,30,6,1,4,99,6,0,6,4.1999998,0,0,0
1,1.2,2,2851,31,1397,4,30,6,1,4,33,8,5,13,4.5,96,39,526
1,1.2,2,2851,32,1400,4,30,6,1,4,33,6,7,13,3.7,97,42,526
1,1.2,2,2851,33,1400,5,30,6,1,4,33,1,2,3,3.7,97,42,526
1,1.2,2,2851,34,1399,3,30,6,1,4,31,99,99,99,9,91,27,521
1,1.2,2,2851,35,1399,4,30,6,1,4,31,99,99,99,0,91,27,521
1,1.2,2,2852,41,2525,4,30,6,1,4,34,6,8,14,3.5999999,98,46,530
1,1.2,2,2852,46,715,4,30,6,1,4,33,7,6,13,4.5999999,94,34,526
1,1.2,2,2852,48,1701,2,30,6,1,4,35,7,1,8,4.1999998,103,58,533
1,1.2,2,2852,49,2525,6,30,6,1,4,34,13,0,13,3.9000001,98,46,530
1,1.2,2,2852,50,3794,3,30,6,1,4,32,99,99,99,0,97,41,524
1,1.2,2,2852,51,1701,3,30,6,1,4,35,99,99,99,0,103,58,533
1,1.2,2,2852,52,709,3,30,6,1,4,22,99,99,99,0,70,2,494
1,1.2,2,2852,53,715,6,30,6,1,4,33,99,99,99,0,94,34,526
1,1.2,2,2852,54,709,4,30,6,1,4,22,99,99,99,0,70,2,494
1,1.2,2,2860,31,1184,3,30,6,1,4,30,2,4,6,4.5999999,87,19,518
1,1.2,2,2860,32,1184,4,30,6,1,4,30,99,99,99,0,87,19,518
1,1.2,2,2867,32,3417,4,60,6,4,4,33,14,8,21,3.3,99,46,526
1,1.2,2,2869,31,1633,3,30,6,1,4,34,99,99,99,0,97,43,530
1,1.2,2,2874,32,5931,4,30,6,1,4,99,1,1,2,4.5,0,0,0
1,1.2,2,2874,33,5931,5,30,6,1,4,99,6,2,8,4,0,0,0
1,1.2,2,2875,34,3260,2,30,6,1,4,23,2,0,2,4.8000002,72,3,497
1,1.2,2,2875,35,3260,3,30,6,1,4,23,1,0,1,4.8000002,72,3,497
1,1.2,2,2876,32,4052,4,30,6,1,4,28,4,3,7,4.8000002,84,15,512
1,1.2,2,2880,30,4536,3,30,6,1,4,33,8,2,10,4.1999998,96,39,526
1,1.2,2,2880,31,4536,4,30,6,1,4,33,99,99,99,0,96,39,526
1,1.2,2,2881,33,5940,2,30,6,1,4,99,1,3,4,4.8000002,0,0,0
1,1.2,2,2881,36,5940,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,2881,37,4299,3,30,6,1,4,24,99,99,99,0,71,3,500
1,1.2,2,2882,32,4711,5,30,6,1,4,34,7,3,10,4,100,50,530
1,1.2,2,2882,33,4710,3,30,6,1,4,35,3,1,4,4.4000001,103,58,533
1,1.2,2,2882,34,4710,4,30,6,1,4,35,1,0,1,4.5999999,103,58,533
1,1.2,2,2887,36,693,3,30,6,1,4,33,3,0,3,4.3000002,96,39,526
1,1.2,2,2888,30,297,3,30,6,1,4,31,12,4,15,4.5,95,36,521
1,1.2,2,2890,31,3930,4,30,6,1,4,31,4,2,6,4.5999999,94,35,521
1,1.2,2,2893,31,3409,4,30,6,1,4,35,9,3,11,3.5999999,104,61,533
1,1.2,2,2893,177,3409,3,30,6,1,4,35,0,1,1,4.5,104,61,533
1,1.2,2,2895,32,2561,2,30,6,1,4,38,7,5,11,4,120,91,543
1,1.2,2,2895,33,4267,4,30,6,1,4,34,5,2,7,4.0999999,97,43,530
1,1.2,2,2895,34,4267,5,30,6,1,4,34,99,99,99,0,97,43,530
1,1.2,2,2897,31,2294,3,30,6,1,4,99,2,8,10,4.0999999,0,0,0
1,1.2,2,2897,32,1258,3,30,6,1,4,30,9,8,16,3.5999999,89,24,518
1,1.2,2,2897,33,2294,4,30,6,1,4,99,3,3,6,4.8000002,0,0,0
1,1.2,2,2897,34,1258,4,30,6,1,4,30,1,0,1,4.0999999,89,24,518
1,1.2,2,2897,36,2929,4,30,6,1,4,33,3,2,5,4.5,96,39,526
1,1.2,2,2897,180,3318,3,30,6,1,4,32,11,7,17,3.8,92,30,524
1,1.2,2,2897,182,3318,5,83,6,1,4,32,99,99,99,0,92,30,524
1,1.2,2,2898,31,1278,3,60,6,3,4,33,11,12,22,3.3,110,76,526
1,1.2,2,2898,32,2630,3,30,6,1,4,38,9,4,13,4,118,89,543
1,1.2,2,2902,30,5127,3,30,6,1,4,36,2,0,2,4.3000002,107,69,536
1,1.2,2,2902,32,5142,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,2902,33,5127,5,30,6,1,4,36,99,99,99,0,107,69,536
1,1.2,2,2907,35,5383,4,30,6,1,4,25,11,6,16,4.3000002,77,6,503
1,1.2,2,2907,36,5383,5,30,6,1,4,25,13,8,20,4.3000002,77,6,503
1,1.2,2,2907,37,250,2,60,6,3,4,23,13,10,22,3.5999999,92,31,497
1,1.2,2,2907,38,250,6,60,6,3,4,23,13,10,22,3.5999999,92,31,497
1,1.2,2,2907,41,4418,3,30,6,1,4,35,6,6,12,4.1999998,100,50,533
1,1.2,2,2907,43,4418,4,30,6,1,4,35,7,0,7,4.75,100,50,533
1,1.2,2,2910,32,2220,4,30,6,1,4,30,2,1,3,4.5,87,19,518
1,1.2,2,2910,33,2220,5,30,6,1,4,30,99,99,99,0,87,19,518
1,1.2,2,2916,31,3258,3,30,6,1,4,29,12,3,14,3.3,89,23,515
1,1.2,2,2916,32,3258,4,30,6,1,4,29,99,99,99,0,89,23,515
1,1.2,2,2920,34,1228,3,30,6,1,4,99,5,1,6,4.8000002,0,0,0
1,1.2,2,2920,35,1228,4,30,6,1,4,99,11,2,13,4.6999998,0,0,0
1,1.2,2,2921,31,4997,3,33,6,1,4,99,4,2,6,4.5999999,0,0,0
1,1.2,2,2921,33,4997,4,33,6,1,4,99,2,0,2,4.5999999,0,0,0
1,1.2,2,3002,2,10136,2,30,6,1,4,40,3,0,3,4.8000002,126,96,551
1,1.2,2,3005,2,10037,2,30,6,1,4,18,2,0,2,4.3000002,49,0,475
1,1.2,2,3006,4,10010,4,30,6,1,4,19,3,0,3,4.1999998,66,1,485
1,1.2,2,3010,3,10081,3,30,6,1,4,99,1,3,4,3.8,0,0,0
1,1.2,2,3010,4,10081,4,30,6,1,4,99,2,1,3,4.1999998,0,0,0
1,1.2,2,3012,2,10133,2,30,6,2,4,99,5,3,8,4.0999999,0,0,0
1,1.2,2,3018,2,10153,2,30,6,1,4,99,4,2,6,5,0,0,0
1,1.2,2,3018,3,10153,3,30,6,1,4,99,5,2,7,4.5999999,0,0,0
1,1.2,2,3019,3,10084,3,30,6,1,4,33,99,99,99,0,97,42,526
1,1.2,2,3021,3,10019,3,30,6,1,4,4,3,3,6,3.9000001,14,0,427
1,1.2,2,3021,4,10019,4,30,6,1,4,4,3,0,3,4.5999999,14,0,427
1,1.2,2,3023,3,10034,3,30,6,1,4,42,5,3,8,3.8,149,99,565
1,1.2,2,3023,4,10034,4,30,6,1,4,42,99,99,99,0,149,99,565
1,1.2,2,3024,3,10392,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3025,3,10400,3,30,6,1,4,99,7,5,12,4.8000002,0,0,0
1,1.2,2,3025,4,10400,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3027,2,10033,2,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3030,3,10260,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3032,3,10176,3,30,6,1,4,99,3,3,6,4.1999998,0,0,0
1,1.2,2,3033,2,10014,2,30,6,1,4,22,99,1,99,3.5999999,72,3,494
1,1.2,2,3034,4,10232,4,30,6,1,4,99,1,2,3,4.5999999,0,0,0
1,1.2,2,3036,4,10411,4,30,6,1,4,99,2,1,3,5,0,0,0
1,1.2,2,3036,5,10411,5,30,6,1,4,99,6,2,8,5,0,0,0
1,1.2,2,3037,2,10157,2,30,6,1,4,25,4,4,8,4.5999999,65,1,493
1,1.2,2,3037,4,10157,4,30,6,1,4,25,99,99,99,0,65,1,493
1,1.2,2,3041,3,10038,3,30,6,1,4,42,6,1,7,4.1999998,149,99,565
1,1.2,2,3041,4,10038,4,30,6,1,4,42,3,2,5,4.6999998,149,99,565
1,1.2,2,3043,3,10061,3,30,6,1,4,20,99,99,99,0,65,1,488
1,1.2,2,3045,3,10027,3,30,6,1,4,34,1,0,1,4.0999999,98,46,530
1,1.2,2,3045,4,10027,4,30,6,1,4,34,99,99,99,0,98,46,530
1,1.2,2,3046,5,10316,5,30,6,1,4,99,3,0,3,4.5,0,0,0
1,1.2,2,3046,7,10316,7,30,6,1,4,99,5,4,9,4.5,0,0,0
1,1.2,2,3047,5,10163,5,70,6,1,4,99,7,2,9,4.3000002,0,0,0
1,1.2,2,3047,6,10163,6,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3049,4,10257,4,70,6,1,4,99,99,3,99,4.5,0,0,0
1,1.2,2,3049,5,10257,5,70,6,1,4,99,6,3,9,4.6999998,0,0,0
1,1.2,2,3050,3,10152,3,30,6,1,4,17,3,3,6,2.5999999,51,0,473
1,1.2,2,3050,4,10152,4,30,6,1,4,17,99,99,99,0,51,0,473
1,1.2,2,3055,3,10057,3,30,6,1,4,32,99,99,99,0,95,38,524
1,1.2,2,3055,4,10057,4,30,6,1,4,32,99,99,99,0,95,38,524
1,1.2,2,3056,3,10114,3,30,6,2,4,36,1,0,1,5,105,62,536
1,1.2,2,3057,4,10022,4,40,6,1,4,99,0,0,0,4.1999998,0,0,0
1,1.2,2,3057,5,10022,5,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3059,3,10016,3,30,6,1,4,26,3,2,5,5,79,8,506
1,1.2,2,3059,4,10016,4,30,6,1,4,26,3,0,3,4.8000002,79,8,506
1,1.2,2,3061,3,10111,3,30,6,1,4,99,4,1,5,4.5,0,0,0
1,1.2,2,3061,4,10111,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3063,5,10165,5,30,6,1,4,99,0,0,0,4.9000001,0,0,0
1,1.2,2,3063,6,10165,6,30,6,1,4,99,0,0,0,4.6999998,0,0,0
1,1.2,2,3064,6,10139,6,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3064,7,10139,7,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3066,3,10008,3,30,6,1,4,28,9,0,9,4.3000002,81,10,512
1,1.2,2,3070,3,10132,3,30,6,1,4,30,6,2,7,3.2,85,16,507
1,1.2,2,3073,2,10395,2,30,6,1,4,33,3,1,4,4.1999998,98,44,526
1,1.2,2,3075,4,10007,4,70,6,1,4,33,2,2,4,4.8899999,83,13,514
1,1.2,2,3078,3,10149,3,30,6,1,4,27,99,99,99,0,70,2,499
1,1.2,2,3079,5,10357,5,60,6,1,4,31,99,99,99,0,96,39,521
1,1.2,2,3080,3,10127,3,30,6,1,4,29,0,2,2,4.5,75,5,504
1,1.2,2,3082,3,10106,3,30,6,1,4,33,1,1,2,4.5,84,14,514
1,1.2,2,3082,4,10106,4,30,6,1,4,33,99,99,99,0,84,14,514
1,1.2,2,3085,3,10112,3,35,6,1,4,34,11,5,16,4,99,48,530
1,1.2,2,3085,4,10112,4,30,6,1,4,34,4,3,7,4.5999999,99,48,530
1,1.2,2,3088,4,10363,4,70,6,1,4,28,8,2,10,3.5999999,72,3,501
1,1.2,2,3088,5,10363,5,70,6,1,4,28,99,99,99,9,72,3,501
1,1.2,2,3089,6,10151,6,60,6,1,4,38,10,9,19,3.7,95,37,528
1,1.2,2,3089,7,10151,7,60,6,1,4,38,99,99,99,0,95,37,528
1,1.2,2,3090,3,10255,3,30,6,1,4,30,2,2,4,4.5999999,91,28,518
1,1.2,2,3090,4,10255,4,30,6,1,4,30,4,1,5,4.0999999,91,28,518
1,1.2,2,3091,3,10389,3,30,6,1,4,35,6,0,6,3.7,104,61,533
1,1.2,2,3091,4,10389,4,30,6,1,4,35,6,3,9,3.5999999,104,61,533
1,1.2,2,3092,3,10204,3,30,6,1,4,99,8,2,10,3.8,0,0,0
1,1.2,2,3092,4,10204,4,30,6,1,4,99,4,4,8,4.3000002,0,0,0
1,1.2,2,3093,2,10402,2,30,6,1,4,99,2,5,6,5,0,0,0
1,1.2,2,3094,3,10377,3,30,6,1,4,37,0,1,1,4.3000002,93,32,525
1,1.2,2,3094,4,10377,4,30,6,1,4,37,99,99,99,9,93,32,525
1,1.2,2,3095,3,10376,3,30,6,1,4,99,7,0,7,4.6999998,0,0,0
1,1.2,2,3095,4,10376,4,30,6,1,4,99,4,1,5,4.6999998,0,0,0
1,1.2,2,3096,3,10029,3,30,6,1,4,24,99,99,99,0,72,3,500
1,1.2,2,3098,3,10171,3,30,6,1,4,25,12,99,99,4.0999999,66,1,493
1,1.2,2,3098,4,10171,4,30,6,1,4,25,4,4,8,4,66,1,493
1,1.2,2,3099,4,10097,4,30,6,1,4,32,4,2,6,4.3000002,84,14,512
1,1.2,2,3099,5,10097,5,30,6,1,4,32,99,99,99,0,84,14,512
1,1.2,2,3105,3,10047,3,30,6,1,4,21,10,6,16,4,64,1,491
1,1.2,2,3105,4,10047,4,30,6,1,4,21,7,5,12,4,64,1,491
1,1.2,2,3108,4,10412,4,35,6,1,4,35,99,6,99,4.8000002,91,27,520
1,1.2,2,3109,3,10429,3,30,6,1,4,99,5,3,8,3.5,0,0,0
1,1.2,2,3110,3,10438,3,30,6,1,4,99,6,5,11,4.3000002,0,0,0
1,1.2,2,3110,5,10438,5,60,6,1,4,99,4,2,6,4.9000001,0,0,0
1,1.2,2,3111,4,10180,4,30,6,1,4,99,3,0,3,5,0,0,0
1,1.2,2,3111,5,10180,5,30,6,1,4,99,1,1,2,5,0,0,0
1,1.2,2,3113,3,10327,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3115,4,10263,4,30,6,1,4,99,1,0,1,4.4000001,0,0,0
1,1.2,2,3116,2,10051,2,30,6,1,4,22,99,3,99,4.3000002,66,1,494
1,1.2,2,3117,5,10397,5,30,6,1,4,99,7,6,13,3.9000001,0,0,0
1,1.2,2,3117,6,10397,6,30,6,1,4,99,10,4,14,4.1999998,0,0,0
1,1.2,2,3121,4,10052,4,30,6,1,4,99,8,9,16,3.5999999,0,0,0
1,1.2,2,3123,3,10120,3,30,6,1,4,35,1,1,2,5,104,61,533
1,1.2,2,3124,3,10167,3,30,6,1,4,26,7,1,8,4.1999998,79,8,506
1,1.2,2,3125,4,10028,4,33,6,1,4,27,6,2,8,4.0999999,70,2,499
1,1.2,2,3125,5,10028,5,30,6,1,4,27,99,99,99,0,70,2,499
1,1.2,2,3126,4,10108,4,30,6,1,4,99,8,99,99,4.6700001,0,0,0
1,1.2,2,3127,3,10053,3,70,6,1,4,22,13,7,19,4.0999999,66,1,494
1,1.2,2,3127,4,10053,4,70,6,1,4,22,9,5,14,4.6999998,66,1,494
1,1.2,2,3128,4,10322,4,30,6,1,4,99,0,0,0,4.0999999,0,0,0
1,1.2,2,3128,6,10322,6,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3129,3,10315,3,30,6,1,4,99,7,6,13,4.1999998,0,0,0
1,1.2,2,3129,4,10315,4,30,6,1,4,99,3,7,10,4.7800002,0,0,0
1,1.2,2,3130,2,10087,2,30,6,1,4,23,8,6,14,4.4000001,69,2,497
1,1.2,2,3131,2,10086,2,30,6,1,4,99,13,12,24,4.5999999,0,0,0
1,1.2,2,3131,3,10086,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3133,3,10280,3,30,6,1,4,24,99,99,99,0,81,10,500
1,1.2,2,3135,3,10085,3,30,6,1,4,26,11,99,99,4.5999999,76,5,506
1,1.2,2,3135,4,10085,4,30,6,1,4,26,5,2,7,4.8000002,76,5,506
1,1.2,2,3136,3,10123,3,30,6,1,4,26,99,99,99,0,76,5,506
1,1.2,2,3140,3,10174,3,30,6,1,4,20,2,2,4,4.5999999,63,1,480
1,1.2,2,3140,4,10174,4,30,6,1,4,20,2,0,2,3.8,63,1,480
1,1.2,2,3141,5,10095,5,30,6,1,4,26,2,4,6,4.5999999,84,15,506
1,1.2,2,3143,4,10422,4,30,6,1,4,99,2,4,6,5,0,0,0
1,1.2,2,3144,3,10282,3,30,6,1,4,99,5,0,5,5,0,0,0
1,1.2,2,3147,6,10201,6,30,6,1,4,99,5,4,9,5,0,0,0
1,1.2,2,3149,3,10262,3,30,6,1,4,99,99,2,99,4.3000002,0,0,0
1,1.2,2,3151,4,10042,4,30,6,1,4,99,7,4,11,4.5,0,0,0
1,1.2,2,3151,5,10042,5,30,6,1,4,99,7,1,8,4.5,0,0,0
1,1.2,2,3154,3,10285,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3155,5,10077,5,30,6,1,4,99,6,2,8,3.7,0,0,0
1,1.2,2,3155,6,10077,6,30,6,1,4,99,6,2,8,3.3,0,0,0
1,1.2,2,3156,3,10298,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3156,4,10298,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3157,4,10299,4,70,6,1,4,99,9,99,99,4.4000001,0,0,0
1,1.2,2,3157,5,10299,5,70,6,1,4,99,13,7,20,4,0,0,0
1,1.2,2,3159,3,10189,3,30,6,1,4,34,4,99,99,4.4000001,101,54,530
1,1.2,2,3159,4,10189,4,30,6,1,4,34,2,1,3,4.6999998,101,54,530
1,1.2,2,3161,3,10259,3,30,6,1,4,39,7,0,7,4.1999998,124,94,547
1,1.2,2,3162,5,10156,5,30,6,1,4,26,4,0,4,4.5,70,2,496
1,1.2,2,3162,6,10156,6,30,6,1,4,26,9,0,9,3.6700001,70,2,496
1,1.2,2,3163,4,10398,4,30,6,1,4,20,4,0,4,4.9000001,61,0,488
1,1.2,2,3167,3,10018,3,30,6,2,4,36,2,2,4,3.8,105,62,536
1,1.2,2,3168,3,10121,3,30,6,1,4,99,99,99,99,4.6999998,0,0,0
1,1.2,2,3168,4,10121,4,30,6,1,4,99,99,99,99,5,0,0,0
1,1.2,2,3171,5,10240,5,30,6,1,4,99,7,8,15,3.5999999,0,0,0
1,1.2,2,3172,4,10173,4,30,6,1,4,31,3,0,3,4.9000001,81,10,509
1,1.2,2,3176,4,10039,4,30,6,1,4,38,99,99,99,0,96,39,528
1,1.2,2,3176,5,10039,5,30,6,1,4,38,99,99,99,0,96,39,528
1,1.2,2,3177,3,10219,3,30,6,1,4,20,99,99,99,0,54,0,480
1,1.2,2,3178,3,10391,3,30,6,1,4,35,6,99,99,4.1999998,88,21,520
1,1.2,2,3178,5,10391,5,30,6,1,4,35,8,1,9,4.3000002,88,21,520
1,1.2,2,3179,4,10416,4,70,6,1,4,29,13,8,20,2.9000001,75,5,504
1,1.2,2,3179,6,10416,6,70,6,1,4,29,99,99,99,0,75,5,504
1,1.2,2,3189,3,10063,3,30,6,1,4,33,0,1,1,4.9000001,97,42,526
1,1.2,2,3190,3,10155,3,30,6,1,4,99,1,0,1,4.4000001,0,0,0
1,1.2,2,3191,4,10320,4,30,6,1,4,29,2,0,2,4.4000001,92,29,515
1,1.2,2,3194,3,10135,3,30,6,1,4,27,11,5,16,4.3000002,79,8,509
1,1.2,2,3194,4,10135,4,30,6,1,4,27,7,4,11,4.1999998,79,8,509
1,1.2,2,3196,3,10303,3,30,6,1,4,22,5,2,7,5,62,1,485
1,1.2,2,3196,6,10303,6,30,6,1,4,22,6,1,7,5,62,1,485
1,1.2,2,3197,5,10346,5,60,6,1,4,29,8,4,11,3.7,88,22,504
1,1.2,2,3198,2,10271,2,30,6,1,4,27,12,10,22,4.1999998,81,11,499
1,1.2,2,3200,4,10361,4,30,6,1,4,29,0,1,1,5,77,6,504
1,1.2,2,3200,6,10361,6,30,6,1,4,29,0,1,1,4.8000002,77,6,504
1,1.2,2,3202,3,10012,3,30,6,1,4,99,2,4,6,5,0,0,0
1,1.2,2,3202,5,10012,5,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3204,3,10146,3,30,6,1,4,99,3,5,8,5,0,0,0
1,1.2,2,3204,4,10146,4,30,6,1,4,99,5,2,7,4.8000002,0,0,0
1,1.2,2,3205,2,10023,2,30,6,1,4,99,4,1,5,4.6999998,0,0,0
1,1.2,2,3206,4,10131,4,30,6,1,4,99,2,2,4,4.4000001,0,0,0
1,1.2,2,3207,4,10036,4,30,6,2,4,25,2,2,4,4.9000001,76,6,493
1,1.2,2,3207,5,10036,5,30,6,2,4,25,3,0,3,4.5,76,6,493
1,1.2,2,3211,3,10162,3,30,6,1,4,99,1,2,3,3.9000001,0,0,0
1,1.2,2,3211,4,10162,4,30,6,1,4,99,4,1,5,4,0,0,0
1,1.2,2,3212,5,10251,5,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3212,7,10251,7,30,6,1,4,99,4,1,5,5,0,0,0
1,1.2,2,3217,3,10026,3,33,6,1,4,36,99,99,99,0,91,26,522
1,1.2,2,3221,3,10089,3,30,6,1,4,31,2,2,4,5,78,8,509
1,1.2,2,3221,5,10089,5,30,6,1,4,31,99,99,99,0,78,8,509
1,1.2,2,3223,3,10076,3,33,6,1,4,31,6,3,9,4.5,79,8,509
1,1.2,2,3223,4,10076,4,30,6,1,4,31,5,2,7,4.5999999,79,8,509
1,1.2,2,3224,6,10100,6,30,6,1,4,24,99,99,99,9,71,3,491
1,1.2,2,3224,7,10100,7,30,6,1,4,24,99,99,99,9,70,2,491
1,1.2,2,3225,3,10115,3,30,6,1,4,23,9,9,18,4.9000001,61,0,488
1,1.2,2,3225,6,10115,6,30,6,1,4,23,99,99,99,0,61,0,488
1,1.2,2,3227,3,10134,3,30,6,1,4,21,6,0,6,5,56,0,483
1,1.2,2,3227,4,10134,4,30,6,1,4,21,6,2,8,5,56,0,483
1,1.2,2,3228,3,10067,3,30,6,1,4,26,1,4,5,5,77,6,506
1,1.2,2,3228,6,10067,6,30,6,1,4,26,99,5,99,2.9000001,77,6,506
1,1.2,2,3229,3,10098,3,30,6,1,4,29,12,5,17,4.0999999,75,5,504
1,1.2,2,3229,4,10098,4,30,6,1,4,29,99,99,99,0,75,5,504
1,1.2,2,3231,3,10332,3,30,6,1,4,33,99,99,99,0,84,14,514
1,1.2,2,3232,4,10066,4,30,6,1,4,22,1,0,1,4.8000002,72,3,494
1,1.2,2,3232,5,10066,5,30,6,1,4,22,0,0,0,4.8000002,72,3,494
1,1.2,2,3233,3,10074,3,30,6,1,4,25,0,3,3,4.8000002,65,1,493
1,1.2,2,3233,4,10074,4,30,6,1,4,25,5,0,5,4.8000002,65,1,493
1,1.2,2,3237,6,10003,6,30,6,1,4,25,11,1,12,4.4000001,72,3,493
1,1.2,2,3237,7,10003,7,30,6,1,4,25,4,0,4,4.4000001,72,3,493
1,1.2,2,3238,3,10056,3,30,6,1,4,29,2,4,6,4.9000001,87,19,515
1,1.2,2,3238,4,10056,4,30,6,1,4,29,10,4,14,4.5,87,19,515
1,1.2,2,3239,3,10071,3,30,6,1,4,29,5,2,7,4.8000002,75,5,504
1,1.2,2,3239,4,10071,4,30,6,1,4,29,99,99,99,0,75,5,504
1,1.2,2,3240,3,10099,3,30,6,1,4,99,9,2,11,5,0,0,0
1,1.2,2,3240,6,10099,6,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3242,3,10073,3,30,6,1,4,20,3,1,4,5,58,0,480
1,1.2,2,3242,4,10073,4,30,6,1,4,20,1,0,1,5,58,0,480
1,1.2,2,3243,4,10090,4,33,6,1,4,36,8,0,8,5,92,29,522
1,1.2,2,3248,4,10080,4,30,6,1,4,99,8,3,11,4,0,0,0
1,1.2,2,3248,5,10080,5,30,6,1,4,99,13,6,18,4.3000002,0,0,0
1,1.2,2,3249,4,10059,4,30,6,1,4,26,7,2,9,5,77,6,506
1,1.2,2,3249,7,10059,7,30,6,1,4,26,9,2,11,4.5999999,77,6,506
1,1.2,2,3250,3,10072,3,30,6,1,4,34,1,2,3,5,90,26,517
1,1.2,2,3250,4,10072,4,30,6,1,4,34,2,2,4,5,90,26,517
1,1.2,2,3257,3,10143,3,30,6,1,4,26,8,6,14,4.9000001,67,1,496
1,1.2,2,3257,4,10143,4,30,6,1,4,26,8,8,16,4.9000001,67,1,496
1,1.2,2,3258,4,10083,4,30,6,1,4,27,8,5,13,4,73,3,499
1,1.2,2,3258,5,10083,5,30,6,1,4,27,99,99,99,0,73,3,499
1,1.2,2,3265,3,10367,3,30,6,1,4,99,5,3,8,4.3000002,0,0,0
1,1.2,2,3265,4,10367,4,30,6,1,4,99,4,0,4,4.8000002,0,0,0
1,1.2,2,3270,2,10228,2,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3275,3,10185,3,30,6,1,4,99,5,2,7,4.1999998,0,0,0
1,1.2,2,3275,4,10185,4,30,6,1,4,99,8,4,12,3.4000001,0,0,0
1,1.2,2,3276,4,10308,4,30,6,1,4,99,99,99,99,9,0,0,0
1,1.2,2,3277,3,10358,3,30,6,1,4,99,1,0,1,5,0,0,0
1,1.2,2,3277,4,10358,4,30,6,1,4,99,0,0,0,4.5999999,0,0,0
1,1.2,2,3279,6,10270,6,70,6,1,4,99,4,3,7,4.5999999,0,0,0
1,1.2,2,3279,7,10270,7,70,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3282,5,10289,5,30,6,1,4,99,10,9,19,3.2,0,0,0
1,1.2,2,3282,7,10289,7,30,6,1,4,99,6,7,13,3.8,0,0,0
1,1.2,2,3289,3,10360,3,30,6,1,4,28,4,5,9,4.5,75,5,501
1,1.2,2,3291,3,10284,3,30,6,1,4,30,3,6,9,4.0999999,86,18,518
1,1.2,2,3294,4,10292,4,97,6,1,4,35,5,1,6,4.8000002,88,21,520
1,1.2,2,3302,3,10442,3,30,6,1,4,32,4,99,99,4.8000002,94,35,524
1,1.2,2,3302,4,10442,4,30,6,1,4,32,4,2,5,4.4000001,94,35,524
1,1.2,2,3303,7,10388,7,60,6,1,4,33,10,4,13,4.4000001,84,14,514
1,1.2,2,3308,3,10415,3,30,6,1,4,30,4,1,4,3.4000001,89,24,518
1,1.2,2,3309,3,10291,3,30,6,1,4,28,10,3,13,3.9000001,87,19,512
1,1.2,2,3309,4,10291,4,30,6,1,4,28,99,99,99,0,87,19,512
1,1.2,2,3310,3,10413,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3311,5,10405,5,30,6,1,4,99,1,0,1,5,0,0,0
1,1.2,2,3311,7,10405,7,30,6,1,4,99,2,1,3,4.5,0,0,0
1,1.2,2,3312,5,10401,5,30,6,1,4,99,0,1,1,5,0,0,0
1,1.2,2,3317,3,10390,3,30,6,2,4,99,0,0,0,5,0,0,0
1,1.2,2,3317,4,10390,4,30,6,2,4,99,0,0,0,5,0,0,0
1,1.2,2,3318,3,10313,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,3320,2,10293,2,30,6,2,4,24,8,5,13,3.9000001,80,10,500
