ER25001,ER25002,ER27711D3,ER27711E8,ER27711F1,ER27711F2,ER27711J6,ER27711L2,ER27711L4,ER27711L5,ER36001,ER36002,ER40686D3,ER40686E8,ER40686F1,ER40686F2,ER40686J6,ER40686L2,ER40686L4,ER40686L5,ER42001,ER42002,ER46670,ER46671,ER46673,ER46674,ER46681,ER46682,ER46684,ER46685
6,2757,52,45,25000,6,0,0,0,0,7,1137,52,998,35000,6,52,40,20000,6,5,4178,52,50,38000,6,52,30,12000,6
6,4523,41,999,3000,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7,3450,52,48,22000,6,0,0,0,0,5,7871,52,40,29000,6,0,0,0,0
6,3930,52,45,120000,6,52,48,37000,6,7,2049,52,45,125000,6,52,48,35000,6,5,4397,52,40,140000,6,52,43,46000,6
6,1323,52,60,120000,6,52,20,10000,6,7,7821,52,56,120000,6,0,0,0,0,5,4475,0,0,0,0,0,0,0,0
6,7000,52,68,43000,6,52,32,12000,6,7,145,52,60,36000,6,36,34,5000,6,5,3193,52,50,43000,6,52,33,8900,6
,,,,,,,,,,7,8110,52,45,33000,6,52,35,20000,6,5,7758,52,45,25000,6,52,40,17000,6
6,4843,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
6,5179,52,45,66500,6,0,0,0,0,7,3482,52,48,72000,6,0,0,0,0,5,3749,52,40,65000,6,0,0,0,0
,,,,,,,,,,7,8190,52,35,11000,6,0,0,0,0,,,,,,,,,,
6,7369,52,40,50000,6,52,70,45000,6,7,2949,52,60,50000,6,52,50,50000,6,5,3980,52,20,25000,6,52,50,160000,6
6,5611,52,40,50000,6,52,35,10000,6,,,,,,,,,,,,,,,,,,,,
6,4586,0,0,0,0,0,0,0,0,7,2920,0,0,0,0,0,0,0,0,5,763,0,0,0,0,0,0,0,0
6,3799,0,0,0,0,0,0,0,0,7,425,0,0,0,0,0,0,0,0,5,5061,0,0,0,0,0,0,0,0
6,7795,52,24,15000,6,0,0,0,0,7,701,0,0,0,0,0,0,0,0,5,5324,0,0,0,0,0,0,0,0
6,7793,52,40,9000,6,0,0,0,0,7,517,52,45,13000,6,0,0,0,0,5,6314,52,35,8000,6,0,0,0,0
6,3829,52,53,32000,6,52,40,38000,6,7,625,52,48,35000,6,52,40,40000,6,5,5847,52,50,30000,6,52,45,40000,6
6,3729,0,0,0,0,0,0,0,0,7,271,0,0,0,0,0,0,0,0,5,5580,0,0,0,0,0,0,0,0
6,5850,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7,1022,0,0,0,0,52,40,10000,6,5,4968,0,0,0,0,52,30,7800,6
6,7318,52,30,45000,6,52,35,19000,6,7,5788,52,40,57000,6,52,50,21000,6,5,3273,52,80,70000,6,52,40,21500,6
,,,,,,,,,,7,5746,52,35,24000,6,0,0,0,0,,,,,,,,,,
6,4391,52,998,50000,6,0,0,0,0,7,3253,52,60,82000,6,5,40,1100,6,5,5175,52,40,83000,6,0,0,0,0
6,6300,52,30,10000,6,52,35,21000,6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5,4386,52,35,18200,6,52,40,33000,6
6,7107,0,0,0,0,0,0,0,0,7,6441,0,0,0,0,0,0,0,0,5,1733,0,0,0,0,0,0,0,0
6,6808,52,40,100000,6,0,0,0,0,7,677,52,40,78000,6,0,0,0,0,5,2942,52,40,77881,6,0,0,0,0
6,5283,52,30,14000,6,0,0,0,0,7,919,52,30,14000,6,0,0,0,0,5,8398,52,40,28000,6,0,0,0,0
6,5229,52,60,160000,6,52,40,45000,6,7,1123,52,50,260000,6,52,35,55000,6,5,2302,52,50,280000,6,52,30,65000,6
6,6814,22,20,10000,6,52,35,59000,6,7,2098,52,30,26000,6,52,35,55000,6,5,2447,16,30,11000,6,49,30,46000,6
6,5981,52,50,44000,6,52,60,22000,6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5,8546,52,35,24000,6,52,35,12000,6
6,4957,52,48,18000,6,0,0,0,0,7,3519,52,15,15000,6,0,0,0,0,5,303,52,30,13000,6,0,0,0,0
,,,,,,,,,,,,,,,,,,,,5,1010,52,52,30000,6,0,0,0,0
6,4884,52,40,32000,6,0,0,0,0,7,3293,52,40,39000,6,0,0,0,0,5,540,27,60,14000,7,0,0,0,0
6,5754,52,42,30000,6,0,0,0,0,7,3848,52,50,41000,6,0,0,0,0,5,1361,52,62,42000,6,0,0,0,0
6,5038,52,998,99999999,9,0,0,0,0,7,3716,0,0,0,0,0,0,0,0,5,189,0,0,0,0,0,0,0,0
6,7089,52,40,99999999,9,0,0,0,0,7,3774,52,40,9999999,9,0,0,0,0,5,564,52,40,19000,6,0,0,0,0
6,5762,52,40,20000,6,0,0,0,0,7,4192,52,45,30000,6,0,0,0,0,5,3572,52,40,24000,6,0,0,0,0
6,4323,52,998,99999999,9,52,40,30000,6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7,3533,99,998,9999999,9,49,60,24000,6,,,,,,,,,,
6,5221,0,0,0,0,0,0,0,0,7,3205,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
6,2023,52,15,23000,6,52,40,38000,6,7,6745,0,0,0,0,0,0,0,0,5,7284,0,0,0,0,0,0,0,0
6,1314,52,50,95000,6,0,0,0,0,7,3340,52,60,190000,6,18,25,2500,6,5,8588,52,50,9999999,9,0,0,0,0
6,838,45,45,48000,6,0,0,0,0,7,5445,52,40,21000,6,0,0,0,0,5,7595,52,40,25000,6,0,0,0,0
,,,,,,,,,,7,7679,52,60,98000,6,0,0,0,0,5,7673,52,65,95000,6,0,0,0,0
6,2073,0,0,0,0,0,0,0,0,7,3189,13,76,9999999,9,13,76,9999999,9,5,1593,0,0,0,0,0,0,0,0
6,6960,0,0,0,0,0,0,0,0,7,5981,0,0,0,0,0,0,0,0,5,1973,0,0,0,0,0,0,0,0
6,5090,52,52,44000,6,52,45,42500,6,7,5577,52,55,49800,6,52,46,50000,6,5,1937,52,48,46000,6,52,40,46000,6
6,6578,52,40,75000,6,0,0,0,0,7,4251,52,47,56000,6,0,0,0,0,5,1304,52,43,56000,6,0,0,0,0
6,4016,52,48,55000,6,0,0,0,0,7,5433,52,48,64000,6,52,42,33000,6,5,2629,52,50,65000,6,52,44,30000,6
6,4214,52,40,36500,6,52,50,80000,6,7,4551,52,40,39000,6,52,46,103000,6,5,2969,52,40,36000,6,52,45,85000,6
6,5598,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
6,5869,13,40,6000,6,52,50,31000,6,7,6345,52,40,22000,6,52,50,40000,6,5,6224,99,40,38844,6,52,60,42500,6
6,5071,52,40,47000,6,52,40,27000,6,,,,,,,,,,,,,,,,,,,,
6,516,0,0,0,0,0,0,0,0,7,3298,0,0,0,0,0,0,0,0,5,5042,0,0,0,0,0,0,0,0
6,2119,52,45,99999999,9,26,40,50000,6,7,2177,52,50,9999999,9,0,0,0,0,5,4747,52,25,100000,6,0,0,0,0
6,3077,52,40,72000,6,52,40,38000,6,7,8076,52,42,91500,6,52,26,59488,6,5,7190,52,40,93600,6,52,26,60800,6
6,645,0,0,0,0,0,0,0,0,7,3607,0,0,0,0,0,0,0,0,5,1702,0,0,0,0,0,0,0,0
6,432,52,40,114000,6,52,10,18000,6,7,4266,52,40,132000,6,0,0,0,0,5,2150,52,40,124000,6,0,0,0,0
,,,,,,,,,,,,,,,,,,,,5,4620,0,0,0,0,52,40,41000,6
6,6899,49,40,9600,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,
6,2671,52,40,24000,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,
6,3285,52,40,12000,6,52,38,23000,6,7,4052,52,45,26000,6,52,38,30000,6,5,4543,52,40,39000,6,52,36,29000,6
6,1089,52,40,41000,6,0,0,0,0,7,6071,52,40,41000,6,0,0,0,0,,,,,,,,,,
,,,,,,,,,,7,6883,52,40,9999999,9,52,40,25000,6,5,7433,52,40,45000,6,42,40,15000,6
,,,,,,,,,,,,,,,,,,,,5,7036,52,40,29000,6,52,72,30000,6
6,1798,52,60,38000,6,52,45,27000,6,7,7057,52,50,38000,6,52,40,32000,6,5,1978,52,60,50000,6,52,40,30000,6
6,2329,52,50,100000,6,52,40,20000,6,7,6464,52,50,80000,6,52,40,22000,6,5,1778,52,60,100000,6,52,40,36000,6
6,5819,52,60,34000,6,52,40,32000,6,7,8101,52,50,40000,6,52,40,30000,6,5,1684,52,30,68000,6,52,40,40000,6
6,1956,49,25,8000,6,13,20,99999999,9,7,7919,52,40,20000,6,52,30,15000,6,5,6899,52,40,24000,6,0,0,0,0
6,668,0,0,0,0,0,0,0,0,7,4772,0,0,0,0,0,0,0,0,5,4066,0,0,0,0,0,0,0,0
6,1338,0,0,0,0,0,0,0,0,7,3707,0,0,0,0,0,0,0,0,5,608,0,0,0,0,0,0,0,0
6,3099,52,60,110000,6,52,2,1340,6,7,3240,52,55,80000,6,0,0,0,0,5,1030,52,55,73000,6,52,30,500,6
6,2661,52,50,100000,6,52,40,45000,6,7,4634,52,55,115000,6,52,45,60000,6,5,7072,52,50,200000,6,52,40,60000,6
6,7402,52,60,70000,6,52,45,85000,6,7,5066,52,60,9999999,9,52,45,100000,6,5,4984,52,50,150000,6,52,45,125000,6
6,1867,0,0,0,0,0,0,0,0,7,3872,0,0,0,0,0,0,0,0,5,309,0,0,0,0,0,0,0,0
6,2770,52,40,48000,6,52,55,100000,6,7,2054,52,50,47000,6,52,50,91400,6,5,1873,52,43,47000,6,52,57,73000,6
6,2425,52,52,40000,6,52,50,36000,6,7,5606,52,50,46000,6,52,46,44000,6,5,4219,52,48,50000,6,52,45,48000,6
6,2935,52,50,155000,6,18,24,4000,6,7,371,52,50,185000,6,52,24,18000,6,5,3655,52,50,211000,6,52,45,37000,6
,,,,,,,,,,7,3310,52,15,6000,6,0,0,0,0,5,2377,52,40,25097,6,0,0,0,0
6,4251,0,0,0,0,0,0,0,0,7,789,0,0,0,0,0,0,0,0,5,7983,0,0,0,0,0,0,0,0
6,4624,52,35,15000,6,0,0,0,0,7,6138,52,30,15000,6,0,0,0,0,5,8040,52,30,14500,6,0,0,0,0
6,7355,17,20,4000,6,52,50,8000,6,7,4916,12,998,2500,6,26,30,5300,6,5,5182,52,70,21000,6,0,0,0,0
,,,,,,,,,,7,7185,9,20,1000,6,0,0,0,0,5,7866,52,30,8000,6,0,0,0,0
6,2405,52,35,99999999,9,52,35,13500,6,7,3722,0,0,0,0,52,35,13000,6,5,6610,52,30,7000,6,52,35,13800,6
6,5454,52,45,36000,6,52,20,32000,6,7,6399,52,55,45000,6,52,25,29000,6,,,,,,,,,,
6,1155,52,40,32000,6,52,26,12000,6,7,6880,52,40,40000,6,52,16,8200,6,5,7545,52,45,43000,6,52,25,14000,6
6,6320,0,0,0,0,51,15,9500,6,7,3878,52,40,25000,6,52,15,7000,6,5,3809,52,45,36000,6,0,0,0,0
6,1196,52,40,25000,6,0,0,0,0,7,3363,52,40,12941,6,0,0,0,0,5,8371,52,38,17000,6,0,0,0,0
6,2273,0,0,0,0,0,0,0,0,7,3919,38,35,21200,6,29,30,9999999,9,5,5779,52,35,25000,6,0,0,0,0
,,,,,,,,,,7,7388,99,40,1000,6,0,0,0,0,5,610,0,0,0,0,0,0,0,0
6,7047,52,40,56000,6,50,40,45000,6,7,3261,52,38,45000,6,52,45,68900,6,5,2448,52,32,42000,6,52,50,80000,6
6,7273,52,55,38000,6,52,40,68000,6,7,6515,52,50,40000,6,52,40,45000,6,5,7996,52,50,45000,6,52,40,65000,6
6,3290,52,60,48000,6,0,0,0,0,7,4921,49,45,50000,6,0,0,0,0,5,1513,52,40,62000,6,0,0,0,0
6,2358,52,50,75000,6,40,4,26000,6,7,4222,52,50,85000,6,0,0,0,0,5,1068,45,30,28000,6,0,0,0,0
6,3848,52,40,50000,6,52,40,26000,6,7,7602,52,60,36000,6,52,40,30000,6,5,8155,52,40,30000,6,52,50,20000,6
6,3170,52,40,36000,6,32,40,17000,6,,,,,,,,,,,,,,,,,,,,
6,1611,52,40,20000,6,52,45,30000,6,7,4187,52,45,20000,6,52,50,30000,6,5,8578,52,40,30000,6,52,40,36000,6
6,1775,52,48,36000,6,52,45,30000,6,7,4311,52,40,35000,6,48,40,29000,6,5,4415,52,35,17000,6,52,35,16000,6
6,119,26,40,76000,6,0,0,0,0,7,3297,52,20,900,6,0,0,0,0,5,5243,0,0,0,0,0,0,0,0
6,2101,52,40,40000,6,0,0,0,0,7,3819,52,40,52000,6,0,0,0,0,,,,,,,,,,
6,1359,52,45,40000,6,0,0,0,0,7,3983,52,45,43000,6,0,0,0,0,5,4120,52,40,9999999,9,0,0,0,0
6,3867,52,65,65000,6,52,60,31000,6,7,5517,52,60,65000,6,52,55,36000,6,5,7912,52,50,80000,6,52,60,45000,6
,,,,,,,,,,,,,,,,,,,,5,7760,99,20,15000,6,52,40,50000,6
6,1218,18,25,3500,6,0,0,0,0,7,964,52,26,5890,6,0,0,0,0,5,107,99,20,1000,6,0,0,0,0
6,37,52,40,18000,6,0,0,0,0,7,1161,52,20,19040,6,0,0,0,0,5,2404,52,40,25000,6,0,0,0,0
6,3918,52,60,78000,6,52,20,25000,6,7,1306,52,45,43464,6,52,3,18020,5,5,2507,52,35,48000,6,52,25,30000,6
6,3777,0,0,0,0,0,0,0,0,7,471,0,0,0,0,52,2,525,6,5,88,0,0,0,0,18,4,300,6
6,6191,52,47,30000,6,52,40,19000,6,7,1991,52,50,40000,6,52,40,21000,6,5,2016,52,48,41000,6,52,40,21000,6
6,5538,52,75,50000,6,0,0,0,0,7,5090,52,70,22000,6,0,0,0,0,5,3125,52,80,48000,6,0,0,0,0
6,676,52,998,10000,6,52,40,26000,6,7,3594,52,20,10000,6,52,40,26000,6,5,1723,0,0,0,0,30,40,60000,6
6,7742,52,60,75000,6,52,37,28000,6,,,,,,,,,,,,,,,,,,,,
6,2505,52,85,39000,6,52,40,60000,6,7,5527,52,60,200000,6,0,0,0,0,5,3906,52,60,250000,6,52,30,18000,6
,,,,,,,,,,7,6353,0,0,0,0,0,0,0,0,5,8475,51,50,30000,6,0,0,0,0
6,2480,52,45,102000,6,52,32,22000,6,7,5804,52,44,85000,6,52,24,25000,6,5,1571,52,48,93000,6,52,30,25000,6
6,7136,0,0,0,0,0,0,0,0,7,1814,0,0,0,0,0,0,0,0,,,,,,,,,,
6,7565,52,70,15000,6,52,40,15000,6,7,7866,52,70,15000,6,52,50,22000,6,5,5819,52,80,30000,6,52,45,16000,6
6,7362,52,16,31500,6,0,0,0,0,7,7577,52,45,38000,6,0,0,0,0,5,5910,52,45,76000,6,39,30,15000,6
6,7609,0,0,0,0,0,0,0,0,7,2022,52,30,28000,6,8,15,275,6,5,5247,52,37,28000,6,23,32,5000,6
6,7327,52,50,58000,6,30,40,42000,6,7,4973,52,55,60000,6,52,40,34000,6,5,5424,52,55,65000,6,52,45,54000,6
6,2219,0,0,0,0,0,0,0,0,7,3445,0,0,0,0,0,0,0,0,5,5317,0,0,0,0,0,0,0,0
6,4791,52,40,53000,6,52,50,40000,6,7,4495,52,40,59000,6,52,45,45000,6,5,7013,52,40,64000,6,52,40,35000,6
6,5246,52,50,50000,6,36,25,4000,6,7,3601,52,55,57000,6,0,0,0,0,5,6966,52,45,66000,6,0,0,0,0
6,1051,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
6,1792,0,0,0,0,52,48,99999999,9,7,4233,0,0,0,0,52,40,22000,6,5,2156,0,0,0,0,52,40,27000,6
6,1711,52,40,31000,6,52,50,99999999,9,7,5947,52,40,37000,6,52,40,21000,6,5,7281,52,40,45000,6,52,40,23000,6
6,6440,52,40,30000,6,52,30,11000,6,7,7733,52,48,35000,6,0,0,0,0,5,8405,52,60,59000,6,0,0,0,0
6,6873,52,44,18000,6,0,0,0,0,7,5300,52,40,24000,6,52,41,5200,6,5,8406,52,40,48000,6,99,40,5200,6
,,,,,,,,,,7,6376,52,37,13000,6,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5,7666,52,70,9999999,9,49,32,11000,6
6,6048,0,0,0,0,0,0,0,0,7,4002,0,0,0,0,0,0,0,0,5,5579,0,0,0,0,0,0,0,0
,,,,,,,,,,7,5168,52,56,30000,6,0,0,0,0,5,5724,52,56,30000,6,0,0,0,0
6,6689,52,40,8483648,6,52,40,31200,6,7,8233,52,20,144000,6,0,0,0,0,5,8407,52,60,180000,6,0,0,0,0
6,5695,52,47,41000,6,52,37,37900,6,7,7076,52,49,50000,6,52,37,32000,6,5,5980,52,50,44000,6,52,37,41000,6
,,,,,,,,,,7,6923,52,65,30200,6,0,0,0,0,5,6627,52,60,40000,6,0,0,0,0
,,,,,,,,,,,,,,,,,,,,5,7661,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,5,7461,52,38,9999999,9,0,0,0,0
6,6222,52,48,30000,6,52,45,28000,6,7,7248,0,0,0,0,0,0,0,0,,,,,,,,,,
6,5586,52,45,25000,6,0,0,0,0,7,7791,52,45,35000,6,0,0,0,0,,,,,,,,,,
6,1180,21,40,26000,6,52,24,33000,6,7,1843,43,40,54000,6,52,40,17000,6,5,4229,0,0,0,0,52,28,16000,6
6,6877,52,40,60000,6,52,40,95000,6,7,8174,0,0,0,0,52,40,105000,6,5,7778,52,45,45000,6,52,40,140000,6
6,1856,52,65,45000,6,0,0,0,0,7,7083,52,50,120000,6,52,22,17000,6,5,7616,52,50,120000,6,52,50,51000,6
6,7073,52,42,80000,6,52,45,38000,6,7,6811,52,42,70000,6,52,45,50000,6,5,6704,52,42,130000,6,52,45,50000,6
6,7732,52,50,90000,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,
6,3232,52,75,130000,6,0,0,0,0,7,760,52,65,163000,6,0,0,0,0,5,3735,52,60,140000,6,0,0,0,0
6,7365,52,70,550000,6,0,0,0,0,7,7974,52,60,250000,6,0,0,0,0,5,6839,52,50,175000,6,0,0,0,0
6,7803,52,65,65000,6,52,50,175000,6,7,8161,52,90,100000,6,52,60,175000,6,5,6926,52,90,90000,6,99,55,90000,6
6,2975,52,32,15700,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,
6,4054,42,25,12000,6,0,0,0,0,7,5473,52,35,15000,6,0,0,0,0,,,,,,,,,,
6,4871,52,42,33000,6,0,0,0,0,7,1107,52,42,40000,6,0,0,0,0,5,3503,52,40,61000,6,0,0,0,0
,,,,,,,,,,7,955,52,40,9999999,9,39,28,9000,6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5,6714,52,60,19500,6,52,50,9999999,9
,,,,,,,,,,,,,,,,,,,,5,8727,52,50,40000,6,0,0,0,0
6,5,0,0,0,0,0,0,0,0,7,3457,0,0,0,0,0,0,0,0,5,3953,0,0,0,0,0,0,0,0
6,446,0,0,0,0,0,0,0,0,7,4325,0,0,0,0,0,0,0,0,5,5330,0,0,0,0,0,0,0,0
6,4122,52,45,80000,6,0,0,0,0,7,4966,52,40,95000,6,0,0,0,0,5,6092,52,40,115000,6,0,0,0,0
6,1416,52,45,29000,6,52,15,18800,6,7,4020,52,40,40000,6,99,20,46000,6,5,6662,52,40,40098,6,52,35,4642,6
6,5863,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5,307,0,0,0,0,0,0,0,0
6,6426,52,40,99999999,9,0,0,0,0,7,2212,52,40,9999999,9,0,0,0,0,5,188,52,40,9999999,9,0,0,0,0
6,5560,52,40,23000,6,52,43,37000,6,7,1877,49,45,29000,6,52,45,48000,6,5,982,52,45,38000,6,52,45,56000,6
,,,,,,,,,,,,,,,,,,,,5,7686,52,40,9000,6,0,0,0,0
6,4037,0,0,0,0,0,0,0,0,7,1730,0,0,0,0,0,0,0,0,,,,,,,,,,
6,5913,52,42,18000,6,0,0,0,0,7,2721,52,50,22000,6,0,0,0,0,,,,,,,,,,
6,4258,52,60,27000,6,52,40,37500,6,7,2006,52,40,21000,6,52,40,40000,6,5,4748,52,40,23000,6,52,40,40000,6
,,,,,,,,,,,,,,,,,,,,5,1454,52,40,32000,6,52,40,30000,6
6,4815,52,38,14000,6,0,0,0,0,7,1836,52,37,10000,6,0,0,0,0,5,4643,0,0,0,0,0,0,0,0
6,4132,52,40,35000,6,52,30,10000,6,7,3777,52,45,12000,6,52,40,9000,6,5,1476,52,42,30000,6,52,30,10000,6
6,5823,52,40,99999999,9,0,0,0,0,7,1098,52,40,9999999,9,0,0,0,0,5,5342,52,40,9999999,9,0,0,0,0
,,,,,,,,,,,,,,,,,,,,5,7127,52,70,39000,6,0,0,0,0
6,2956,52,50,53000,6,0,0,0,0,7,5251,17,40,5000,6,0,0,0,0,5,7193,52,55,27000,6,0,0,0,0
6,7485,52,51,43000,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,
6,3864,52,43,70000,6,52,20,10400,6,,,,,,,,,,,,,,,,,,,,
6,2607,0,0,0,0,52,40,25000,6,7,2101,0,0,0,0,52,45,28500,6,5,3988,0,0,0,0,52,49,38500,6
6,5534,22,40,9000,6,32,40,18000,6,7,5023,52,20,3000,6,52,30,11000,6,5,4034,0,0,0,0,52,32,11000,6
6,5843,44,40,24000,6,26,40,7000,6,7,4241,52,40,6000,6,52,35,12000,6,5,4588,52,40,32000,6,35,40,1000,6
6,4237,52,40,69000,6,0,0,0,0,7,2990,52,45,40000,6,52,40,36300,6,5,7295,52,40,40000,6,52,40,28000,6
6,4801,52,60,1500,4,52,45,20000,6,7,3083,52,65,50000,6,52,45,35000,6,5,3169,52,52,55000,6,52,40,35000,6
6,4721,39,2,11000,6,0,0,0,0,7,7637,52,40,18500,6,27,30,6000,6,5,8415,52,30,20000,6,0,0,0,0
6,7532,52,35,8000,6,0,0,0,0,7,8157,52,30,15000,6,0,0,0,0,5,7693,52,40,20000,6,0,0,0,0
6,3685,52,60,19000,6,0,0,0,0,7,3155,49,40,24000,6,0,0,0,0,5,8231,22,60,15000,6,0,0,0,0
6,4130,52,40,22000,6,52,40,20000,6,7,2490,52,40,26000,6,52,40,24000,6,5,8286,52,45,36000,6,52,47,39800,6
6,2407,0,0,0,0,0,0,0,0,7,5472,0,0,0,0,0,0,0,0,5,2718,0,0,0,0,0,0,0,0
6,2204,52,40,57000,6,0,0,0,0,7,4781,52,40,59000,6,0,0,0,0,5,2028,52,40,71000,6,0,0,0,0
6,6915,52,40,42000,6,0,0,0,0,,,,,,,,,,,5,8712,52,40,49000,6,0,0,0,0
6,1112,17,40,6690,6,0,0,0,0,,,,,,,,,,,5,2082,52,65,32000,6,0,0,0,0
,,,,,,,,,,7,3220,52,30,38680,6,52,60,25000,6,,,,,,,,,,
6,96,52,33,8000,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,
6,5370,52,60,24000,6,0,0,0,0,7,1553,52,60,22800,6,0,0,0,0,5,2874,52,60,27000,6,0,0,0,0
6,5568,52,48,110000,6,52,45,62000,6,7,2503,52,50,135000,6,52,50,72000,6,5,659,52,50,120000,6,52,50,73000,6
6,6462,52,40,18000,6,52,40,45000,5,7,7833,52,40,34000,6,52,40,52000,6,5,3766,52,42,33000,6,0,0,0,0
6,7352,52,45,36000,6,52,40,48000,6,,,,,,,,,,,5,3737,52,44,22000,6,52,38,52000,6
6,7053,52,65,69000,6,52,45,24000,6,7,4515,52,45,49000,6,52,42,27000,6,5,8501,52,50,16000,6,51,40,15000,6
6,7987,52,40,17000,6,52,40,17000,6,7,7834,52,43,30000,6,52,40,20000,6,5,8156,52,60,9999999,9,52,50,9999999,9
,,,,,,,,,,7,6865,52,35,45000,6,0,0,0,0,,,,,,,,,,
6,5660,52,40,30000,6,52,40,16000,6,7,4609,52,40,35000,6,0,0,0,0,,,,,,,,,,
6,1546,39,45,150000,6,0,0,0,0,7,3755,52,55,149000,6,0,0,0,0,5,996,52,50,144000,6,52,10,0,6
6,2705,52,46,42578,6,52,40,15306,6,7,1878,52,47,56900,6,52,40,12356,6,5,3072,52,50,52315,6,52,40,26480,6
6,6371,52,40,27000,6,0,0,0,0,7,1508,52,40,33600,6,0,0,0,0,5,4633,52,50,75000,6,0,0,0,0
6,6397,52,40,24000,6,52,20,7000,6,7,2762,52,40,27846,6,52,15,13000,6,5,5472,52,50,28000,6,0,0,0,0
6,3667,52,45,28600,6,0,0,0,0,7,3422,52,40,35000,6,0,0,0,0,5,2449,52,50,40000,6,0,0,0,0
6,4796,52,50,30000,6,52,20,24000,6,7,1699,52,50,41000,6,52,16,23000,6,5,1906,52,55,42000,6,52,6,20000,6
6,2619,52,50,154000,6,0,0,0,0,7,2342,52,50,162000,6,0,0,0,0,5,1820,52,40,185000,6,52,30,18000,6
6,4825,52,60,6000,6,0,0,0,0,7,1108,52,80,10000,6,0,0,0,0,5,2855,52,55,5400,6,0,0,0,0
6,5811,52,50,41000,6,0,0,0,0,7,1490,52,45,42000,6,0,0,0,0,5,4116,52,45,63000,6,0,0,0,0
6,5068,52,50,70000,6,52,35,3000,6,7,2858,52,50,93000,6,52,30,3000,6,5,3369,52,40,87000,6,52,30,9999999,9
6,452,0,0,0,0,0,0,0,0,7,583,0,0,0,0,0,0,0,0,5,1716,0,0,0,0,0,0,0,0
6,2448,52,40,50000,6,52,50,52000,6,7,2750,52,44,24000,6,52,60,57000,6,5,2329,52,44,37000,6,52,50,62000,6
,,,,,,,,,,7,5485,52,25,5000,6,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5,2839,52,40,40000,6,52,50,9999999,9
6,5039,52,40,15500,6,0,0,0,0,7,1265,52,40,18000,6,0,0,0,0,5,3186,52,40,28000,6,0,0,0,0
,,,,,,,,,,7,4195,52,40,18000,6,0,0,0,0,5,1537,52,40,26767,6,0,0,0,0
6,919,0,0,0,0,52,40,18000,6,7,4379,0,0,0,0,52,40,21000,6,5,3942,0,0,0,0,52,40,23500,6
6,1748,0,0,0,0,0,0,0,0,7,2781,0,0,0,0,0,0,0,0,,,,,,,,,,
6,1852,52,60,18000,6,0,0,0,0,7,4420,22,70,15000,6,0,0,0,0,5,3932,52,85,24000,6,0,0,0,0
,,,,,,,,,,,,,,,,,,,,5,5504,52,40,1000,6,0,0,0,0
6,1054,52,40,32500,6,52,25,12000,6,7,3270,52,40,40000,6,52,40,40000,6,5,2326,52,40,40000,6,52,40,45000,6
,,,,,,,,,,7,4637,40,40,20000,6,0,0,0,0,5,6935,52,45,45000,6,0,0,0,0
6,698,52,40,15000,6,0,0,0,0,7,2753,99,40,23000,6,0,0,0,0,5,5441,52,40,30000,6,0,0,0,0
6,1752,14,60,12500,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7,5604,0,0,0,0,0,0,0,0,5,6952,52,35,5000,6,0,0,0,0
6,1904,52,40,40000,6,52,40,13000,6,,,,,,,,,,,,,,,,,,,,
6,6494,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7,8180,0,0,0,0,0,0,0,0,5,6593,0,0,0,0,0,0,0,0
6,1315,52,40,23960,6,5,8,1651,6,7,2969,52,40,25000,6,15,8,500,6,5,2380,52,40,29000,6,52,32,12000,6
6,1131,0,0,0,0,0,0,0,0,7,2576,32,998,1000,6,0,0,0,0,5,4036,26,5,9999999,9,0,0,0,0
6,7839,0,0,0,0,52,43,30000,6,,,,,,,,,,,,,,,,,,,,
6,2305,52,40,25000,6,52,40,10000,6,7,3157,52,45,10000,6,26,30,1500,6,5,3869,52,32,10000,6,35,32,7000,6
6,2062,0,0,0,0,0,0,0,0,7,6181,0,0,0,0,0,0,0,0,5,4424,0,0,0,0,0,0,0,0
