"","KID","LW_std","LW_raw","PC_std","PC_raw","AP_std","AP_raw","DigSpan","BPE","BPN","year"
"5031",2282178,107,33,114,19,91,24,10,5,1,2002
"5032",2285036,95,44,96,25,114,42,14,7,8,2002
"5033",2285037,143,53,115,27,134,42,16,6,3,2002
"5034",2288033,120,54,111,33,116,49,21,4,2,2002
"5035",2288034,125,53,118,32,118,45,18,8,5,2002
"5036",2292036,NA,NA,NA,NA,NA,NA,NA,8,8,2002
"5037",2297034,109,22,112,10,107,23,12,11,6,2002
"5038",2299033,99,52,98,31,116,51,17,2,0,2002
"5039",2299034,122,54,106,33,111,47,11,9,12,2002
"5040",2299035,100,50,92,26,100,42,14,3,1,2002
"5041",2299036,103,50,98,28,118,47,19,0,0,2002
"5042",2302043,96,47,95,26,93,37,15,10,4,2002
"5043",2302047,109,43,117,26,127,38,17,10,2,2002
"5044",2302048,94,35,102,20,100,30,10,4,4,2002
"5045",2302049,97,37,112,23,108,32,10,4,3,2002
"5046",2302050,84,25,85,11,83,23,10,8,6,2002
"5047",2302051,122,38,124,22,104,27,10,4,0,2002
"5048",2302052,110,21,88,2,124,26,12,4,1,2002
"5049",2302053,66,8,NA,NA,46,8,2,16,7,2002
"5050",2302194,87,45,86,25,85,35,17,3,1,2002
"5051",2302198,96,47,85,22,96,38,14,7,0,2002
"5052",2302199,54,23,59,11,83,31,11,13,5,2002
"5053",2304032,137,53,118,30,122,41,15,3,3,2002
"5054",2304033,131,46,122,25,123,33,17,1,2,2002
"5055",2311031,92,49,93,29,87,38,9,12,7,2002
"5056",2311032,98,51,100,32,99,44,16,14,4,2002
"5057",2311033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5058",2311034,94,46,92,25,91,36,11,16,14,2002
"5059",2311035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5060",2323032,99,41,106,25,123,40,12,4,2,2002
"5061",2323033,115,43,134,30,114,33,20,5,1,2002
"5062",2323034,111,26,119,15,93,21,9,12,5,2002
"5063",2326036,96,24,97,11,77,18,8,6,5,2002
"5064",2326037,109,17,NA,NA,93,16,6,11,5,2002
"5065",2330031,109,49,83,19,117,44,12,12,8,2002
"5066",2330032,97,38,99,20,119,36,11,8,5,2002
"5067",2335032,134,50,114,24,139,41,11,3,1,2002
"5068",2341031,91,46,88,25,83,33,17,2,2,2002
"5069",2341032,108,48,98,25,110,40,18,0,0,2002
"5070",2341033,89,40,88,21,93,34,15,3,4,2002
"5071",2341034,98,40,88,17,104,34,17,14,7,2002
"5072",2352031,91,42,116,31,113,42,18,7,3,2002
"5073",2352032,96,37,93,17,84,26,8,11,4,2002
"5074",2353030,105,53,103,33,102,46,20,4,2,2002
"5075",2353035,107,47,104,27,116,41,22,1,0,2002
"5076",2354034,96,47,97,27,94,37,19,3,7,2002
"5077",2354035,96,47,95,26,96,38,14,10,4,2002
"5078",2354036,114,41,104,19,101,29,16,12,5,2002
"5079",2355033,99,44,96,24,113,40,17,10,1,2002
"5080",2355176,109,50,106,29,106,41,16,8,5,2002
"5081",2379031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5082",2379032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5083",2379033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5084",2383173,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5085",2383174,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5086",2392032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5087",2392033,97,46,97,26,114,44,16,7,4,2002
"5088",2392034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5089",2392035,99,44,97,24,121,42,16,2,2,2002
"5090",2392036,94,36,95,18,119,36,8,2,2,2002
"5091",2392037,113,33,108,16,123,30,13,3,2,2002
"5092",2393030,115,44,114,24,124,37,13,0,0,2002
"5093",2393031,151,47,130,23,118,29,10,1,0,2002
"5094",2397037,116,36,118,21,127,31,17,3,2,2002
"5095",2397038,86,12,NA,NA,94,18,10,11,8,2002
"5096",2409031,88,47,94,30,88,38,20,9,2,2002
"5097",2409032,66,34,65,17,64,26,10,11,7,2002
"5098",2409033,103,51,136,38,128,52,17,4,1,2002
"5099",2409175,84,36,94,23,95,34,16,8,6,2002
"5100",2410031,95,46,99,29,106,42,14,13,9,2002
"5101",2410032,96,43,99,25,93,33,13,6,6,2002
"5102",2410033,85,13,0,NA,98,20,8,7,2,2002
"5103",2411171,96,49,119,35,103,44,17,3,1,2002
"5104",2411172,96,41,105,27,124,41,13,7,3,2002
"5105",2411173,99,49,95,27,123,49,17,1,0,2002
"5106",2411174,78,29,88,17,122,39,11,5,2,2002
"5107",2412033,107,24,108,11,101,23,9,10,3,2002
"5108",2416034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5109",2416035,94,46,94,26,93,37,15,5,5,2002
"5110",2416036,113,41,123,25,83,24,10,5,3,2002
"5111",2417175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5112",2417176,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5113",2418034,109,47,120,31,107,38,16,3,3,2002
"5114",2422035,NA,NA,NA,NA,NA,NA,NA,11,9,2002
"5115",2422036,NA,NA,NA,NA,NA,NA,NA,8,6,2002
"5116",2427034,152,56,128,38,109,47,27,3,3,2002
"5117",2427035,148,54,127,32,123,40,24,0,3,2002
"5118",2432038,60,27,71,16,82,31,9,16,10,2002
"5119",2432041,108,46,100,25,110,38,14,15,9,2002
"5120",2432042,122,49,94,21,95,32,14,17,12,2002
"5121",2432044,98,38,106,22,100,31,15,12,11,2002
"5122",2432046,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5123",2432047,NA,NA,NA,NA,NA,NA,NA,13,6,2002
"5124",2432048,53,13,63,5,73,20,9,3,7,2002
"5125",2432052,75,17,76,6,87,23,11,0,0,2002
"5126",2432053,132,39,125,20,105,26,13,12,8,2002
"5127",2432054,NA,NA,NA,NA,NA,NA,NA,8,2,2002
"5128",2432055,59,6,85,2,69,13,6,9,1,2002
"5129",2432187,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5130",2434031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5131",2434032,63,31,91,26,95,40,11,5,2,2002
"5132",2435031,103,50,113,33,90,35,15,8,7,2002
"5133",2435032,107,49,108,30,104,40,15,3,0,2002
"5134",2435034,89,24,97,14,114,28,9,0,0,2002
"5135",2435035,96,20,98,9,91,21,10,5,2,2002
"5136",2435036,82,12,0,NA,90,18,8,0,0,2002
"5137",2436036,101,52,109,34,106,46,20,0,0,2002
"5138",2436037,111,46,109,27,94,32,16,7,3,2002
"5139",2441031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5140",2441032,95,50,93,29,101,45,22,6,2,2002
"5141",2441034,81,42,88,26,81,33,20,12,3,2002
"5142",2441035,95,48,89,25,79,31,18,8,9,2002
"5143",2441037,95,17,93,5,97,21,12,9,0,2002
"5144",2443030,131,55,99,30,109,46,29,10,6,2002
"5145",2443031,94,42,96,24,94,34,21,12,12,2002
"5146",2443033,88,32,88,15,100,31,12,13,7,2002
"5147",2443179,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5148",2461031,109,41,103,20,118,34,11,12,8,2002
"5149",2461032,81,9,95,1,100,18,8,2,0,2002
"5150",2461033,81,9,0,NA,80,13,6,7,2,2002
"5151",2461173,105,42,103,23,103,33,15,3,2,2002
"5152",2464032,102,22,109,12,77,17,10,9,4,2002
"5153",2468030,97,41,113,28,113,38,18,4,1,2002
"5154",2468031,103,38,122,25,120,34,9,8,5,2002
"5155",2469032,106,50,88,24,99,39,19,5,8,2002
"5156",2473030,148,56,115,35,123,52,21,2,0,2002
"5157",2473032,134,53,118,31,124,44,23,2,0,2002
"5158",2474034,103,14,NA,NA,112,20,5,4,1,2002
"5159",2478031,132,55,105,31,91,37,20,3,1,2002
"5160",2478032,92,44,94,25,91,35,15,8,2,2002
"5161",2485032,87,45,98,31,117,50,13,3,2,2002
"5162",2485034,NA,NA,NA,NA,NA,NA,NA,7,3,2002
"5163",2485035,112,46,111,27,118,39,11,12,6,2002
"5164",2485036,NA,NA,NA,NA,NA,NA,NA,10,2,2002
"5165",2486034,99,40,113,26,101,33,14,0,1,2002
"5166",2490034,109,22,89,3,92,19,9,4,10,2002
"5167",2492030,99,51,103,32,100,44,21,5,5,2002
"5168",2501031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5169",2501032,NA,NA,NA,NA,NA,NA,NA,12,7,2002
"5170",2501033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5171",2501034,NA,NA,NA,NA,NA,NA,NA,11,7,2002
"5172",2502033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5173",2502035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5174",2502036,104,47,97,26,98,36,13,9,1,2002
"5175",2502037,118,31,124,18,91,21,10,6,2,2002
"5176",2506178,59,31,63,17,88,38,9,5,0,2002
"5177",2509035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5178",2509036,113,54,111,35,138,57,20,7,7,2002
"5179",2509037,150,56,120,35,166,59,25,3,2,2002
"5180",2509038,109,50,117,32,97,38,16,4,4,2002
"5181",2509039,116,50,128,34,146,51,20,7,4,2002
"5182",2509040,NA,NA,NA,NA,NA,NA,NA,4,1,2002
"5183",2509041,118,47,118,28,156,48,16,3,3,2002
"5184",2509042,144,45,135,25,138,34,12,0,1,2002
"5185",2509043,NA,NA,NA,NA,NA,NA,NA,2,1,2002
"5186",2510033,NA,NA,NA,NA,NA,NA,NA,0,2,2002
"5187",2510034,126,50,126,31,127,41,18,3,2,2002
"5188",2510035,NA,NA,NA,NA,NA,NA,NA,2,0,2002
"5189",2510036,117,37,123,22,113,29,15,1,0,2002
"5190",2515038,104,41,99,21,109,34,14,4,3,2002
"5191",2515040,NA,NA,NA,NA,NA,NA,NA,1,0,2002
"5192",2515041,95,31,110,19,94,26,12,9,2,2002
"5193",2516031,96,51,90,28,94,42,16,8,2,2002
"5194",2516032,114,52,97,27,118,46,21,7,3,2002
"5195",2516033,110,44,114,26,99,32,13,15,4,2002
"5196",2518033,92,44,90,23,90,34,14,4,1,2002
"5197",2518176,97,32,109,19,100,28,9,6,1,2002
"5198",2524030,111,17,NA,NA,120,22,11,3,0,2002
"5199",2524031,108,18,106,5,100,19,10,5,0,2002
"5200",2525030,142,45,121,22,123,30,16,4,1,2002
"5201",2525177,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5202",2526033,78,40,96,29,100,43,13,3,6,2002
"5203",2526034,108,48,107,28,104,38,18,9,4,2002
"5204",2526035,93,18,NA,NA,85,19,12,3,1,2002
"5205",2529031,77,14,86,5,96,23,11,5,3,2002
"5206",2530037,100,49,95,27,109,44,24,11,8,2002
"5207",2530038,99,19,88,4,92,20,11,13,6,2002
"5208",2530186,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5209",2532031,98,50,90,26,108,46,15,2,0,2002
"5210",2532032,104,46,98,25,107,39,20,0,0,2002
"5211",2538031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5212",2539034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5213",2540032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5214",2540171,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5215",2545033,84,38,85,20,96,36,10,14,5,2002
"5216",2545034,94,33,107,20,79,23,10,4,1,2002
"5217",2557032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5218",2557033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5219",2558031,124,38,114,18,90,23,16,2,7,2002
"5220",2558171,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5221",2566038,99,43,100,25,99,35,12,6,5,2002
"5222",2566039,111,34,118,20,95,25,10,10,4,2002
"5223",2569037,109,52,110,32,95,39,17,14,12,2002
"5224",2569038,126,50,120,30,124,41,18,1,3,2002
"5225",2576033,165,57,111,35,130,55,20,3,0,2002
"5226",2576034,59,11,NA,NA,19,4,NA,8,0,2002
"5227",2577030,103,43,99,23,123,40,13,5,8,2002
"5228",2577031,112,43,107,22,105,32,17,0,0,2002
"5229",2578180,113,44,99,20,104,32,12,8,6,2002
"5230",2586032,115,53,112,33,107,45,14,3,1,2002
"5231",2586034,161,56,112,30,121,45,20,2,2,2002
"5232",2586035,102,38,121,25,106,31,16,3,0,2002
"5233",2590040,127,45,129,26,110,31,14,0,1,2002
"5234",2590041,111,40,111,21,91,26,14,6,4,2002
"5235",2590042,112,28,116,15,84,19,13,3,2,2002
"5236",2590043,149,39,138,18,105,20,11,2,0,2002
"5237",2591035,126,28,128,14,114,23,9,0,2,2002
"5238",2593033,107,26,107,12,98,23,14,3,2,2002
"5239",2594030,169,57,115,34,117,48,25,10,10,2002
"5240",2599174,114,49,107,28,122,43,14,2,1,2002
"5241",2599175,135,51,130,31,124,38,11,1,4,2002
"5242",2601033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5243",2601034,105,53,127,39,88,38,11,13,4,2002
"5244",2601036,101,51,111,33,90,37,8,2,1,2002
"5245",2601038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5246",2603032,88,47,88,27,98,44,11,5,2,2002
"5247",2603033,112,31,124,19,91,22,11,5,0,2002
"5248",2603179,88,38,84,18,90,32,14,4,0,2002
"5249",2607030,121,42,136,28,125,34,14,4,2,2002
"5250",2610032,128,41,103,17,132,33,14,2,2,2002
"5251",2611037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5252",2611038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5253",2613030,NA,NA,NA,NA,NA,NA,NA,4,1,2002
"5254",2613031,NA,NA,NA,NA,NA,NA,NA,8,5,2002
"5255",2615046,115,54,125,38,127,54,22,1,6,2002
"5256",2615047,98,51,113,35,109,47,19,4,4,2002
"5257",2615048,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5258",2615049,94,44,94,24,97,37,12,12,5,2002
"5259",2618032,124,51,120,31,111,39,13,3,1,2002
"5260",2618033,130,46,119,23,119,33,16,3,2,2002
"5261",2618034,117,34,120,19,124,30,13,3,0,2002
"5262",2618035,113,22,105,6,108,22,9,6,5,2002
"5263",2618037,88,11,NA,NA,140,27,11,12,3,2002
"5264",2621034,82,11,92,2,87,16,13,4,1,2002
"5265",2628032,93,49,96,30,105,46,18,6,1,2002
"5266",2628034,128,54,105,30,99,40,22,6,4,2002
"5267",2628035,118,51,112,30,118,44,17,5,1,2002
"5268",2628037,112,48,115,30,127,44,12,4,3,2002
"5269",2629030,122,47,99,21,105,33,14,7,0,2002
"5270",2629031,122,34,124,19,109,26,16,5,1,2002
"5271",2639030,99,39,112,24,87,27,12,0,0,2002
"5272",2640030,125,42,134,26,129,34,13,7,3,2002
"5273",2642032,96,47,102,29,99,40,12,7,2,2002
"5274",2642034,92,38,92,20,90,30,11,5,1,2002
"5275",2642035,91,32,99,18,95,28,13,7,3,2002
"5276",2643032,126,55,101,32,108,47,16,3,1,2002
"5277",2645030,92,45,108,31,104,42,15,3,2,2002
"5278",2646032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5279",2646033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5280",2647030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5281",2653030,NA,NA,NA,NA,NA,NA,NA,7,3,2002
"5282",2655031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5283",2655032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5284",2655033,104,38,129,27,117,33,11,4,1,2002
"5285",2656033,146,56,107,33,111,48,20,3,3,2002
"5286",2656034,122,52,112,30,113,42,20,9,5,2002
"5287",2656035,112,47,115,29,122,41,18,0,0,2002
"5288",2656036,98,34,123,24,98,28,14,11,6,2002
"5289",2656037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5290",2657036,NA,NA,NA,NA,NA,NA,NA,8,3,2002
"5291",2657037,NA,NA,NA,NA,NA,NA,NA,1,1,2002
"5292",2657038,NA,NA,NA,NA,NA,NA,NA,NA,1,2002
"5293",2660031,NA,NA,NA,NA,NA,NA,NA,0,0,2002
"5294",2660032,NA,NA,NA,NA,NA,NA,NA,1,1,2002
"5295",2661040,85,44,94,28,81,33,17,5,4,2002
"5296",2661041,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5297",2661042,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5298",2661043,111,41,114,23,NA,NA,12,5,6,2002
"5299",2661044,114,23,118,11,102,21,11,15,2,2002
"5300",2662032,124,28,129,16,133,28,12,2,1,2002
"5301",2672030,113,54,98,31,97,43,20,5,3,2002
"5302",2672031,102,52,119,36,114,49,16,3,0,2002
"5303",2672032,103,46,111,29,118,42,16,0,2,2002
"5304",2673174,106,53,98,31,122,53,25,2,0,2002
"5305",2678037,98,50,105,32,124,52,15,8,3,2002
"5306",2678038,100,50,91,27,113,47,12,8,3,2002
"5307",2678040,92,32,103,19,117,33,13,1,0,2002
"5308",2680032,NA,NA,NA,NA,NA,NA,NA,1,1,2002
"5309",2680033,113,53,106,32,111,47,27,5,1,2002
"5310",2680034,94,45,99,28,111,44,20,4,7,2002
"5311",2682032,124,44,122,24,138,38,15,6,1,2002
"5312",2682033,136,35,133,19,123,26,12,4,0,2002
"5313",2688036,137,47,138,28,105,29,14,4,5,2002
"5314",2701038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5315",2701043,86,39,92,24,94,35,19,8,6,2002
"5316",2701047,82,34,90,20,99,35,12,15,9,2002
"5317",2701048,97,35,95,16,108,31,13,8,1,2002
"5318",2701049,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5319",2701050,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5320",2701051,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5321",2701052,119,25,116,10,103,21,11,3,0,2002
"5322",2701208,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5323",2704185,92,46,86,25,94,38,13,16,8,2002
"5324",2704186,94,42,98,26,110,39,24,1,0,2002
"5325",2707034,78,42,72,21,71,30,12,NA,0,2002
"5326",2707035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5327",2707037,104,52,96,29,90,38,18,10,3,2002
"5328",2707038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5329",2707042,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5330",2707043,91,40,100,26,96,35,14,2,0,2002
"5331",2707044,89,36,85,16,114,37,11,0,0,2002
"5332",2707182,28,13,35,6,57,21,8,13,10,2002
"5333",2712032,NA,NA,NA,NA,NA,NA,NA,5,5,2002
"5334",2714036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5335",2714183,90,22,95,11,89,22,11,10,8,2002
"5336",2715030,87,46,87,26,85,36,14,7,0,2002
"5337",2716032,NA,NA,NA,NA,NA,NA,NA,1,0,2002
"5338",2716033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5339",2717033,89,47,88,28,91,39,22,5,4,2002
"5340",2717034,104,52,98,31,86,35,13,2,0,2002
"5341",2717036,95,46,97,27,91,35,15,0,2,2002
"5342",2717038,141,42,129,21,117,28,14,7,5,2002
"5343",2722031,95,45,90,23,92,35,12,10,3,2002
"5344",2726030,95,37,98,20,115,35,15,0,0,2002
"5345",2726031,125,37,129,22,128,31,14,0,0,2002
"5346",2727035,154,56,134,37,133,52,21,6,3,2002
"5347",2727036,123,51,100,26,101,37,21,5,4,2002
"5348",2727178,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5349",2727179,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5350",2731034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5351",2731035,67,30,88,22,76,28,12,2,0,2002
"5352",2731036,88,40,90,22,91,34,20,1,0,2002
"5353",2731037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5354",2731175,91,48,91,28,94,41,19,2,2,2002
"5355",2744034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5356",2750031,111,50,140,37,130,48,19,8,2,2002
"5357",2750032,115,51,119,32,127,47,22,3,0,2002
"5358",2752032,71,38,76,22,74,31,14,5,4,2002
"5359",2752033,111,41,124,27,125,35,15,1,1,2002
"5360",2753034,96,49,106,32,99,42,16,3,2,2002
"5361",2753035,103,41,109,24,95,30,12,3,0,2002
"5362",2753174,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5363",2756034,103,41,106,23,117,36,11,10,8,2002
"5364",2756173,89,41,100,27,102,39,13,7,11,2002
"5365",2771033,NA,NA,NA,NA,NA,NA,NA,1,1,2002
"5366",2771034,NA,NA,NA,NA,NA,NA,NA,1,0,2002
"5367",2774172,75,37,80,21,67,26,13,9,7,2002
"5368",2776031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5369",2776032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5370",2779031,130,36,117,15,117,27,10,0,2,2002
"5371",2782177,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5372",2783031,112,53,145,40,130,54,15,3,3,2002
"5373",2786032,95,50,95,30,90,39,13,3,3,2002
"5374",2786033,98,37,113,23,114,33,14,5,4,2002
"5375",2786034,113,30,110,14,99,24,0,11,11,2002
"5376",2799031,107,44,120,29,110,36,21,2,2,2002
"5377",2799032,105,23,98,8,114,26,15,9,2,2002
"5378",2800035,92,49,98,31,97,43,15,2,0,2002
"5379",2801035,91,47,109,33,115,49,13,8,3,2002
"5380",2801179,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5381",2801180,107,52,99,31,109,46,19,14,3,2002
"5382",2806033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5383",2807030,99,51,96,29,101,44,21,0,0,2002
"5384",2807031,96,46,102,28,102,40,13,0,0,2002
"5385",2816033,114,53,95,28,95,40,21,3,0,2002
"5386",2822032,92,13,103,4,91,17,9,3,2,2002
"5387",2831032,89,46,97,29,79,32,14,10,7,2002
"5388",2831033,87,38,87,20,111,40,21,4,1,2002
"5389",2835030,91,35,110,24,103,32,13,0,0,2002
"5390",2835031,121,35,130,22,125,30,16,0,0,2002
"5391",2836033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5392",2836035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5393",2846176,114,49,107,28,111,40,15,6,7,2002
"5394",2846177,115,44,108,22,111,33,12,11,3,2002
"5395",2847040,89,39,94,23,94,34,11,4,0,2002
"5396",2848036,88,45,98,30,98,42,14,6,5,2002
"5397",2848037,95,49,83,23,102,44,17,4,2,2002
"5398",2848038,97,49,96,28,96,40,20,7,1,2002
"5399",2848039,88,40,94,24,94,35,17,2,0,2002
"5400",2848040,112,44,114,25,119,36,17,7,4,2002
"5401",2848041,97,35,100,18,93,27,13,6,0,2002
"5402",2848042,127,36,118,17,113,27,15,2,1,2002
"5403",2848043,106,17,NA,NA,80,14,9,9,1,2002
"5404",2848175,106,53,81,24,95,42,17,9,11,2002
"5405",2848179,102,52,99,31,100,44,14,4,1,2002
"5406",2849031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5407",2849032,NA,NA,NA,NA,NA,NA,NA,5,4,2002
"5408",2851031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5409",2851032,91,48,94,29,94,41,17,3,1,2002
"5410",2851033,92,46,93,26,92,37,15,2,1,2002
"5411",2851034,102,37,118,23,98,28,14,0,2,2002
"5412",2851035,101,20,97,7,100,22,8,2,1,2002
"5413",2852041,116,54,113,35,115,50,24,8,7,2002
"5414",2852046,129,51,107,26,92,31,10,6,5,2002
"5415",2852048,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5416",2852049,102,39,110,24,109,32,16,11,9,2002
"5417",2852050,125,39,121,21,109,28,13,8,4,2002
"5418",2852051,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5419",2852052,122,36,109,17,115,27,14,8,2,2002
"5420",2852053,110,24,99,7,113,25,11,4,1,2002
"5421",2852054,100,14,NA,NA,100,18,8,5,1,2002
"5422",2860031,108,47,112,29,113,40,15,2,1,2002
"5423",2860032,112,35,114,19,103,27,11,1,0,2002
"5424",2867032,74,32,73,15,50,17,7,10,5,2002
"5425",2869031,125,43,134,27,127,34,16,10,0,2002
"5426",2874032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5427",2874033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5428",2875034,88,37,95,22,90,31,10,0,0,2002
"5429",2875035,85,32,93,18,85,27,12,1,0,2002
"5430",2876032,77,32,86,19,76,27,15,9,5,2002
"5431",2880030,93,34,99,19,104,31,12,4,3,2002
"5432",2880031,NA,NA,NA,NA,NA,NA,NA,14,10,2002
"5433",2881033,128,55,88,26,88,37,17,12,10,2002
"5434",2881036,100,30,105,16,104,27,12,3,1,2002
"5435",2881037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5436",2882032,98,49,107,31,109,45,20,1,1,2002
"5437",2882033,110,48,96,24,102,37,16,0,0,2002
"5438",2882034,118,46,130,31,131,40,14,0,1,2002
"5439",2887036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5440",2888030,86,31,92,16,109,33,13,10,7,2002
"5441",2890031,168,57,115,35,109,47,28,2,2,2002
"5442",2893031,111,47,107,27,120,41,16,7,1,2002
"5443",2893177,122,54,117,34,143,56,26,5,2,2002
"5444",2895032,156,56,176,42,168,58,28,4,0,2002
"5445",2895033,131,53,100,26,123,44,19,4,4,2002
"5446",2895034,121,31,128,19,106,24,11,1,0,2002
"5447",2897031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5448",2897032,106,51,91,25,109,45,18,16,8,2002
"5449",2897033,96,49,91,26,109,46,26,0,1,2002
"5450",2897034,112,49,106,28,105,39,21,4,2,2002
"5451",2897036,115,43,115,25,120,35,14,4,5,2002
"5452",2897180,NA,NA,NA,NA,NA,NA,NA,9,10,2002
"5453",2897182,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5454",2898031,122,55,101,33,96,44,18,7,4,2002
"5455",2898032,122,54,105,31,131,53,23,13,9,2002
"5456",2902030,112,53,111,33,105,45,17,3,1,2002
"5457",2902032,128,37,127,20,117,28,11,1,2,2002
"5458",2902033,76,8,NA,NA,85,15,4,1,0,2002
"5459",2907035,92,49,97,31,96,43,16,4,1,2002
"5460",2907036,77,40,90,27,92,39,8,4,1,2002
"5461",2907037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5462",2907038,95,50,91,28,99,44,20,1,0,2002
"5463",2907041,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5464",2907043,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5465",2910032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5466",2910033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5467",2916031,117,39,114,20,98,27,14,9,13,2002
"5468",2916032,101,24,109,13,100,24,14,11,4,2002
"5469",2920034,NA,NA,NA,NA,NA,NA,NA,3,8,2002
"5470",2920035,NA,NA,NA,NA,NA,NA,NA,9,3,2002
"5471",2921031,162,57,134,40,111,50,22,3,1,2002
"5472",2921033,118,52,112,31,146,54,20,3,0,2002
"5473",3002002,109,42,123,27,118,35,19,8,1,2002
"5474",3005002,98,51,92,28,119,51,28,3,1,2002
"5475",3006004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5476",3010003,116,54,109,34,113,49,19,1,1,2002
