ER30001,ER30002,ER33401,ER33402,ER33403,CHREL97,Q1H14,Q1H18,Q1H19,Q1H21,Q1H21A,Q1H22,Q1H22A,ER33601,ER33602,ER33603,CHREL,Q21C12,Q21C13,Q21C15A,Q21C15B,Q21H23A,Q21H23A1,Q21H23B,Q21H23B1,Q21H23C,Q21H23C1,Q21H23D,Q21H23D1,Q21H23H,Q21H23H1,ER33901,ER33902,ER33903,PCHREL07,Q31C12,Q31C13,Q31C15A,Q31C15B
5570,43,3046,5,30,2,0,0,0,0,0,0,0,3891,5,30,4,0,0,0,0,1,140,1,500,1,500,1,500,1,700,2710,3,30,,,,,
5570,44,870,3,30,2,0,0,0,0,0,0,0,1289,3,30,4,0,0,0,0,1,1000,5,0,1,300,1,1600,1,99998,3644,1,10,,,,,
5570,47,5658,2,30,2,0,0,0,0,0,0,0,1975,2,30,4,0,0,0,0,1,1000,1,500,1,500,1,1000,1,2000,6391,2,30,3,0,0,0,0
5570,189,3626,4,30,2,10,5,12.5,65,5,2,9,6022,4,30,4,0,0,0,0,1,500,1,500,1,150,1,900,1,1500,4644,4,30,3,0,0,0,0
5570,200,3163,4,30,2,0,0,0,0,0,0,0,3309,4,30,4,0,0,0,0,1,120,5,0,1,25,1,250,1,780,7606,3,30,3,0,0,0,0
5570,201,3163,5,30,2,0,0,0,0,0,0,0,3309,5,30,4,0,0,0,0,1,150,5,0,1,15,1,200,1,780,7606,4,30,3,0,0,0,0
5570,204,5657,3,30,2,0,0,0,0,0,0,0,1184,3,30,4,6,20,110,3,1,50,1,99999,1,40,1,120,1,125,2942,3,30,3,4,30,0,0
5573,41,4284,2,30,2,9,5,15,0,0,0,0,6600,2,30,4,0,0,0,0,5,0,5,0,1,20,1,200,1,200,7921,1,10,,,,,
5573,42,933,3,30,2,0,0,0,0,0,0,0,7422,72,30,,,,,,,,,,,,,,,,5475,2,30,3,4,12,0,0
5573,43,1794,3,30,2,0,0,0,0,0,0,0,2916,3,30,4,0,0,0,0,1,300,1,300,1,100,1,500,1,300,4482,3,30,3,0,0,0,0
5573,44,933,4,30,2,0,0,0,0,0,0,0,7422,73,30,,,,,,,,,,,,,,,,5475,3,30,3,0,0,0,0
5576,37,2694,3,60,2,8,5,2.5,10,3,2,9,1234,3,60,4,0,0,0,0,1,300,5,0,5,0,1,600,1,99998,3969,3,60,3,0,0,0,0
5576,38,3658,2,30,2,0,0,0,0,0,0,0,2627,3,35,4,0,15,50,3,1,99999,1,99998,1,9998,1,9998,1,99998,5186,2,30,3,0,0,0,0
5576,41,1361,2,30,2,0,0,0,0,0,0,0,1234,4,60,4,0,0,0,0,1,500,1,99998,1,30,8,0,8,0,3969,4,60,3,0,0,0,0
5576,176,2870,2,30,2,8,5,12.5,0,0,0,0,1700,3,30,4,0,10,0,0,1,200,5,0,1,60,1,200,5,0,6907,3,30,3,0,0,0,0
5584,33,5163,2,30,2,4,1,4,0,0,0,0,6843,2,30,4,8,8,0,0,1,500,5,0,1,100,1,3500,1,1500,6476,2,30,3,0,0,0,0
5592,31,2909,4,30,2,0,0,0,0,0,0,0,4756,4,30,4,0,20,0,0,1,500,5,0,1,600,1,200,1,1200,781,3,30,,,,,
5592,32,2909,3,30,2,0,0,0,0,0,0,0,4756,3,30,4,0,20,0,0,1,400,5,0,1,70,1,550,1,1200,781,2,30,,,,,
5592,33,2039,3,30,2,0,0,0,0,0,0,0,5038,2,30,,,,,,,,,,,,,,,,898,51,33,,,,,
5592,177,6242,3,30,2,0,0,0,0,0,0,0,6311,3,30,4,0,0,0,0,5,0,5,0,1,9998,1,9998,1,99998,7914,1,10,,,,,
5592,179,6242,5,30,2,0,0,0,0,0,0,0,6311,5,30,4,0,0,0,0,5,0,5,0,5,0,5,0,1,99998,2607,4,30,,,,,
5600,30,226,4,30,2,0,0,0,0,0,0,0,5639,5,33,4,0,0,0,0,5,0,5,0,5,0,1,300,1,400,5432,4,30,,,,,
5600,32,226,3,30,2,0,0,0,0,0,0,0,5639,4,33,4,0,0,0,0,1,99999,5,0,5,0,5,0,5,0,5432,3,30,,,,,
5608,30,964,4,30,2,0,0,0,0,0,0,0,6797,3,30,4,0,0,0,0,1,200,5,0,1,100,1,200,1,1000,3446,2,30,,,,,
5608,31,964,5,30,2,0,0,0,0,0,0,0,6797,4,30,4,0,0,0,0,1,200,5,0,1,100,1,300,1,1000,3446,3,30,,,,,
5610,31,3517,3,30,2,0,0,0,0,0,0,0,4237,3,30,4,0,0,0,0,1,30,1,99998,1,20,1,100,1,99998,7309,1,10,,,,,
5610,32,3517,4,30,2,0,0,0,0,0,0,0,4237,4,30,4,0,0,0,0,1,40,1,50,1,20,1,150,1,99998,7100,3,30,,,,,
5610,33,305,3,35,2,4,5,7.5,10,3,1,2,6317,2,30,4,0,0,0,0,1,300,5,0,1,100,1,300,1,3600,8018,1,10,,,,,
5610,34,305,4,30,2,4,5,5,10,3,1,2,6317,3,30,4,0,5,0,0,1,500,5,0,1,100,1,200,1,3600,4327,2,30,3,0,0,0,0
5612,37,5525,3,30,2,0,0,0,0,0,0,0,6493,2,30,4,0,36,0,0,1,300,1,250,1,80,1,150,1,500,7569,2,30,3,0,0,0,0
5612,39,5697,4,30,2,0,0,0,0,0,0,0,3305,3,30,4,2,80,0,0,1,1000,1,99999,1,50,1,2000,1,400,507,3,30,3,0,0,0,0
5612,40,5697,5,30,2,0,0,0,0,0,0,0,3305,4,30,4,2,70,0,0,1,150,5,0,1,50,1,150,1,400,507,4,30,3,0,0,0,0
5612,41,5525,4,30,2,0,0,0,0,0,0,0,6493,3,30,4,0,0,0,0,1,500,5,0,1,300,1,150,1,100,7569,3,30,3,2,32,0,0
5612,42,4685,3,30,2,0,0,0,0,0,0,0,6572,3,30,4,0,15,0,0,1,500,1,250,1,30,1,250,1,1700,0,0,0,,,,,
5613,41,3334,3,30,2,0,0,0,0,0,0,0,4454,3,30,4,0,0,0,0,1,500,5,0,1,100,1,700,1,400,3586,1,10,,,,,
5613,43,480,4,30,2,0,0,0,0,0,0,0,2377,3,30,4,0,30,0,0,1,100,5,0,1,40,1,50,1,50,5352,1,10,,,,,
5613,44,4694,6,30,2,0,0,0,0,0,0,0,3038,6,30,4,0,0,0,0,1,50,5,0,1,50,1,180,5,0,7367,4,30,,,,,
5613,45,3737,3,30,2,8,5,10,27,3,1,1,4456,3,30,4,0,0,0,0,1,400,1,500,1,100,1,600,1,99998,7966,1,10,,,,,
5613,46,3737,4,30,2,0,0,0,0,0,0,0,4456,4,30,4,0,0,0,0,1,600,1,400,1,100,8,0,8,0,6954,3,30,,,,,
5613,48,880,6,65,2,0,0,0,0,0,0,0,1646,5,65,4,0,15,0,0,5,0,1,400,1,10,1,100,1,100,3048,4,65,3,0,0,0,0
5613,49,5764,4,30,2,0,0,0,0,0,0,0,1836,4,30,4,0,5,0,0,1,300,5,0,5,0,1,500,1,400,2198,3,30,3,0,0,0,0
5613,191,2846,2,30,2,0,0,0,0,0,0,0,3039,3,33,,,,,,,,,,,,,,,,0,0,0,,,,,
5614,34,4455,4,30,2,8,3,3,9,3,1,2,6280,4,30,4,0,2,0,0,1,800,1,500,1,300,1,1000,1,2750,2524,4,30,,,,,
5614,36,5299,5,30,2,1,5,2.5,0,0,0,0,7378,4,30,4,0,0,0,0,1,300,5,0,1,50,1,300,1,500,2285,3,30,,,,,
5614,37,4455,6,30,2,8,3,3,9,3,1,2,6280,6,30,4,0,0,0,0,1,250,1,500,1,345,1,200,1,500,2524,6,30,3,0,0,0,0
5614,38,5299,6,60,2,0,0,0,0,0,0,0,7378,5,60,4,0,7,0,0,1,45,1,100,1,30,1,150,1,99998,2226,2,30,3,4,9,0,0
5614,180,4169,4,30,2,0,0,0,0,0,0,0,3379,3,30,4,0,18,0,0,1,400,5,0,1,30,1,300,1,600,2349,3,30,,,,,
5615,37,4187,3,30,2,0,0,0,0,0,0,0,4457,3,30,4,0,20,0,0,1,500,1,99998,1,50,1,500,1,1700,8035,3,30,,,,,
5615,38,5802,4,60,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,4974,4,60,,,,,
5615,182,5802,3,60,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,4974,3,60,,,,,
5619,37,2833,5,30,2,2,5,10,0,0,0,0,2878,3,30,4,0,0,0,0,1,300,1,400,5,0,1,9998,1,5900,3133,3,30,,,,,
5619,38,3729,4,60,2,0,0,0,0,0,0,0,5619,4,60,4,0,0,0,0,1,400,5,0,1,50,1,1000,1,450,8162,1,10,,,,,
5619,39,2584,5,30,2,0,0,0,0,0,0,0,6282,5,30,4,0,0,0,0,5,0,5,0,5,0,5,0,1,300,6783,5,30,,,,,
5621,31,2756,3,30,2,9,5,3,0,0,0,0,5438,3,30,4,0,0,0,0,1,50,1,500,1,150,1,200,1,800,7173,3,30,,,,,
5621,32,4618,4,30,2,0,0,0,0,0,0,0,5543,4,30,4,0,0,0,0,1,300,5,0,1,50,1,500,1,1500,5407,3,30,,,,,
5621,33,3988,2,30,2,0,0,0,0,0,0,0,1242,2,30,4,0,20,104,5,1,800,1,800,1,200,1,500,1,1200,6029,2,30,3,0,0,0,0
5621,34,1989,3,30,2,0,0,0,0,0,0,0,1622,3,30,4,0,14,35,3,1,150,1,40,1,30,1,30,1,60,4462,3,30,3,0,0,0,0
5623,46,1995,2,30,2,9,9,999,9999,9,9,9,3040,3,33,4,0,0,0,0,5,0,5,0,1,50,1,80,1,200,5796,1,10,,,,,
5623,47,606,7,33,2,0,0,0,0,0,0,0,4385,6,30,4,0,0,0,0,1,200,5,0,1,30,1,100,1,99998,5245,2,30,,,,,
5623,48,606,8,33,2,0,0,0,0,0,0,0,4385,7,30,4,0,10,0,0,1,300,5,0,1,500,1,400,1,99998,5245,3,30,,,,,
5623,49,3682,5,30,2,0,0,0,0,0,0,0,2183,5,30,4,0,0,0,0,1,600,1,100,1,50,1,1500,1,500,6268,3,40,,,,,
5623,53,2444,5,60,2,0,0,0,0,0,0,0,5957,2,30,4,0,3,8.66,5,1,200,5,0,1,50,1,200,1,3600,4505,2,30,3,0,0,0,0
5623,54,5146,2,30,2,0,0,0,0,0,0,0,1648,2,30,,,,,,,,,,,,,,,,6771,3,33,,,,,
5623,55,2444,6,60,2,0,0,0,0,0,0,0,5958,2,30,4,0,0,0,0,1,400,5,0,1,100,1,400,1,800,4542,2,30,3,8,14,2.5,5
5625,32,1245,2,30,2,0,0,0,0,0,0,0,2877,2,30,4,0,10,30,5,1,200,5,0,1,150,1,450,1,1200,5185,2,30,3,4,6,0,0
5626,34,1943,4,30,2,8,5,10,95,5,2,9,3358,4,30,4,0,0,0,0,1,99999,1,99998,1,9998,1,9998,1,400,3151,3,30,,,,,
5626,35,1734,3,30,2,0,0,0,0,0,0,0,3158,3,30,,,,,,,,,,,,,,,,8254,2,30,,,,,
5628,33,3537,2,60,2,0,0,0,0,0,0,0,4557,8,70,,,,,,,,,,,,,,,,5139,1,10,,,,,
5628,35,3537,3,60,2,0,0,0,0,0,0,0,4557,9,70,,,,,,,,,,,,,,,,4231,1,10,,,,,
5628,37,3965,3,30,2,0,0,0,0,0,0,0,4557,3,30,4,0,15,0,0,5,0,5,0,1,25,1,1500,1,400,2605,2,30,,,,,
5628,41,3965,5,30,2,0,0,0,0,0,0,0,4557,5,30,4,0,0,0,0,5,0,5,0,1,25,1,700,1,400,2605,4,30,3,0,0,0,0
5628,175,5451,2,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,4891,1,10,,,,,
5628,183,5451,8,60,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
5635,39,575,3,60,2,4,5,120,0,0,0,0,2804,3,60,4,0,0,0,0,1,99999,5,0,1,50,1,500,1,700,1186,7,60,,,,,
5635,43,6235,3,60,2,0,0,0,0,0,0,0,3837,3,60,4,0,20,75,3,1,80,5,0,1,50,1,200,1,1920,561,3,60,,,,,
5635,180,575,4,60,2,4,2,24,100,3,1,2,2804,4,60,4,0,0,0,0,5,0,5,0,1,50,1,600,1,700,1186,3,60,3,0,0,0,0
5635,183,2494,3,30,2,0,0,0,0,0,0,0,3067,2,30,4,0,15,40,4,1,500,5,0,1,100,1,1500,1,2400,1040,2,30,3,0,0,0,0
5635,192,6235,5,60,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
5640,33,1944,2,30,2,0,0,0,0,0,0,0,2444,2,30,4,0,0,0,0,1,1000,1,500,1,100,1,500,1,1300,4209,2,30,,,,,
5640,35,1944,4,30,2,0,0,0,0,0,0,0,2444,4,30,4,0,15,0,0,1,500,1,500,1,100,1,250,1,1300,4209,4,30,3,2,10,0,0
5641,37,3723,4,60,2,0,0,0,0,0,0,0,7032,72,30,,,,,,,,,,,,,,,,6576,2,30,3,8,20,0,0
5641,38,3723,5,60,2,0,0,0,0,0,0,0,7032,73,30,,,,,,,,,,,,,,,,6576,3,30,3,0,0,0,0
5642,32,669,3,30,2,9,5,10,0,0,0,0,5133,3,70,,,,,,,,,,,,,,,,1170,3,71,,,,,
5643,30,3613,3,30,2,0,0,0,0,0,0,0,3750,4,30,4,0,0,0,0,1,600,1,600,1,250,1,500,1,1200,6627,4,30,,,,,
5643,31,3613,4,30,2,0,0,0,0,0,0,0,3750,3,30,4,0,0,0,0,1,500,1,300,1,150,1,500,1,600,6627,3,30,3,0,0,0,0
5646,35,4229,2,30,2,0,0,0,0,0,0,0,4738,2,30,4,0,0,0,0,1,1000,5,0,1,200,1,1000,1,4800,7348,3,35,,,,,
5646,38,4229,4,30,2,0,0,0,0,0,0,0,4738,4,30,4,0,15,0,0,1,800,5,0,1,60,1,500,1,1200,7348,5,35,3,0,0,0,0
5653,33,4182,2,30,2,5,5,40,50,3,1,2,0,0,0,,,,,,,,,,,,,,,,3850,3,33,,,,,
5653,34,4182,3,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3850,4,33,3,0,0,0,0
5655,35,643,3,30,2,2,5,2.5,0,0,0,0,3671,4,33,4,0,0,0,0,1,200,5,0,1,100,1,500,1,600,6624,1,10,,,,,
5655,37,1681,4,30,2,2,5,2,0,0,0,0,4972,3,30,4,0,0,0,0,1,50,1,120,1,50,1,300,1,1200,5614,3,30,,,,,
5655,40,1681,5,30,2,2,5,10,0,0,0,0,4972,4,30,4,0,0,0,0,1,100,1,100,1,50,1,300,1,1400,5614,4,30,3,0,0,0,0
5656,44,6134,3,30,2,4,5,8,0,0,0,0,5387,3,33,4,0,0,0,0,1,200,5,0,1,60,1,400,1,99998,4751,1,10,,,,,
5656,45,5141,3,30,2,0,0,0,0,0,0,0,2832,2,30,4,0,12,0,0,1,600,5,0,1,150,1,450,1,1200,4508,2,30,3,0,0,0,0
5660,30,2291,3,30,2,8,5,1.5,50,5,2,9,4799,2,30,,,,,,,,,,,,,,,,2030,51,30,,,,,
5660,31,2291,4,30,2,8,5,1.5,50,5,2,9,4799,3,30,4,0,0,0,0,1,300,5,0,1,50,1,200,1,99998,2030,2,30,,,,,
5663,46,3667,3,30,2,0,0,0,0,0,0,0,5588,3,30,4,0,45,100,3,1,1000,5,0,1,75,1,1000,1,1200,0,0,0,,,,,
5663,47,2145,2,30,2,0,0,0,0,0,0,0,5001,2,30,4,0,0,0,0,1,800,1,500,1,100,1,500,1,1000,787,2,30,,,,,
5663,48,3088,3,60,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
5663,49,2726,3,95,2,8,5,40,0,0,0,0,7070,3,96,4,0,0,0,0,1,1000,1,4000,1,100,1,300,1,99998,938,3,96,3,0,0,0,0
5663,50,3667,4,30,2,0,0,0,0,0,0,0,5588,4,30,4,0,45,100,3,1,1000,5,0,1,75,1,1000,1,1200,0,0,0,,,,,
5663,52,2145,3,30,2,0,0,0,0,0,0,0,5001,3,30,4,0,0,0,0,1,800,1,500,1,100,1,300,1,1000,787,3,30,3,0,0,0,0
5663,53,2411,2,30,2,0,0,0,0,0,0,0,6827,3,33,4,0,0,0,0,1,100,5,0,1,50,1,300,1,99998,5969,3,33,3,0,0,0,0
5664,32,5328,2,30,2,0,0,0,0,0,0,0,7090,2,30,4,0,0,0,0,1,2000,5,0,1,70,1,600,1,400,1571,2,30,,,,,
5664,33,5328,3,30,2,0,0,0,0,0,0,0,7090,3,30,4,0,0,0,0,1,700,5,0,1,70,1,600,1,300,1571,3,30,3,0,0,0,0
5676,34,4599,2,30,2,2,5,10,0,0,0,0,3969,2,30,4,0,5,0,0,1,300,1,99998,1,50,1,1000,1,2000,3918,2,30,3,0,0,0,0
5677,40,1403,6,30,2,0,0,0,0,0,0,0,6390,3,30,,,,,,,,,,,,,,,,5324,1,10,,,,,
5677,43,1403,7,60,2,0,0,0,0,0,0,0,5186,2,30,4,0,24,8,1,1,2000,1,500,1,100,1,100,1,1440,6930,3,33,3,0,0,0,0
5678,34,587,4,30,2,0,0,0,0,0,0,0,4969,4,30,4,0,0,0,0,1,150,5,0,1,30,1,200,1,1200,1792,1,10,,,,,
5678,36,587,5,30,2,0,0,0,0,0,0,0,4969,5,30,4,0,15,0,0,1,200,5,0,1,30,1,250,1,1200,5895,2,30,3,0,0,0,0
5678,37,2282,3,30,2,0,0,0,0,0,0,0,3776,3,30,4,9,5,0,0,1,30,5,0,1,13,1,174,1,270,127,3,30,3,0,0,0,0
5678,38,5364,2,30,2,0,0,0,0,0,0,0,5188,2,30,4,0,3,0,0,1,600,1,800,1,100,1,100,1,300,3988,2,30,3,0,0,0,0
5678,39,2282,5,30,2,0,0,0,0,0,0,0,3776,5,30,4,0,2,0,0,1,100,5,0,1,13,1,100,1,270,127,5,30,3,0,0,0,0
5678,41,5364,3,30,2,0,0,0,0,0,0,0,5188,3,30,4,0,15,0,0,1,500,1,600,1,50,1,200,1,300,3988,3,30,3,0,0,0,0
5680,31,539,4,30,2,0,0,0,0,0,0,0,5048,4,30,4,0,0,0,0,1,1000,1,3000,1,250,1,1000,1,1200,4034,51,30,,,,,
5680,32,4304,3,30,2,9,5,5,0,0,0,0,5922,3,30,,,,,,,,,,,,,,,,4547,3,30,3,0,0,0,0
5680,33,539,5,30,2,0,0,0,0,0,0,0,5048,5,30,4,0,0,0,0,1,1000,1,1500,1,250,1,500,1,400,4034,3,30,,,,,
5680,34,4304,4,30,2,0,0,0,0,0,0,0,5922,4,30,,,,,,,,,,,,,,,,4547,4,30,3,0,0,0,0
5681,41,3293,2,30,2,0,0,0,0,0,0,0,3351,2,30,,,,,,,,,,,,,,,,0,0,0,,,,,
5681,42,3293,3,30,2,0,0,0,0,0,0,0,3351,3,30,,,,,,,,,,,,,,,,0,0,0,,,,,
5683,41,4317,3,30,2,0,0,0,0,0,0,0,3825,3,30,4,0,0,0,0,1,300,5,0,1,70,1,300,1,300,2062,3,30,,,,,
5683,42,1454,2,30,2,0,0,0,0,0,0,0,3493,2,30,4,0,0,0,0,1,400,1,200,1,100,1,300,1,800,5227,3,33,,,,,
5683,43,4317,4,30,2,0,0,0,0,0,0,0,3825,4,30,4,2,20,0,0,1,400,5,0,1,70,1,300,1,400,2062,4,30,3,2,10,0,0
5683,183,1453,3,30,2,4,5,20,25,3,2,9,3740,3,30,4,0,10,0,0,1,25,1,200,1,25,1,200,1,300,2925,2,30,3,0,0,0,0
5684,38,3015,3,33,2,0,0,0,0,0,0,0,5614,2,30,4,0,0,0,0,1,1000,1,500,5,0,1,50,1,1000,8223,1,10,,,,,
5684,39,665,3,30,2,2,2,6,0,0,0,0,2623,2,60,4,0,0,0,0,1,150,5,0,5,0,5,0,1,500,6162,1,10,,,,,
5684,40,4550,3,30,2,0,0,0,0,0,0,0,5382,3,30,,,,,,,,,,,,,,,,0,0,0,,,,,
5684,41,5540,3,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
5684,198,4550,2,30,2,0,0,0,0,0,0,0,5382,2,30,,,,,,,,,,,,,,,,0,0,0,,,,,
5684,201,666,4,60,2,0,0,0,0,0,0,0,4339,4,30,4,0,0,0,0,1,700,1,200,1,50,1,350,1,1200,5563,3,30,3,0,0,0,0
5689,198,3535,4,30,2,0,0,0,0,0,0,0,7404,1,10,4,0,0,0,0,1,1000,1,300,1,500,1,350,1,1200,8316,1,10,,,,,
5693,42,4302,3,30,2,0,0,0,0,0,0,0,6039,3,30,4,0,0,0,0,5,0,1,250,1,50,1,500,1,2666,5962,1,10,,,,,
5693,49,4767,8,60,2,0,0,0,0,0,0,0,5071,3,30,4,0,6,0,0,1,400,5,0,1,88,1,800,1,1200,5403,4,33,3,8,12,0,0
5693,196,3966,2,65,2,0,0,0,0,0,0,0,5117,2,65,4,0,0,0,0,1,300,5,0,1,45,1,550,1,500,6660,2,65,3,4,998,0,0
5693,204,4767,9,60,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
5698,34,3085,3,60,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6608,1,10,,,,,
5698,170,3085,4,60,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6573,2,60,3,0,0,0,0
5706,39,1816,4,30,2,0,0,0,0,0,0,0,3811,4,30,4,0,0,0,0,1,3000,1,4000,1,80,1,2000,1,600,5390,2,30,3,0,0,0,0
5706,40,5966,4,30,2,0,0,0,0,0,0,0,6802,3,30,4,0,0,0,0,1,700,1,99998,1,40,1,1200,1,1200,7407,3,30,3,0,0,0,0
5706,208,5966,3,30,2,0,0,0,0,0,0,0,6802,2,30,4,0,0,0,0,1,600,1,250,1,30,1,1000,1,1200,7407,2,30,,,,,
5706,209,4426,3,30,2,0,0,0,0,0,0,0,3282,2,30,4,0,2,0,0,1,200,5,0,1,80,1,400,1,1200,4086,2,30,3,0,0,0,0
5714,32,4576,5,33,2,9,9,999,9999,9,9,9,1923,4,33,4,0,0,0,0,1,300,1,250,1,300,1,250,1,600,5298,3,60,,,,,
5714,33,4576,6,33,2,9,9,999,9999,9,9,9,1923,5,33,4,0,0,0,0,1,300,1,250,1,50,1,100,1,600,7049,1,10,,,,,
5715,33,3168,5,71,2,3,1,4,10,3,1,2,6716,5,71,,,,,,,,,,,,,,,,4696,51,71,,,,,
5715,35,3168,4,30,2,0,0,0,0,0,0,0,6716,4,30,,,,,,,,,,,,,,,,4696,4,30,3,0,0,0,0
5748,35,3538,5,30,2,0,0,0,0,0,0,0,6512,5,30,4,0,0,0,0,1,200,5,0,5,0,1,300,1,500,6444,1,10,,,,,
5748,36,3538,6,30,2,0,0,0,0,0,0,0,6512,6,30,4,0,0,0,0,1,300,1,250,1,30,1,300,1,500,6112,8,30,3,0,0,0,0
5749,44,4301,4,30,2,2,5,7.5,0,0,0,0,5437,3,30,,,,,,,,,,,,,,,,5310,1,10,,,,,
5749,46,3196,4,30,2,0,0,0,0,0,0,0,6554,2,30,4,0,0,0,0,1,350,5,0,5,0,1,100,1,2000,6194,3,33,3,0,0,0,0
5749,47,3662,5,60,2,0,0,0,0,0,0,0,6400,5,60,4,0,40,200,5,1,800,5,0,1,50,1,500,1,300,7814,2,30,3,4,10,400,5
5749,48,3196,5,30,2,0,0,0,0,0,0,0,6554,3,30,4,0,0,0,0,1,300,5,0,1,50,1,150,1,1200,6194,4,33,3,0,0,0,0
5750,33,4871,5,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6688,1,10,,,,,
5770,31,788,6,65,2,0,0,0,0,0,0,0,6433,5,30,4,0,15,0,0,5,0,1,40,1,60,1,100,1,99998,6975,6,30,3,0,0,0,0
5771,30,303,3,60,2,8,4,8,0,0,0,0,4179,2,60,4,0,0,0,0,1,99999,5,0,1,100,5,0,1,3000,960,2,60,3,0,0,0,0
5774,32,2945,3,30,2,0,0,0,0,0,0,0,1409,3,30,4,0,0,0,0,1,500,1,250,1,100,1,200,1,500,4608,3,30,3,0,0,0,0
5774,33,2945,4,30,2,0,0,0,0,0,0,0,1409,4,30,4,0,0,0,0,1,300,1,200,1,100,1,200,1,300,4608,4,30,3,0,0,0,0
5780,31,4098,2,30,2,8,5,3,35,3,2,9,5681,2,30,4,0,0,0,0,1,1000,1,500,5,0,1,1000,1,1000,5263,2,30,3,0,0,0,0
5784,32,1241,3,30,2,0,0,0,0,0,0,0,5146,2,30,4,0,0,0,0,1,500,5,0,1,60,1,100,1,415,7494,2,30,,,,,
5784,37,1241,5,30,2,0,0,0,0,0,0,0,5146,4,30,4,0,0,0,0,1,500,5,0,1,60,1,350,1,413,7494,4,30,3,0,0,0,0
5801,33,5342,2,30,2,8,5,10,20,3,2,9,2771,2,30,,,,,,,,,,,,,,,,0,0,0,,,,,
5801,34,5342,3,30,2,0,0,0,0,0,0,0,2771,3,30,,,,,,,,,,,,,,,,0,0,0,,,,,
5801,35,4047,5,60,2,0,0,0,0,0,0,0,3585,5,60,4,0,4,100,5,1,100,5,0,1,50,1,250,1,1000,2669,4,35,3,0,0,0,0
5812,46,3925,3,30,2,0,0,0,0,0,0,0,3260,3,30,,,,,,,,,,,,,,,,5929,2,40,,,,,
5812,47,3925,4,30,2,0,0,0,0,0,0,0,3260,4,30,,,,,,,,,,,,,,,,5929,1,10,,,,,
5812,48,1904,2,30,2,4,5,20,50,3,2,9,3130,71,30,,,,,,,,,,,,,,,,8209,2,70,,,,,
5812,50,5125,3,35,2,0,0,0,0,0,0,0,7377,3,33,4,0,0,0,0,1,50,5,0,1,100,1,100,1,100,5132,2,30,3,0,0,0,0
5812,51,1906,3,30,2,0,0,0,0,0,0,0,6963,3,30,4,0,12,0,0,5,0,5,0,1,50,1,500,1,1200,5334,3,30,3,0,0,0,0
5812,52,5125,4,35,2,0,0,0,0,0,0,0,7377,4,33,4,0,0,0,0,1,50,5,0,1,20,1,60,1,60,5132,3,30,3,0,0,0,0
5812,53,4219,2,30,2,0,0,0,0,0,0,0,6699,2,30,4,2,40,75,4,1,200,1,200,1,50,1,300,1,400,7957,2,30,3,8,25,0,0
5812,54,5476,2,30,2,8,9,999,180,5,2,9,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
5812,57,4183,2,30,2,0,0,0,0,0,0,0,6952,2,30,,,,,,,,,,,,,,,,4994,4,30,,,,,
5812,59,2448,3,30,2,0,0,0,0,0,0,0,3653,3,60,4,0,0,0,0,1,240,1,200,1,300,1,2400,1,2000,5262,3,60,3,0,0,0,0
5812,60,4219,4,30,2,0,0,0,0,0,0,0,6699,4,30,4,0,40,75,4,1,150,1,200,1,30,1,300,1,400,7957,4,30,3,8,25,0,0
5812,61,4183,3,30,2,0,0,0,0,0,0,0,6952,3,30,,,,,,,,,,,,,,,,4994,2,30,3,0,0,0,0
5812,207,1906,4,30,2,0,0,0,0,0,0,0,6963,4,98,,,,,,,,,,,,,,,,5334,4,98,,,,,
5813,34,1907,3,30,2,9,5,10,0,0,0,0,2303,3,30,4,9,10,0,0,1,350,1,175,1,100,1,350,1,2400,5623,1,10,,,,,
5813,35,1907,4,30,2,9,5,10,0,0,0,0,2303,4,30,4,0,3,0,0,1,400,1,250,1,75,1,250,1,1200,4792,51,30,,,,,
5814,39,6064,2,30,2,4,5,15,30,3,1,2,1926,2,30,4,0,3,0,0,5,0,5,0,1,40,1,300,1,100,7341,2,30,,,,,
5814,40,2955,2,30,2,2,5,10,0,0,0,0,5273,2,30,4,0,6,40,3,1,20,5,0,1,3,1,80,1,9,6006,2,30,3,0,0,0,0
5814,184,4587,4,30,2,8,5,20,4,5,2,9,4182,4,30,4,0,0,0,0,1,400,5,0,1,50,1,1000,1,1000,8065,2,30,3,0,0,0,0
