ER30001,ER30002,PCGID_97,PCGPN_97,OCGID_97,OCGPN_97,PCGID_02,PCGPN_02,OCGID_02,OCGPN_02,PCGID_07,PCGPN_07,OCGID_07,OCGPN_07
5403,30,5403,171,5403,5,5403,171,5403,5,5403,171,5403,5
5403,174,5403,171,5403,5,5403,171,5403,5,5403,171,5403,5
5406,33,5406,5,,,5406,173,,,5406,173,,
5406,176,5406,5,,,5406,173,,,5406,173,,
5416,35,5416,6,,,5416,6,,,,,,
5417,182,5417,4,,,5417,4,,,5417,4,,
5417,183,5417,4,,,5417,4,,,5417,4,,
5424,33,5424,30,,,5424,30,,,,,,
5424,34,5424,30,,,5424,30,,,5424,30,,
5425,33,5425,3,5425,171,5425,3,5425,171,5425,3,5425,171
5425,34,5425,3,5425,171,5425,3,5425,171,5425,3,5425,171
5429,31,5429,8,,,5429,8,5429,6,,,,
5429,32,5429,8,,,5429,8,5429,6,5429,8,5429,6
5429,33,5429,7,,,5429,7,5429,181,5429,7,5429,181
5429,35,5429,7,,,5429,7,5429,181,5429,7,5429,181
5430,43,5430,4,5430,178,5430,4,5430,178,,,,
5430,44,5430,183,,,5430,183,,,,,,
5430,45,5430,2,,,5430,31,5430,203,,,,
5430,46,5430,30,,,5430,30,5430,202,5430,30,,
5430,47,5430,2,,,,,,,,,,
5430,50,5430,192,5430,190,5430,192,,,5430,192,5430,208
5430,52,5430,200,5430,173,5430,200,5430,173,5430,200,5430,173
5430,53,5430,30,,,5430,30,5430,202,5430,30,,
5430,184,5430,183,,,5430,183,,,,,,
5430,195,5430,3,5430,190,5430,3,5430,190,,,,
5430,196,5430,191,,,5430,191,,,,,,
5430,197,5430,171,,,,,,,,,,
5430,198,5430,171,,,5430,171,,,,,,
5440,32,5440,3,5440,170,5440,3,,,,,,
5440,33,5440,3,5440,170,5440,3,,,,,,
5442,174,5442,30,5442,173,,,,,,,,
5442,175,5442,30,5442,173,,,,,,,,
5442,177,5442,31,,,,,,,,,,
5442,178,5442,31,,,5442,31,,,5442,31,5442,185
5443,37,5443,7,5443,171,5443,7,5443,171,5443,7,5443,171
5446,32,5446,3,5446,170,5446,3,5446,170,5446,170,,
5447,32,5447,30,,,5447,30,,,,,,
5447,33,5447,30,,,5447,30,,,5447,30,,
5447,34,5447,176,5447,5,,,,,,,,
5449,33,5449,30,,,5449,30,,,,,,
5449,34,5449,31,,,5449,31,,,,,,
5451,30,5451,171,5451,3,5451,171,5451,3,,,,
5458,35,5458,2,,,5458,2,,,,,,
5458,36,5458,170,5458,4,5458,170,5458,4,,,,
5458,37,5458,32,5458,2,5458,32,,,5458,32,,
5458,173,5458,3,5458,172,5458,3,173,1,5458,3,5458,1
5459,32,5459,176,5459,5,5459,176,,,5459,176,,
5462,31,5462,170,5462,4,5462,170,5462,4,,,,
5462,32,5462,174,5462,5,5462,174,5462,5,,,,
5462,33,5462,170,5462,4,5462,170,5462,4,,,,
5462,34,5462,3,5462,176,5462,3,,,,,,
5462,35,5462,174,5462,5,5462,174,5462,5,5462,174,5462,5
5462,36,5462,6,5462,175,5462,6,,,5462,6,,
5463,40,5463,6,5463,182,5463,6,,,,,,
5463,41,5463,9,,,5463,9,,,,,,
5463,44,5463,5,,,5463,5,,,5463,5,5463,184
5463,45,5463,30,5463,178,5463,30,5463,178,5463,30,5463,178
5463,180,5463,175,5463,8,,,,,,,,
5464,40,5464,7,,,5464,7,,,,,,
5464,41,5464,32,,,5464,32,5464,185,5464,170,,
5464,42,5464,2,,,5464,2,,,5464,2,,
5464,43,5464,184,,,5464,184,,,5464,184,,
5464,183,5464,184,,,5464,184,,,5464,184,,
5476,30,5476,171,5476,2,5476,171,5476,2,,,,
5478,32,5478,3,,,,,,,,,,
5478,33,5478,3,,,5478,170,5478,3,,,,
5478,34,5478,174,,,,,,,5478,180,,
5479,31,5479,30,,,5479,30,,,5479,30,,
5488,31,5488,7,5488,173,5488,7,5488,173,,,,
5491,33,5491,4,5491,171,5491,4,,,,,,
5491,34,5491,177,5491,5,5491,177,,,5491,177,,
5493,39,5493,7,,,5493,7,,,,,,
5493,42,5493,7,,,5493,7,,,5493,7,,
5495,32,5495,30,,,5495,30,5495,2,5495,30,,
5495,33,5495,171,5495,3,5495,178,5495,177,,,,
5495,34,5495,30,5495,174,5495,30,5495,2,5495,30,,
5495,176,5495,175,5495,31,,,,,,,,
5499,32,5499,8,5499,192,,,,,,,,
5499,33,5499,8,5499,192,5499,8,,,,,,
5499,36,5499,182,,,5499,182,5499,183,5499,182,,
5501,39,5501,6,,,5501,6,,,,,,
5501,41,5501,32,,,5501,32,,,5501,32,,
5501,44,5501,32,,,5501,32,,,5501,32,,
5501,182,5501,12,,,5501,12,,,,,,
5503,32,5503,174,5503,30,5503,174,5503,30,5503,174,5503,30
5503,176,5503,187,5503,3,5503,3,,,,,,
5503,185,5503,187,5503,3,5503,3,,,,,,
5521,171,5521,3,,,5521,3,,,,,,
5526,44,5526,14,,,5526,14,,,,,,
5526,46,5526,14,,,5526,14,,,,,,
5526,47,5526,16,,,5526,16,5526,201,,,,
5526,48,5526,16,,,5526,16,5526,201,5526,16,,
5526,49,5526,10,5526,171,5526,10,5526,171,5526,10,5526,171
5526,196,5526,13,5526,178,,,,,,,,
5526,197,5526,11,,,,,,,,,,
5527,31,5527,172,5527,4,5527,172,,,5527,172,,
5534,32,5534,30,5534,170,5534,30,5534,170,5534,170,5534,30
5537,37,5537,6,,,5537,6,,,,,,
5537,38,5537,10,5537,177,5537,10,5537,177,,,,
5537,39,5537,2,,,,,,,,,,
5537,41,5537,2,,,,,,,,,,
5537,42,5537,10,5537,177,5537,10,5537,177,5537,10,5537,177
5537,44,5537,170,5537,4,5537,170,5537,4,,,,
5537,180,5537,3,,,5537,3,,,5537,3,,
5539,36,5539,6,,,5539,6,,,,,,
5539,37,5539,7,,,5539,7,5539,34,,,,
5539,38,5539,4,,,5539,4,,,,,,
5539,39,5539,6,,,5539,6,,,5539,6,5539,36
5539,40,5539,178,5539,7,5539,7,5539,34,,,,
5539,184,5539,171,5539,3,5539,3,5539,192,,,,
5539,187,5539,171,5539,3,5539,3,5539,192,5539,3,5539,192
5539,191,5539,188,,,5539,188,,,5539,188,,
5542,32,5542,2,,,5542,2,,,,,,
5547,35,5547,170,,,5547,170,,,,,,
5547,40,5547,9,,,,,,,5547,9,,
5547,41,5547,9,,,,,,,5547,9,,
5548,36,5548,10,,,5548,9,,,,,,
5548,37,5548,11,,,,,,,5548,11,,
5548,38,5548,10,,,5548,9,,,5548,9,5548,4
5548,42,5548,30,,,5548,30,5548,173,5548,30,5548,173
5549,33,5549,175,5549,3,5549,3,5549,175,,,,
5549,34,5549,6,,,5549,6,5549,180,,,,
5549,36,5549,6,,,5549,6,5549,180,,,,
5553,31,5553,171,5553,4,5553,171,5553,4,,,,
5559,34,5559,4,,,,,,,,,,
5559,36,5559,172,5559,3,5559,172,,,,,,
5559,37,5559,176,5559,1,5559,176,,,,,,
5560,40,5560,30,5560,3,5560,30,,,5560,30,,
5560,41,5560,30,5560,3,5560,30,,,5560,30,,
5560,42,5560,35,5560,186,5560,35,5560,186,5560,35,5560,186
5562,32,5562,5,5562,171,5562,5,5562,171,,,,
5565,176,5565,174,5565,7,,,,,,,,
5569,38,5569,7,,,5569,172,,,,,,
5569,39,5569,7,,,5569,172,,,,,,
5569,180,5569,171,5569,191,5569,171,5569,191,,,,
5569,181,5569,171,5569,191,5569,171,5569,191,,,,
5569,183,5569,194,5569,182,,,,,,,,
5569,197,5569,177,5569,195,5569,177,5569,195,,,,
5569,198,5569,194,5569,182,,,,,,,,
5570,41,5570,5,,,5570,5,,,,,,
5570,42,5570,11,5570,180,5570,11,5570,180,,,,
5570,43,5570,11,5570,180,5570,11,5570,180,,,,
5570,44,5570,181,5570,7,5570,181,5570,7,,,,
5570,47,5570,31,,,5570,31,,,5570,31,,
5570,189,5570,3,5570,186,5570,3,5570,186,5570,3,5570,186
5570,200,5570,198,5570,30,5570,198,5570,30,5570,198,,
5570,201,5570,198,5570,30,5570,198,5570,30,5570,198,,
5570,204,5570,203,5570,33,5570,203,5570,33,5570,203,5570,33
5573,41,5573,9,,,5573,9,5573,40,,,,
5573,42,5573,33,5573,183,,,,,5573,183,,
5573,43,5573,8,,,5573,8,,,5573,8,5573,198
5573,44,5573,33,5573,183,,,,,5573,183,,
5576,37,5576,172,5576,3,5576,172,5576,3,5576,172,5576,3
5576,38,5576,31,,,5576,31,5576,179,5576,31,5576,179
5576,41,5576,34,,,5576,172,5576,3,5576,172,5576,3
5576,176,5576,30,,,5576,30,5576,177,5576,177,,
5584,33,5584,30,,,5584,30,,,5584,30,,
5592,31,5592,7,,,5592,7,,,,,,
5592,32,5592,7,,,5592,7,,,,,,
5592,33,5592,5,5592,170,,,,,,,,
5592,177,5592,176,5592,2,5592,2,5592,176,,,,
5592,179,5592,176,5592,2,5592,2,5592,176,,,,
5600,30,5600,5,,,5600,5,,,,,,
5600,32,5600,5,,,5600,5,,,,,,
5608,30,5608,171,5608,2,5608,171,,,,,,
5608,31,5608,171,5608,2,5608,171,,,,,,
5610,31,5610,3,5610,173,5610,3,5610,173,,,,
5610,32,5610,3,5610,173,5610,3,5610,173,,,,
5610,33,5610,5,,,5610,5,,,,,,
5610,34,5610,5,,,5610,5,,,5610,5,,
5612,37,5612,181,5612,9,5612,9,,,5612,9,,
5612,39,5612,183,5612,8,5612,183,,,5612,183,,
5612,40,5612,183,5612,8,5612,183,,,5612,183,,
5612,41,5612,181,5612,9,5612,9,,,5612,9,,
5612,42,5612,184,5612,31,5612,184,5612,31,,,,
5613,41,5613,6,5613,188,5613,6,5613,188,,,,
5613,43,5613,178,,,5613,178,5613,10,,,,
5613,44,5613,170,5613,4,5613,170,5613,4,,,,
5613,45,5613,12,5613,182,5613,12,5613,182,,,,
5613,46,5613,12,5613,182,5613,12,5613,182,,,,
5613,48,5613,172,,,5613,172,5613,3,5613,172,5613,3
5613,49,5613,8,5613,174,5613,8,5613,174,5613,8,5613,174
5613,191,5613,181,,,,,,,,,,
5614,34,5614,170,5614,4,5614,170,5614,4,,,,
5614,36,5614,5,,,5614,5,,,,,,
5614,37,5614,170,5614,4,5614,170,5614,4,5614,170,5614,4
5614,38,5614,31,,,5614,31,,,5614,31,,
5614,180,5614,177,5614,3,5614,177,5614,3,,,,
5615,37,5615,11,5615,181,5615,11,5615,181,,,,
5615,38,5615,13,5615,4,,,,,,,,
5615,182,5615,13,5615,4,,,,,,,,
5619,37,5619,5,5619,171,5619,5,5619,171,,,,
5619,38,5619,2,,,5619,3,5619,170,,,,
5619,39,5619,4,5619,172,5619,4,,,,,,
5621,31,5621,7,5621,170,5621,7,5621,170,,,,
5621,32,5621,171,5621,5,5621,171,5621,5,,,,
5621,33,5621,9,,,5621,9,,,5621,9,,
5621,34,5621,177,5621,6,5621,177,5621,6,5621,177,5621,6
5623,46,5623,7,,,5623,7,,,,,,
5623,47,5623,8,5623,184,5623,8,5623,45,,,,
5623,48,5623,8,5623,184,5623,8,5623,45,,,,
5623,49,5623,172,,,5623,172,5623,5,,,,
5623,53,5623,37,5623,6,5623,37,,,5623,37,,
5623,54,5623,35,,,,,,,,,,
5623,55,5623,40,5623,6,5623,40,,,5623,40,,
5625,32,5625,170,5625,171,5625,170,,,5625,170,,
5626,34,5626,170,5626,7,5626,170,5626,7,,,,
5626,35,5626,10,5626,181,,,,,,,,
5628,33,5628,2,,,,,,,,,,
5628,35,5628,2,,,,,,,,,,
5628,37,5628,6,,,5628,6,,,,,,
5628,41,5628,6,,,5628,6,,,5628,6,5628,34
5628,175,5628,177,,,,,,,,,,
5628,183,5628,178,,,,,,,,,,
5635,39,5635,2,,,5635,2,,,,,,
5635,43,5635,190,5635,189,5635,190,5635,189,,,,
5635,180,5635,2,,,5635,2,,,5635,2,,
5635,183,5635,3,,,5635,3,,,5635,3,,
5635,192,5635,191,5635,190,,,,,,,,
5640,33,5640,32,,,5640,32,,,,,,
5640,35,5640,32,,,5640,32,,,5640,32,,
5641,37,5641,33,5641,4,,,,,5641,33,5641,904
5641,38,5641,33,5641,4,,,,,5641,33,5641,904
5642,32,5642,4,5642,172,,,,,,,,
5643,30,5643,6,5643,170,5643,6,5643,170,,,,
5643,31,5643,6,5643,170,5643,6,5643,170,5643,6,5643,170
5646,35,5646,6,,,5646,6,,,,,,
5646,38,5646,6,,,5646,6,,,5646,6,5646,183
5653,33,5653,177,,,,,,,,,,
5653,34,5653,177,,,,,,,5653,177,5653,184
5655,35,5655,171,,,5655,171,5655,197,,,,
5655,37,5655,174,,,5655,174,5655,34,,,,
5655,40,5655,174,,,5655,174,5655,34,5655,174,5655,34
5656,44,5656,11,,,5656,11,5656,195,,,,
5656,45,5656,171,5656,7,5656,171,5656,184,5656,171,,
5660,30,5660,5,5660,172,,,,,,,,
5660,31,5660,5,5660,172,5660,5,,,,,,
5663,46,5663,181,,,5663,181,,,,,,
5663,47,5663,34,,,5663,34,,,,,,
5663,48,5663,33,,,,,,,,,,
5663,49,5663,7,,,5663,7,5663,197,5663,7,5663,197
5663,50,5663,181,,,5663,181,,,,,,
5663,52,5663,34,,,5663,34,,,5663,34,,
5663,53,5663,32,,,5663,32,5663,198,5663,32,5663,198
5664,32,5664,3,,,5664,3,,,,,,
5664,33,5664,3,,,5664,3,,,5664,3,,
5676,34,5676,176,,,5676,176,,,5676,176,,
5677,40,5677,170,5677,3,,,,,,,,
5677,43,5677,36,,,5677,36,5677,40,5677,36,,
5678,34,5678,2,,,5678,2,,,,,,
5678,36,5678,2,,,5678,2,,,5678,2,,
5678,37,5678,172,5678,4,5678,172,5678,4,5678,172,5678,4
5678,38,5678,30,,,5678,30,,,5678,30,,
5678,39,5678,172,5678,4,5678,172,5678,4,5678,172,5678,4
5678,41,5678,30,,,5678,30,,,5678,30,,
5680,31,5680,4,5680,171,5680,4,5680,171,,,,
5680,32,5680,5,5680,173,,,,,5680,5,5680,173
5680,33,5680,4,5680,171,5680,4,5680,171,,,,
5680,34,5680,5,5680,173,,,,,5680,5,5680,173
5681,41,5681,33,,,,,,,,,,
5681,42,5681,33,,,,,,,,,,
5683,41,5683,8,,,5683,8,,,,,,
5683,42,5683,31,,,5683,31,,,,,,
5683,43,5683,8,,,5683,8,,,5683,8,5683,39
5683,183,5683,182,5683,7,5683,7,,,5683,182,,
5684,38,5684,3,5684,200,5684,3,,,,,,
5684,39,5684,6,,,5684,1,5684,4,,,,
5684,40,5684,197,,,,,,,,,,
5684,41,5684,203,5684,31,,,,,,,,
5684,198,5684,197,,,,,,,,,,
5684,201,5684,32,5684,1,5684,205,5684,32,5684,32,5684,205
5689,198,5689,202,5689,6,5689,6,,,,,,
5693,42,5693,5,,,5693,5,,,,,,
5693,49,5693,32,5693,174,5693,32,,,5693,32,5693,210
5693,196,5693,2,,,5693,2,,,5693,2,,
5693,204,5693,190,5693,174,,,,,,,,
5698,34,5698,1,,,,,,,,,,
5698,170,5698,1,,,,,,,5698,6,,
5706,39,5706,9,5706,199,5706,9,,,5706,9,,
5706,40,5706,6,5706,206,5706,6,,,5706,6,,
5706,208,5706,6,5706,206,5706,6,,,,,,
5706,209,5706,3,5706,204,5706,3,,,5706,3,5706,33
5714,32,5714,2,5714,175,5714,2,5714,175,,,,
5714,33,5714,2,5714,175,5714,2,5714,175,,,,
5715,33,5715,3,5715,171,,,,,,,,
5715,35,5715,3,5715,171,,,,,5715,3,5715,171
5748,35,5748,6,,,5748,6,5748,33,,,,
5748,36,5748,6,,,5748,6,5748,33,5748,6,,
5749,44,5749,172,,,,,,,,,,
5749,46,5749,30,,,5749,30,,,5749,30,5749,181
5749,47,5749,36,5749,6,5749,36,5749,6,5749,36,,
5749,48,5749,30,,,5749,30,,,5749,30,5749,181
5750,33,5750,171,5750,5,,,,,,,,
5770,31,5770,3,,,5770,3,,,5770,3,5770,172
5771,30,5771,1,,,5771,170,5771,3,5771,170,,
5774,32,5774,170,5774,30,5774,170,5774,30,5774,170,5774,30
5774,33,5774,170,5774,30,5774,170,5774,30,5774,170,5774,30
5780,31,5780,4,,,5780,4,5780,1,5780,4,,
5784,32,5784,5,,,5784,5,,,,,,
5784,37,5784,5,,,5784,5,,,5784,5,5784,32
5801,33,5801,6,,,,,,,,,,
5801,34,5801,6,,,,,,,,,,
5801,35,5801,30,5801,4,5801,4,5801,32,5801,30,,
5812,46,5812,10,5812,175,,,,,,,,
5812,47,5812,10,5812,175,,,,,,,,
5812,48,5812,6,,,,,,,,,,
5812,50,5812,33,5812,205,5812,33,5812,205,5812,33,,
5812,51,5812,180,,,5812,9,,,5812,9,,
5812,52,5812,33,5812,205,5812,33,5812,205,5812,33,,
5812,53,5812,34,,,5812,34,,,5812,34,,
5812,54,5812,44,,,,,,,,,,
5812,57,5812,13,,,,,,,,,,
5812,59,5812,173,5812,206,5812,171,5812,5,5812,171,5812,5
5812,60,5812,34,,,5812,34,,,5812,34,,
5812,61,5812,13,,,,,,,5812,13,,
5812,207,5812,180,,,,,,,,,,
5813,34,5813,6,,,5813,6,,,,,,
5813,35,5813,6,,,5813,6,,,,,,
5814,39,5814,31,,,5814,31,,,,,,
5814,40,5814,30,,,5814,30,,,5814,30,,
5814,184,5814,5,,,5814,5,,,5814,5,,
5814,185,5814,5,,,5814,5,,,5814,5,,
5814,186,5814,31,,,5814,31,,,5814,31,,
5819,34,5819,5,,,5819,5,5819,31,,,,
5820,34,5820,7,,,5820,7,,,5820,7,,
5820,35,5820,7,,,5820,7,,,5820,7,,
5821,30,5821,172,5821,8,5821,172,5821,8,,,,
5821,173,5821,5,,,5821,176,5821,5,,,,
5821,174,5821,5,,,5821,176,5821,5,,,,
5825,30,5825,175,5825,2,5825,2,5825,175,,,,
5825,31,5825,175,5825,2,5825,2,5825,175,,,,
5826,36,5826,175,,,5826,175,5826,33,,,,
5831,177,5831,3,5831,174,,,,,,,,
5832,30,5832,3,,,,,,,5832,3,,
5834,34,5834,185,,,5834,7,,,5834,185,5834,7
5834,184,5834,173,,,5834,173,,,,,,
5835,36,5835,35,5835,5,5835,35,5835,5,5835,35,,
5835,181,5835,173,5835,5,5835,184,5835,185,5835,184,5835,187
5841,35,5841,178,5841,32,5841,32,,,5841,32,,
5841,38,5841,178,5841,32,5841,32,,,5841,32,,
5849,43,5849,8,,,5849,8,,,,,,
5849,47,5849,31,5849,3,5849,31,,,5849,31,,
5853,44,5853,193,5853,33,5853,33,,,5853,202,5853,33
5853,194,5853,193,5853,33,,,,,,,,
5858,37,5858,33,5858,7,5858,33,5858,7,,,,
5858,38,5858,179,,,5858,179,,,5858,179,,
5858,39,5858,33,5858,7,5858,33,5858,7,,,,
5858,188,5858,179,,,5858,179,,,5858,179,,
5861,34,5861,3,,,5861,3,,,,,,
5861,35,5861,3,,,5861,3,,,,,,
5863,38,5863,4,,,5863,31,,,,,,
5863,39,5863,4,,,,,,,5863,31,,
5863,40,5863,31,,,5863,31,,,5863,31,,
5863,44,5863,33,,,5863,33,,,5863,33,,
5864,178,5864,3,,,5864,3,,,,,,
5864,179,5864,3,,,5864,3,,,,,,
5871,30,5871,172,,,5871,172,,,5871,172,,
5871,171,5871,6,,,5871,6,5871,170,,,,
5872,37,5872,6,,,5872,6,5872,34,5872,6,,
5872,38,5872,175,,,5872,175,,,5872,35,,
5872,40,5872,175,,,5872,175,,,5872,35,,
5872,41,5872,31,,,5872,31,,,5872,31,,
5874,179,5874,3,,,5874,30,,,5874,182,,
5875,172,5875,2,,,,,,,,,,
5876,32,5876,4,5876,172,,,,,,,,
5876,33,5876,4,5876,172,5876,4,,,,,,
5885,33,5885,174,5885,3,5885,174,,,5885,174,,
5897,31,5897,5,5897,170,5897,5,5897,170,,,,
5897,32,5897,5,5897,170,5897,5,5897,170,5897,5,5897,170
5898,34,5898,3,5898,170,5898,3,5898,170,,,,
5898,37,5898,3,5898,170,5898,3,5898,170,5898,3,5898,170
5899,31,5899,3,5899,172,5899,3,,,,,,
5899,32,5899,3,5899,172,5899,3,,,,,,
5900,35,5900,5,,,5900,5,5900,173,,,,
5900,36,5900,7,,,5900,7,,,,,,
5900,37,5900,5,,,,,,,5900,5,5900,173
5900,39,5900,7,,,5900,7,,,5900,7,,
5900,40,5900,174,5900,4,5900,174,,,5900,174,,
5900,175,5900,174,5900,4,5900,174,,,,,,
5901,38,5901,175,5901,181,5901,175,,,,,,
5901,40,5901,4,,,,,,,5901,4,,
5901,41,5901,7,5901,170,,,,,,,,
5901,42,5901,7,5901,170,,,,,,,,
5901,43,5901,4,,,,,,,5901,4,,
5903,33,5903,3,5903,1,,,,,,,,
5904,44,5904,177,5904,2,5904,177,5904,2,,,,
5904,45,5904,176,5904,5,5904,176,5904,5,,,,
5904,48,5904,176,5904,5,5904,176,5904,5,5904,176,5904,5
5904,49,5904,33,,,5904,33,5904,196,5904,33,,
5904,50,5904,37,5904,2,5904,37,,,5904,37,,
5904,52,5904,33,5904,195,5904,33,5904,196,5904,33,,
5909,37,5909,5,,,5909,184,,,5909,184,5909,192
5916,37,5916,171,5916,4,5916,171,5916,4,,,,
5916,38,5916,8,,,5916,8,5916,176,5916,8,5916,176
5916,39,5916,171,5916,4,5916,171,5916,4,5916,171,5916,4
5921,32,5921,172,5921,4,5921,172,5921,4,5921,172,5921,4
5922,39,5922,194,5922,10,5922,194,5922,10,,,,
5922,40,5922,192,,,5922,192,,,,,,
5922,43,5922,210,5922,170,5922,210,,,5922,210,,
5922,204,5922,38,,,5922,38,,,,,,
5922,205,5922,38,,,5922,38,,,5922,38,,
5922,206,5922,7,,,5922,7,,,5922,7,,
5922,208,5922,210,5922,170,5922,210,,,5922,210,,
5925,41,5925,170,5925,8,5925,170,5925,8,,,,
5925,176,5925,170,5925,8,5925,170,5925,8,5925,170,5925,8
5926,31,5926,6,,,5926,6,,,,,,
5926,32,5926,5,5926,173,5926,5,5926,173,5926,5,,
5926,33,5926,174,5926,4,5926,174,5926,4,5926,174,5926,4
5926,34,5926,5,5926,173,5926,5,5926,173,5926,5,,
5926,36,5926,171,5926,3,5926,3,5926,171,5926,171,5926,3
5926,172,5926,171,5926,3,,,,,,,,
5938,33,5938,31,,,5938,31,,,5938,31,,
5938,34,5938,31,,,5938,31,,,5938,31,,
5940,32,5940,3,,,5940,3,,,,,,
5942,37,5942,9,,,5942,9,,,,,,
5942,38,5942,8,,,5942,8,,,5942,8,,
5942,174,5942,8,,,5942,8,,,5942,8,,
5947,34,5947,30,5947,172,,,,,,,,
5959,36,5959,7,,,5959,7,,,,,,
5960,42,5960,34,5960,188,5960,34,5960,188,5960,34,5960,188
5960,43,5960,181,5960,8,5960,181,5960,8,5960,181,5960,8
5960,44,5960,33,,,5960,33,,,5960,33,5960,195
5960,45,5960,34,5960,188,5960,34,5960,188,5960,34,5960,188
5960,47,5960,181,5960,8,5960,181,5960,8,5960,181,5960,8
5960,48,5960,38,,,5960,38,5960,189,5960,38,5960,189
5964,30,5964,170,5964,3,5964,170,5964,3,,,,
5964,32,5964,170,5964,3,5964,170,5964,3,,,,
5965,37,5965,182,5965,6,5965,182,5965,189,5965,182,5965,189
5965,185,5965,182,5965,6,5965,182,5965,189,5965,182,5965,189
5968,33,5968,5,,,5968,5,,,5968,5,,
5968,34,5968,5,,,5968,5,,,5968,5,,
5969,34,5969,5,5969,174,5969,174,5969,5,5969,5,5969,174
5977,35,5977,173,5977,6,5977,173,5977,6,5977,173,5977,6
5984,34,5984,30,5984,178,5984,30,,,,,,
5984,35,5984,30,5984,178,5984,30,,,,,,
5987,35,5987,188,5987,6,5987,188,5987,6,5987,188,5987,6
5987,36,5987,188,5987,6,5987,188,5987,6,5987,188,5987,6
5987,192,5987,191,5987,1,5987,1,,,,,,
5990,35,5990,172,5990,2,5990,172,5990,2,,,,
5990,36,5990,172,5990,2,5990,172,5990,2,,,,
5990,37,5990,4,,,5990,4,,,5990,4,,
5990,177,5990,3,,,5990,3,,,5990,3,5990,175
5990,178,5990,3,,,5990,3,,,,,,
5990,180,5990,31,,,5990,31,,,5990,31,,
5991,31,5991,3,,,,,,,,,,
5991,32,5991,3,,,,,,,,,,
5991,33,5991,2,5991,171,5991,2,5991,171,5991,2,5991,171
5991,34,5991,2,5991,171,5991,2,5991,171,5991,2,5991,171
5994,32,5994,6,5994,171,5994,6,5994,171,5994,6,5994,171
5995,32,5995,6,,,5995,6,,,,,,
5995,33,5995,170,,,5995,170,,,,,,
5995,34,5995,5,,,5995,5,,,,,,
5995,38,5995,6,,,5995,6,,,5995,6,,
5995,40,5995,170,,,5995,170,,,5995,170,,
5995,42,5995,30,,,5995,30,,,5995,30,,
5995,43,5995,5,,,5995,5,,,5995,1,5995,4
5995,44,5995,30,,,5995,30,,,5995,30,,
5998,34,5998,4,5998,176,,,,,,,,
6023,33,6023,175,6023,4,,,,,,,,
6023,35,6023,175,6023,4,,,,,,,,
6024,33,6024,2,,,6024,2,,,,,,
6024,34,6024,3,,,6024,3,,,,,,
6024,35,6024,32,6024,3,6024,3,,,6024,32,,
6028,43,6028,3,,,,,,,,,,
6028,180,6028,8,,,6028,8,,,,,,
6028,181,6028,8,,,6028,8,,,,,,
6030,34,6030,7,6030,177,6030,7,6030,177,6030,7,6030,177
6030,36,6030,33,,,,,,,6030,33,6030,187
6030,37,6030,7,6030,177,6030,7,6030,177,6030,7,6030,177
6030,38,6030,178,,,6030,178,,,6030,182,,
6040,35,6040,8,6040,177,6040,8,6040,177,,,,
6040,36,6040,8,6040,177,6040,8,6040,177,6040,8,6040,177
6041,35,6041,175,,,6041,171,,,,,,
6041,36,6041,4,,,,,,,,,,
6041,39,6041,175,,,,,,,,,,
6041,173,6041,3,,,6041,170,,,,,,
6041,174,6041,3,,,6041,3,,,,,,
6051,183,6051,3,,,6051,3,,,6051,3,,
6051,185,6051,3,,,6051,3,,,6051,3,,
6053,34,6053,175,,,6053,175,,,,,,
6053,35,6053,177,6053,6,6053,177,6053,6,6053,177,,
6053,37,6053,177,6053,6,6053,177,6053,6,6053,177,,
6053,39,6053,31,,,6053,31,6053,190,6053,31,,
6054,32,6054,5,,,6054,5,,,,,,
6054,33,6054,30,6054,186,6054,30,6054,186,6054,30,6054,186
6060,30,6060,3,6060,1,6060,3,6060,1,,,,
6060,31,6060,3,6060,1,6060,3,6060,1,6060,3,6060,1
6064,37,6064,4,,,6064,4,,,,,,
6064,38,6064,4,,,6064,4,,,,,,
6066,30,6066,5,6066,2,6066,5,,,6066,5,,
6066,31,6066,5,6066,2,6066,5,,,6066,5,,
6069,171,6069,4,6069,172,,,,,,,,
6073,33,6073,173,6073,3,6073,173,6073,3,,,,
6073,34,6073,4,,,6073,2,,,,,,
6073,36,6073,173,6073,3,6073,173,6073,3,,,,
6073,37,6073,31,,,6073,31,6073,178,6073,31,6073,178
6077,176,6077,174,6077,4,6077,174,6077,4,,,,
6086,30,6086,4,6086,1,6086,1,,,,,,
6086,31,6086,3,,,6086,3,,,6086,3,6086,1
6088,34,6088,31,,,6088,31,6088,176,6088,31,6088,176
6093,36,6093,6,,,6093,6,,,,,,
6093,38,6093,11,,,6093,11,,,6093,11,6093,37
6093,39,6093,170,6093,10,6093,170,6093,10,6093,170,6093,10
6093,40,6093,7,,,6093,7,,,6093,7,,
6093,41,6093,11,,,6093,11,,,6093,11,6093,37
6093,42,6093,31,6093,7,,,,,6093,31,,
6095,34,6095,174,6095,30,,,,,,,,
6103,37,6103,8,6103,179,,,,,,,,
6103,38,6103,7,6103,181,6103,7,6103,181,,,,
6103,39,6103,3,6103,171,6103,3,6103,171,,,,
6103,40,6103,7,6103,181,6103,7,6103,181,,,,
6103,41,6103,3,6103,171,6103,3,6103,171,,,,
6103,43,6103,8,6103,179,6103,8,6103,179,6103,8,6103,179
