ER30001,ER30002,PCGID_97,PCGPN_97,OCGID_97,OCGPN_97,PCGID_02,PCGPN_02,OCGID_02,OCGPN_02,PCGID_07,PCGPN_07,OCGID_07,OCGPN_07
2352,31,2352,170,2352,3,2352,170,2352,3,2352,170,2352,3
2352,32,2352,170,2352,3,2352,170,2352,3,2352,170,2352,3
2353,30,2353,171,2353,3,2353,171,2353,3,,,,
2353,35,2353,171,2353,3,2353,171,2353,3,2353,171,2353,3
2354,34,2354,5,2354,174,2354,5,2354,174,,,,
2354,35,2354,3,,,2354,3,,,,,,
2354,36,2354,5,2354,174,2354,5,2354,174,2354,5,2354,174
2355,33,2355,174,2355,179,2355,174,2355,179,2355,174,2355,179
2355,176,2355,174,2355,179,2355,174,2355,179,2355,174,2355,179
2379,31,2379,6,2379,172,,,,,,,,
2379,32,2379,6,2379,172,,,,,2379,6,2379,172
2379,33,2379,170,2379,3,,,,,,,,
2383,173,2383,172,2383,5,,,,,,,,
2383,174,2383,172,2383,5,,,,,,,,
2392,32,2392,31,2392,170,,,,,,,,
2392,33,2392,4,2392,172,2392,4,2392,172,,,,
2392,34,2392,31,2392,170,,,,,,,,
2392,35,2392,4,2392,172,2392,4,2392,172,2392,4,2392,179
2392,36,2392,173,2392,5,2392,5,2392,173,2392,173,2392,5
2392,37,2392,173,2392,5,2392,5,2392,173,2392,173,2392,5
2393,30,2393,4,2393,171,2393,4,2393,171,2393,4,2393,171
2393,31,2393,4,2393,171,2393,4,2393,171,2393,4,2393,171
2397,37,2397,173,2397,32,2397,173,,,2397,173,,
2397,38,2397,173,2397,32,2397,173,,,2397,173,,
2409,31,2409,3,2409,173,2409,3,2409,173,,,,
2409,32,2409,3,2409,173,2409,3,2409,173,,,,
2409,33,2409,171,2409,6,2409,171,,,,,,
2409,175,2409,171,2409,6,2409,171,,,2409,171,2409,909
2410,31,2410,3,2410,170,2410,3,2410,170,,,,
2410,32,2410,3,2410,170,2410,3,2410,170,2410,3,2410,170
2410,33,2410,30,2410,171,2410,30,2410,171,2410,30,2410,171
2411,171,2411,4,2411,170,2411,4,2411,170,,,,
2411,172,2411,4,2411,170,2411,4,2411,170,,,,
2411,173,2411,30,2411,2,2411,30,2411,175,,,,
2411,174,2411,30,2411,2,2411,30,2411,175,,,,
2412,33,2412,30,2412,170,2412,30,2412,170,2412,30,2412,170
2416,34,2416,171,2416,3,,,,,,,,
2416,35,2416,6,2416,172,2416,6,2416,172,,,,
2416,36,2416,6,2416,172,2416,6,2416,172,2416,6,2416,172
2417,175,2417,174,2417,170,,,,,,,,
2417,176,2417,174,2417,170,,,,,,,,
2418,34,2418,173,2418,5,2418,173,2418,5,2418,173,2418,5
2422,35,2422,171,,,2422,171,2422,179,,,,
2422,36,2422,171,,,2422,171,2422,179,,,,
2427,34,2427,171,2427,4,2427,171,2427,4,,,,
2427,35,2427,171,2427,4,2427,171,2427,4,2427,171,2427,4
2432,38,2432,3,,,2432,35,2432,3,,,,
2432,41,2432,33,2432,175,2432,33,2432,191,2432,33,2432,191
2432,42,2432,190,2432,189,2432,190,,,,,,
2432,44,2432,33,2432,175,2432,33,2432,191,2432,33,2432,191
2432,46,2432,182,2432,183,,,,,2432,34,2432,181
2432,47,2432,34,,,2432,34,2432,181,2432,34,2432,181
2432,48,2432,176,,,2432,176,,,2432,176,,
2432,52,2432,35,,,2432,35,2432,3,2432,35,,
2432,53,2432,190,2432,189,2432,190,,,2432,190,,
2432,54,2432,34,,,2432,34,2432,181,,,,
2432,55,2432,35,,,2432,35,2432,3,2432,35,,
2432,187,2432,182,2432,183,,,,,,,,
2434,31,2434,3,2434,183,,,,,,,,
2434,32,2434,3,2434,183,2434,3,2434,183,,,,
2435,31,2435,175,2435,4,2435,175,2435,4,,,,
2435,32,2435,172,2435,5,2435,172,2435,5,,,,
2435,34,2435,172,2435,5,2435,172,2435,5,,,,
2435,35,2435,7,2435,176,2435,7,2435,176,2435,7,2435,176
2435,36,2435,175,2435,4,2435,175,2435,4,2435,175,2435,4
2436,36,2436,170,,,2436,170,,,,,,
2436,37,2436,174,2436,6,2436,174,,,2436,174,,
2441,31,2441,3,2441,173,,,,,,,,
2441,32,2441,3,2441,173,2441,3,2441,173,,,,
2441,34,2441,5,,,2441,5,,,,,,
2441,35,2441,5,,,2441,5,,,,,,
2441,37,2441,176,,,2441,176,2441,4,2441,4,2441,182
2443,30,2443,170,,,2443,170,,,,,,
2443,31,2443,170,,,2443,170,,,2443,170,2443,30
2443,33,2443,175,2443,2,2443,175,2443,2,2443,2,,
2443,179,2443,175,2443,2,,,,,,,,
2461,31,2461,3,2461,171,2461,3,,,2461,171,2461,3
2461,32,2461,174,2461,30,2461,174,2461,30,2461,174,2461,30
2461,33,2461,174,2461,30,2461,174,2461,30,2461,174,2461,30
2461,173,2461,4,2461,172,2461,4,2461,172,2461,4,2461,172
2464,32,2464,171,,,2464,171,,,2464,171,2464,173
2468,30,2468,171,2468,3,2468,171,,,,,,
2468,31,2468,171,2468,3,2468,171,,,,,,
2469,32,2469,4,2469,172,2469,4,2469,172,,,,
2473,30,2473,170,2473,4,2473,170,2473,4,,,,
2473,32,2473,170,2473,4,2473,170,2473,4,2473,170,2473,4
2474,34,2474,171,2474,30,2474,171,2474,30,2474,171,2474,30
2478,31,2478,3,2478,170,2478,3,2478,170,,,,
2478,32,2478,4,2478,175,2478,4,2478,175,,,,
2485,32,2485,3,2485,171,2485,3,2485,171,,,,
2485,34,2485,173,2485,177,2485,173,2485,174,2485,173,2485,186
2485,35,2485,176,,,2485,176,,,2485,176,,
2485,36,2485,173,2485,177,2485,173,2485,174,2485,173,2485,186
2486,34,2486,31,2486,189,2486,31,2486,189,2486,31,2486,189
2490,34,2490,31,2490,173,2490,31,2490,173,2490,31,2490,173
2492,30,2492,170,,,2492,170,,,,,,
2501,31,2501,178,2501,3,,,,,2501,178,2501,3
2501,32,2501,5,2501,177,2501,5,2501,177,,,,
2501,33,2501,178,2501,3,,,,,2501,178,2501,3
2501,34,2501,5,2501,177,2501,5,2501,177,,,,
2502,33,2502,171,2502,4,,,,,,,,
2502,35,2502,171,2502,4,,,,,,,,
2502,36,2502,172,2502,5,2502,172,2502,5,2502,172,2502,5
2502,37,2502,172,2502,5,2502,172,2502,5,2502,172,2502,5
2506,178,2506,3,,,2506,3,,,,,,
2509,35,2509,171,2509,22,,,,,,,,
2509,36,2509,170,,,2509,170,,,,,,
2509,37,2509,6,2509,174,2509,6,2509,174,,,,
2509,38,2509,173,2509,4,2509,173,2509,4,,,,
2509,39,2509,3,2509,176,2509,3,2509,176,2509,3,2509,176
2509,40,2509,173,2509,4,2509,173,2509,4,2509,173,2509,4
2509,41,2509,3,2509,176,2509,3,2509,176,2509,3,2509,176
2509,42,2509,6,2509,174,2509,6,2509,174,2509,6,2509,174
2509,43,2509,177,2509,5,2509,177,2509,5,2509,177,2509,5
2510,33,2510,172,2510,3,2510,172,2510,3,,,,
2510,34,2510,171,2510,5,2510,5,2510,171,2510,171,2510,5
2510,35,2510,172,2510,3,2510,172,2510,3,,,,
2510,36,2510,171,2510,5,2510,5,2510,171,2510,171,2510,5
2515,38,2515,31,2515,188,2515,31,2515,191,,,,
2515,40,2515,184,,,2515,30,2515,189,,,,
2515,41,2515,31,2515,188,2515,31,2515,191,,,,
2516,31,2516,3,,,2516,170,,,,,,
2516,32,2516,4,,,2516,4,,,,,,
2516,33,2516,4,,,2516,4,,,2516,4,,
2518,33,2518,9,,,2518,9,,,,,,
2518,176,2518,9,,,2518,9,,,2518,9,,
2524,30,2524,172,2524,174,2524,172,2524,174,2524,172,2525,2
2524,31,2524,171,2524,175,2524,171,2524,175,2524,171,2524,175
2525,30,2525,174,2525,3,2525,174,2525,3,,,,
2525,177,2525,172,2525,176,,,,,,,,
2526,33,2526,4,2526,171,2526,4,2526,171,,,,
2526,34,2526,30,,,2526,30,,,,,,
2526,35,2526,173,2526,31,2526,173,2526,31,2526,173,2526,914
2529,31,2529,175,2529,30,2529,175,2529,30,2529,175,2529,30
2530,37,2530,4,2530,181,2530,4,2530,181,,,,
2530,38,2530,4,2530,181,2530,4,2530,181,2530,4,2530,181
2530,186,2530,185,,,,,,,,,,
2532,31,2532,3,2532,170,2532,3,2532,170,,,,
2532,32,2532,3,2532,170,2532,3,2532,170,2532,3,2532,170
2538,31,2538,21,2538,170,,,,,,,,
2539,34,2539,5,2539,171,,,,,,,,
2540,32,2540,31,,,,,,,2540,31,2540,174
2540,171,2540,31,,,,,,,2540,31,2540,174
2545,33,2545,30,2545,172,2545,30,2545,172,2545,30,2545,172
2545,34,2545,30,2545,172,2545,30,2545,172,2545,30,2545,172
2557,32,2557,6,,,,,,,,,,
2557,33,2557,6,,,,,,,,,,
2558,31,2558,170,2558,30,2558,170,2558,30,2558,170,2558,30
2558,171,2558,170,2558,30,,,,,,,,
2566,38,2566,30,2566,174,2566,30,2566,174,2566,30,2566,174
2566,39,2566,30,2566,174,2566,30,2566,174,2566,30,2566,174
2569,37,2569,31,,,2569,31,,,,,,
2569,38,2569,31,,,2569,31,,,,,,
2576,33,2576,3,2576,170,2576,3,2576,170,,,,
2576,34,2576,3,2576,170,2576,3,2576,170,2576,3,2576,170
2577,30,2577,173,2577,3,2577,173,2577,3,2577,173,2577,3
2577,31,2577,173,2577,3,2577,173,2577,3,2577,173,2577,3
2578,180,2578,179,2578,30,2578,30,2578,179,2578,179,,
2586,32,2586,173,2586,6,2586,173,2586,6,,,,
2586,34,2586,173,2586,6,2586,173,2586,6,2586,173,2586,6
2586,35,2586,172,2586,5,2586,172,2586,5,2586,172,2586,5
2590,40,2590,32,2590,175,2590,32,2590,175,,,,
2590,41,2590,30,2590,174,2590,30,2590,178,2590,30,2590,178
2590,42,2590,30,2590,174,2590,30,2590,178,2590,30,2590,178
2590,43,2590,32,2590,175,2590,32,2590,175,2590,32,2590,175
2591,35,2591,178,2591,6,2591,178,2591,6,2591,178,2591,6
2593,33,2593,170,2593,30,2593,170,2593,172,2593,170,2593,175
2594,30,2594,3,,,2594,3,,,,,,
2599,174,2599,173,2599,4,2599,173,2599,4,2599,173,2599,4
2599,175,2599,173,2599,4,2599,173,2599,4,2599,173,2599,4
2601,33,2601,5,2601,172,,,,,,,,
2601,34,2601,171,2601,3,2601,171,2601,176,,,,
2601,36,2601,171,2601,3,2601,171,2601,176,,,,
2601,38,2601,5,2601,172,,,,,,,,
2603,32,2603,5,2603,171,2603,5,2603,171,,,,
2603,33,2603,177,2603,7,2603,177,2603,7,2603,177,2603,7
2603,179,2603,177,2603,7,2603,177,2603,7,2603,177,2603,7
2607,30,2607,3,2607,170,2607,3,2607,170,2607,3,2607,170
2610,32,2610,173,2610,4,2610,173,2610,4,2610,173,2610,4
2611,37,2611,32,2611,175,,,,,2611,32,2611,175
2611,38,2611,32,2611,175,,,,,2611,32,2611,175
2613,30,2613,4,2613,181,2613,4,2613,181,,,,
2613,31,2613,4,2613,181,2613,4,2613,181,,,,
2615,46,2615,174,2615,21,2615,174,,,,,,
2615,47,2615,7,2615,176,2615,7,2615,176,,,,
2615,48,2615,177,2615,4,,,,,,,,
2615,49,2615,7,2615,176,2615,7,2615,176,2615,7,2615,176
2618,32,2618,3,2618,170,2618,3,2618,170,2618,3,2618,170
2618,33,2618,3,2618,170,2618,3,2618,170,2618,3,2618,170
2618,34,2618,4,2618,171,2618,4,2618,171,2618,4,2618,171
2618,35,2618,31,2618,172,2618,31,2618,172,2618,31,2618,172
2618,37,2618,4,2618,171,2618,4,2618,171,2618,4,2618,171
2621,34,2621,30,2621,174,2621,30,2621,174,2621,30,2621,175
2628,32,2628,3,2628,170,2628,3,2628,170,,,,
2628,34,2628,5,,,2628,5,,,,,,
2628,35,2628,5,,,2628,5,,,,,,
2628,37,2628,3,2628,170,2628,3,2628,170,2628,3,2628,170
2629,30,2629,3,2629,170,2629,3,2629,170,2629,3,2629,170
2629,31,2629,3,2629,170,2629,3,2629,170,2629,3,2629,170
2639,30,2639,3,2639,172,2639,3,2639,172,2639,3,2639,172
2640,30,2640,4,2640,171,2640,4,2640,171,,,,
2642,32,2642,30,,,2642,30,2642,180,,,,
2642,34,2642,31,2642,179,2642,179,,,2642,179,,
2642,35,2642,31,2642,179,2642,179,,,2642,179,,
2643,32,2643,3,2643,172,2643,3,2643,172,,,,
2645,30,2645,171,2645,1,2645,171,2645,1,,,,
2646,32,2646,6,,,,,,,,,,
2646,33,2646,6,,,,,,,,,,
2647,30,2647,172,2647,21,,,,,2647,172,,
2653,30,2653,170,2653,4,2653,4,2653,2,,,,
2655,31,2655,2,2655,172,,,,,,,,
2655,32,2655,2,2655,172,,,,,,,,
2655,33,2655,173,2655,30,2655,173,2655,30,2655,173,2655,30
2656,33,2656,171,2656,5,2656,171,2656,5,,,,
2656,34,2656,174,2656,7,2656,174,2656,7,2656,174,2656,7
2656,35,2656,171,2656,5,2656,171,2656,5,2656,171,2656,5
2656,36,2656,174,2656,7,2656,174,2656,7,2656,174,2656,7
2656,37,2656,8,2656,176,,,,,,,,
2657,36,2657,8,2657,177,2657,8,2657,177,,,,
2657,37,2657,7,2657,171,2657,7,2657,171,,,,
2657,38,2657,8,2657,177,2657,8,2657,177,,,,
2660,31,2660,172,2660,3,2660,172,2660,3,,,,
2660,32,2660,172,2660,3,2660,172,2660,3,2660,172,2660,3
2661,40,2661,176,2661,5,2661,176,2661,5,,,,
2661,41,2661,180,2661,7,,,,,,,,
2661,42,2661,180,2661,7,,,,,2661,7,2661,180
2661,43,2661,171,2661,21,2661,171,2661,21,2661,171,2661,21
2661,44,2661,32,,,2661,171,2661,21,2661,171,2661,21
2662,32,2662,172,2662,30,2662,172,,,2662,172,,
2672,30,2672,171,,,2672,171,,,,,,
2672,31,2672,5,2672,170,2672,5,2672,170,,,,
2672,32,2672,5,2672,170,2672,5,2672,170,2672,5,2672,170
2673,174,2673,3,2673,172,2673,3,2673,172,,,,
2678,37,2678,7,,,2678,7,,,,,,
2678,38,2678,175,2678,5,2678,175,2678,5,,,,
2678,40,2678,175,2678,5,2678,175,2678,5,2678,175,2678,5
2680,32,2680,3,2680,171,2680,3,2680,171,,,,
2680,33,2680,174,2680,5,2680,174,2680,5,,,,
2680,34,2680,174,2680,5,2680,174,2680,5,,,,
2682,32,2682,5,2682,175,2682,5,2682,175,2682,5,,
2682,33,2682,5,2682,175,2682,5,2682,175,2682,5,,
2688,36,2688,31,,,2688,31,,,2688,31,,
2701,38,2701,9,,,,,,,,,,
2701,43,2701,4,,,2701,4,,,,,,
2701,47,2701,4,,,2701,4,,,,,,
2701,48,2701,41,,,2701,41,,,,,,
2701,49,2701,33,,,,,,,2701,33,2701,34
2701,50,2701,190,2701,207,,,,,2701,190,2701,207
2701,51,2701,33,,,,,,,2701,33,2701,34
2701,52,2701,41,,,2701,41,,,,,,
2701,208,2701,190,2701,207,,,,,2701,190,2701,207
2704,185,2704,3,2704,184,2704,3,2704,184,,,,
2704,186,2704,3,2704,184,2704,3,2704,184,2704,3,2704,184
2707,34,2707,2,,,2707,6,,,,,,
2707,35,2707,3,,,,,,,,,,
2707,37,2707,5,,,2707,5,,,,,,
2707,38,2707,4,2707,176,,,,,,,,
2707,42,2707,4,2707,176,,,,,2707,4,2707,176
2707,43,2707,7,2707,179,2707,179,2707,7,2707,7,2707,179
2707,44,2707,7,2707,179,2707,179,2707,7,2707,7,2707,179
2707,182,2707,3,,,2707,3,,,,,,
2712,32,2712,170,2712,3,2712,170,2712,3,2712,170,2712,3
2714,36,2714,179,2714,6,,,,,2714,179,2714,195
2714,183,2714,182,2714,32,,,,,2714,191,2714,190
2715,30,2715,176,2715,3,2715,176,2715,3,,,,
2716,32,2716,3,2716,170,2716,3,2716,170,,,,
2716,33,2716,3,2716,170,,,,,,,,
2717,33,2717,5,2717,174,2717,5,2717,174,,,,
2717,34,2717,6,2717,172,2717,6,2717,172,,,,
2717,36,2717,6,2717,172,2717,6,2717,172,,,,
2717,38,2717,173,2717,4,2717,173,2717,4,2717,173,2717,4
2722,31,2722,3,2722,171,2722,3,2722,171,,,,
2726,30,2726,3,2726,170,2726,3,2726,170,2726,3,2726,170
2726,31,2726,3,2726,170,2726,3,2726,170,2726,3,2726,170
2727,35,2727,171,2727,21,2727,171,2727,21,,,,
2727,36,2727,171,2727,21,2727,171,2727,21,2727,171,2727,21
2727,178,2727,177,2727,174,,,,,,,,
2727,179,2727,177,2727,174,,,,,,,,
2731,34,2731,2,,,,,,,,,,
2731,35,2731,30,,,2731,1,,,2731,30,,
2731,36,2731,4,2731,176,2731,4,2731,176,2731,4,,
2731,37,2731,30,,,,,,,2731,30,,
2731,175,2731,2,,,2731,4,2731,1,,,,
2744,34,2744,173,2744,31,,,,,,,,
2750,31,2750,172,2750,3,2750,172,2750,3,,,,
2750,32,2750,172,2750,3,2750,172,2750,3,,,,
2752,32,2752,170,2752,4,2752,170,2752,4,,,,
2752,33,2752,172,2752,5,2752,172,2752,5,2752,172,2752,5
2753,34,2753,172,,,2753,172,2753,5,,,,
2753,35,2753,4,2753,173,2753,4,2753,173,2753,4,2753,173
2753,174,2753,4,2753,173,,,,,,,,
2756,34,2756,3,2756,172,2756,3,2756,172,2756,3,2756,172
2756,173,2756,3,2756,172,2756,3,2756,172,2756,3,2756,172
2771,33,2771,173,2771,6,2771,173,2771,6,,,,
2771,34,2771,173,2771,6,2771,173,2771,6,,,,
2774,172,2774,6,2774,2,2774,2,2774,6,,,,
2776,31,2776,173,2776,3,,,,,2776,173,2776,3
2776,32,2776,173,2776,3,,,,,2776,173,2776,3
2779,31,2779,170,2779,3,2779,170,2779,3,2779,170,2779,3
2782,177,2782,176,2782,170,,,,,,,,
2783,31,2783,3,2783,170,2783,3,2783,170,,,,
2786,32,2786,6,,,2786,6,2786,31,,,,
2786,33,2786,171,2786,30,2786,171,2786,30,2786,171,2786,30
2786,34,2786,6,,,2786,6,2786,31,2786,6,2786,32
2799,31,2799,5,2799,177,2799,5,2799,177,2799,5,2799,177
2799,32,2799,5,2799,177,2799,5,2799,177,2799,5,2799,177
2800,35,2800,171,2800,4,2800,171,2800,4,,,,
2801,35,2801,171,2801,4,2801,171,2801,4,,,,
2801,179,2801,8,2801,176,,,,,,,,
2801,180,2801,8,2801,176,2801,8,,,,,,
2806,33,2806,171,2806,4,,,,,,,,
2807,30,2807,170,2807,3,2807,170,2807,3,,,,
2807,31,2807,170,2807,3,2807,170,2807,3,2807,170,2807,3
2816,33,2816,4,2816,171,2816,4,2816,171,,,,
2822,32,2822,175,2822,30,2822,175,2822,30,2822,175,2822,30
2831,32,2831,4,2831,171,2831,171,2831,4,,,,
2831,33,2831,4,2831,171,2831,171,2831,4,2831,4,2831,171
2835,30,2835,4,2835,170,2835,4,2835,170,2835,4,2835,170
2835,31,2835,4,2835,170,2835,4,2835,170,2835,4,2835,170
2836,33,2836,4,,,,,,,,,,
2836,35,2836,4,,,,,,,,,,
2846,176,2846,6,2846,175,2846,6,2846,175,,,,
2846,177,2846,6,2846,175,2846,6,2846,175,,,,
2847,40,2847,31,,,2847,31,2847,176,2847,31,2847,176
2848,36,2848,174,,,2848,174,2848,186,,,,
2848,37,2848,176,,,2848,176,,,,,,
2848,38,2848,6,,,2848,6,,,,,,
2848,39,2848,10,,,2848,10,,,2848,10,,
2848,40,2848,10,,,2848,10,,,2848,10,,
2848,41,2848,30,2848,184,2848,30,2848,184,2848,30,2848,184
2848,42,2848,30,2848,184,2848,30,2848,184,2848,30,2848,184
2848,43,2848,33,2848,6,2848,6,,,2848,33,,
2848,175,2848,174,,,2848,174,2848,186,,,,
2848,179,2848,176,,,2848,176,,,,,,
2849,31,2849,3,2849,170,,,,,,,,
2849,32,2849,3,2849,170,2849,3,,,2849,3,2849,174
2851,31,2851,4,2851,170,,,,,,,,
2851,32,2851,171,2851,3,2851,3,2851,171,,,,
2851,33,2851,171,2851,3,2851,3,2851,171,,,,
2851,34,2851,5,2851,173,2851,5,,,2851,5,,
2851,35,2851,5,2851,173,2851,5,,,2851,5,,
2852,41,2852,172,,,2852,172,,,,,,
2852,46,2852,6,2852,174,2852,6,2852,190,2852,6,,
2852,48,2852,31,,,,,,,,,,
2852,49,2852,172,,,2852,172,,,2852,172,2852,199
2852,50,2852,33,2852,183,2852,33,2852,183,2852,33,2852,183
2852,51,2852,31,,,,,,,,,,
2852,52,2852,184,2852,30,2852,184,2852,30,2852,30,2852,184
2852,53,2852,6,2852,174,2852,6,2852,190,2852,6,,
2852,54,2852,184,2852,30,2852,184,2852,30,2852,30,2852,184
2860,31,2860,6,2860,171,2860,6,2860,171,2860,6,2860,171
2860,32,2860,6,2860,171,2860,6,2860,171,2860,6,2860,171
2867,32,2867,3,2867,30,2867,3,,,2867,31,2867,3
2869,31,2869,30,2869,170,2869,30,2869,170,2869,30,2869,170
2874,32,2874,3,2874,170,,,,,,,,
2874,33,2874,3,2874,170,,,,,,,,
2875,34,2875,7,,,2875,7,,,2875,7,,
2875,35,2875,7,,,2875,7,,,2875,7,,
2876,32,2876,3,,,2876,3,,,2876,30,2876,905
2880,30,2880,5,2880,177,2880,5,2880,177,2880,5,2880,177
2880,31,2880,5,2880,177,2880,5,2880,177,2880,5,2880,177
2881,33,2881,32,,,2881,32,,,,,,
2881,36,2881,32,,,2881,32,,,2881,32,,
2881,37,2881,4,2881,173,,,,,,,,
2882,32,2882,3,2882,172,2882,3,2882,172,,,,
2882,33,2882,171,2882,4,2882,171,2882,4,2882,171,2882,4
2882,34,2882,171,2882,4,2882,171,2882,4,2882,171,2882,4
2887,36,2887,5,,,,,,,,,,
2888,30,2888,171,2888,3,2888,171,2888,3,2888,171,2888,3
2890,31,2890,5,2890,174,2890,5,2890,174,,,,
2893,31,2893,3,2893,176,2893,3,2893,176,2893,3,2893,176
2893,177,2893,3,2893,176,2893,3,2893,176,,,,
2895,32,2895,2,,,2895,2,,,2895,2,,
2895,33,2895,30,2895,176,2895,30,2895,176,2895,30,2895,176
2895,34,2895,30,2895,176,2895,30,2895,176,2895,30,2895,176
2897,31,2897,4,2897,170,,,,,,,,
2897,32,2897,3,2897,171,2897,3,2897,171,,,,
2897,33,2897,4,2897,170,2897,4,2897,170,,,,
2897,34,2897,3,2897,171,2897,3,2897,171,2897,3,2897,171
2897,36,2897,176,2897,5,2897,176,2897,5,2897,176,2897,5
2897,180,2897,179,,,2897,179,2897,189,,,,
2897,182,2897,179,,,,,,,,,,
2898,31,2898,2,2898,1,2898,2,,,,,,
2898,32,2898,170,,,2898,170,,,,,,
2902,30,2902,3,2902,170,2902,3,2902,170,,,,
2902,32,2902,174,2902,4,2902,174,2902,4,,,,
2902,33,2902,3,2902,170,2902,3,2902,170,,,,
2907,35,2907,174,2907,6,2907,174,2907,6,,,,
2907,36,2907,174,2907,6,2907,174,2907,6,,,,
2907,37,2907,1,,,,,,,,,,
2907,38,2907,1,,,2907,9,,,,,,
2907,41,2907,8,,,,,,,,,,
2907,43,2907,8,,,,,,,,,,
2910,32,2910,2,2910,174,,,,,,,,
2910,33,2910,2,2910,174,,,,,2910,2,2910,174
2916,31,2916,176,2916,30,2916,177,2916,30,2916,30,,
2916,32,2916,176,2916,30,2916,177,2916,30,2916,30,,
2920,34,2920,174,2920,6,2920,174,2920,6,,,,
2920,35,2920,174,2920,6,2920,174,2920,6,,,,
2921,31,2921,4,2921,173,2921,4,,,,,,
2921,33,2921,4,2921,173,2921,4,,,,,,
3002,2,3002,1,,,3002,1,,,3002,1,3002,170
3005,2,3005,1,,,3005,1,,,,,,
3006,4,3006,2,3006,1,,,,,,,,
3010,3,3010,2,3010,1,3010,2,3010,1,,,,
3010,4,3010,2,3010,1,3010,2,3010,1,3010,2,3010,1
3012,2,3012,1,3012,3,3012,1,,,,,,
3018,2,3018,1,,,3018,1,,,3018,1,,
3018,3,3018,1,,,3018,1,,,3018,1,,
3019,3,3019,2,3019,1,3019,2,3019,1,3019,2,3019,1
3021,3,3021,1,,,,,,,,,,
3021,4,3021,1,,,3021,1,3021,2,3021,1,,
3023,3,3023,2,3023,1,3023,2,3023,1,,,,
3023,4,3023,2,3023,1,3023,2,3023,1,,,,
3024,3,3024,2,3024,1,3024,2,3024,1,3024,2,3024,1
3025,3,3025,2,3025,1,3025,2,3025,1,,,,
3025,4,3025,2,3025,1,3025,2,3025,1,3025,2,3025,1
3027,2,3027,1,,,3027,1,,,3027,1,,
3030,3,3030,2,3030,1,,,,,,,,
3032,3,3032,1,3032,2,3032,1,,,,,,
3033,2,3033,1,,,3033,1,,,3033,1,,
3034,4,3034,2,3034,1,3034,2,3034,1,,,,
3036,4,3036,2,3036,1,,,,,,,,
3036,5,3036,2,3036,1,,,,,,,,
3037,2,3037,1,,,,,,,,,,
3037,4,3037,1,,,,,,,,,,
3041,3,3041,2,3041,1,3041,2,3041,1,,,,
3041,4,3041,2,3041,1,3041,2,3041,1,3041,2,3041,1
3043,3,3043,2,3043,1,3043,2,3043,1,3043,1,3043,2
3045,3,3045,2,3045,1,3045,2,3045,1,,,,
3045,4,3045,2,3045,1,3045,2,3045,1,,,,
3046,5,3046,2,3046,1,,,,,3046,1,3046,2
3046,7,3046,2,3046,1,,,,,3046,1,3046,2
3047,5,3047,2,3047,1,,,,,3047,174,3047,175
3047,6,3047,2,3047,1,3047,2,3047,3,,,,
3049,4,3049,3,3049,2,,,,,,,,
3049,5,3049,3,3049,2,,,,,,,,
3050,3,3050,2,,,,,,,,,,
3050,4,3050,2,,,,,,,,,,
3055,3,3055,2,3055,1,3055,2,,,3055,2,,
3055,4,3055,2,3055,1,3055,2,,,3055,2,,
3056,3,3056,1,3056,2,3056,1,3056,170,,,,
3057,4,3057,3,3057,1,,,,,,,,
3057,5,3057,2,3057,1,3057,2,3057,1,3057,2,3057,1
3059,3,3059,2,3059,1,3059,2,3059,1,3059,2,3059,1
3059,4,3059,2,3059,1,3059,2,3059,1,,,,
3061,3,3061,2,3061,1,3061,2,3061,1,,,,
3061,4,3061,2,3061,1,3061,2,3061,1,,,,
3063,5,3063,2,3063,1,3063,2,3063,1,,,,
3063,6,3063,2,3063,1,3063,2,3063,1,3063,2,3063,1
3064,6,3064,2,3064,1,,,,,,,,
3064,7,3064,2,3064,1,,,,,,,,
3066,3,3066,2,3066,1,3066,2,3066,1,3066,2,3066,1
3070,3,3070,2,3070,1,3070,2,3070,1,,,,
3073,2,3073,1,,,3073,1,,,,,,
3075,4,3075,2,3075,3,,,,,,,,
3078,3,3078,2,3078,1,3078,2,3078,1,3078,2,,
3079,5,3079,4,3079,3,,,,,,,,
3080,3,3080,1,,,,,,,,,,
3082,3,3082,2,3082,1,3082,2,3082,1,,,,
3082,4,3082,2,3082,1,3082,2,3082,1,,,,
3085,3,3085,2,3085,1,,,,,,,,
3085,4,3085,2,3085,1,3085,2,3085,170,,,,
3088,4,3088,3,3088,2,3088,3,3088,2,,,,
3088,5,3088,3,3088,2,3088,3,3088,2,,,,
3089,6,3089,4,,,,,,,,,,
3089,7,3089,4,3089,5,,,,,,,,
3090,3,3090,2,3090,1,3090,2,3090,1,,,,
3090,4,3090,2,3090,1,3090,2,3090,1,3090,2,3090,1
3091,3,3091,2,3091,1,3091,2,3091,1,,,,
3091,4,3091,2,3091,1,3091,2,3091,1,,,,
3092,3,3092,2,3092,1,,,,,,,,
3092,4,3092,2,3092,1,,,,,,,,
3093,2,3093,1,,,,,,,,,,
3094,3,3094,2,3094,1,3094,2,3094,1,3094,2,3094,1
3094,4,3094,2,3094,1,3094,2,3094,1,3094,2,3094,1
3095,3,3095,1,,,3095,1,,,,,,
3095,4,3095,1,,,3095,1,,,,,,
3096,3,3096,2,3096,1,3096,2,3096,1,3096,2,3096,1
3098,3,3098,2,3098,1,3098,2,,,,,,
3098,4,3098,2,3098,1,3098,2,,,,,,
