"","ID","educ","ed","year_meas"
"1",1001,8,"<12",1968
"2",1002,8,"<12",1977
"3",1003,3,"<12",1980
"4",1004,12,"12",1979
"5",1030,NA,NA,-1
"6",2001,3,"<12",1968
"7",2002,3,"<12",1986
"8",2170,5,"<12",1981
"9",2171,8,"<12",1986
"10",2172,8,"<12",1984
"11",2173,NA,NA,-1
"12",3001,NA,NA,-1
"13",3002,3,"<12",1968
"14",4001,5,"<12",1999
"15",4002,5,"<12",1999
"16",4003,10,"<12",2011
"17",4004,14,"13-15",2011
"18",4005,12,"12",2003
"19",4006,12,"12",2011
"20",4007,12,"12",2011
"21",4008,11,"<12",2011
"22",4030,NA,NA,-1
"23",4031,12,"12",2011
"24",4032,10,"<12",1992
"25",4033,12,"12",2009
"26",4034,12,"12",2009
"27",4035,14,"13-15",2009
"28",4036,13,"13-15",2009
"29",4037,10,"<12",2011
"30",4038,12,"12",2011
"31",4039,12,"12",2011
"32",4040,NA,NA,-1
"33",4041,12,"12",2011
"34",4042,NA,NA,-1
"35",4043,NA,NA,-1
"36",4044,NA,NA,-1
"37",4045,NA,NA,-1
"38",4046,NA,NA,-1
"39",4047,NA,NA,-1
"40",4048,NA,NA,-1
"41",4049,NA,NA,-1
"42",4050,NA,NA,-1
"43",4051,NA,NA,-1
"44",4052,NA,NA,-1
"45",4170,12,"12",1994
"46",4171,NA,NA,-1
"47",4172,16,"16",1999
"48",4173,12,"12",2011
"49",4174,8,"<12",1978
"50",4175,12,"12",2003
"51",4176,11,"<12",1996
"52",4177,NA,NA,-1
"53",4178,NA,NA,-1
"54",4179,9,"<12",2005
"55",4180,12,"12",2011
"56",4181,11,"<12",1992
"57",4182,14,"13-15",1994
"58",4183,NA,NA,-1
"59",4184,NA,NA,-1
"60",4185,NA,NA,-1
"61",4186,14,"13-15",2003
"62",4187,10,"<12",2003
"63",4188,16,"16",2003
"64",4189,14,"13-15",1997
"65",4190,12,"12",2003
"66",4191,12,"12",1997
"67",4192,NA,NA,-1
"68",4193,12,"12",2005
"69",4194,10,"<12",2003
"70",4195,9,"<12",2011
"71",4196,11,"<12",2011
"72",4197,12,"12",2009
"73",4198,17,">16",2009
"74",4199,11,"<12",2011
"75",4200,12,"12",2011
"76",4201,11,"<12",2011
"77",4202,12,"12",2011
"78",4203,NA,NA,-1
"79",4204,NA,NA,-1
"80",4205,NA,NA,-1
"81",4206,NA,NA,-1
"82",4207,NA,NA,-1
"83",5001,11,"<12",1997
"84",5002,10,"<12",2011
"85",5003,12,"12",2011
"86",5004,12,"12",2011
"87",5005,10,"<12",2011
"88",5030,12,"12",1989
"89",5031,12,"12",2011
"90",5032,14,"13-15",2011
"91",5033,10,"<12",2011
"92",5034,NA,NA,-1
"93",5035,NA,NA,-1
"94",5036,NA,NA,-1
"95",5170,13,"13-15",2011
"96",5171,11,"<12",1999
"97",5172,12,"12",2001
"98",5173,12,"12",2003
"99",5174,NA,NA,-1
"100",5175,14,"13-15",2007
"101",5176,12,"12",2001
"102",5177,12,"12",2011
"103",5178,NA,NA,-1
"104",5179,NA,NA,-1
"105",5180,NA,NA,-1
"106",5181,12,"12",2011
"107",5182,17,">16",2011
"108",5183,10,"<12",2011
"109",5184,NA,NA,-1
"110",5185,NA,NA,-1
"111",5186,NA,NA,-1
"112",5187,NA,NA,-1
"113",6001,8,"<12",2001
"114",6002,12,"12",2011
"115",6003,17,">16",2005
"116",6004,13,"13-15",2011
"117",6005,12,"12",1970
"118",6006,17,">16",2011
"119",6030,16,"16",2011
"120",6031,16,"16",2011
"121",6032,16,"16",2011
"122",6033,16,"16",2011
"123",6034,17,">16",2011
"124",6035,NA,NA,-1
"125",6036,NA,NA,-1
"126",6037,NA,NA,-1
"127",6038,NA,NA,-1
"128",6039,NA,NA,-1
"129",6040,NA,NA,-1
"130",6041,NA,NA,-1
"131",6042,NA,NA,-1
"132",6170,11,"<12",2011
"133",6171,10,"<12",1994
"134",6172,16,"16",2011
"135",6173,13,"13-15",1995
"136",6174,16,"16",2011
"137",6175,16,"16",2011
"138",6176,NA,NA,-1
"139",6177,16,"16",2011
"140",6178,NA,NA,-1
"141",6179,NA,NA,-1
"142",6180,NA,NA,-1
"143",7001,7,"<12",1987
"144",7002,7,"<12",2003
"145",7003,12,"12",2011
"146",7004,9,"<12",2011
"147",7005,11,"<12",2011
"148",7030,12,"12",2011
"149",7031,11,"<12",2011
"150",7032,11,"<12",2011
"151",7033,11,"<12",2011
"152",7034,11,"<12",2011
"153",7035,10,"<12",2011
"154",7036,12,"12",2011
"155",7037,11,"<12",2011
"156",7038,12,"12",2011
"157",7039,12,"12",2011
"158",7040,12,"12",2011
"159",7041,12,"12",2011
"160",7042,13,"13-15",2011
"161",7043,11,"<12",2011
"162",7044,11,"<12",2011
"163",7045,10,"<12",2011
"164",7046,10,"<12",2011
"165",7047,NA,NA,-1
"166",7048,NA,NA,-1
"167",7049,NA,NA,-1
"168",7050,NA,NA,-1
"169",7051,NA,NA,-1
"170",7052,NA,NA,-1
"171",7053,NA,NA,-1
"172",7054,NA,NA,-1
"173",7055,NA,NA,-1
"174",7056,NA,NA,-1
"175",7057,NA,NA,-1
"176",7058,NA,NA,-1
"177",7059,NA,NA,-1
"178",7060,NA,NA,-1
"179",7061,NA,NA,-1
"180",7062,NA,NA,-1
"181",7063,NA,NA,-1
"182",7064,NA,NA,-1
"183",7065,NA,NA,-1
"184",7170,12,"12",2011
"185",7171,11,"<12",2011
"186",7172,12,"12",1975
"187",7173,NA,NA,-1
"188",7175,12,"12",2011
"189",7176,10,"<12",1995
"190",7177,12,"12",2011
"191",7178,11,"<12",1996
"192",7179,12,"12",1995
"193",7180,NA,NA,-1
"194",7181,NA,NA,-1
"195",7182,12,"12",2011
"196",7183,NA,NA,-1
"197",7184,8,"<12",2007
"198",7185,11,"<12",2005
"199",7186,12,"12",2011
"200",7187,12,"12",2011
"201",7188,11,"<12",2011
"202",7189,NA,NA,-1
"203",7190,11,"<12",2007
"204",7191,11,"<12",2007
"205",7192,7,"<12",2007
"206",7193,NA,NA,-1
"207",7194,12,"12",2011
"208",7195,12,"12",2009
"209",7196,10,"<12",2009
"210",7197,NA,NA,-1
"211",7198,NA,NA,-1
"212",7199,12,"12",2011
"213",7200,12,"12",2011
"214",7201,NA,NA,-1
"215",7202,12,"12",2011
"216",7203,NA,NA,-1
"217",7205,NA,NA,-1
"218",7206,NA,NA,-1
"219",7207,NA,NA,-1
"220",7208,NA,NA,-1
"221",7209,NA,NA,-1
"222",7210,NA,NA,-1
"223",7211,NA,NA,-1
"224",7212,NA,NA,-1
"225",7213,NA,NA,-1
"226",7214,NA,NA,-1
"227",7215,NA,NA,-1
"228",7216,NA,NA,-1
"229",7217,NA,NA,-1
"230",7218,NA,NA,-1
"231",7219,NA,NA,-1
"232",7220,NA,NA,-1
"233",7221,NA,NA,-1
"234",7222,NA,NA,-1
"235",7223,NA,NA,-1
"236",8001,5,"<12",1968
"237",8002,9,"<12",1968
"238",8003,12,"12",1968
"239",8004,NA,NA,-1
"240",8005,NA,NA,-1
"241",8006,NA,NA,-1
"242",8021,NA,NA,-1
"243",9001,12,"12",1968
"244",9002,12,"12",1977
"245",10001,16,"16",1997
"246",10002,9,"<12",1979
"247",10003,15,"13-15",2011
"248",10004,NA,NA,-1
"249",10005,11,"<12",1993
"250",10006,14,"13-15",2011
"251",10007,14,"13-15",2011
"252",10021,14,"13-15",2011
"253",10030,17,">16",2011
"254",10031,12,"12",2011
"255",10032,14,"13-15",2011
"256",10033,12,"12",2009
"257",10034,13,"13-15",2011
"258",10035,11,"<12",2011
"259",10036,NA,NA,-1
"260",10037,NA,NA,-1
"261",10038,NA,NA,-1
"262",10170,NA,NA,-1
"263",10171,12,"12",1999
"264",10172,12,"12",2003
"265",10173,NA,NA,-1
"266",10174,12,"12",1985
"267",10175,NA,NA,-1
"268",10176,15,"13-15",2003
"269",10177,12,"12",2011
"270",10178,12,"12",1993
"271",10179,14,"13-15",1994
"272",10180,NA,NA,-1
"273",10181,16,"16",2011
"274",10182,11,"<12",2011
"275",10183,12,"12",2011
"276",10184,NA,NA,-1
"277",10185,12,"12",2011
"278",10186,NA,NA,-1
"279",10187,NA,NA,-1
"280",10188,NA,NA,-1
"281",11001,12,"12",1997
"282",11002,12,"12",2011
"283",11003,14,"13-15",2011
"284",11021,14,"13-15",2011
"285",11170,8,"<12",1979
"286",11171,13,"13-15",1995
"287",12001,13,"13-15",1979
"288",12002,8,"<12",1979
"289",13001,10,"<12",2011
"290",13002,12,"12",2011
"291",13003,13,"13-15",2011
"292",13004,15,"13-15",2011
"293",13030,16,"16",2011
"294",13031,12,"12",2009
"295",13032,NA,NA,-1
"296",13170,14,"13-15",2011
"297",13171,14,"13-15",1984
"298",13172,3,"<12",1980
"299",13173,NA,NA,-1
"300",13174,NA,NA,-1
"301",13175,10,"<12",1975
"302",13176,12,"12",2011
"303",13177,10,"<12",1995
"304",13178,14,"13-15",2011
"305",14001,16,"16",2003
"306",14002,16,"16",2011
"307",14003,14,"13-15",2011
"308",14004,11,"<12",2011
"309",14030,12,"12",2011
"310",14031,12,"12",2011
"311",14032,11,"<12",2009
"312",14033,10,"<12",2011
"313",14034,NA,NA,-1
"314",14035,NA,NA,-1
"315",14170,14,"13-15",1988
"316",14171,14,"13-15",1979
"317",14172,12,"12",2011
"318",14173,17,">16",2011
"319",14174,14,"13-15",2009
"320",14175,12,"12",2011
"321",14176,NA,NA,-1
"322",14177,NA,NA,-1
"323",14178,NA,NA,-1
"324",14179,NA,NA,-1
"325",14180,NA,NA,-1
"326",15001,8,"<12",1991
"327",16001,9,"<12",1987
"328",16002,13,"13-15",2011
"329",16003,13,"13-15",2011
"330",16004,14,"13-15",2011
"331",16005,13,"13-15",2011
"332",16030,13,"13-15",2011
"333",16031,NA,NA,-1
"334",16032,12,"12",2011
"335",16033,NA,NA,-1
"336",16034,NA,NA,-1
"337",16035,NA,NA,-1
"338",16036,NA,NA,-1
"339",16037,NA,NA,-1
"340",16038,NA,NA,-1
"341",16039,NA,NA,-1
"342",16040,NA,NA,-1
"343",16041,NA,NA,-1
"344",16042,NA,NA,-1
"345",16043,NA,NA,-1
"346",16044,NA,NA,-1
"347",16170,12,"12",2003
"348",16171,14,"13-15",2011
"349",16172,12,"12",2011
"350",16173,16,"16",2011
"351",16174,10,"<12",2011
"352",16175,11,"<12",2009
"353",16176,14,"13-15",2011
"354",16177,NA,NA,-1
"355",16178,NA,NA,-1
"356",16179,NA,NA,-1
"357",16180,10,"<12",2011
"358",16181,NA,NA,-1
"359",17001,12,"12",2005
"360",17002,NA,NA,-1
"361",17003,NA,NA,-1
"362",18001,12,"12",1984
"363",18002,12,"12",2011
"364",18003,12,"12",2011
"365",18004,12,"12",2011
"366",18005,12,"12",2011
"367",18021,13,"13-15",2011
"368",18030,15,"13-15",2011
"369",18031,14,"13-15",2009
"370",18032,12,"12",1993
"371",18033,15,"13-15",1997
"372",18034,9,"<12",1991
"373",18035,12,"12",2007
"374",18036,16,"16",2011
"375",18037,12,"12",2011
"376",18038,13,"13-15",2011
"377",18039,9,"<12",2011
"378",18040,9,"<12",2011
"379",18041,NA,NA,-1
"380",18042,NA,NA,-1
"381",18043,NA,NA,-1
"382",18044,NA,NA,-1
"383",18045,NA,NA,-1
"384",18046,NA,NA,-1
"385",18047,NA,NA,-1
"386",18048,NA,NA,-1
"387",18049,NA,NA,-1
"388",18050,NA,NA,-1
"389",18052,NA,NA,-1
"390",18053,NA,NA,-1
"391",18170,12,"12",2005
"392",18171,12,"12",1981
"393",18172,17,">16",2011
"394",18173,14,"13-15",2011
"395",18174,12,"12",1986
"396",18175,12,"12",1986
"397",18176,NA,NA,-1
"398",18177,17,">16",1996
"399",18178,NA,NA,-1
"400",18179,NA,NA,-1
"401",18180,11,"<12",1992
"402",18181,13,"13-15",2001
"403",18182,12,"12",1996
"404",18183,12,"12",2011
"405",18184,17,">16",2011
"406",18185,14,"13-15",2011
"407",18186,10,"<12",2011
"408",18187,NA,NA,-1
"409",18188,11,"<12",1999
"410",18189,9,"<12",2011
"411",18190,NA,NA,-1
"412",18191,NA,NA,-1
"413",18192,NA,NA,-1
"414",18193,16,"16",2005
"415",18194,NA,NA,-1
"416",18195,NA,NA,-1
"417",18196,NA,NA,-1
"418",18197,10,"<12",2005
"419",18198,15,"13-15",2005
"420",18199,12,"12",2005
"421",18200,NA,NA,-1
"422",18201,14,"13-15",2007
"423",18202,12,"12",2011
"424",18203,1,"<12",2009
"425",18204,12,"12",2011
"426",18205,12,"12",2011
"427",18206,16,"16",2011
"428",18207,10,"<12",2007
"429",18208,NA,NA,-1
"430",18209,16,"16",2011
"431",18210,NA,NA,-1
"432",18211,NA,NA,-1
"433",18212,NA,NA,-1
"434",18213,NA,NA,-1
"435",18214,NA,NA,-1
"436",18215,NA,NA,-1
"437",18216,NA,NA,-1
"438",19001,8,"<12",1999
"439",19002,14,"13-15",2011
"440",19003,12,"12",2011
"441",19004,12,"12",2011
"442",19030,13,"13-15",2009
"443",19031,NA,NA,-1
"444",19170,12,"12",1984
"445",19171,15,"13-15",2011
"446",19172,15,"13-15",1988
"447",19173,NA,NA,-1
"448",19174,12,"12",2009
"449",19175,NA,NA,-1
"450",20001,10,"<12",1981
"451",20002,17,">16",1984
"452",20003,16,"16",1984
"453",20004,NA,NA,-1
"454",20170,12,"12",1984
"455",21001,NA,NA,-1
"456",21002,13,"13-15",1975
"457",21003,NA,NA,-1
"458",22001,12,"12",1983
"459",22002,10,"<12",2011
"460",22003,13,"13-15",2011
"461",22004,12,"12",2011
"462",22030,13,"13-15",2011
"463",22031,13,"13-15",2009
"464",22032,NA,NA,-1
"465",22033,NA,NA,-1
"466",22034,NA,NA,-1
"467",22035,NA,NA,-1
"468",22036,NA,NA,-1
"469",22170,6,"<12",1987
"470",22171,12,"12",1980
"471",22172,12,"12",1988
"472",22173,14,"13-15",2011
"473",22174,12,"12",2003
"474",22175,15,"13-15",2011
"475",22176,13,"13-15",2011
"476",22177,16,"16",2011
"477",22178,12,"12",2011
"478",22179,NA,NA,-1
"479",22180,NA,NA,-1
"480",22181,NA,NA,-1
"481",22182,NA,NA,-1
"482",22183,NA,NA,-1
"483",22184,NA,NA,-1
"484",23001,15,"13-15",1996
"485",23002,13,"13-15",1985
"486",23003,16,"16",2011
"487",23021,NA,NA,-1
"488",23030,16,"16",2011
"489",23031,13,"13-15",2011
"490",23032,NA,NA,-1
"491",23033,NA,NA,-1
"492",23034,NA,NA,-1
"493",23170,12,"12",1993
"494",23171,13,"13-15",1987
"495",23172,12,"12",1993
"496",23173,NA,NA,-1
"497",23174,NA,NA,-1
"498",23175,NA,NA,-1
"499",23176,NA,NA,-1
"500",23177,12,"12",1997
"501",23178,15,"13-15",2011
"502",24001,6,"<12",1968
"503",25001,8,"<12",1978
"504",25002,8,"<12",1968
"505",26001,10,"<12",1986
"506",26170,12,"12",1986
"507",26171,12,"12",1985
"508",26172,11,"<12",1979
"509",27001,8,"<12",1983
"510",27002,9,"<12",1983
"511",27022,12,"12",1968
"512",28001,9,"<12",1977
"513",28002,14,"13-15",1988
"514",29001,11,"<12",1968
"515",30001,8,"<12",1968
"516",31001,12,"12",1987
"517",32001,4,"<12",1993
"518",33001,7,"<12",1968
"519",33002,12,"12",2007
"520",33003,13,"13-15",1976
"521",33030,NA,NA,-1
"522",33031,NA,NA,-1
"523",33032,NA,NA,-1
"524",33170,16,"16",1976
"525",34001,8,"<12",1968
"526",34002,12,"12",1968
"527",34003,NA,NA,-1
"528",34004,NA,NA,-1
"529",34005,NA,NA,-1
"530",35001,5,"<12",1968
"531",35002,6,"<12",1980
"532",35170,NA,NA,-1
"533",36001,11,"<12",2007
"534",37001,16,"16",2011
"535",37002,16,"16",2011
"536",37030,9,"<12",1988
"537",37031,14,"13-15",1999
"538",38001,16,"16",2011
"539",38002,14,"13-15",2011
"540",39001,16,"16",2011
"541",39002,16,"16",2011
"542",39003,12,"12",2011
"543",39030,15,"13-15",2011
"544",39031,NA,NA,-1
"545",39032,NA,NA,-1
"546",39033,NA,NA,-1
"547",39034,NA,NA,-1
"548",39170,13,"13-15",1999
"549",39171,16,"16",2011
"550",39172,16,"16",2011
"551",39173,12,"12",1989
"552",39174,16,"16",2011
"553",39175,14,"13-15",2005
"554",39176,16,"16",2011
"555",40001,12,"12",2011
"556",40002,12,"12",2011
"557",40003,12,"12",2011
"558",40004,12,"12",2011
"559",40005,17,">16",2011
"560",40030,12,"12",2011
"561",40031,17,">16",2011
"562",40032,16,"16",2011
"563",40033,12,"12",2011
"564",40034,15,"13-15",2011
"565",40035,10,"<12",2011
"566",40036,16,"16",2011
"567",40037,11,"<12",2011
"568",40038,12,"12",2011
"569",40039,NA,NA,-1
"570",40040,NA,NA,-1
"571",40041,NA,NA,-1
"572",40044,NA,NA,-1
"573",40045,NA,NA,-1
"574",40046,NA,NA,-1
"575",40047,NA,NA,-1
"576",40170,14,"13-15",2011
"577",40171,12,"12",2003
"578",40172,12,"12",2011
"579",40173,13,"13-15",2011
"580",40174,12,"12",2007
"581",40175,14,"13-15",2003
"582",40176,NA,NA,-1
"583",40177,13,"13-15",2001
"584",40178,17,">16",2003
"585",40179,12,"12",2009
"586",40180,12,"12",2009
"587",40181,12,"12",2011
"588",40182,17,">16",2011
"589",40183,NA,NA,-1
"590",40184,14,"13-15",2011
"591",40185,NA,NA,-1
"592",40186,NA,NA,-1
"593",40187,NA,NA,-1
"594",40188,17,">16",2011
"595",40189,NA,NA,-1
"596",40190,15,"13-15",2011
"597",40191,16,"16",2011
"598",40192,16,"16",2011
"599",40193,10,"<12",2011
"600",40194,NA,NA,-1
"601",40195,NA,NA,-1
"602",40196,NA,NA,-1
"603",40197,NA,NA,-1
"604",40198,NA,NA,-1
"605",40199,NA,NA,-1
"606",40200,NA,NA,-1
"607",40201,NA,NA,-1
"608",41001,4,"<12",1968
"609",41002,8,"<12",2007
"610",41003,12,"12",1997
"611",41004,11,"<12",2011
"612",41005,10,"<12",2011
"613",41006,NA,NA,-1
"614",41007,14,"13-15",2011
"615",41008,10,"<12",2009
"616",41009,8,"<12",1988
"617",41030,12,"12",2011
"618",41031,11,"<12",2011
"619",41032,NA,NA,-1
"620",41033,NA,NA,-1
"621",41034,NA,NA,-1
"622",41035,NA,NA,-1
"623",41036,NA,NA,-1
"624",41037,NA,NA,-1
"625",41038,NA,NA,-1
"626",41039,NA,NA,-1
"627",41040,NA,NA,-1
"628",41041,NA,NA,-1
"629",41042,NA,NA,-1
"630",41043,NA,NA,-1
"631",41044,NA,NA,-1
"632",41045,NA,NA,-1
"633",41046,NA,NA,-1
"634",41047,NA,NA,-1
"635",41048,NA,NA,-1
"636",41049,NA,NA,-1
"637",41170,12,"12",2001
"638",41171,3,"<12",1978
"639",41172,NA,NA,-1
"640",41173,12,"12",1992
"641",41174,13,"13-15",1992
"642",41175,NA,NA,-1
"643",41176,13,"13-15",1996
"644",41177,9,"<12",2011
"645",41178,12,"12",2001
"646",41179,12,"12",2011
"647",41180,16,"16",2011
"648",41181,12,"12",2011
"649",41182,11,"<12",2011
"650",41183,12,"12",2011
"651",41184,12,"12",2011
"652",41185,6,"<12",1999
"653",41186,12,"12",2011
"654",41187,12,"12",2011
"655",41188,12,"12",1995
"656",41189,NA,NA,-1
"657",41190,9,"<12",1995
"658",41191,9,"<12",2011
"659",41192,12,"12",2009
"660",41193,6,"<12",2003
"661",41194,12,"12",2011
"662",41195,12,"12",2003
"663",41196,16,"16",2011
"664",41197,13,"13-15",2011
"665",41198,7,"<12",2007
"666",41199,12,"12",2011
"667",41200,16,"16",2011
"668",41201,NA,NA,-1
"669",41202,NA,NA,-1
"670",41203,12,"12",2011
"671",41204,12,"12",2011
"672",41205,16,"16",2011
"673",41206,NA,NA,-1
"674",41207,NA,NA,-1
"675",41208,NA,NA,-1
"676",41209,NA,NA,-1
"677",41210,NA,NA,-1
"678",42001,12,"12",1968
"679",42002,10,"<12",1968
"680",42003,NA,NA,-1
"681",43001,8,"<12",1968
"682",43002,12,"12",1968
"683",44001,4,"<12",1990
"684",44170,NA,NA,-1
"685",45001,1,"<12",1984
"686",45002,8,"<12",1970
"687",45003,12,"12",2011
"688",45004,NA,NA,-1
"689",45005,7,"<12",1979
"690",45030,13,"13-15",2011
"691",45031,12,"12",2011
"692",45032,11,"<12",2011
"693",45033,11,"<12",2011
"694",45034,NA,NA,-1
"695",45035,NA,NA,-1
"696",45036,NA,NA,-1
"697",45037,NA,NA,-1
"698",45170,12,"12",1995
"699",45171,11,"<12",1976
"700",45172,NA,NA,-1
"701",45173,8,"<12",2011
"702",45174,10,"<12",1979
"703",45175,NA,NA,-1
"704",45176,9,"<12",1992
"705",45177,9,"<12",1995
"706",45178,8,"<12",2011
"707",45179,8,"<12",2011
"708",45180,10,"<12",2001
"709",45181,11,"<12",2001
"710",45182,11,"<12",1999
"711",45183,NA,NA,-1
"712",45184,12,"12",2011
"713",45185,NA,NA,-1
"714",45186,NA,NA,-1
"715",45187,8,"<12",2011
"716",45188,8,"<12",2011
"717",45189,NA,NA,-1
"718",45190,NA,NA,-1
"719",45191,NA,NA,-1
"720",45192,NA,NA,-1
"721",45193,NA,NA,-1
"722",46001,3,"<12",1978
"723",46002,9,"<12",1999
"724",46003,12,"12",2011
"725",46030,12,"12",2011
"726",46170,9,"<12",1979
"727",46171,12,"12",2007
"728",46172,9,"<12",1999
"729",46174,10,"<12",2005
"730",46175,11,"<12",2011
"731",47001,14,"13-15",2011
"732",47002,13,"13-15",2011
"733",47003,16,"16",1987
"734",47004,17,">16",2011
"735",47005,17,">16",2011
"736",47030,12,"12",1996
"737",47031,16,"16",2011
"738",47032,16,"16",2011
"739",47033,14,"13-15",2011
"740",47034,12,"12",2011
"741",47035,12,"12",2011
"742",47036,12,"12",2011
"743",47037,13,"13-15",2011
"744",47038,11,"<12",2011
"745",47039,NA,NA,-1
"746",47040,NA,NA,-1
"747",47041,NA,NA,-1
"748",47042,NA,NA,-1
"749",47043,NA,NA,-1
"750",47044,NA,NA,-1
"751",47045,NA,NA,-1
"752",47046,NA,NA,-1
"753",47047,NA,NA,-1
"754",47170,14,"13-15",2011
"755",47171,16,"16",1987
"756",47172,12,"12",1991
"757",47173,16,"16",2009
"758",47174,12,"12",2011
"759",47175,17,">16",2011
"760",47176,17,">16",2011
"761",47177,12,"12",2009
"762",47178,12,"12",2005
"763",47179,10,"<12",2005
"764",47180,14,"13-15",2009
"765",47181,16,"16",2011
"766",47182,12,"12",2011
"767",47183,NA,NA,-1
"768",47184,NA,NA,-1
"769",47185,NA,NA,-1
"770",48001,12,"12",1968
"771",49001,9,"<12",1968
"772",50001,12,"12",2011
"773",50002,12,"12",2011
"774",50003,12,"12",2011
"775",50004,13,"13-15",2011
"776",50005,16,"16",2011
"777",50030,16,"16",2011
"778",50031,14,"13-15",2011
"779",50032,13,"13-15",2009
"780",50033,13,"13-15",2011
"781",50034,12,"12",2011
"782",50035,9,"<12",2011
"783",50036,NA,NA,-1
"784",50037,NA,NA,-1
"785",50170,17,">16",2011
"786",50171,16,"16",2011
"787",50172,14,"13-15",2011
"788",50173,NA,NA,-1
"789",50174,11,"<12",2007
"790",50175,12,"12",2009
"791",50176,12,"12",2005
"792",50177,14,"13-15",2011
"793",50178,NA,NA,-1
"794",50179,NA,NA,-1
"795",51001,12,"12",2011
"796",51002,12,"12",2011
"797",51030,12,"12",2011
"798",51031,12,"12",2011
"799",51032,NA,NA,-1
"800",51033,NA,NA,-1
"801",51034,NA,NA,-1
"802",51035,NA,NA,-1
"803",51036,NA,NA,-1
"804",51037,NA,NA,-1
"805",51170,12,"12",1992
"806",51171,12,"12",2011
"807",51172,12,"12",2011
"808",51173,NA,NA,-1
"809",51174,NA,NA,-1
"810",52001,12,"12",1968
"811",52002,12,"12",1968
"812",53001,12,"12",2011
"813",53002,15,"13-15",2011
"814",53003,11,"<12",2011
"815",53004,12,"12",2011
"816",53005,9,"<12",2007
"817",53006,12,"12",2011
"818",53007,12,"12",2011
"819",53008,12,"12",2011
"820",53009,12,"12",2011
"821",53010,12,"12",2011
"822",53030,12,"12",2011
"823",53031,12,"12",2011
"824",53032,NA,NA,-1
"825",53033,12,"12",2011
"826",53034,12,"12",2011
"827",53035,17,">16",2011
"828",53036,14,"13-15",2011
"829",53037,8,"<12",2011
"830",53038,11,"<12",2011
"831",53039,11,"<12",2009
"832",53040,12,"12",2011
"833",53041,12,"12",2011
"834",53042,11,"<12",2011
"835",53043,NA,NA,-1
"836",53044,NA,NA,-1
"837",53045,NA,NA,-1
"838",53046,NA,NA,-1
"839",53047,NA,NA,-1
"840",53048,NA,NA,-1
"841",53049,NA,NA,-1
"842",53050,NA,NA,-1
"843",53051,NA,NA,-1
"844",53052,NA,NA,-1
"845",53053,NA,NA,-1
"846",53054,NA,NA,-1
"847",53055,NA,NA,-1
"848",53170,12,"12",2005
"849",53171,12,"12",1980
"850",53172,12,"12",1994
"851",53173,14,"13-15",2011
"852",53174,12,"12",1982
"853",53175,8,"<12",1984
"854",53176,8,"<12",1984
"855",53177,12,"12",1991
"856",53178,NA,NA,-1
"857",53179,NA,NA,-1
"858",53180,11,"<12",1993
"859",53181,14,"13-15",2011
"860",53182,12,"12",1990
"861",53183,12,"12",1995
"862",53184,9,"<12",1995
"863",53185,10,"<12",1995
"864",53186,10,"<12",1991
"865",53187,NA,NA,-1
"866",53188,9,"<12",1995
"867",53189,11,"<12",1999
"868",53190,12,"12",2011
"869",53191,16,"16",2011
"870",53192,14,"13-15",2011
"871",53193,11,"<12",1995
"872",53194,9,"<12",2001
"873",53195,NA,NA,-1
"874",53196,11,"<12",1999
"875",53197,8,"<12",1995
"876",53198,NA,NA,-1
"877",53199,NA,NA,-1
"878",53200,NA,NA,-1
"879",53201,8,"<12",2011
"880",53202,13,"13-15",2011
"881",53203,9,"<12",2001
"882",53204,8,"<12",2001
"883",53205,NA,NA,-1
"884",53206,14,"13-15",2011
"885",53207,12,"12",2011
"886",53208,11,"<12",2001
"887",53209,11,"<12",2001
"888",53210,11,"<12",2011
"889",53211,NA,NA,-1
"890",53212,12,"12",2005
"891",53213,NA,NA,-1
"892",53214,NA,NA,-1
"893",53215,11,"<12",2005
"894",53216,12,"12",2011
"895",53217,16,"16",2011
"896",53218,13,"13-15",2011
"897",53219,10,"<12",2005
"898",53220,12,"12",2011
"899",53221,9,"<12",2011
"900",53222,NA,NA,-1
"901",53223,NA,NA,-1
"902",53224,12,"12",2007
"903",53225,12,"12",2009
"904",53226,9,"<12",2011
"905",53229,14,"13-15",2011
"906",53230,12,"12",2011
"907",53231,12,"12",2011
"908",53232,10,"<12",2011
"909",53233,NA,NA,-1
"910",53234,NA,NA,-1
"911",53235,12,"12",2011
"912",53236,11,"<12",2011
"913",53237,12,"12",2011
"914",53238,NA,NA,-1
"915",53239,NA,NA,-1
"916",53240,NA,NA,-1
"917",53241,13,"13-15",2011
"918",53242,12,"12",2011
"919",53243,12,"12",2011
"920",53244,NA,NA,-1
"921",53245,NA,NA,-1
"922",53246,NA,NA,-1
"923",53247,NA,NA,-1
"924",53248,NA,NA,-1
"925",53249,NA,NA,-1
"926",54001,13,"13-15",1968
"927",54002,12,"12",1968
"928",55001,16,"16",1990
"929",56001,3,"<12",1968
"930",56002,3,"<12",1999
"931",57001,10,"<12",2011
"932",57002,11,"<12",2011
"933",57003,12,"12",2007
"934",57004,12,"12",1981
"935",57005,12,"12",2011
"936",57030,10,"<12",2011
"937",57031,9,"<12",1996
"938",57032,8,"<12",2011
"939",57033,10,"<12",2011
"940",57035,NA,NA,-1
"941",57036,NA,NA,-1
"942",57037,NA,NA,-1
"943",57170,12,"12",1985
"944",57171,12,"12",1980
